port4,port1,port2,port3
7464.0,6984.0,6984.0,7464.0
445.3333333333333,605.3333333333334,605.3333333333334,445.3333333333333
320.0,506.6666666666667,506.6666666666667,506.6666666666667
792.0,320.0,320.0,605.3333333333334
320.0,605.3333333333334,605.3333333333334,320.0
320.0,320.0,320.0,320.0
320.0,320.0,320.0,320.0
320.0,506.6666666666667,506.6666666666667,506.6666666666667
320.0,160.0,320.0,320.0
792.0,605.3333333333334,605.3333333333334,605.3333333333334
320.0,320.0,160.0,320.0
160.0,320.0,320.0,160.0
320.0,320.0,320.0,320.0
320.0,320.0,320.0,320.0
320.0,320.0,320.0,320.0
320.0,320.0,320.0,320.0
320.0,320.0,506.6666666666667,320.0
320.0,506.6666666666667,766400.0,320.0
320.0,320.0,992192.0,506.6666666666667
605.3333333333334,445.3333333333333,980381.3333333334,605.3333333333334
320.0,320.0,979936.0,320.0
346.6666666666667,320.0,980096.0,320.0
320.0,320.0,988160.0,160.0
320.0,320.0,984128.0,320.0
320.0,320.0,984128.0,320.0
320.0,320.0,984128.0,320.0
320.0,320.0,984128.0,320.0
320.0,320.0,1798592.0,320.0
320.0,320.0,1967936.0,320.0
320.0,160.0,1967936.0,320.0
320.0,320.0,1967936.0,320.0
320.0,320.0,1975840.0,2617088.0
160.0,320.0,1976000.0,8560096.0
320.0,320.0,1972154.6666666667,2513781.333333333
320.0,320.0,1971968.0,320.0
320.0,320.0,1967936.0,320.0
320.0,506.6666666666667,1992128.0,320.0
320.0,320.0,1967936.0,320.0
320.0,320.0,1295050.6666666667,4352.0
605.3333333333334,605.3333333333334,1645376.0,792.0
320.0,160.0,2056925.3333333333,320.0
320.0,320.0,2060672.0,730112.0
320.0,320.0,2060512.0,1072832.0
160.0,320.0,2052608.0,1068640.0
4538.666666666667,320.0,1542789.3333333333,1076864.0
193856.0,320.0,47610.66666666666,1076864.0
988160.0,320.0,320.0,1072832.0
992192.0,320.0,320.0,1076864.0
988160.0,320.0,532544.0,1072832.0
1004288.0,320.0,556736.0,1088960.0
992192.0,320.0,552704.0,1076864.0
1000256.0,160.0,556736.0,1088960.0
992192.0,320.0,552704.0,1076864.0
992192.0,320.0,548512.0,1072832.0
988000.0,320.0,552704.0,74261.33333333333
992192.0,320.0,552704.0,320.0
988160.0,320.0,548672.0,320.0
992192.0,320.0,552704.0,320.0
992192.0,320.0,548672.0,320.0
992192.0,320.0,996224.0,320.0
988160.0,320.0,1097024.0,320.0
996224.0,160.0,2056640.0,320.0
992192.0,320.0,2181632.0,320.0
1355072.0,320.0,7229536.0,320.0
