port1,port4,port2,port3
6984.0,7037.333333333333,6984.0,6994.666666666667
605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334
320.0,506.6666666666667,320.0,320.0
632.0,605.3333333333334,792.0,792.0
320.0,160.0,160.0,160.0
320.0,320.0,320.0,320.0
320.0,320.0,320.0,320.0
320.0,320.0,320.0,320.0
320.0,792.0,605.3333333333334,506.6666666666667
792.0,320.0,734330.6666666666,605.3333333333334
320.0,320.0,1080896.0,320.0
320.0,320.0,980096.0,320.0
320.0,320.0,976064.0,320.0
320.0,320.0,980096.0,689792.0
160.0,160.0,979936.0,1060576.0
320.0,320.0,976064.0,1060736.0
320.0,226112.0,988160.0,1072832.0
320.0,548672.0,539888.0,1076864.0
320.0,548858.6666666666,320.0,1073018.6666666667
792.0,544925.3333333334,605.3333333333334,1065053.3333333333
320.0,548672.0,506.6666666666667,1064768.0
320.0,548672.0,320.0,572144.0
320.0,548672.0,320.0,548672.0
320.0,544640.0,193856.0,548672.0
160.0,548512.0,8532032.0,544640.0
320.0,548672.0,8548000.0,548512.0
320.0,544640.0,4650021.333333333,548672.0
320.0,552704.0,320.0,552704.0
320.0,544640.0,320.0,1012352.0
320.0,548672.0,320.0,1846976.0
320.0,544640.0,320.0,2189696.0
320.0,552704.0,2677568.0,1716165.3333333333
320.0,548672.0,8560256.0,1645376.0
320.0,548672.0,2457333.333333333,1645376.0
320.0,544640.0,320.0,1641344.0
160.0,548512.0,160.0,1641344.0
320.0,552704.0,4352.0,1345061.3333333333
320.0,548858.6666666666,320.0,875264.0
320.0,544640.0,320.0,879296.0
605.3333333333334,548957.3333333334,605.3333333333334,875549.3333333334
506.6666666666667,548672.0,320.0,875264.0
320.0,352629.3333333333,4352.0,879482.6666666666
320.0,320.0,320.0,879296.0
320.0,320.0,320.0,875264.0
320.0,320.0,3137402.6666666665,883328.0
320.0,320.0,6636992.0,879296.0
160.0,160.0,7431136.0,879296.0
320.0,320.0,7431296.0,879136.0
320.0,320.0,7427264.0,879296.0
320.0,371264.0,7548224.0,895424.0
320.0,992192.0,6701936.0,887360.0
320.0,1000256.0,1000256.0,887360.0
320.0,992192.0,1121216.0,883328.0
320.0,992192.0,1645376.0,384165.3333333333
320.0,2955776.0,1653440.0,320.0
320.0,3133184.0,1645376.0,320.0
160.0,3141248.0,1677632.0,320.0
320.0,3141088.0,2314528.0,160.0
320.0,3141248.0,2306624.0,320.0
320.0,3141248.0,2314688.0,439808.0
320.0,3145280.0,2314688.0,552704.0
320.0,3145280.0,2314688.0,548672.0
320.0,3149312.0,2322752.0,552704.0
320.0,2614581.333333333,2318720.0,552704.0
320.0,618021.3333333334,2395328.0,556736.0
320.0,320.0,3423488.0,568832.0
320.0,320.0,3439616.0,572864.0
320.0,320.0,3427520.0,572864.0
320.0,320.0,3342848.0,8995712.0
320.0,320.0,3350912.0,9290048.0
160.0,250304.0,3334784.0,9233600.0
320.0,556576.0,3334624.0,9237472.0
320.0,552704.0,3330752.0,7149488.0
320.0,899456.0,1278176.0,552704.0
320.0,1109120.0,665600.0,552704.0
320.0,1109306.6666666667,665600.0,556736.0
320.0,1121216.0,673664.0,560768.0
320.0,1113152.0,669632.0,556736.0
320.0,1113152.0,665600.0,556736.0
506.6666666666667,1113152.0,669632.0,556736.0
605.3333333333334,1121501.3333333333,673949.3333333334,6794525.333333333
320.0,1145408.0,689792.0,7306304.0
320.0,1113152.0,1516352.0,1308213.3333333333
320.0,1129280.0,1786496.0,564800.0
160.0,1113152.0,1746176.0,790592.0
320.0,1108960.0,1758112.0,1443616.0
320.0,1113152.0,1750208.0,1447994.6666666667
320.0,1125248.0,1770368.0,1459904.0
320.0,1121216.0,2157440.0,1459904.0
320.0,1121216.0,2380005.333333333,1447808.0
320.0,1109120.0,3834752.0,1443776.0
320.0,1137344.0,4056512.0,1455872.0
320.0,3290432.0,4040384.0,1447808.0
320.0,3294464.0,4052480.0,1447808.0
320.0,2663685.333333333,4048448.0,1447808.0
320.0,2004224.0,4040384.0,1447808.0
320.0,2004224.0,4286522.666666667,1451840.0
320.0,1996160.0,4919360.0,1439744.0
4352.0,2028416.0,4983872.0,1206693.3333333333
160.0,2000032.0,4919360.0,887360.0
320.0,1996160.0,4927264.0,887200.0
320.0,2004224.0,4923392.0,891392.0
320.0,2677568.0,3628832.0,915584.0
320.0,4197632.0,1673600.0,907520.0
320.0,4181504.0,1673600.0,1447808.0
320.0,2510469.333333333,1620464.0,1447808.0
320.0,2004224.0,778496.0,1447808.0
320.0,2016320.0,786560.0,1459904.0
320.0,2076800.0,806720.0,1492160.0
320.0,1804954.6666666667,794624.0,1500224.0
320.0,939776.0,822848.0,1524416.0
320.0,1226048.0,786560.0,1455872.0
320.0,1242176.0,1758272.0,1467968.0
320.0,1226048.0,1786496.0,1447808.0
320.0,1230080.0,1778432.0,1447808.0
4352.0,1226048.0,1786496.0,858042.6666666666
320.0,1222016.0,1778432.0,556736.0
320.0,1246208.0,1814720.0,568832.0
320.0,1238144.0,1798592.0,560768.0
