port1,port2,port3
7144.0,6984.0,7144.0
445.3333333333333,605.3333333333334,445.3333333333333
320.0,320.0,506.6666666666667
506.6666666666667,346.6666666666667,605.3333333333334
605.3333333333334,605.3333333333334,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,506.6666666666667
506.6666666666667,506.6666666666667,320.0
605.3333333333334,605.3333333333334,605.3333333333334
320.0,320.0,320.0
160.0,320.0,160.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,506.6666666666667
320.0,320.0,320.0
320.0,506.6666666666667,320.0
792.0,605.3333333333334,605.3333333333334
320.0,320.0,320.0
160.0,320.0,160.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,160.0
160.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,320.0
320.0,320.0,506.6666666666667
320.0,320.0,320.0
320.0,320.0,320.0
320.0,506.6666666666667,605.3333333333334
605.3333333333334,605.3333333333334,320.0
506.6666666666667,320.0,320.0
320.0,320.0,160.0
160.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
160.0,320.0,160.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
160.0,320.0,160.0
320.0,320.0,1076864.0
548672.0,320.0,1121216.0
1338944.0,826880.0,1117184.0
1334912.0,891392.0,1084928.0
1338944.0,895264.0,1092992.0
1334912.0,887360.0,1084928.0
1334912.0,891392.0,1084928.0
1330880.0,887360.0,1080896.0
1330880.0,883328.0,1084928.0
1326848.0,887360.0,1080896.0
1334912.0,887360.0,1084928.0
1347008.0,297968.0,1101242.6666666667
1330880.0,320.0,1084928.0
1330880.0,320.0,1084928.0
1342816.0,320.0,1088800.0
1347293.3333333333,792.0,1093277.3333333333
7528496.0,320.0,1129280.0
1330880.0,320.0,1080896.0
1359104.0,320.0,1105088.0
1572800.0,160.0,1084928.0
2217920.0,320.0,1084928.0
2226170.6666666665,4352.0,285498.6666666667
2250176.0,320.0,320.0
2246144.0,320.0,320.0
2225984.0,320.0,320.0
2221952.0,320.0,320.0
2234048.0,320.0,320.0
2234048.0,320.0,320.0
2225984.0,320.0,320.0
2230016.0,320.0,320.0
2225824.0,320.0,160.0
2225984.0,320.0,320.0
2221952.0,320.0,320.0
1988901.3333333333,4192.0,320.0
1665536.0,320.0,320.0
1382202.6666666667,4352.0,320.0
887360.0,320.0,320.0
911552.0,320.0,320.0
891392.0,320.0,320.0
891392.0,320.0,320.0
891392.0,320.0,320.0
895424.0,320.0,320.0
895424.0,320.0,320.0
919616.0,320.0,320.0
923648.0,320.0,320.0
939776.0,320.0,1097024.0
895424.0,320.0,1092992.0
903488.0,320.0,1101056.0
891392.0,320.0,1088960.0
891232.0,320.0,1088800.0
297594.6666666667,4352.0,1084928.0
320.0,320.0,1088960.0
320.0,320.0,1105088.0
320.0,160.0,1101056.0
320.0,320.0,1088960.0
320.0,320.0,1088960.0
320.0,320.0,1088960.0
320.0,320.0,1088960.0
320.0,320.0,1084928.0
320.0,320.0,1407488.0
320.0,320.0,1976000.0
320.0,320.0,1980032.0
320.0,320.0,1980032.0
814784.0,320.0,2032448.0
911552.0,320.0,2024224.0
911392.0,320.0,2028416.0
907520.0,320.0,2012288.0
903488.0,320.0,2000192.0
911552.0,160.0,2028416.0
915584.0,320.0,2032448.0
891392.0,320.0,1980032.0
911552.0,320.0,2024384.0
156848.0,320.0,2016320.0
320.0,320.0,2052608.0
242240.0,320.0,1988096.0
564800.0,320.0,2004224.0
564800.0,320.0,2008256.0
584960.0,320.0,2072768.0
988160.0,320.0,2024384.0
1592960.0,320.0,2024384.0
1592800.0,320.0,2024224.0
1568768.0,320.0,1561136.0
1596992.0,320.0,915584.0
1562949.3333333333,320.0,775269.3333333334
568832.0,160.0,320.0
564800.0,320.0,320.0
40640.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,506.6666666666667
320.0,320.0,320.0
320.0,320.0,320.0
605.3333333333334,605.3333333333334,605.3333333333334
320.0,320.0,160.0
160.0,320.0,320.0
320.0,506.6666666666667,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,879296.0
320.0,320.0,903488.0
320.0,320.0,895424.0
320.0,320.0,895424.0
320.0,320.0,899456.0
320.0,320.0,895424.0
320.0,320.0,899456.0
506.6666666666667,320.0,895424.0
320.0,320.0,895424.0
320.0,320.0,899456.0
320.0,320.0,899456.0
320.0,320.0,903488.0
160.0,320.0,895264.0
320.0,320.0,895424.0
320.0,320.0,899456.0
8616704.0,320.0,927680.0
8773952.0,320.0,899456.0
8765888.0,160.0,899456.0
8765888.0,320.0,895424.0
5913077.333333333,320.0,903488.0
320.0,320.0,907520.0
320.0,320.0,911552.0
320.0,320.0,899456.0
320.0,320.0,895424.0
320.0,320.0,911552.0
320.0,320.0,895424.0
320.0,320.0,895424.0
320.0,320.0,899456.0
320.0,320.0,899456.0
320.0,320.0,899296.0
160.0,320.0,907520.0
320.0,4352.0,266864.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,6385914.666666667,4352.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
160.0,320.0,160.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,160.0
160.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
160.0,320.0,160.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
160.0,320.0,160.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,160.0
160.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,160.0
160.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
160.0,320.0,160.0
320.0,320.0,320.0
320.0,320.0,320.0
605.3333333333334,605.3333333333334,605.3333333333334
320.0,160.0,320.0
320.0,320.0,506.6666666666667
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
548672.0,320.0,1080896.0
584960.0,320.0,1145408.0
584960.0,320.0,1141376.0
580928.0,320.0,1133312.0
601088.0,320.0,2064704.0
580928.0,506.6666666666667,2060672.0
576896.0,320.0,2052448.0
576736.0,320.0,2052608.0
568832.0,320.0,2012288.0
572864.0,320.0,2040512.0
1355258.6666666667,320.0,2024384.0
3423488.0,160.0,2056640.0
3411392.0,320.0,2052608.0
3346880.0,320.0,2016320.0
3415424.0,320.0,2052608.0
2649802.6666666665,320.0,2044544.0
1133312.0,320.0,2012288.0
1169600.0,320.0,2080832.0
1153472.0,320.0,2048576.0
1173632.0,320.0,2084864.0
1165568.0,320.0,2072768.0
1157504.0,320.0,2052608.0
1133312.0,320.0,2012288.0
1149440.0,320.0,2044544.0
1149440.0,320.0,2044544.0
1189600.0,320.0,2104864.0
1149440.0,320.0,2044544.0
1145408.0,320.0,2040512.0
1153472.0,320.0,1008752.0
1165568.0,160.0,931712.0
64832.0,320.0,923648.0
320.0,320.0,927680.0
320.0,320.0,923648.0
320.0,320.0,907520.0
109184.0,320.0,923648.0
927680.0,320.0,927680.0
907520.0,320.0,907520.0
939776.0,320.0,939776.0
927680.0,320.0,7834496.0
927680.0,320.0,9987584.0
931712.0,320.0,10003712.0
927680.0,320.0,9963392.0
923648.0,320.0,9935168.0
931712.0,320.0,9983552.0
911552.0,320.0,3630965.3333333335
923648.0,320.0,923648.0
694282.6666666666,6548288.0,972032.0
4352.0,6669248.0,621680.0
160.0,6757952.0,160.0
4352.0,348917.3333333333,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
160.0,320.0,160.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
160.0,320.0,160.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
160.0,320.0,160.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,160.0
160.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,7532256.0,320.0
320.0,8209472.0,883328.0
320.0,7963520.0,931712.0
320.0,7890784.0,923648.0
320.0,7814336.0,915584.0
320.0,7915136.0,923648.0
1923584.0,8048192.0,943808.0
2230016.0,7798208.0,911552.0
2262272.0,7923200.0,927680.0
2246144.0,7850624.0,919616.0
2234048.0,7309882.666666667,320373.3333333333
2230016.0,320.0,320.0
145472.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,160.0
160.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,160.0
160.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,320.0
