port1,port2
6984.0,6984.0
605.3333333333334,605.3333333333334
320.0,320.0
859608.0,792.0
1520224.0,1109120.0
1689728.0,7056320.0
1544576.0,6475712.0
1524416.0,6374752.0
1524888.0,6387480.0
1560704.0,6520064.0
1560704.0,6540224.0
1544576.0,6471680.0
1548608.0,6479744.0
1421829.3333333333,6624896.0
984128.0,6391040.0
1000096.0,6520064.0
1004288.0,6512000.0
1008320.0,3299088.0
8040128.0,895610.6666666666
8665560.0,895709.3333333334
8657024.0,895424.0
6079482.666666667,959936.0
1004288.0,1568768.0
996224.0,1544576.0
1004288.0,5782208.0
1008320.0,11021301.333333334
1004128.0,2653376.0
984128.0,2600960.0
1000256.0,2637088.0
984128.0,2600960.0
1012352.0,2669504.0
1012352.0,2673536.0
1008320.0,2665472.0
1008320.0,2653376.0
996224.0,2637248.0
988160.0,2609024.0
988000.0,2609024.0
1012352.0,2669504.0
988160.0,2604992.0
992477.3333333334,2629496.0
988160.0,2604992.0
988346.6666666666,2613056.0
1000256.0,10316506.666666666
1004288.0,6004608.0
395888.0,1080896.0
320.0,1072832.0
320.0,1072832.0
320.0,1084928.0
160.0,1076864.0
320.0,1068800.0
320.0,1076704.0
4352.0,430650.6666666667
9760.0,2064704.0
423680.0,7532096.0
661568.0,12636608.0
665600.0,15128384.0
40640.0,9338432.0
320.0,15132416.0
320.0,15172736.0
320.0,15176768.0
320.0,16366208.0
4352.0,20436341.33333333
160.0,16233152.0
320.0,16229120.0
320.0,22313408.0
320.0,22849504.0
320.0,22841600.0
4352.0,19995760.0
320.0,15386432.0
7290176.0,8310272.0
11535872.0,3109424.0
16946816.0,1000256.0
9334400.0,1068800.0
8269952.0,1004288.0
8286080.0,1000256.0
8378816.0,1016384.0
8265920.0,1000256.0
18031424.0,44672.0
7472576.0,12416.0
665885.3333333334,605.3333333333334
681728.0,14785850.666666666
677696.0,1996965.3333333333
673664.0,2189696.0
665440.0,2637248.0
677696.0,2996096.0
665600.0,2939648.0
665600.0,2939648.0
665600.0,2939488.0
669818.6666666666,2963840.0
665600.0,2943680.0
673664.0,2518533.333333333
665600.0,2165504.0
911552.0,2165504.0
2854976.0,2189696.0
2257146.6666666665,2173568.0
2169536.0,2169536.0
2169536.0,2165504.0
2165504.0,2169536.0
2173408.0,2169536.0
2177600.0,2181632.0
2633216.0,960368.0
4354880.0,320.0
4435520.0,160.0
7435328.0,320.0
11079536.0,4352.0
9313146.666666666,4352.0
8302208.0,4282304.0
8282048.0,7612736.0
8407040.0,7729664.0
8310272.0,7632896.0
6618677.333333333,7608704.0
669632.0,7612736.0
669632.0,7874816.0
3846848.0,8999744.0
14422624.0,8761856.0
30377408.0,8931200.0
25054234.666666668,9354560.0
21751914.666666668,8838464.0
8384693.333333333,1717952.0
7499840.0,8451392.0
6577317.333333333,4999546.666666667
1484096.0,1024448.0
7439360.0,1040416.0
12644672.0,1028480.0
12374528.0,1008320.0
12507584.0,5979776.0
3573104.0,8273984.0
1451840.0,8503808.0
8741696.0,9011840.0
9374720.0,9060224.0
9161024.0,8834432.0
6091578.666666667,6943856.0
1496192.0,9761792.0
1463936.0,9931941.333333334
1492000.0,9096512.0
1842944.0,8111610.666666667
2181632.0,2383232.0
2177600.0,2379040.0
2129216.0,2334848.0
2181632.0,2375168.0
2185664.0,1995440.0
2161472.0,8338496.0
2177600.0,8515904.0
2181632.0,8544128.0
2165504.0,8487680.0
2133248.0,8439296.0
1601024.0,8511872.0
2850944.0,2580986.6666666665
1984064.0,1157504.0
1572800.0,1149440.0
1371200.0,1117184.0
1379264.0,1101861.3333333333
1734080.0,36608.0
2411296.0,320.0
2387264.0,320.0
2431616.0,320.0
2407424.0,320.0
2492096.0,320.0
4060829.3333333335,605.3333333333334
4129088.0,346.6666666666667
4700538.666666667,4352.0
14317952.0,320.0
