port4,port1,port2,port3
7464.0,6984.0,6984.0,7322.666666666667
605.3333333333334,605.3333333333334,605.3333333333334,320.0
506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667
605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334
320.0,320.0,320.0,320.0
160.0,160.0,169504.0,320.0
320.0,320.0,649472.0,160.0
506.6666666666667,506.6666666666667,653504.0,320.0
605.3333333333334,320.0,698328.0,792.0
320.0,605.3333333333334,653504.0,320.0
320.0,320.0,649472.0,320.0
1742144.0,320.0,653504.0,320.0
2125184.0,320.0,653504.0,320.0
1619397.3333333333,320.0,661568.0,4352.0
160.0,320.0,653504.0,320.0
320.0,160.0,669472.0,160.0
320.0,320.0,661568.0,36608.0
320.0,320.0,649472.0,762368.0
506.6666666666667,506.6666666666667,653504.0,762653.3333333334
605.3333333333334,605.3333333333334,653789.3333333334,4230074.666666667
320.0,320.0,657722.6666666666,8213504.0
320.0,320.0,653504.0,8213504.0
320.0,320.0,4838720.0,8225600.0
320.0,320.0,8120768.0,8233664.0
320.0,320.0,8153024.0,8261888.0
160.0,160.0,8314304.0,8427200.0
4352.0,320.0,8041493.333333333,8435104.0
320.0,320.0,7467584.0,8233664.0
320.0,320.0,7471616.0,8237696.0
4352.0,320.0,5461493.333333333,8257856.0
320.0,320.0,6012032.0,4541104.0
320.0,320.0,10701248.0,766400.0
320.0,320.0,10705280.0,770432.0
320.0,320.0,10705280.0,766400.0
320.0,320.0,11293952.0,766400.0
320.0,320.0,14706869.333333334,782528.0
320.0,8451392.0,419648.0,782528.0
346.6666666666667,8560096.0,875104.0,766400.0
320.0,8564474.666666666,879296.0,766240.0
605.3333333333334,8616989.333333334,883613.3333333334,774749.3333333334
320.0,8584448.0,879296.0,770432.0
320.0,8584448.0,879296.0,766400.0
320.0,8576384.0,875450.6666666666,1169786.6666666667
320.0,8588480.0,883328.0,1322816.0
320.0,8580416.0,875264.0,1314752.0
320.0,8580416.0,879296.0,1318784.0
320.0,8588480.0,879296.0,1318784.0
4192.0,5858362.666666667,1411520.0,1322816.0
320.0,160.0,1758112.0,1314592.0
320.0,320.0,1774400.0,1330880.0
320.0,320.0,1758272.0,1314752.0
320.0,320.0,1782464.0,1334912.0
320.0,320.0,1822784.0,614336.0
320.0,863168.0,959936.0,320.0
320.0,40640.0,2149376.0,320.0
320.0,320.0,2834816.0,320.0
89024.0,320.0,2875136.0,320.0
673664.0,320.0,2895296.0,320.0
657536.0,320.0,2830784.0,320.0
673664.0,320.0,2570949.333333333,320.0
669632.0,320.0,1810688.0,320.0
673504.0,160.0,6245728.0,320.0
665600.0,320.0,12547904.0,160.0
669632.0,320.0,12656768.0,320.0
669632.0,320.0,12676928.0,320.0
1330880.0,320.0,6004400.0,320.0
1681664.0,320.0,2342912.0,320.0
1685696.0,320.0,2584832.0,320.0
1669568.0,320.0,2560640.0,320.0
1681664.0,320.0,2576768.0,320.0
1754240.0,320.0,2689664.0,320.0
1697792.0,320.0,13676864.0,320.0
1730048.0,320.0,18728960.0,320.0
1141674.6666666667,1645376.0,17696768.0,320.0
1028480.0,2600800.0,16366208.0,320.0
1169600.0,3379136.0,16450880.0,320.0
1734266.6666666667,3911360.0,7722192.0,4352.0
1681664.0,3656250.6666666665,343040.0,160.0
1705856.0,3339002.6666666665,1109120.0,320.0
1681949.3333333333,3476189.333333333,1093277.3333333333,605.3333333333334
1705856.0,2758666.6666666665,1109120.0,320.0
1693760.0,2713856.0,1105088.0,320.0
2084864.0,2504624.0,1129280.0,4352.0
12805952.0,1822784.0,1109120.0,320.0
12769664.0,1810688.0,1109120.0,320.0
12519680.0,1782464.0,1084928.0,320.0
12886592.0,1826816.0,1117184.0,320.0
12037685.333333334,1830848.0,1121216.0,320.0
1693760.0,1814720.0,1105274.6666666667,506.6666666666667
1697792.0,1806656.0,1105088.0,320.0
1693600.0,1806656.0,1101056.0,320.0
1682122.6666666667,1822624.0,1112992.0,160.0
996224.0,1774400.0,1084928.0,320.0
1000256.0,1774400.0,1080896.0,320.0
1020416.0,1818752.0,1109120.0,320.0
1012352.0,1794560.0,1097024.0,320.0
1016384.0,1806656.0,1101056.0,320.0
1000256.0,1782464.0,650277.3333333334,774464.0
1008320.0,1794560.0,16448.0,786560.0
1004288.0,1782464.0,320.0,778496.0
1000256.0,1778432.0,320.0,778496.0
1000256.0,1774400.0,320.0,778496.0
1000256.0,1778432.0,320.0,8024000.0
1000256.0,1782464.0,320.0,8386880.0
1004128.0,1698597.3333333333,4352.0,7985925.333333333
823280.0,1112992.0,4192.0,8382688.0
320.0,1113152.0,320.0,8386880.0
320.0,1133312.0,320.0,9277952.0
320.0,1129280.0,320.0,9265856.0
320.0,1109120.0,320.0,9148928.0
320.0,1117184.0,320.0,9173120.0
320.0,1109120.0,320.0,9161024.0
320.0,1117184.0,320.0,9693248.0
320.0,1121216.0,320.0,10636736.0
320.0,1117184.0,320.0,10664960.0
320.0,1117184.0,4352.0,9930416.0
320.0,1117184.0,4352.0,5451130.666666667
320.0,1113152.0,320.0,2238080.0
320.0,1117184.0,201920.0,2854976.0
160.0,1125248.0,790592.0,3346880.0
320.0,1112992.0,778336.0,3318656.0
320.0,1117184.0,782528.0,3322528.0
4352.0,1117184.0,6858752.0,3264453.333333333
320.0,1117184.0,8411072.0,2766272.0
8384.0,773370.6666666666,12241472.0,2469429.333333333
320.0,556736.0,14983232.0,1988096.0
5596736.0,8128832.0,7870784.0,2048576.0
7632896.0,4867376.0,7334528.0,1992128.0
7705472.0,564800.0,7399040.0,1395850.6666666667
7794176.0,568832.0,7479680.0,911552.0
7632896.0,560768.0,7326464.0,891392.0
7657088.0,560768.0,7342592.0,899456.0
7661120.0,560768.0,7354688.0,895424.0
7649024.0,556736.0,7338560.0,895424.0
7669184.0,560768.0,7362752.0,899456.0
7685312.0,564800.0,7370816.0,899456.0
7609456.0,564800.0,6694192.0,907520.0
160.0,560608.0,786560.0,899456.0
320.0,564800.0,794464.0,907360.0
320.0,560768.0,782528.0,895424.0
320.0,560768.0,782528.0,891392.0
320.0,556736.0,782528.0,895424.0
320.0,560768.0,782528.0,895424.0
330944.0,556736.0,782528.0,891392.0
669632.0,560768.0,782528.0,895424.0
673664.0,560768.0,782528.0,8886848.0
677696.0,556736.0,545445.3333333334,6622389.333333333
669632.0,560768.0,320.0,895424.0
701888.0,584960.0,320.0,935744.0
693824.0,576896.0,2125184.0,923648.0
673664.0,560768.0,7673216.0,899456.0
673664.0,323312.0,7644992.0,895424.0
1270400.0,320.0,8693312.0,895424.0
1476032.0,320.0,10099386.666666666,911552.0
2088736.0,320.0,13539776.0,899456.0
2556794.6666666665,160.0,14293600.0,899456.0
2568704.0,320.0,14285696.0,903328.0
2600960.0,320.0,14499392.0,911552.0
2556608.0,320.0,14257472.0,424112.0
1720941.3333333333,605.3333333333334,14229533.333333334,1101341.3333333333
786560.0,506.6666666666667,14301824.0,1101056.0
1298624.0,320.0,14265536.0,1097024.0
7390976.0,320.0,12122357.333333334,1101056.0
7386944.0,320.0,19253872.0,1101056.0
7636928.0,320.0,10768698.666666666,3137216.0
7632896.0,320.0,320.0,7959488.0
7564352.0,320.0,320.0,7894976.0
7366784.0,320.0,320.0,9237632.0
7374848.0,320.0,320.0,14301824.0
14674293.333333334,320.0,4352.0,14116352.0
25357568.0,320.0,320.0,14938880.0
21580016.0,4352.0,4352.0,12653168.0
6576512.0,320.0,320.0,6584576.0
6705536.0,320.0,320.0,6705536.0
6770048.0,320.0,320.0,6770048.0
6572480.0,320.0,320.0,6572666.666666667
6564256.0,160.0,320.0,6741824.0
6588608.0,320.0,160.0,7257920.0
2665018.6666666665,320.0,4352.0,7378720.0
786560.0,320.0,774464.0,7249856.0
786560.0,320.0,1008506.6666666666,7237760.0
790592.0,320.0,1012352.0,1971514.6666666667
802688.0,320.0,1028480.0,689792.0
794624.0,320.0,1020416.0,677696.0
782528.0,320.0,647685.3333333334,677696.0
696069.3333333334,320.0,4352.0,673664.0
320.0,320.0,320.0,681728.0
320.0,320.0,320.0,689792.0
320.0,320.0,4629056.0,673664.0
320.0,320.0,10963328.0,673664.0
320.0,320.0,10995584.0,677696.0
320.0,320.0,10971392.0,673664.0
320.0,320.0,3589232.0,681728.0
320.0,320.0,320.0,766400.0
160.0,160.0,320.0,1576832.0
320.0,320.0,229984.0,1572640.0
320.0,320.0,1012352.0,1568768.0
320.0,320.0,1008320.0,1572800.0
320.0,320.0,1012352.0,1572800.0
320.0,320.0,1008320.0,1568768.0
320.0,320.0,1024448.0,1584896.0
320.0,320.0,1008320.0,1576832.0
320.0,320.0,1016384.0,1355072.0
320.0,320.0,1052672.0,1669568.0
320.0,320.0,1016384.0,1613120.0
320.0,320.0,1012352.0,1572800.0
4314560.0,320.0,1032512.0,1613120.0
6600704.0,320.0,1016384.0,1572800.0
2804085.333333333,320.0,1012352.0,1584896.0
320.0,320.0,259893.3333333333,1592960.0
3923456.0,320.0,320.0,1572800.0
7149056.0,320.0,320.0,1580864.0
7148896.0,160.0,320.0,1572800.0
5399973.333333333,320.0,4192.0,1576672.0
2177600.0,320.0,320.0,1576832.0
8294144.0,320.0,320.0,1584896.0
8302208.0,320.0,320.0,1584896.0
5436261.333333333,320.0,8384.0,1075770.6666666667
568832.0,320.0,320.0,915584.0
564800.0,320.0,320.0,899456.0
564800.0,320.0,320.0,903488.0
1326848.0,320.0,320.0,907520.0
1726016.0,320.0,320.0,939776.0
1665536.0,320.0,320.0,899456.0
1669568.0,320.0,4352.0,192762.66666666663
1677632.0,320.0,320.0,320.0
1693760.0,320.0,320.0,320.0
1677632.0,320.0,320.0,320.0
1354352.0,320.0,4352.0,320.0
564640.0,320.0,320.0,320.0
564800.0,160.0,407392.0,320.0
560768.0,320.0,560768.0,160.0
564800.0,320.0,564800.0,320.0
564800.0,320.0,564800.0,320.0
564800.0,320.0,3596864.0,320.0
572864.0,320.0,9499712.0,320.0
568832.0,320.0,9443264.0,320.0
572864.0,320.0,7168122.666666667,320.0
564800.0,320.0,564800.0,320.0
580928.0,320.0,576896.0,320.0
564800.0,320.0,742208.0,320.0
576896.0,320.0,1609088.0,320.0
576896.0,320.0,1621184.0,320.0
560768.0,320.0,1572800.0,320.0
568832.0,320.0,1467248.0,320.0
560768.0,320.0,1040576.0,320.0
564800.0,320.0,1016384.0,320.0
564640.0,160.0,1996160.0,320.0
564800.0,320.0,2032288.0,160.0
420453.3333333333,320.0,2036480.0,4352.0
320.0,320.0,2629184.0,320.0
4352.0,320.0,2718346.6666666665,320.0
320.0,320.0,2153408.0,320.0
320.0,320.0,2137280.0,320.0
320.0,320.0,2117120.0,320.0
320.0,320.0,2117120.0,320.0
10419008.0,320.0,2117120.0,320.0
11136704.0,320.0,2137280.0,320.0
5877882.666666667,320.0,2250176.0,320.0
320.0,320.0,2895296.0,320.0
320.0,320.0,4233920.0,320.0
320.0,320.0,5245952.0,320.0
320.0,320.0,5141120.0,320.0
320.0,320.0,5298368.0,320.0
320.0,320.0,5120960.0,320.0
4192.0,160.0,3657802.6666666665,320.0
320.0,320.0,2907232.0,160.0
320.0,320.0,10737536.0,320.0
320.0,320.0,18458816.0,320.0
320.0,1080896.0,18011264.0,320.0
320.0,2157440.0,3552058.6666666665,12416.0
320.0,2193728.0,1512320.0,320.0
320.0,2121152.0,1472000.0,320.0
320.0,1910394.6666666667,1472000.0,4352.0
320.0,1101056.0,5004032.0,320.0
4352.0,112122.66666666669,9564224.0,320.0
320.0,320.0,9185216.0,320.0
320.0,320.0,9604544.0,320.0
320.0,320.0,9185216.0,320.0
320.0,320.0,9189248.0,320.0
320.0,320.0,9447296.0,320.0
320.0,320.0,10003712.0,320.0
320.0,320.0,9979520.0,320.0
320.0,320.0,9979520.0,320.0
320.0,320.0,9979520.0,320.0
320.0,320.0,10092416.0,320.0
320.0,320.0,12733376.0,320.0
160.0,320.0,16640384.0,320.0
8384.0,4620538.666666667,7082037.333333333,320.0
320.0,160.0,2254048.0,320.0
320.0,320.0,2588864.0,160.0
320.0,320.0,2935616.0,320.0
320.0,320.0,2943680.0,320.0
320.0,320.0,4349754.666666667,4352.0
4352.0,320.0,4117450.6666666665,320.0
320.0,320.0,3576704.0,320.0
320.0,320.0,3572672.0,320.0
320.0,320.0,3540874.6666666665,4352.0
4352.0,320.0,1099269.3333333333,320.0
4310528.0,320.0,701888.0,320.0
9048128.0,320.0,693824.0,3786368.0
360693.3333333333,320.0,697856.0,6798272.0
320.0,320.0,685760.0,3231477.333333333
320.0,320.0,677696.0,794624.0
320.0,320.0,681728.0,794624.0
320.0,320.0,10439168.0,794624.0
506.6666666666667,320.0,17454848.0,794624.0
320.0,7604672.0,18938624.0,822848.0
320.0,8689280.0,16043648.0,818816.0
4352.0,8451392.0,18152384.0,579141.3333333334
320.0,8564288.0,19692288.0,320.0
320.0,8491712.0,19518912.0,320.0
16288.0,8608480.0,14730816.0,320.0
320.0,8463488.0,160.0,160.0
320.0,8415104.0,320.0,320.0
320.0,8866688.0,320.0,320.0
320.0,9326336.0,320.0,320.0
605.3333333333334,9362624.0,3754397.3333333335,605.3333333333334
320.0,9447581.333333334,11193152.0,320.0
320.0,9370688.0,11104448.0,320.0
320.0,6499450.666666667,11056064.0,1963904.0
320.0,1584896.0,4040816.0,7749824.0
320.0,1584896.0,320.0,7733696.0
320.0,1605056.0,320.0,7838528.0
320.0,1584896.0,320.0,7725632.0
320.0,1588928.0,13718709.333333334,7765952.0
320.0,1605056.0,334976.0,7834496.0
320.0,1589114.6666666667,798656.0,7769984.0
3375104.0,1588928.0,790592.0,7733696.0
6765856.0,1395664.0,806720.0,7886912.0
6653120.0,907520.0,798496.0,7761760.0
6923264.0,943808.0,1351040.0,2537200.0
6802304.0,931712.0,1947776.0,320.0
6802304.0,927680.0,1947776.0,320.0
6842624.0,935744.0,1955840.0,320.0
6770048.0,923648.0,1935680.0,320.0
3937397.3333333335,907520.0,1907456.0,320.0
320.0,919616.0,1923584.0,506.6666666666667
320.0,923648.0,1943744.0,320.0
320.0,911552.0,1899392.0,1701824.0
367232.0,947840.0,1403914.6666666667,8104640.0
576896.0,927680.0,537034.6666666666,3916917.3333333335
588992.0,939776.0,584960.0,320.0
10128704.0,927680.0,580928.0,320.0
4739445.333333333,911552.0,572864.0,320.0
576896.0,923648.0,576896.0,320.0
572864.0,915584.0,576896.0,320.0
584960.0,935744.0,580928.0,320.0
580768.0,927680.0,580928.0,320.0
494469.3333333333,927520.0,584800.0,160.0
320.0,903488.0,564800.0,320.0
320.0,935744.0,584960.0,320.0
320.0,927680.0,762554.6666666666,320.0
320.0,907520.0,1673600.0,320.0
320.0,923648.0,1709888.0,320.0
320.0,931712.0,2125184.0,320.0
320.0,927680.0,2290496.0,320.0
