00:00:00:00:00:06,00:00:00:00:00:04,00:00:00:00:00:03,00:00:00:00:00:05,00:00:00:00:00:08,00:00:00:00:00:07,00:00:00:00:00:01,00:00:00:00:00:02
100800.0,366912.0,,,,,,
633024.0,737856.0,,,,,,
633024.0,737856.0,,,,,,
737856.0,862848.0,693504.0,,,,,
633024.0,737856.0,241920.0,,,,,
633024.0,737856.0,737856.0,,,,,
741888.0,4032.0,862848.0,1717632.0,,,,
633024.0,0.0,737856.0,2060352.0,,,,
633024.0,737856.0,741888.0,1711813.3333333333,,,,
637056.0,741888.0,741888.0,0.0,,,,
737856.0,862848.0,862848.0,0.0,,,,
628992.0,733824.0,733824.0,0.0,4032.0,4032.0,,
633024.0,0.0,0.0,0.0,0.0,737856.0,,
0.0,0.0,0.0,0.0,0.0,737856.0,,
0.0,0.0,0.0,0.0,0.0,3407040.0,4032.0,
633024.0,0.0,0.0,0.0,0.0,7947072.0,0.0,
0.0,0.0,0.0,0.0,0.0,9261504.0,0.0,
3648960.0,0.0,717696.0,0.0,0.0,7737408.0,0.0,
633024.0,0.0,737856.0,0.0,0.0,7943040.0,0.0,
7205184.0,0.0,14402304.0,0.0,0.0,7943040.0,0.0,
737856.0,0.0,209664.0,0.0,0.0,9293760.0,0.0,
7269696.0,4032.0,641088.0,0.0,4032.0,8015616.0,4032.0,0.0
0.0,0.0,633024.0,0.0,0.0,7951104.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7943040.0,0.0,0.0
6690933.333333333,4032.0,0.0,0.0,0.0,8801856.0,0.0,0.0
0.0,0.0,0.0,4032.0,0.0,5198000.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,862848.0,0.0,0.0
0.0,0.0,584640.0,9487296.0,608832.0,681408.0,0.0,0.0
0.0,0.0,0.0,0.0,858816.0,862848.0,0.0,0.0
0.0,0.0,637056.0,10370304.0,741888.0,745920.0,0.0,0.0
0.0,0.0,4032.0,6787701.333333333,753984.0,749952.0,0.0,0.0
9418752.0,0.0,0.0,0.0,0.0,846720.0,0.0,0.0
8233344.0,0.0,0.0,0.0,0.0,737856.0,0.0,0.0
8233344.0,0.0,2056320.0,0.0,0.0,737856.0,0.0,0.0
8265600.0,0.0,2068416.0,0.0,0.0,741888.0,0.0,0.0
0.0,0.0,737856.0,0.0,0.0,862848.0,612864.0,0.0
0.0,0.0,633024.0,0.0,0.0,737856.0,528192.0,0.0
0.0,0.0,624960.0,0.0,0.0,729792.0,520128.0,0.0
8233344.0,0.0,2056320.0,0.0,0.0,737856.0,0.0,0.0
0.0,0.0,737856.0,983808.0,0.0,858816.0,612864.0,0.0
8410752.0,508032.0,2100672.0,0.0,0.0,753984.0,540288.0,0.0
8237376.0,1032192.0,2060352.0,0.0,0.0,737856.0,0.0,0.0
415296.0,0.0,633024.0,842688.0,0.0,737856.0,528192.0,0.0
0.0,1028160.0,528192.0,842688.0,0.0,737856.0,0.0,0.0
0.0,1245888.0,637056.0,1020096.0,0.0,891072.0,0.0,0.0
0.0,1028160.0,0.0,0.0,0.0,737856.0,0.0,0.0
0.0,1032192.0,0.0,0.0,0.0,737856.0,0.0,0.0
0.0,1165248.0,191749.3333333333,959616.0,0.0,0.0,0.0,0.0
0.0,1153152.0,0.0,943488.0,0.0,0.0,0.0,0.0
362880.0,1096704.0,0.0,0.0,0.0,2197440.0,560448.0,0.0
842688.0,9935600.0,633024.0,842688.0,0.0,0.0,528192.0,0.0
0.0,1028160.0,0.0,846720.0,0.0,0.0,0.0,0.0
983808.0,0.0,737856.0,0.0,0.0,2399040.0,612864.0,0.0
987840.0,991872.0,0.0,0.0,0.0,1979712.0,0.0,0.0
885253.3333333334,1056384.0,0.0,0.0,12096.0,346752.0,0.0,0.0
983808.0,0.0,737856.0,0.0,28224.0,2403072.0,0.0,0.0
0.0,633024.0,0.0,842688.0,0.0,0.0,0.0,0.0
0.0,1028160.0,0.0,846720.0,0.0,0.0,4032.0,0.0
0.0,737856.0,0.0,983808.0,0.0,0.0,0.0,0.0
0.0,1028160.0,0.0,842688.0,0.0,0.0,0.0,0.0
0.0,1040256.0,0.0,0.0,0.0,2080512.0,0.0,0.0
1475712.0,0.0,0.0,0.0,0.0,2399040.0,0.0,0.0
1580544.0,0.0,0.0,0.0,0.0,2060352.0,0.0,0.0
0.0,1201536.0,1108800.0,983808.0,0.0,0.0,0.0,0.0
1568448.0,0.0,0.0,838656.0,0.0,1690213.3333333333,0.0,4032.0
