port_1,port_2,port_3,port_4,port_5
10904.0,10664.0,11384.0,11024.0,11104.0
480.0,480.0,720.0,480.0,480.0
760.0,1000.0,480.0,720.0,720.0
480.0,480.0,760.0,760.0,760.0
1148.0,908.0,908.0,908.0,908.0
480.0,480.0,480.0,480.0,480.0
480.0,720.0,720.0,480.0,720.0
480.0,480.0,480.0,720.0,480.0
480.0,480.0,480.0,480.0,480.0
480.0,480.0,480.0,480.0,1978176.0
760.0,760.0,480.0,480.0,2062848.0
720.0,480.0,480.0,1482240.0,2056800.0
908.0,908.0,1428.0,3079340.0,2057748.0
480.0,720.0,480.0,3091528.0,2056800.0
480.0,480.0,2945856.0,3091008.0,2062848.0
720.0,480.0,4542528.0,3091008.0,2062848.0
480.0,480.0,6175488.0,3091008.0,2056800.0
480.0,720.0,6169680.0,3084960.0,2057040.0
480.0,480.0,6181536.0,5032656.0,2062848.0
480.0,480.0,6181536.0,7221792.0,2062848.0
720.0,480.0,6169440.0,7197600.0,2056800.0
480.0,480.0,6175488.0,7203648.0,2056800.0
480.0,720.0,6175728.0,7209936.0,2057040.0
480.0,480.0,6163392.0,7185504.0,2056800.0
480.0,480.0,6235968.0,7270176.0,2080992.0
720.0,480.0,6121056.0,7149216.0,2038656.0
760.0,760.0,6163632.0,7185504.0,2056800.0
480.0,720.0,6181536.0,7209936.0,2057040.0
908.0,908.0,6181964.0,7216172.0,2063276.0
480.0,480.0,6175768.0,7209696.0,2057080.0
480.0,6528.0,3129024.0,7185504.0,2056800.0
720.0,480.0,3078912.0,7179736.0,2050752.0
480.0,6528.0,3097296.0,5267168.0,2068896.0
480.0,720.0,3091008.0,3091248.0,2057040.0
480.0,480.0,3091008.0,3091008.0,2062848.0
720.0,6528.0,3084960.0,1554216.0,2056800.0
480.0,480.0,3084960.0,480.0,2056800.0
480.0,720.0,3097296.0,480.0,2063088.0
480.0,480.0,3078912.0,720.0,2050752.0
480.0,480.0,3091008.0,480.0,2062848.0
720.0,480.0,3091008.0,480.0,2053000.0
480.0,6528.0,3078912.0,480.0,6528.0
480.0,6768.0,559904.0,480.0,720.0
480.0,480.0,480.0,720.0,480.0
480.0,1609248.0,480.0,480.0,480.0
720.0,2062848.0,480.0,480.0,480.0
480.0,2056800.0,720.0,480.0,480.0
480.0,2063088.0,480.0,720.0,720.0
480.0,2062848.0,480.0,480.0,480.0
720.0,2056800.0,480.0,480.0,480.0
480.0,2722080.0,480.0,480.0,480.0
480.0,2897712.0,720.0,480.0,720.0
480.0,2903520.0,480.0,720.0,480.0
480.0,2903520.0,480.0,480.0,480.0
720.0,2903520.0,480.0,480.0,480.0
480.0,3647424.0,720.0,480.0,480.0
480.0,3847248.0,480.0,720.0,720.0
480.0,3853056.0,480.0,480.0,480.0
480.0,3853336.0,480.0,480.0,480.0
1000.0,3847008.0,480.0,480.0,798816.0
908.0,3847436.0,1148.0,908.0,1029308.0
480.0,3847248.0,480.0,720.0,1028640.0
480.0,3859104.0,480.0,480.0,1028640.0
720.0,4500192.0,760.0,480.0,1034688.0
480.0,3047032.0,480.0,480.0,1034688.0
480.0,2637648.0,720.0,720.0,1029160.0
480.0,2631360.0,480.0,480.0,1028640.0
480.0,2643456.0,480.0,480.0,1028640.0
720.0,2631360.0,480.0,520888.0,1820928.0
480.0,2643456.0,720.0,2056800.0,2057040.0
480.0,2631600.0,480.0,2057040.0,2062848.0
480.0,2873280.0,480.0,2056800.0,2056800.0
720.0,3592992.0,480.0,2062848.0,2056800.0
480.0,3580896.0,480.0,2056800.0,2056800.0
480.0,3593232.0,720.0,2062848.0,2057040.0
480.0,3574848.0,480.0,2057040.0,2062848.0
480.0,3574848.0,480.0,2056800.0,2056800.0
720.0,3592992.0,480.0,2056800.0,2056800.0
480.0,3568800.0,720.0,2050752.0,2050752.0
480.0,3587184.0,480.0,2063088.0,2069136.0
480.0,3592992.0,480.0,2062848.0,2056800.0
480.0,3574848.0,480.0,2056800.0,2056800.0
720.0,3592992.0,480.0,2062848.0,2062848.0
480.0,3580896.0,720.0,2056800.0,2063088.0
480.0,3575088.0,480.0,2057040.0,2050752.0
480.0,3592992.0,480.0,2062848.0,2062848.0
720.0,3574848.0,480.0,2056800.0,2056800.0
480.0,3280784.0,480.0,2056800.0,2062848.0
480.0,2740464.0,720.0,2057040.0,2057040.0
480.0,2674904.0,6528.0,2062848.0,2062848.0
480.0,1778592.0,480.0,2050752.0,2050752.0
720.0,1796736.0,480.0,2062848.0,2068896.0
480.0,1796736.0,720.0,1514208.0,2050752.0
480.0,1796976.0,480.0,720.0,2063088.0
480.0,1790688.0,480.0,480.0,2056800.0
720.0,1796736.0,480.0,480.0,2062848.0
480.0,1790688.0,480.0,480.0,1257904.0
480.0,1790688.0,720.0,480.0,1028880.0
480.0,1796976.0,480.0,720.0,1034688.0
480.0,1790688.0,480.0,480.0,1028640.0
720.0,1790688.0,480.0,480.0,1028640.0
480.0,1790688.0,720.0,480.0,1028640.0
480.0,949696.0,480.0,720.0,1034928.0
480.0,847200.0,480.0,480.0,1028640.0
480.0,841152.0,480.0,480.0,1034688.0
720.0,841152.0,480.0,480.0,1028640.0
480.0,847200.0,720.0,480.0,1028880.0
480.0,841392.0,480.0,720.0,1028640.0
480.0,661440.0,480.0,480.0,1034688.0
720.0,480.0,480.0,480.0,1028640.0
480.0,480.0,480.0,480.0,1028640.0
480.0,6768.0,720.0,480.0,215728.0
480.0,480.0,480.0,720.0,480.0
480.0,738336.0,480.0,480.0,480.0
720.0,3472032.0,480.0,480.0,480.0
480.0,5649312.0,720.0,480.0,480.0
480.0,5661648.0,480.0,720.0,720.0
480.0,8897088.0,480.0,480.0,480.0
