port_1,port_2,port_3,port_4,port_5
10424.0,10424.0,11144.0,11144.0,10784.0
480.0,480.0,720.0,480.0,720.0
720.0,1000.0,480.0,720.0,480.0
760.0,480.0,760.0,760.0,760.0
908.0,908.0,908.0,908.0,908.0
480.0,480.0,480.0,480.0,480.0
480.0,480.0,720.0,720.0,720.0
720.0,720.0,480.0,480.0,480.0
194016.0,480.0,480.0,480.0,187968.0
2056800.0,480.0,480.0,480.0,2056800.0
3853056.0,760.0,480.0,480.0,3853056.0
5498112.0,480.0,760.0,480.0,5486016.0
9254628.0,908.0,1148.0,1188.0,9248820.0
11056464.0,720.0,1778592.0,720.0,9278112.0
12356544.0,480.0,3091008.0,480.0,9253920.0
14134656.0,480.0,3084960.0,1766496.0,9272064.0
15434976.0,480.0,3091248.0,3091008.0,9266016.0
15447072.0,720.0,3084960.0,3091248.0,9266256.0
15398928.0,480.0,3084960.0,3078912.0,9241824.0
15422880.0,480.0,3084960.0,3084960.0,9253920.0
15441024.0,480.0,3091008.0,3097056.0,9278112.0
15483360.0,480.0,3091248.0,3091008.0,9278352.0
15435216.0,720.0,3091008.0,3085200.0,9259968.0
15055680.0,480.0,3091008.0,3091008.0,8880672.0
11304192.0,6528.0,3078912.0,3084960.0,5141280.0
11340480.0,480.0,3091248.0,3084960.0,5153376.0
11304192.0,760.0,3084960.0,3085200.0,5141520.0
11316528.0,720.0,3091288.0,3091008.0,5153376.0
11328812.0,908.0,3085388.0,3091436.0,5141708.0
11316568.0,480.0,3091008.0,3085240.0,5141560.0
11310240.0,480.0,3084960.0,3084960.0,5147328.0
11334432.0,480.0,3091248.0,3091248.0,5153616.0
11322576.0,720.0,3084960.0,3084960.0,5141280.0
11316288.0,480.0,3091008.0,3091008.0,5153376.0
8448416.0,6528.0,3078912.0,247328.0,5123136.0
8237856.0,480.0,3085200.0,480.0,5147328.0
8231808.0,480.0,3091008.0,720.0,5147568.0
3522824.0,12816.0,1263912.0,480.0,2271248.0
2050752.0,480.0,480.0,480.0,2050752.0
2056800.0,480.0,480.0,480.0,2062848.0
1841320.0,480.0,720.0,480.0,1841560.0
6768.0,6768.0,480.0,720.0,6528.0
480.0,73056.0,480.0,480.0,480.0
54912.0,1028640.0,48864.0,480.0,480.0
841152.0,1095168.0,847200.0,480.0,480.0
877440.0,2147760.0,877680.0,720.0,720.0
811152.0,1966080.0,804864.0,480.0,480.0
841152.0,2062848.0,847200.0,480.0,480.0
841152.0,2056800.0,841152.0,480.0,480.0
847200.0,2056800.0,841392.0,480.0,480.0
841152.0,2057040.0,847200.0,720.0,720.0
847440.0,2232192.0,841152.0,480.0,480.0
841152.0,5147328.0,847200.0,480.0,480.0
847200.0,5153376.0,841152.0,480.0,480.0
841152.0,5129184.0,841392.0,480.0,720.0
841392.0,5147568.0,847200.0,720.0,480.0
847200.0,5153376.0,841152.0,480.0,480.0
841152.0,5141280.0,847200.0,480.0,480.0
841152.0,5141560.0,841392.0,480.0,480.0
847200.0,5153376.0,841152.0,720.0,720.0
841820.0,5076108.0,847628.0,908.0,908.0
853248.0,5915424.0,847480.0,480.0,760.0
847200.0,9189680.0,847200.0,760.0,6528.0
