port1,port2,port3
7144.0,6984.0,6984.0
445.3333333333333,605.3333333333334,605.3333333333334
506.6666666666667,506.6666666666667,506.6666666666667
605.3333333333334,605.3333333333334,605.3333333333334
320.0,320.0,320.0
320.0,160.0,160.0
506.6666666666667,320.0,320.0
320.0,506.6666666666667,320.0
605.3333333333334,605.3333333333334,792.0
320.0,320.0,320.0
320.0,320.0,320.0
160.0,320.0,320.0
8483648.0,320.0,320.0
2621552.0,4352.0,320.0
8584448.0,320.0,320.0
8709440.0,320.0,320.0
8774138.666666666,506.6666666666667,320.0
8749760.0,160.0,160.0
8871005.333333334,605.3333333333334,605.3333333333334
4743797.333333333,4352.0,506.6666666666667
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
160.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,160.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,506.6666666666667,320.0
506.6666666666667,320.0,320.0
160.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
605.3333333333334,605.3333333333334,605.3333333333334
320.0,320.0,320.0
320.0,160.0,160.0
320.0,320.0,506.6666666666667
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,8511872.0,863168.0
160.0,4460464.0,903488.0
320.0,320.0,895424.0
320.0,320.0,52736.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,160.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
160.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,160.0
320.0,320.0,320.0
320.0,506.6666666666667,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
346.6666666666667,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,160.0
320.0,320.0,320.0
320.0,320.0,320.0
605.3333333333334,605.3333333333334,605.3333333333334
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
160.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,160.0
320.0,320.0,506.6666666666667
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
160.0,320.0,320.0
320.0,320.0,320.0
320.0,1068800.0,320.0
320.0,1109120.0,320.0
320.0,1101056.0,320.0
320.0,1084928.0,320.0
320.0,1117024.0,320.0
320.0,1105088.0,160.0
320.0,725360.0,4352.0
320.0,689792.0,320.0
320.0,689792.0,320.0
320.0,685760.0,320.0
320.0,685760.0,320.0
320.0,677696.0,320.0
320.0,689792.0,320.0
320.0,685760.0,320.0
320.0,693824.0,320.0
320.0,689792.0,320.0
9189248.0,689792.0,320.0
11293792.0,8249792.0,320.0
11056064.0,8431232.0,320.0
11015744.0,5508784.0,4352.0
10991552.0,677696.0,320.0
11350400.0,697856.0,320.0
10910912.0,669632.0,320.0
10902848.0,669632.0,320.0
11249600.0,693664.0,160.0
11080256.0,681728.0,320.0
681274.6666666666,685760.0,320.0
320.0,669632.0,320.0
320.0,677696.0,320.0
320.0,685760.0,320.0
376821.3333333333,738176.0,320.0
320.0,681728.0,6423296.0
320.0,697856.0,6798272.0
320.0,693824.0,3117488.0
320.0,722048.0,320.0
320.0,697856.0,320.0
160.0,685760.0,320.0
320.0,685946.6666666666,320.0
320.0,681728.0,320.0
320.0,681728.0,320.0
320.0,685760.0,320.0
320.0,705920.0,7685312.0
320.0,697856.0,7943360.0
320.0,689792.0,7842560.0
4352.0,488464.0,7669184.0
320.0,4352.0,2570389.333333333
320.0,320.0,480.0
506.6666666666667,320.0,160.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
160.0,320.0,320.0
320.0,320.0,320.0
605.3333333333334,605.3333333333334,605.3333333333334
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,320.0
320.0,320.0,160.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,665600.0,320.0
160.0,689792.0,320.0
320.0,681728.0,320.0
320.0,689792.0,320.0
320.0,681728.0,320.0
320.0,689792.0,320.0
320.0,693824.0,320.0
320.0,689632.0,160.0
320.0,685760.0,506.6666666666667
320.0,685760.0,320.0
4352.0,83898.66666666667,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
10882688.0,320.0,320.0
10971392.0,320.0,320.0
11172992.0,320.0,320.0
11120416.0,320.0,320.0
11132672.0,320.0,320.0
11241536.0,320.0,320.0
11229440.0,320.0,320.0
11189120.0,320.0,320.0
3963322.6666666665,320.0,4352.0
320.0,160.0,320.0
320.0,320.0,160.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,10717376.0,320.0
320.0,11193152.0,320.0
320.0,3410938.6666666665,4352.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
160.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,160.0
320.0,320.0,320.0
320.0,320.0,661568.0
320.0,320.0,693824.0
320.0,320.0,701888.0
320.0,320.0,11467328.0
320.0,320.0,11681024.0
320.0,320.0,11830208.0
320.0,320.0,12064064.0
320.0,320.0,11676992.0
3205760.0,320.0,11712186.666666666
15620288.0,320.0,11181056.0
1185728.0,320.0,11503616.0
320.0,320.0,11201216.0
4192.0,320.0,8321914.666666667
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,160.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
160.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,160.0,160.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
320.0,320.0,320.0
