port4,port1,port2,port3
7277.333333333333,7144.0,7144.0,7464.0
605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334
506.6666666666667,346.6666666666667,160.0,320.0
605.3333333333334,605.3333333333334,792.0,792.0
160.0,320.0,320.0,160.0
320.0,320.0,320.0,320.0
320.0,320.0,320.0,320.0
506.6666666666667,506.6666666666667,320.0,320.0
605.3333333333334,605.3333333333334,3782808.0,792.0
320.0,320.0,8495744.0,320.0
320.0,320.0,11221376.0,320.0
320.0,320.0,20946400.0,320.0
320.0,8495584.0,19293600.0,320.0
320.0,2609456.0,19502944.0,4352.0
4352.0,8600576.0,7969397.333333333,320.0
320.0,8705408.0,12656768.0,320.0
160.0,8773952.0,15354176.0,160.0
506.6666666666667,8749946.666666666,15305792.0,320.0
1552925.3333333333,8871005.333333334,15523805.333333334,792.0
2169536.0,4731701.333333333,15116288.0,320.0
2193728.0,320.0,9016810.666666666,320.0
2230016.0,320.0,915584.0,320.0
92336.0,320.0,887360.0,4352.0
320.0,320.0,875264.0,320.0
320.0,320.0,895424.0,320.0
320.0,160.0,895264.0,320.0
320.0,320.0,879296.0,320.0
160.0,320.0,875264.0,160.0
320.0,320.0,887360.0,320.0
320.0,320.0,891392.0,320.0
320.0,320.0,911552.0,320.0
320.0,320.0,887360.0,320.0
320.0,320.0,883328.0,320.0
320.0,320.0,911552.0,320.0
320.0,320.0,11140736.0,320.0
320.0,320.0,12414848.0,320.0
320.0,346.6666666666667,2569349.333333333,4352.0
185792.0,320.0,1806656.0,320.0
1097336.0,605.3333333333334,3572957.333333333,7483997.333333333
1097024.0,320.0,9483584.0,8778010.666666666
1097024.0,320.0,9479552.0,8782016.0
1101056.0,320.0,9487616.0,8786048.0
913797.3333333334,320.0,4438645.333333333,8786048.0
197888.0,320.0,1766336.0,8584448.0
4423424.0,320.0,1350320.0,8475584.0
14168768.0,320.0,915584.0,7548224.0
5726565.333333333,863168.0,40640.0,10273856.0
1016384.0,907520.0,320.0,4472560.0
1004288.0,895264.0,160.0,320.0
1028480.0,48704.0,863168.0,320.0
