port1,port2
6984.0,6984.0
605.3333333333334,605.3333333333334
506.6666666666667,506.6666666666667
605.3333333333334,605.3333333333334
320.0,1395392.0
320.0,2173568.0
4538.666666666667,1921797.3333333333
320.0,506.6666666666667
605.3333333333334,3750205.3333333335
320.0,8499776.0
160.0,11177024.0
320.0,20950592.0
320.0,27571136.0
320.0,28252544.0
4352.0,16984949.333333332
506.6666666666667,21333632.0
320.0,21781802.666666668
12416.0,15312970.666666666
605.3333333333334,15519773.333333334
320.0,15112256.0
4352.0,8339248.0
320.0,4399072.0
320.0,7576448.0
160.0,7491776.0
320.0,7661120.0
4352.0,285498.6666666667
320.0,320.0
320.0,320.0
320.0,320.0
320.0,320.0
320.0,320.0
320.0,320.0
173882.66666666666,160.0
1024448.0,320.0
1012192.0,320.0
1004288.0,506.6666666666667
1012352.0,320.0
1201856.0,320.0
2109341.333333333,1750493.3333333333
2109056.0,7685312.0
2109056.0,7685312.0
2113088.0,7685312.0
1921797.3333333333,2664378.6666666665
1193792.0,4192.0
2032448.0,548672.0
2060672.0,863168.0
2032288.0,1141376.0
2032448.0,1004288.0
2012288.0,1008320.0
2048576.0,1024448.0
2060672.0,1592960.0
1980032.0,1540544.0
2794496.0,1560704.0
3036416.0,1576832.0
2521125.333333333,1564736.0
2036480.0,1580704.0
2036480.0,1588928.0
1655525.3333333333,1529973.3333333333
1024448.0,568832.0
1016384.0,564800.0
1036544.0,576896.0
1016384.0,564800.0
1020416.0,568832.0
1008320.0,1520384.0
1020416.0,2302592.0
992192.0,2625152.0
2556794.6666666665,2621120.0
3205760.0,2669344.0
3197696.0,4431488.0
3221728.0,11507648.0
970218.6666666666,6525621.333333333
320.0,9842618.666666666
320.0,12172208.0
320.0,11507648.0
320.0,12064064.0
673664.0,12402752.0
2221952.0,12471296.0
2213888.0,12430976.0
2222237.333333333,12459485.333333334
902768.0,12346144.0
320.0,12386624.0
320.0,12439040.0
310624.0,12185024.0
681728.0,9754080.0
681728.0,2995376.0
681728.0,3040448.0
669632.0,2996096.0
665600.0,2963840.0
677696.0,3024320.0
1189760.0,3032384.0
1226048.0,2979968.0
1721984.0,3032384.0
1955840.0,2961893.333333333
1887296.0,2540480.0
1931648.0,3467840.0
1899232.0,3176816.0
1903424.0,3915392.0
1935680.0,18333824.0
1841157.3333333333,8020773.333333333
1363136.0,2786432.0
1347008.0,3544448.0
1338944.0,4903232.0
3879104.0,5745920.0
16825856.0,6387008.0
4678245.333333333,7161152.0
689792.0,7290176.0
689792.0,7822400.0
689792.0,7351088.0
2149376.0,13116416.0
2891264.0,13241408.0
2927552.0,13398496.0
2915456.0,13342208.0
2955776.0,13547840.0
2935456.0,12867237.333333334
2939648.0,11205706.666666666
2963840.0,11733440.0
2891264.0,11346368.0
2891264.0,11556490.666666666
2875136.0,11269760.0
2971904.0,9532400.0
2051514.6666666667,4573360.0
669632.0,2459840.0
693824.0,3488432.0
295461.3333333333,4173440.0
173696.0,4145216.0
560768.0,4076672.0
564800.0,4125056.0
572864.0,13870240.0
580928.0,7830464.0
568832.0,4157312.0
580928.0,4237952.0
1754240.0,4197632.0
2955616.0,4399232.0
2854976.0,3688506.6666666665
2802560.0,2724858.6666666665
2806778.6666666665,1028480.0
2786432.0,1020416.0
2778368.0,1020416.0
11342336.0,1032512.0
14882432.0,1060736.0
14192960.0,1044608.0
14019584.0,1032512.0
14301824.0,1012352.0
4224128.0,1789434.6666666667
9806144.0,976064.0
18773312.0,927866.6666666666
18507200.0,915584.0
18648320.0,919616.0
18523328.0,907520.0
19613152.0,931712.0
8140042.666666667,1121056.0
8193344.0,1605056.0
6508773.333333333,1605056.0
1451680.0,1560704.0
1480064.0,1592960.0
1653440.0,1588928.0
8225600.0,5322560.0
8060573.333333333,10362845.333333334
8205440.0,10556096.0
8290112.0,10664960.0
