index,00:00:00:00:00:06,00:00:00:00:00:03,00:00:00:00:00:08,00:00:00:00:00:07,00:00:00:00:00:05,00:00:00:00:00:02,00:00:00:00:00:01,00:00:00:00:00:04
207,633024.0,1087546.6666666667,1782144.0,423360.0,2209648.0,8447152.0,628992.0,1189440.0
208,737968.0,612864.0,2088688.0,492016.0,2588656.0,4344309.333333333,741888.0,1432165.3333333333
209,633136.0,528304.0,1794240.0,419328.0,2217824.0,213808.0,637168.0,737856.0
210,633024.0,528192.0,1794352.0,423472.0,1663141.3333333333,213696.0,637056.0,733936.0
211,737968.0,612864.0,2088688.0,491904.0,1729840.0,245952.0,10245424.0,871136.0
212,633136.0,524160.0,1425141.3333333333,423472.0,1524208.0,209664.0,8866592.0,737856.0
213,737856.0,616896.0,1600816.0,488208.0,2092720.0,245952.0,10346224.0,863072.0
214,633024.0,528304.0,1370880.0,423360.0,1790208.0,213696.0,712570.6666666666,737968.0
215,633024.0,524160.0,1366848.0,423360.0,1798384.0,209664.0,633136.0,907200.0
216,737856.0,616896.0,1600704.0,1008000.0,2084544.0,245952.0,737856.0,1471680.0
217,628992.0,834624.0,1374912.0,1052464.0,1802304.0,209776.0,628992.0,1270080.0
218,633360.0,1161328.0,1362928.0,1358784.0,1786176.0,213696.0,629104.0,1266048.0
219,737856.0,1350720.0,2318400.0,1967616.0,2088688.0,246064.0,737856.0,1471680.0
220,633024.0,1161328.0,2104928.0,1685488.0,1794464.0,209664.0,637392.0,1262128.0
221,737856.0,1350720.0,2463664.0,1971760.0,1481381.3333333333,245952.0,737856.0,1479856.0
222,633024.0,1161216.0,2067322.6666666667,1685488.0,1270304.0,209776.0,1314432.0,1274112.0
223,633136.0,1157296.0,1891440.0,1689632.0,1266160.0,209664.0,1471904.0,1258320.0
224,737968.0,1354752.0,1721776.0,1963584.0,1479856.0,245952.0,1721664.0,1479856.0
225,633024.0,1157184.0,1475824.0,1685376.0,1258096.0,213696.0,1479744.0,1536192.0
226,641088.0,1177344.0,849077.3333333334,1571610.6666666667,1286208.0,213696.0,1499904.0,1705536.0
227,737968.0,1350720.0,863072.0,1475712.0,1471680.0,701568.0,1721776.0,1971648.0
228,633136.0,1157184.0,733936.0,1266160.0,1270080.0,1161216.0,1475824.0,1761984.0
229,629104.0,1161216.0,741888.0,1266048.0,1266048.0,1157296.0,1471680.0,2213568.0
230,737968.0,1354864.0,862960.0,1475824.0,1475712.0,1350832.0,1721776.0,2580704.0
231,633024.0,1354752.0,733824.0,1266048.0,1802304.0,1161216.0,1471680.0,2221632.0
232,814464.0,5016032.0,858816.0,1476048.0,2406458.6666666665,1350832.0,1721888.0,2576672.0
233,1161216.0,7971376.0,737856.0,1262016.0,1790208.0,1161216.0,1483776.0,2258032.0
234,1157520.0,7971376.0,737856.0,1266160.0,1786400.0,1161328.0,1475824.0,2532208.0
235,1483888.0,8699354.666666666,858816.0,1475712.0,2096752.0,1657264.0,1721664.0,2512506.6666666665
236,1584576.0,1370880.0,838656.0,1266048.0,1790208.0,1475824.0,1471680.0,1999984.0
237,1847104.0,1604848.0,1023146.6666666666,1475712.0,1562741.3333333333,1721664.0,1721776.0,2338560.0
238,1580544.0,1362816.0,629104.0,1262016.0,943600.0,1475712.0,1479744.0,1999872.0
239,1576624.0,1370880.0,633136.0,1266048.0,951552.0,1479744.0,1475824.0,2149168.0
240,1850688.0,1600704.0,737968.0,1475712.0,1104768.0,1717632.0,1721664.0,2701552.0
241,1576736.0,2181424.0,637056.0,1266048.0,955584.0,1479968.0,1471680.0,2322544.0
242,1580544.0,2213568.0,628992.0,1266384.0,943600.0,1475824.0,1475824.0,2326688.0
243,1846656.0,3290336.0,737856.0,1475712.0,1108912.0,1721664.0,1721664.0,2697520.0
244,1584800.0,2850624.0,633024.0,1266160.0,947520.0,1475824.0,2225888.0,2322432.0
245,1842736.0,3318448.0,737856.0,1475712.0,1108912.0,1721776.0,2830576.0,2709616.0
246,2161264.0,2846592.0,633136.0,1266048.0,947520.0,1475712.0,2170021.333333333,2322432.0
247,2540272.0,2187589.333333333,633024.0,1262128.0,947632.0,1475712.0,1580656.0,2318400.0
248,2947504.0,2342704.0,737968.0,1475712.0,1113056.0,1717744.0,1842736.0,2313152.0
249,2528064.0,2657088.0,628992.0,1262016.0,943600.0,1479856.0,1584688.0,1677648.0
250,2951536.0,3330656.0,737968.0,1479744.0,1318576.0,1721776.0,1846768.0,1971984.0
251,3280261.333333333,2240005.333333333,633024.0,1266048.0,1681344.0,1475712.0,1580544.0,1681344.0
252,1892010.6666666667,2580592.0,703925.3333333334,1475936.0,1971984.0,1729728.0,1850800.0,1612042.6666666667
253,1370992.0,2249968.0,318528.0,1266160.0,1545781.3333333333,1475712.0,1576512.0,1370992.0
254,975360.0,2528064.0,314496.0,1266160.0,1366848.0,1484112.0,1576512.0,1366960.0
255,1108800.0,2955680.0,370944.0,1475712.0,1600816.0,1721664.0,1846768.0,2173248.0
256,947632.0,2528064.0,314608.0,1266160.0,1370880.0,1475712.0,1588720.0,2322432.0
257,947632.0,2532096.0,314496.0,1262016.0,1370880.0,4185216.0,1576736.0,2318512.0
258,1108800.0,2951424.0,939456.0,1483776.0,1596784.0,9987834.666666666,1846656.0,2705472.0
259,947520.0,2528064.0,6491632.0,1262128.0,1370880.0,1471792.0,1576624.0,2383136.0
260,1108800.0,2951536.0,7572208.0,1475824.0,1600816.0,1725808.0,1846656.0,3443440.0
261,947520.0,2536240.0,6495552.0,1266272.0,789664.0,7189056.0,1584688.0,2947728.0
262,1104992.0,2951648.0,7576352.0,1475712.0,976080.0,8927072.0,1842736.0,3443552.0
263,951552.0,2532096.0,6560064.0,1262016.0,947632.0,7648704.0,7074373.333333333,2951536.0
264,646869.3333333334,2524256.0,7338240.0,1266048.0,955584.0,7648704.0,1576624.0,2955568.0
265,0.0,2951424.0,8559936.0,1584576.0,1108800.0,3889786.6666666665,1846656.0,3447360.0
266,224.0,2532208.0,7338464.0,1685488.0,943600.0,5052320.0,1661296.0,2947392.0
267,7596400.0,2955456.0,3150949.333333333,1971760.0,1108800.0,6382048.0,2217712.0,3443440.0
268,10289776.0,2532208.0,1161328.0,1689520.0,947520.0,1471792.0,1895264.0,2947504.0
269,4061029.3333333335,2532096.0,1161328.0,1689408.0,955584.0,1479856.0,6056064.0,2959712.0
270,0.0,2951536.0,1350832.0,1967616.0,1104768.0,1721664.0,14224896.0,3439296.0
271,0.0,2528176.0,1157184.0,1685600.0,947856.0,1475824.0,12184928.0,2955792.0
272,4032.0,2466490.6666666665,1354752.0,1967616.0,1104768.0,1878912.0,14212800.0,3443328.0
273,224.0,1939728.0,1157184.0,1689520.0,951664.0,1689520.0,12209120.0,2951648.0
274,0.0,2955568.0,1350720.0,1963584.0,1108800.0,1963584.0,8303845.333333333,3443328.0
275,224.0,2528064.0,1161328.0,2249856.0,947632.0,1693552.0,1903104.0,2951536.0
276,224.0,2528176.0,1580544.0,2322544.0,951776.0,1681344.0,1895376.0,2379674.6666666665
277,0.0,2947392.0,2209648.0,2214000.0,1104880.0,1971648.0,2213568.0,2697408.0
278,0.0,2254432.0,1899184.0,1685488.0,951664.0,1689520.0,1903216.0,2318624.0
279,0.0,2209536.0,1899184.0,1415776.0,947520.0,1685488.0,1899072.0,2318512.0
280,112.0,8447264.0,2209648.0,1230096.0,1109024.0,1971760.0,2213792.0,2871008.0
281,4032.0,4809568.0,1899072.0,1056384.0,951552.0,1534005.3333333333,1899072.0,3056368.0
282,0.0,2705472.0,2217600.0,1229760.0,1108800.0,862848.0,2213568.0,3572352.0
283,224.0,2318400.0,1895040.0,1052352.0,979776.0,738080.0,1895152.0,3056368.0
284,0.0,2701664.0,2209536.0,1229760.0,1846768.0,862848.0,2213568.0,3564400.0
285,224.0,2322544.0,2419312.0,1056496.0,1580656.0,733824.0,2741984.0,3056256.0
286,0.0,2318400.0,2854656.0,1052352.0,1584576.0,742000.0,5012000.0,3064432.0
287,112.0,2705584.0,3314528.0,1229760.0,1842736.0,858928.0,15329888.0,3931424.0
288,8176.0,2318400.0,2846704.0,1056384.0,1580656.0,770112.0,10622666.666666666,11285680.0
289,0.0,2713760.0,3322480.0,1229872.0,1846880.0,1846768.0,3318336.0,13184976.0
290,8176.0,1754378.6666666667,2846592.0,1052576.0,1444000.0,1584576.0,2854880.0,11289824.0
291,224.0,1685600.0,2935408.0,1052464.0,1370992.0,1580544.0,2842560.0,5297066.666666667
