index,portLOCAL,port1,port4,port2,port3
0,0.0,776.0,589.3333333333334,186.66666666666663,589.3333333333334
1,0.0,0.0,0.0,589.3333333333334,186.66666666666663
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,6991488.0,160.0
6,0.0,0.0,0.0,3879242.6666666665,4032.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,186.66666666666663,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0
10,0.0,776.0,589.3333333333334,186.66666666666663,589.3333333333334
11,0.0,0.0,0.0,589.3333333333334,0.0
12,0.0,0.0,0.0,0.0,8250.666666666666
13,0.0,0.0,0.0,0.0,685440.0
14,0.0,0.0,0.0,0.0,669312.0
15,0.0,0.0,0.0,0.0,685440.0
16,0.0,0.0,0.0,0.0,677376.0
17,0.0,0.0,0.0,0.0,685440.0
18,0.0,0.0,0.0,116928.0,689472.0
19,0.0,0.0,0.0,798336.0,681408.0
20,0.0,0.0,0.0,798448.0,685552.0
21,0.0,0.0,0.0,794304.0,681408.0
22,0.0,0.0,0.0,782208.0,669312.0
23,0.0,0.0,0.0,790272.0,677376.0
24,0.0,0.0,0.0,1560384.0,677536.0
25,0.0,0.0,186.66666666666663,1709568.0,685440.0
26,0.0,0.0,0.0,1677312.0,669312.0
27,0.0,0.0,0.0,1681456.0,673456.0
28,0.0,0.0,0.0,1673280.0,669424.0
29,0.0,0.0,0.0,1685376.0,866880.0
30,0.0,776.0,589.3333333333334,1682120.0,1569037.3333333333
31,0.0,0.0,480.0,1685712.0,1572480.0
32,0.0,0.0,0.0,1500362.6666666667,1584736.0
33,0.0,0.0,0.0,899136.0,1568448.0
34,0.0,0.0,272.0,907312.0,1584688.0
35,0.0,0.0,798336.0,899136.0,1572640.0
36,0.0,0.0,899136.0,895104.0,1568634.6666666667
37,0.0,0.0,895104.0,895104.0,1568448.0
38,0.0,0.0,1241856.0,899136.0,1572480.0
39,0.0,0.0,1347008.0,899360.0,1572480.0
40,0.0,0.0,1342816.0,895216.0,1572752.0
41,0.0,0.0,1362816.0,911232.0,1588608.0
42,0.0,0.0,1355568.0,899136.0,1576624.0
43,0.0,0.0,1354752.0,951552.0,1580704.0
44,0.0,0.0,1354752.0,1016064.0,1580544.0
45,0.0,0.0,1346688.0,1016176.0,1166165.3333333333
46,0.0,0.0,1354752.0,1016064.0,903168.0
47,0.0,0.0,1346960.0,1012144.0,899136.0
48,0.0,0.0,1371200.0,1028384.0,915424.0
49,0.0,0.0,1358784.0,1016064.0,903168.0
50,0.0,0.0,1355296.0,1016064.0,1036336.0
51,0.0,0.0,1355024.0,1016064.0,1133152.0
52,0.0,0.0,1367008.0,5584432.0,1141168.0
53,0.0,0.0,1366848.0,4458672.0,1132992.0
54,0.0,0.0,1354752.0,1020096.0,327397.3333333333
55,0.0,0.0,1471680.0,1020208.0,226064.0
56,0.0,0.0,1500496.0,2052624.0,229824.0
57,0.0,0.0,1467648.0,2032128.0,225952.0
58,0.0,0.0,1464346.6666666667,2032128.0,225792.0
59,0.0,0.0,1475984.0,2040304.0,230096.0
60,0.0,0.0,1467648.0,2036160.0,225792.0
61,0.0,0.0,1878912.0,1397317.3333333333,233856.0
62,0.0,0.0,2370816.0,1012032.0,221760.0
63,0.0,0.0,2370816.0,1020096.0,225792.0
64,0.0,0.0,2448016.0,1048768.0,233968.0
65,0.0,0.0,1567354.6666666667,1620864.0,234016.0
66,0.0,0.0,1516256.0,1862896.0,234192.0
67,0.0,0.0,1520064.0,1870848.0,233856.0
68,0.0,0.0,1520064.0,1870848.0,233856.0
69,0.0,0.0,1503936.0,1436010.6666666667,233856.0
70,0.0,589.3333333333334,1504525.3333333333,923917.3333333334,230413.3333333333
71,0.0,0.0,1488144.0,915376.0,229936.0
72,0.0,0.0,1507968.0,927360.0,233856.0
73,0.0,0.0,1520288.0,935536.0,677600.0
74,0.0,0.0,1576512.0,4439232.0,1092672.0
75,0.0,0.0,1520064.0,10035648.0,1048320.0
76,0.0,0.0,1467648.0,2053925.3333333333,1020208.0
77,0.0,186.66666666666663,1507968.0,8088192.0,1044288.0
78,0.0,0.0,1483776.0,4730106.666666667,1032304.0
79,0.0,0.0,1560384.0,903504.0,1016400.0
80,0.0,0.0,2080624.0,927360.0,1044400.0
81,0.0,0.0,2068528.0,919296.0,1036224.0
82,0.0,0.0,2096976.0,907200.0,1020282.6666666666
83,0.0,0.0,2544192.0,927472.0,1040368.0
84,0.0,0.0,2709504.0,935424.0,1052352.0
85,0.0,0.0,2125669.333333333,915264.0,1028160.0
86,0.0,0.0,1858976.0,931728.0,1048432.0
87,0.0,0.0,1858864.0,931392.0,250554.66666666663
88,0.0,0.0,1858752.0,935536.0,233968.0
89,0.0,0.0,1842624.0,915264.0,229824.0
90,0.0,0.0,1834560.0,923328.0,229824.0
91,0.0,0.0,1842624.0,915264.0,737856.0
92,0.0,0.0,1846768.0,416101.3333333333,810432.0
93,0.0,0.0,1806336.0,113120.0,1185632.0
94,0.0,0.0,1842624.0,116928.0,1882944.0
95,0.0,0.0,1886976.0,116928.0,2584512.0
96,0.0,0.0,1806336.0,113008.0,2495920.0
