index,portLOCAL,port4,port1,port2,port3
0,0.0,776.0,0.0,8491392.0,589.3333333333334
1,0.0,0.0,776.0,8653448.0,0.0
2,0.0,0.0,0.0,3809146.6666666665,4192.0
3,0.0,0.0,0.0,794416.0,112.0
4,0.0,0.0,0.0,774144.0,0.0
5,0.0,0.0,0.0,794304.0,0.0
6,0.0,0.0,0.0,778176.0,0.0
7,0.0,160.0,0.0,987840.0,0.0
8,0.0,0.0,0.0,1471680.0,160.0
9,0.0,160.0,0.0,1494085.3333333333,4218.666666666667
10,0.0,589.3333333333334,0.0,1475824.0,701.3333333333334
11,0.0,186.66666666666663,776.0,1476488.0,0.0
12,0.0,0.0,0.0,2060352.0,320.0
13,0.0,0.0,0.0,2737728.0,0.0
14,0.0,0.0,0.0,2685312.0,0.0
15,0.0,4032.0,0.0,4175365.3333333335,0.0
16,0.0,160.0,0.0,5925253.333333333,4032.0
17,0.0,112.0,0.0,2169328.0,0.0
18,0.0,0.0,0.0,2495808.0,0.0
19,0.0,0.0,0.0,2846592.0,0.0
20,0.0,0.0,0.0,2854768.0,112.0
21,0.0,0.0,0.0,2838528.0,0.0
22,0.0,0.0,0.0,2790480.0,480.0
23,0.0,160.0,0.0,2822400.0,0.0
24,0.0,0.0,0.0,2822400.0,0.0
25,0.0,0.0,0.0,2846592.0,0.0
26,0.0,0.0,0.0,2878960.0,112.0
27,0.0,0.0,0.0,2911216.0,298.6666666666667
28,0.0,0.0,0.0,2907184.0,160.0
29,0.0,479808.0,0.0,2911104.0,160.0
30,0.0,561037.3333333334,589.3333333333334,2919757.333333333,589.3333333333334
31,0.0,560794.6666666666,0.0,2919466.6666666665,0.0
32,0.0,564480.0,186.66666666666663,2931264.0,0.0
33,0.0,596736.0,0.0,2911104.0,0.0
34,0.0,790272.0,0.0,2943360.0,0.0
35,0.0,790272.0,0.0,3020080.0,112.0
36,0.0,786240.0,0.0,3253824.0,0.0
37,0.0,778176.0,0.0,3249792.0,0.0
38,0.0,790272.0,0.0,3258192.0,480.0
39,0.0,786400.0,0.0,3257856.0,0.0
40,0.0,782208.0,0.0,3394944.0,0.0
41,0.0,798336.0,0.0,3866800.0,112.0
42,0.0,790272.0,0.0,3822560.0,272.0
43,0.0,782208.0,0.0,3838464.0,48384.0
44,0.0,787056.0,0.0,3830400.0,112896.0
45,0.0,794464.0,0.0,3670149.3333333335,118773.33333333331
46,0.0,7866432.0,0.0,4064256.0,112896.0
47,0.0,1942816.0,0.0,4044320.0,113008.0
48,0.0,802480.0,0.0,11043760.0,112896.0
49,0.0,790272.0,0.0,12866224.0,113008.0
50,0.0,790432.0,0.0,13019328.0,112896.0
51,0.0,790272.0,0.0,13124160.0,112896.0
52,0.0,798336.0,0.0,13229104.0,4608688.0
53,0.0,798336.0,0.0,12958128.0,3612112.0
54,0.0,1387120.0,0.0,7824373.333333333,117408.0
55,0.0,1471840.0,0.0,4088448.0,112896.0
56,0.0,2511936.0,0.0,4145008.0,113008.0
57,0.0,2483712.0,0.0,4064368.0,113008.0
58,0.0,2475760.0,0.0,4056304.0,112896.0
59,0.0,2500112.0,0.0,4084528.0,113008.0
60,0.0,2484368.0,0.0,3948965.3333333335,121120.0
61,0.0,1865029.3333333333,0.0,3326400.0,113056.0
62,0.0,1463616.0,0.0,4052272.0,113008.0
63,0.0,1467648.0,0.0,4068288.0,112896.0
64,0.0,1520176.0,0.0,4205600.0,117226.66666666669
65,0.0,1487808.0,0.0,4112640.0,697536.0
66,0.0,1507968.0,0.0,4185328.0,935536.0
67,0.0,1520064.0,0.0,4151173.3333333335,939456.0
68,0.0,1524208.0,0.0,11878816.0,935424.0
69,0.0,1508192.0,0.0,7057749.333333333,931392.0
70,0.0,1500493.3333333333,589.3333333333334,2541048.0,919997.3333333334
71,0.0,1487808.0,0.0,11269552.0,919408.0
72,0.0,1508154.6666666667,186.66666666666663,11600064.0,927360.0
73,0.0,1520064.0,0.0,11684848.0,935536.0
74,0.0,4299749.333333333,0.0,3192362.6666666665,975744.0
75,0.0,9919376.0,0.0,2501589.333333333,931504.0
76,0.0,2001781.3333333333,0.0,2153200.0,907360.0
77,0.0,810432.0,0.0,2205504.0,923328.0
78,0.0,802368.0,0.0,2077024.0,923440.0
79,0.0,794416.0,0.0,972741.3333333334,903280.0
80,0.0,806512.0,0.0,923440.0,927360.0
81,0.0,806400.0,0.0,919296.0,915264.0
82,0.0,798336.0,0.0,907200.0,911232.0
83,0.0,806400.0,0.0,927360.0,923328.0
84,0.0,818496.0,0.0,1072624.0,939568.0
85,0.0,802368.0,0.0,1145088.0,911232.0
86,0.0,810432.0,0.0,1161552.0,927696.0
87,0.0,814464.0,0.0,8846208.0,931392.0
88,0.0,818496.0,0.0,10265472.0,935424.0
89,0.0,806512.0,0.0,6315029.333333333,915264.0
90,0.0,806400.0,0.0,1145088.0,923328.0
91,0.0,803296.0,0.0,1657264.0,915264.0
92,0.0,806400.0,0.0,1737792.0,420293.3333333333
93,0.0,794416.0,0.0,1705760.0,113008.0
94,0.0,802368.0,0.0,1721664.0,112896.0
95,0.0,822528.0,0.0,1761984.0,120960.0
96,0.0,798336.0,0.0,1701504.0,112896.0
97,0.0,1262016.0,0.0,1709568.0,112896.0
98,0.0,1854720.0,0.0,1737792.0,116928.0
99,0.0,1810480.0,0.0,1697696.0,113008.0
100,0.0,2028096.0,0.0,1526677.3333333333,113232.0
101,0.0,2391792.0,0.0,1132992.0,112896.0
102,0.0,2391200.0,0.0,1141280.0,113056.0
103,0.0,2395008.0,0.0,1137024.0,116928.0
104,0.0,2399040.0,0.0,1145088.0,112896.0
105,0.0,2386944.0,0.0,1137024.0,112896.0
106,0.0,2387168.0,0.0,1298528.0,112896.0
107,0.0,2407104.0,0.0,1943424.0,116928.0
108,0.0,2403184.0,0.0,1534229.3333333333,117040.0
109,0.0,2390976.0,0.0,1375248.0,117264.0
110,0.0,2307829.333333333,0.0,1174837.3333333333,939456.0
111,0.0,1383904.0,0.0,1157408.0,1153264.0
112,0.0,1391040.0,0.0,1137024.0,1137184.0
113,0.0,2169216.0,0.0,1137024.0,1141056.0
114,0.0,2161152.0,0.0,1141168.0,1137136.0
115,0.0,2169216.0,0.0,1141056.0,1141056.0
116,0.0,2169328.0,0.0,1141168.0,1141056.0
117,0.0,2201472.0,0.0,1157184.0,1157184.0
118,0.0,2620800.0,0.0,1145424.0,314112.0
119,0.0,3354624.0,0.0,1141056.0,112896.0
120,0.0,4080496.0,0.0,1133104.0,112896.0
121,0.0,4101472.0,0.0,1137136.0,112896.0
122,0.0,4116672.0,0.0,1145088.0,117088.0
123,0.0,4104576.0,0.0,1141056.0,112896.0
124,0.0,4128768.0,0.0,1145088.0,112896.0
125,0.0,3691125.3333333335,0.0,1145088.0,120960.0
126,0.0,3721648.0,0.0,1141280.0,113232.0
127,0.0,4111920.0,0.0,1145088.0,112896.0
128,0.0,3721536.0,0.0,1157296.0,117040.0
129,0.0,3601493.333333333,0.0,1145200.0,116928.0
130,0.0,3467744.0,0.0,1153376.0,116928.0
131,0.0,3419248.0,0.0,1141056.0,113008.0
132,0.0,2546437.333333333,0.0,1145088.0,116928.0
133,0.0,2423344.0,0.0,2516080.0,112896.0
134,0.0,2411136.0,0.0,11705701.333333334,116928.0
135,0.0,2463664.0,0.0,11798080.0,117264.0
136,0.0,2439360.0,0.0,3784954.6666666665,120960.0
137,0.0,2390976.0,0.0,334768.0,108976.0
138,0.0,2677248.0,0.0,334656.0,112896.0
139,0.0,2701440.0,0.0,334656.0,112896.0
140,0.0,2697632.0,0.0,838768.0,113008.0
141,0.0,2689344.0,0.0,1124928.0,112896.0
142,0.0,2701440.0,0.0,1125040.0,109162.66666666669
143,0.0,2725744.0,0.0,1133104.0,116928.0
144,0.0,2677248.0,0.0,1693664.0,109088.0
145,0.0,2705472.0,0.0,2140992.0,112896.0
146,0.0,2204410.6666666665,0.0,2145136.0,117040.0
147,0.0,1677312.0,0.0,2125050.6666666665,112896.0
148,0.0,1572088.0,0.0,2858688.0,113597.33333333331
149,0.0,1117088.0,589.3333333333334,3028845.333333333,403200.0
150,0.0,1116864.0,0.0,2890224.0,451584.0
151,0.0,1124928.0,0.0,2261952.0,447552.0
152,0.0,1120896.0,0.0,2689456.0,451696.0
153,0.0,1125040.0,0.0,2705808.0,447776.0
154,0.0,4612608.0,0.0,2689456.0,451696.0
155,0.0,7693056.0,0.0,2689456.0,443632.0
156,0.0,7773808.0,0.0,10954448.0,455728.0
157,0.0,7693354.666666667,186.66666666666663,2689456.0,447552.0
158,0.0,7725424.0,0.0,2705584.0,451584.0
159,0.0,7705152.0,0.0,2693376.0,447552.0
160,0.0,5814576.0,0.0,2701440.0,451584.0
161,0.0,1141056.0,0.0,2721600.0,451584.0
162,0.0,963040.0,0.0,2685648.0,447776.0
163,0.0,1012032.0,0.0,2198965.333333333,451584.0
164,0.0,1008000.0,0.0,1794352.0,443632.0
165,0.0,1004080.0,0.0,1786288.0,846720.0
166,0.0,1020208.0,0.0,936341.3333333334,907200.0
167,0.0,1060416.0,0.0,782320.0,895216.0
168,0.0,1786176.0,0.0,3661056.0,899136.0
169,0.0,1814512.0,0.0,7439152.0,903168.0
170,0.0,1802416.0,0.0,4985413.333333333,903392.0
171,0.0,1794240.0,0.0,786464.0,895328.0
172,0.0,1794464.0,0.0,1161440.0,891072.0
173,0.0,1862784.0,0.0,1790208.0,899136.0
174,0.0,2459520.0,0.0,1790320.0,895216.0
175,0.0,2463664.0,0.0,1790320.0,895104.0
176,0.0,2491888.0,0.0,2016112.0,903168.0
177,0.0,2536128.0,0.0,2189376.0,923328.0
178,0.0,2475648.0,0.0,2140992.0,899136.0
179,0.0,2463664.0,0.0,3761968.0,895104.0
180,0.0,2624832.0,0.0,11055968.0,915488.0
181,0.0,2927232.0,0.0,10910592.0,899136.0
182,0.0,2312293.333333333,0.0,10613861.333333334,895104.0
183,0.0,2133040.0,0.0,10439072.0,903280.0
184,0.0,2415280.0,0.0,6052688.0,899248.0
185,0.0,2459520.0,0.0,1681344.0,891072.0
186,0.0,2491888.0,0.0,1693664.0,907312.0
187,0.0,2459520.0,0.0,1677312.0,5390784.0
188,0.0,2483824.0,0.0,1693440.0,7379130.666666667
189,0.0,2459520.0,0.0,1677312.0,832117.3333333334
190,0.0,2463664.0,0.0,1685376.0,564592.0
191,0.0,2471616.0,0.0,1685600.0,556640.0
192,0.0,2455488.0,0.0,1669248.0,560448.0
193,0.0,2463776.0,0.0,1681680.0,560560.0
194,0.0,2471776.0,0.0,5705504.0,560672.0
195,0.0,2339365.333333333,0.0,10491264.0,564480.0
196,0.0,1713600.0,0.0,10632384.0,568512.0
197,0.0,1721888.0,0.0,1843765.3333333333,576688.0
198,0.0,2032240.0,0.0,1685488.0,560448.0
199,0.0,2459520.0,0.0,1677424.0,560560.0
200,0.0,2467584.0,0.0,1681344.0,560448.0
201,0.0,2459632.0,0.0,2024288.0,560560.0
202,0.0,2467808.0,0.0,2246048.0,560448.0
203,0.0,2459520.0,0.0,2286144.0,556416.0
204,0.0,2894976.0,0.0,2354688.0,564480.0
205,0.0,3366720.0,0.0,2354688.0,560448.0
206,0.0,3378816.0,0.0,2560320.0,564480.0
207,0.0,3407040.0,0.0,3064432.0,564592.0
208,0.0,3362800.0,0.0,3024336.0,564704.0
209,0.0,3354736.0,0.0,3024224.0,560560.0
210,0.0,3046405.333333333,0.0,3036096.0,560448.0
211,0.0,2126501.333333333,0.0,3032288.0,625072.0
212,0.0,2516650.6666666665,0.0,3044384.0,673344.0
213,0.0,2169328.0,0.0,3076416.0,689584.0
214,0.0,1805242.6666666667,0.0,3032176.0,669424.0
215,0.0,1463616.0,0.0,3032064.0,673344.0
216,0.0,1455664.0,0.0,3032288.0,673456.0
217,0.0,1479856.0,0.0,3217648.0,681408.0
218,0.0,1471680.0,0.0,3200688.0,1443456.0
219,0.0,1463616.0,0.0,2685312.0,9446976.0
220,0.0,1479744.0,0.0,3193344.0,4864117.333333333
221,0.0,1459584.0,0.0,3140928.0,673344.0
222,0.0,1463616.0,0.0,10415104.0,673792.0
223,0.0,1459584.0,0.0,6850938.666666667,681520.0
224,0.0,1455664.0,0.0,3141152.0,673456.0
225,0.0,1459584.0,0.0,3149104.0,673456.0
226,0.0,1463616.0,0.0,2945205.333333333,260986.66666666663
227,0.0,1479968.0,0.0,2157232.0,225904.0
228,0.0,1463616.0,0.0,2145136.0,225904.0
229,0.0,1463616.0,0.0,2132928.0,225792.0
230,0.0,1766016.0,0.0,2249968.0,225904.0
231,0.0,2024064.0,0.0,2576448.0,221760.0
232,0.0,2012416.0,0.0,2577008.0,221872.0
233,0.0,2024064.0,0.0,2592576.0,943488.0
234,0.0,2024064.0,0.0,2277360.0,7744752.0
235,0.0,2016000.0,0.0,2020032.0,225792.0
236,0.0,2213568.0,0.0,2024400.0,222096.0
237,0.0,4592448.0,0.0,2040304.0,229936.0
238,0.0,8999536.0,0.0,2036272.0,225792.0
239,0.0,8991584.0,0.0,2036608.0,226016.0
240,0.0,10015488.0,0.0,2036160.0,225792.0
241,0.0,9698101.333333334,0.0,2133152.0,233968.0
242,0.0,8979376.0,0.0,2032240.0,225792.0
243,0.0,9168768.0,0.0,2072448.0,233856.0
244,0.0,2682085.333333333,0.0,2104704.0,233856.0
245,0.0,2386944.0,0.0,2044336.0,225904.0
246,0.0,2439584.0,0.0,2092832.0,233856.0
247,0.0,2370928.0,0.0,2032352.0,225904.0
248,0.0,2370816.0,0.0,2032128.0,225792.0
249,0.0,2403184.0,0.0,2056432.0,225792.0
250,0.0,2370816.0,0.0,2032352.0,226016.0
251,0.0,2370928.0,0.0,2044336.0,225792.0
252,0.0,2374848.0,0.0,2032128.0,225792.0
253,0.0,2374848.0,0.0,2032352.0,226016.0
254,0.0,2383024.0,0.0,5987744.0,225904.0
255,0.0,2403184.0,0.0,13208832.0,233968.0
256,0.0,2411248.0,0.0,13269424.0,225792.0
257,0.0,2366784.0,0.0,13023360.0,225792.0
258,0.0,2431296.0,0.0,14011200.0,233856.0
259,0.0,2411136.0,0.0,9057717.333333334,225792.0
260,0.0,2375072.0,0.0,2717904.0,225904.0
261,0.0,2415552.0,0.0,3290336.0,233856.0
262,0.0,6584368.0,0.0,3721760.0,225904.0
263,0.0,9132480.0,0.0,3786048.0,225792.0
264,0.0,9116352.0,0.0,3790304.0,234080.0
265,0.0,8796730.666666666,0.0,9260149.333333334,233856.0
266,0.0,5059066.666666667,0.0,3560368.0,233968.0
267,0.0,2068416.0,0.0,3548384.0,226016.0
268,0.0,1851146.6666666667,0.0,3774064.0,225904.0
269,0.0,3483760.0,0.0,4136832.0,229936.0
270,0.0,8455552.0,0.0,3802016.0,233968.0
271,0.0,8277696.0,0.0,3717728.0,226016.0
272,0.0,7944885.333333333,0.0,3777984.0,229824.0
273,0.0,948325.3333333334,0.0,3729600.0,225792.0
