index,portLOCAL,port1,port2,port3
0,0.0,8487360.0,0.0,589.3333333333334
1,0.0,8653448.0,589.3333333333334,0.0
2,0.0,3345466.6666666665,479808.0,4032.0
3,0.0,112.0,794304.0,112.0
4,0.0,0.0,774144.0,0.0
5,0.0,0.0,790272.0,0.0
6,0.0,0.0,782208.0,0.0
7,0.0,0.0,979776.0,0.0
8,0.0,0.0,1475898.6666666667,0.0
9,0.0,552384.0,945733.3333333334,4218.666666666667
10,0.0,790272.0,681520.0,701.3333333333334
11,0.0,799112.0,681997.3333333334,0.0
12,0.0,1358784.0,697536.0,0.0
13,0.0,2056320.0,685440.0,0.0
14,0.0,2007936.0,669312.0,0.0
15,0.0,3493957.333333333,685440.0,4032.0
16,0.0,5187397.333333333,741888.0,4032.0
17,0.0,1254064.0,911232.0,112.0
18,0.0,1572480.0,919296.0,0.0
19,0.0,1939392.0,911232.0,0.0
20,0.0,1943536.0,915264.0,112.0
21,0.0,1927296.0,907200.0,0.0
22,0.0,1899072.0,895440.0,0.0
23,0.0,2624832.0,899136.0,0.0
24,0.0,2826432.0,1673280.0,0.0
25,0.0,2846592.0,1822650.6666666667,0.0
26,0.0,2798320.0,1866816.0,112.0
27,0.0,2806272.0,1903216.0,112.0
28,0.0,2786224.0,1903104.0,186.66666666666663
29,0.0,3003840.0,1907136.0,0.0
30,0.0,3693901.3333333335,1907136.0,589.3333333333334
31,0.0,3709440.0,1908173.3333333333,0.0
32,0.0,3717504.0,1907136.0,0.0
33,0.0,3697642.6666666665,1911168.0,0.0
34,0.0,3745952.0,1927296.0,0.0
35,0.0,3165690.6666666665,2112768.0,112.0
36,0.0,2802352.0,2350768.0,0.0
37,0.0,2798208.0,2673216.0,0.0
38,0.0,2810304.0,2806608.0,0.0
39,0.0,2814336.0,2810528.0,0.0
40,0.0,2794288.0,2947504.0,0.0
41,0.0,2842672.0,3415104.0,112.0
42,0.0,2810416.0,3366832.0,112.0
43,0.0,2822400.0,3382848.0,48384.0
44,0.0,2822400.0,3386880.0,112896.0
45,0.0,2646021.333333333,3383072.0,118613.33333333331
46,0.0,3048192.0,3386880.0,7205184.0
47,0.0,3036320.0,3370864.0,1253456.0
48,0.0,9999472.0,3427424.0,113008.0
49,0.0,11858224.0,3147205.333333333,113008.0
50,0.0,11999344.0,2935296.0,112896.0
51,0.0,12108208.0,2939440.0,112896.0
52,0.0,12200944.0,2959488.0,4624816.0
53,0.0,12132288.0,2769264.0,3599856.0
54,0.0,6240266.666666667,2714096.0,713776.0
55,0.0,2378992.0,2721712.0,794304.0
56,0.0,2596720.0,2758224.0,1814512.0
57,0.0,2822400.0,2713648.0,1806448.0
58,0.0,2822512.0,2907072.0,1806448.0
59,0.0,2838640.0,3632832.0,1818544.0
60,0.0,2702965.333333333,3927466.6666666665,1810480.0
61,0.0,1955520.0,4229568.0,1175557.3333333333
62,0.0,1915312.0,4963392.0,786352.0
63,0.0,1919344.0,4967536.0,790272.0
64,0.0,1983968.0,10810128.0,818720.0
65,0.0,1935360.0,13954752.0,1387194.6666666667
66,0.0,1987888.0,14232960.0,1629040.0
67,0.0,2060352.0,14126341.333333334,1641024.0
68,0.0,11116336.0,11818656.0,1641136.0
69,0.0,6493157.333333333,3064976.0,1629152.0
70,0.0,1956221.3333333333,2532685.333333333,1609469.3333333333
71,0.0,10693088.0,2524368.0,1608880.0
72,0.0,11011392.0,2548224.0,1620864.0
73,0.0,11547760.0,2572416.0,1637104.0
74,0.0,3462394.6666666665,2677360.0,4444901.333333333
75,0.0,2794400.0,2497333.333333333,10035872.0
76,0.0,2713648.0,2145024.0,2094245.3333333333
77,0.0,2786298.6666666665,2205504.0,923328.0
78,0.0,2645536.0,2173248.0,923440.0
79,0.0,2125088.0,1653925.3333333333,907424.0
80,0.0,2665264.0,1621088.0,927472.0
81,0.0,2645104.0,1608768.0,919296.0
82,0.0,2616768.0,1863589.3333333333,907200.0
83,0.0,2661232.0,1620976.0,927360.0
84,0.0,2826656.0,1637104.0,935536.0
85,0.0,2854656.0,1600704.0,911232.0
86,0.0,2907296.0,1625008.0,931728.0
87,0.0,9782090.666666666,1632960.0,931392.0
88,0.0,11628400.0,1633072.0,931392.0
89,0.0,7702149.333333333,1604848.0,919408.0
90,0.0,2528064.0,1612800.0,923328.0
91,0.0,3036208.0,1604736.0,915376.0
92,0.0,3124912.0,1616832.0,420133.3333333333
93,0.0,3447584.0,1584576.0,113120.0
94,0.0,4032112.0,1612800.0,116928.0
95,0.0,4108608.0,1641024.0,116928.0
96,0.0,3963568.0,1592752.0,112896.0
97,0.0,4007920.0,1596672.0,584640.0
98,0.0,3976010.6666666665,1624896.0,1157184.0
99,0.0,2986037.333333333,1588720.0,1129184.0
100,0.0,2320981.333333333,1588832.0,1355088.0
101,0.0,1923264.0,1584576.0,1697472.0
102,0.0,1939616.0,1596672.0,1709792.0
103,0.0,1939392.0,1596672.0,1713600.0
104,0.0,1947680.0,1604848.0,1717632.0
105,0.0,1983744.0,1588608.0,1701504.0
106,0.0,2391088.0,1750000.0,1709792.0
107,0.0,2927456.0,2407216.0,1713600.0
108,0.0,2904997.333333333,2395120.0,1721888.0
109,0.0,2746016.0,2399152.0,1709904.0
