index,portLOCAL,port1,port2,port3
0,0.0,320.0,506.6666666666667,320.0
1,0.0,1096.0,633933.3333333334,909.3333333333334
2,0.0,320.0,693824.0,506.6666666666667
3,0.0,320.0,657536.0,320.0
4,0.0,320.0,939776.0,160.0
5,0.0,160.0,1411520.0,320.0
6,0.0,320.0,2068576.0,320.0
7,0.0,320.0,2068848.0,320.0
8,0.0,320.0,2346944.0,320.0
9,0.0,320.0,2718074.6666666665,320.0
10,0.0,320.0,3052544.0,320.0
11,0.0,506.6666666666667,3060720.0,320.0
12,0.0,909.3333333333334,3065453.333333333,909.3333333333334
13,0.0,320.0,3048512.0,320.0
14,0.0,320.0,3056576.0,346.6666666666667
15,0.0,160.0,3278448.0,320.0
16,0.0,320.0,3935392.0,320.0
17,0.0,320.0,3931520.0,4352.0
18,0.0,320.0,3947648.0,28544.0
19,0.0,320.0,4403376.0,875376.0
20,0.0,320.0,4592992.0,871344.0
21,0.0,320.0,4637120.0,887360.0
22,0.0,320.0,4600944.0,875264.0
23,0.0,320.0,4592768.0,875264.0
24,0.0,320.0,4846784.0,875264.0
25,0.0,320.0,4301744.0,879136.0
26,0.0,160.0,5205632.0,895424.0
27,0.0,320.0,5161120.0,879296.0
28,0.0,320.0,5161578.666666667,939776.0
29,0.0,320.0,5463792.0,1540656.0
30,0.0,320.0,5818608.0,1540656.0
31,0.0,320.0,5838768.0,2298672.0
32,0.0,909.3333333333334,5815053.333333333,2412157.333333333
33,0.0,506.6666666666667,5826784.0,2419520.0
34,0.0,320.0,5890688.0,2443824.0
35,0.0,320.0,5452266.666666667,2427584.0
36,0.0,320.0,4887104.0,2443552.0
37,0.0,160.0,3978922.6666666665,2423738.6666666665
38,0.0,320.0,3955888.0,11261808.0
39,0.0,320.0,3963776.0,7102197.333333333
40,0.0,320.0,3951680.0,2415600.0
41,0.0,320.0,4379184.0,2415600.0
42,0.0,320.0,4399344.0,2419520.0
43,0.0,320.0,4399344.0,2069306.6666666667
44,0.0,320.0,4403264.0,1540544.0
45,0.0,320.0,4395424.0,1540768.0
46,0.0,320.0,4407408.0,1544576.0
47,0.0,320.0,4403488.0,1540608.0
48,0.0,160.0,4411280.0,1544576.0
49,0.0,320.0,4226773.333333333,1560704.0
50,0.0,320.0,3388725.333333333,769338.6666666666
51,0.0,320.0,3197696.0,709952.0
52,0.0,320.0,3201728.0,1213952.0
53,0.0,320.0,3201728.0,1222016.0
54,0.0,320.0,3230176.0,1213952.0
55,0.0,320.0,3306560.0,1213952.0
56,0.0,320.0,3318768.0,1218096.0
57,0.0,320.0,6459696.0,1210032.0
58,0.0,320.0,11975360.0,1221856.0
59,0.0,160.0,11955152.0,1218096.0
60,0.0,320.0,11983424.0,1213952.0
61,0.0,320.0,17086261.333333332,1230192.0
62,0.0,320.0,12842576.0,7463776.0
63,0.0,320.0,10953621.333333334,7718016.0
64,0.0,320.0,2657408.0,7774016.0
65,0.0,320.0,2665584.0,7822400.0
66,0.0,320.0,3153456.0,3099834.6666666665
67,0.0,320.0,3069477.333333333,4903232.0
68,0.0,320.0,2992474.6666666665,7838640.0
69,0.0,320.0,2984112.0,2218490.6666666665
70,0.0,320.0,3454650.6666666665,1326688.0
71,0.0,160.0,13386512.0,1170058.6666666667
72,0.0,320.0,13394736.0,1310832.0
73,0.0,909.3333333333334,13463757.333333334,1448621.3333333333
74,0.0,320.0,10261584.0,1459904.0
75,0.0,320.0,1548608.0,1508288.0
76,0.0,320.0,1556784.0,5495936.0
77,0.0,320.0,1565072.0,3155701.333333333
78,0.0,506.6666666666667,1436144.0,1657472.0
79,0.0,320.0,996448.0,1661728.0
80,0.0,320.0,1000368.0,1665760.0
81,0.0,320.0,1000256.0,1665376.0
82,0.0,160.0,1000208.0,1661728.0
83,0.0,320.0,996224.0,1661690.6666666667
84,0.0,320.0,1000256.0,1661728.0
85,0.0,320.0,1008320.0,1681664.0
86,0.0,320.0,996224.0,1661504.0
87,0.0,320.0,1000256.0,1665536.0
88,0.0,320.0,1004512.0,1891328.0
89,0.0,320.0,1000256.0,2193728.0
90,0.0,320.0,996224.0,2331040.0
91,0.0,320.0,1016496.0,2379200.0
92,0.0,320.0,1000368.0,2322816.0
93,0.0,160.0,996064.0,2338880.0
94,0.0,320.0,1000256.0,2327008.0
95,0.0,320.0,1016384.0,2391408.0
96,0.0,320.0,996336.0,2774672.0
