11672.0,11672.0,12032.0,11792.0,12032.0
480.0,760.0,480.0,720.0,760.0
1000.0,720.0,760.0,760.0,480.0
980.0,980.0,980.0,980.0,980.0
480.0,480.0,480.0,480.0,480.0
480.0,480.0,720.0,720.0,720.0
480.0,720.0,480.0,480.0,480.0
720.0,480.0,480.0,480.0,480.0
480.0,480.0,36768.0,480.0,480.0
480.0,760.0,3084960.0,480.0,760.0
480.0,480.0,3091008.0,480.0,1566912.0
1260.0,980.0,3092028.0,2583476.0,3085700.0
480.0,480.0,3084960.0,5147848.0,3084960.0
720.0,720.0,5165472.0,5159424.0,3097056.0
480.0,480.0,7197600.0,5117088.0,3084960.0
480.0,480.0,7239936.0,5159424.0,3103104.0
480.0,480.0,10264176.0,5135472.0,3079152.0
480.0,720.0,10282080.0,5141280.0,3078912.0
720.0,480.0,10288128.0,5141280.0,3091008.0
480.0,480.0,10306272.0,5153376.0,3091008.0
480.0,480.0,10288368.0,5141280.0,3085200.0
480.0,480.0,10282080.0,5147568.0,3091008.0
720.0,720.0,10306272.0,5153376.0,3091008.0
480.0,480.0,10276032.0,5135232.0,3078912.0
6528.0,480.0,10223328.0,1496584.0,3091008.0
6528.0,480.0,7228080.0,720.0,3091528.0
480.0,1000.0,7185504.0,480.0,3084960.0
1220.0,980.0,7210476.0,980.0,3085460.0
760.0,480.0,7197600.0,480.0,3091008.0
6528.0,480.0,7209936.0,480.0,459008.0
480.0,480.0,7215744.0,1000.0,720.0
6768.0,720.0,5086248.0,480.0,480.0
480.0,480.0,3091008.0,480.0,480.0
