port1,port2,port3,port4,port5
10952.0,10712.0,11432.0,11152.0,11432.0
480.0,720.0,720.0,720.0,720.0
720.0,480.0,760.0,480.0,480.0
760.0,760.0,480.0,760.0,760.0
980.0,980.0,980.0,980.0,980.0
480.0,480.0,480.0,480.0,480.0
480.0,480.0,720.0,480.0,480.0
720.0,720.0,480.0,720.0,720.0
480.0,480.0,480.0,480.0,480.0
480.0,480.0,480.0,480.0,480.0
480.0,480.0,760.0,760.0,480.0
480.0,1000.0,720.0,480.0,720.0
1500.0,980.0,980.0,1220.0,1260.0
480.0,480.0,480.0,480.0,480.0
480.0,480.0,480.0,480.0,480.0
480.0,480.0,480.0,480.0,480.0
480.0,720.0,720.0,480.0,720.0
720.0,480.0,480.0,720.0,480.0
480.0,480.0,480.0,480.0,480.0
480.0,480.0,480.0,480.0,480.0
480.0,480.0,720.0,480.0,480.0
480.0,720.0,480.0,720.0,720.0
720.0,480.0,480.0,480.0,480.0
480.0,480.0,480.0,480.0,480.0
480.0,480.0,760.0,480.0,480.0
480.0,720.0,720.0,480.0,480.0
720.0,760.0,480.0,1000.0,720.0
480.0,480.0,480.0,480.0,480.0
980.0,980.0,980.0,980.0,1260.0
760.0,480.0,480.0,480.0,480.0
480.0,720.0,720.0,720.0,720.0
720.0,480.0,480.0,480.0,480.0
480.0,480.0,480.0,480.0,480.0
480.0,480.0,480.0,480.0,480.0
480.0,480.0,480.0,480.0,480.0
480.0,720.0,720.0,720.0,720.0
720.0,480.0,480.0,480.0,480.0
480.0,480.0,480.0,480.0,480.0
480.0,480.0,480.0,480.0,480.0
480.0,720.0,720.0,480.0,480.0
720.0,480.0,480.0,720.0,720.0
480.0,480.0,480.0,480.0,480.0
480.0,480.0,480.0,480.0,480.0
480.0,480.0,480.0,480.0,480.0
480.0,720.0,720.0,480.0,720.0
720.0,480.0,480.0,720.0,480.0
480.0,480.0,480.0,480.0,480.0
480.0,480.0,480.0,480.0,480.0
480.0,480.0,480.0,480.0,962112.0
480.0,720.0,720.0,720.0,3085200.0
720.0,480.0,480.0,480.0,4046592.0
480.0,480.0,480.0,480.0,6193632.0
480.0,480.0,760.0,480.0,6175488.0
480.0,720.0,720.0,1070976.0,6447888.0
480.0,480.0,3284544.0,2958192.0,5909376.0
720.0,480.0,5697696.0,3091008.0,6193632.0
480.0,760.0,9217632.0,3078912.0,6078720.0
480.0,480.0,9278112.0,3097336.0,6193632.0
480.0,720.0,9272304.0,3091008.0,6181536.0
720.0,480.0,9247872.0,3085200.0,6169680.0
980.0,980.0,9260468.0,3085460.0,6169940.0
480.0,480.0,9272064.0,3091008.0,6193912.0
480.0,480.0,9374880.0,3127296.0,6242016.0
480.0,480.0,9127152.0,3042624.0,6090816.0
720.0,720.0,9296256.0,3097296.0,6193872.0
760.0,480.0,9229728.0,3078912.0,6157344.0
480.0,6528.0,8738720.0,3091008.0,5197440.0
480.0,6528.0,4119168.0,3084960.0,3091008.0
480.0,720.0,4113360.0,3084960.0,3078912.0
720.0,480.0,4113120.0,3091248.0,3091248.0
480.0,480.0,4125216.0,3091008.0,3091008.0
480.0,480.0,4113120.0,3084960.0,3084960.0
480.0,6528.0,4113120.0,3084960.0,2080392.0
480.0,720.0,4125456.0,3091008.0,480.0
720.0,6528.0,759248.0,3085200.0,720.0
480.0,6528.0,480.0,51112.0,480.0
480.0,480.0,480.0,480.0,480.0
480.0,907680.0,480.0,480.0,480.0
480.0,1930032.0,720.0,480.0,720.0
720.0,1978176.0,480.0,720.0,480.0
480.0,1978176.0,480.0,480.0,480.0
480.0,1984224.0,480.0,480.0,480.0
480.0,1966080.0,720.0,480.0,480.0
720.0,1978416.0,480.0,720.0,720.0
480.0,1990272.0,480.0,480.0,480.0
480.0,1972128.0,480.0,480.0,480.0
480.0,3345024.0,480.0,480.0,480.0
480.0,5074992.0,720.0,480.0,720.0
720.0,5062656.0,480.0,720.0,480.0
480.0,5068704.0,786720.0,480.0,480.0
480.0,5056608.0,847200.0,480.0,480.0
480.0,5068704.0,841152.0,480.0,480.0
480.0,5050800.0,841392.0,720.0,720.0
720.0,5080800.0,847200.0,480.0,480.0
480.0,5074752.0,847200.0,480.0,480.0
480.0,5159424.0,859296.0,480.0,480.0
480.0,4959840.0,823248.0,480.0,480.0
480.0,5068944.0,1210080.0,720.0,720.0
720.0,5062656.0,1681824.0,480.0,480.0
480.0,5074752.0,1693920.0,480.0,883488.0
480.0,5062656.0,1681824.0,480.0,2056800.0
480.0,5056848.0,1682064.0,480.0,2062848.0
720.0,5068704.0,1693920.0,720.0,2057040.0
480.0,4684960.0,1681824.0,480.0,2062848.0
480.0,1984224.0,1687872.0,6528.0,2056800.0
480.0,1978176.0,1688152.0,480.0,2056800.0
480.0,1984464.0,1682064.0,480.0,2057040.0
720.0,4832832.0,1693920.0,720.0,2062848.0
480.0,5074752.0,1337776.0,480.0,2056800.0
480.0,5068704.0,847200.0,480.0,2062848.0
480.0,5044512.0,841152.0,480.0,2050752.0
480.0,5081040.0,841392.0,720.0,2063088.0
720.0,6024288.0,847200.0,480.0,2056800.0
480.0,6085048.0,841152.0,480.0,2056800.0
480.0,6090816.0,847200.0,480.0,2062848.0
480.0,6103152.0,841392.0,760.0,2056800.0
720.0,6072672.0,841152.0,720.0,2050992.0
480.0,6115008.0,847200.0,480.0,2068896.0
480.0,6066624.0,835104.0,480.0,2050752.0
480.0,6108960.0,847200.0,480.0,2062848.0
480.0,4256872.0,847440.0,480.0,4839120.0
720.0,3006336.0,841152.0,720.0,5153376.0
480.0,3012384.0,847200.0,480.0,5141280.0
480.0,3006336.0,841152.0,480.0,4241856.0
980.0,3000788.0,841652.0,980.0,3085460.0
480.0,3012624.0,841392.0,480.0,3085200.0
720.0,3006336.0,847200.0,720.0,3091008.0
480.0,3006336.0,841152.0,480.0,4318752.0
480.0,3000288.0,841152.0,480.0,6151296.0
480.0,3012384.0,847440.0,480.0,6193912.0
720.0,1993840.0,841152.0,720.0,6163632.0
480.0,1990272.0,847200.0,480.0,6187584.0
480.0,2885376.0,841152.0,480.0,6157344.0
480.0,2489536.0,847200.0,480.0,6211776.0
480.0,2057040.0,841392.0,480.0,6157344.0
720.0,2153568.0,883488.0,720.0,6459984.0
480.0,1960032.0,804864.0,480.0,5897280.0
480.0,2062848.0,841152.0,480.0,4388608.0
760.0,2068896.0,841152.0,480.0,3084960.0
480.0,2044944.0,841392.0,480.0,3073104.0
720.0,2056800.0,847200.0,720.0,3091008.0
480.0,2068896.0,841152.0,480.0,3097056.0
480.0,2044704.0,841152.0,480.0,5758176.0
480.0,2062848.0,847200.0,480.0,4943424.0
480.0,2069136.0,847440.0,480.0,3097296.0
720.0,2068896.0,841152.0,720.0,3097056.0
480.0,2056800.0,841152.0,480.0,4240128.0
480.0,2056800.0,847200.0,480.0,6169440.0
480.0,2056800.0,841392.0,480.0,6169440.0
720.0,2057040.0,847200.0,720.0,6181776.0
480.0,2056800.0,841152.0,480.0,6181536.0
480.0,2062848.0,841152.0,480.0,4481488.0
480.0,1099576.0,853248.0,480.0,3084960.0
480.0,1028880.0,835344.0,480.0,3073104.0
720.0,1034688.0,847200.0,720.0,3103104.0
480.0,1022592.0,841152.0,480.0,3078912.0
480.0,1028640.0,847200.0,480.0,3084960.0
480.0,1028640.0,841152.0,480.0,3084960.0
480.0,1034928.0,847440.0,720.0,3097296.0
720.0,1034688.0,841152.0,480.0,3097056.0
480.0,96688.0,847200.0,480.0,3072864.0
480.0,6528.0,28000.0,480.0,3097056.0
480.0,6768.0,720.0,480.0,1919424.0
720.0,480.0,480.0,720.0,720.0
480.0,480.0,480.0,480.0,480.0
480.0,480.0,1246368.0,480.0,480.0
480.0,480.0,4119168.0,480.0,480.0
480.0,720.0,4119408.0,480.0,926064.0
720.0,480.0,4119168.0,720.0,3084960.0
480.0,480.0,4119168.0,480.0,3091008.0
480.0,480.0,4113120.0,480.0,7173408.0
480.0,480.0,4107072.0,480.0,8207616.0
480.0,720.0,4131504.0,2443872.0,8262288.0
720.0,480.0,5032416.0,3097296.0,8201568.0
480.0,480.0,7197600.0,3084960.0,8225760.0
480.0,480.0,7209696.0,3097056.0,8243904.0
480.0,480.0,7185504.0,3072864.0,8201568.0
480.0,720.0,7215984.0,3097056.0,8256240.0
720.0,480.0,7185504.0,3079152.0,8207616.0
480.0,480.0,7239936.0,3103104.0,8274144.0
480.0,480.0,7252032.0,3109152.0,8292288.0
6528.0,480.0,7094784.0,3036576.0,5043392.0
480.0,480.0,7222032.0,3097056.0,3097056.0
6768.0,720.0,7185504.0,3079152.0,2155536.0
480.0,480.0,7227840.0,3097056.0,480.0
480.0,6528.0,5912144.0,3091008.0,480.0
480.0,480.0,3084960.0,3078912.0,480.0
480.0,480.0,3085200.0,3091008.0,480.0
480.0,720.0,3084960.0,3085200.0,720.0
720.0,480.0,3091008.0,3091008.0,480.0
480.0,480.0,3091008.0,3084960.0,480.0
480.0,480.0,3072864.0,3078912.0,480.0
480.0,720.0,3085200.0,3084960.0,480.0
720.0,6528.0,3097056.0,1666168.0,720.0
480.0,480.0,3224064.0,480.0,480.0
480.0,480.0,2951904.0,480.0,480.0
480.0,480.0,3091008.0,480.0,480.0
