,1_port4,1_port1,1_port2,1_port3,2_port1,2_port2,3_port1,3_port2,3_port3,4_port1,4_port2,5_port4,5_port1,5_port5,5_port2,5_port3,6_port1,6_port2,1->3,2->4,1->4,2->3,4->1,4->2,3->2,3->1
100,0.0,0.0,2733696.0,0.0,0.0,560.0,0.0,2721600.0,0.0,0.0,0.0,2697408.0,0.0,0.0,0.0,0.0,0.0,0.0,4100544.0,5128704.0,3084480.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,4439232.0,0.0,0.0,0.0,0.0,4427136.0,0.0,0.0,0.0,4427136.0,0.0,0.0,0.0,0.0,0.0,0.0,4124736.0,5152896.0,3084480.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,4560192.0,0.0,0.0,0.0,0.0,4560192.0,0.0,0.0,0.0,4560192.0,0.0,560.0,0.0,560.0,0.0,560.0,6168960.0,7717248.0,4632768.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,9120384.0,0.0,0.0,0.0,0.0,9108288.0,0.0,0.0,0.0,4427136.0,0.0,4669056.0,0.0,0.0,0.0,0.0,4124736.0,5152896.0,3096576.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,10136448.0,0.0,0.0,0.0,0.0,10136448.0,0.0,0.0,0.0,4499712.0,0.0,5624640.0,0.0,0.0,560.0,0.0,4112640.0,5140800.0,3084480.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,10003392.0,0.0,0.0,0.0,0.0,9979200.0,0.0,0.0,0.0,4439232.0,0.0,5539968.0,0.0,0.0,0.0,0.0,4124736.0,5152896.0,3084480.0,2165184.0,0.0,0.0,14160.0,0.0
106,0.0,560.0,9955008.0,0.0,0.0,0.0,0.0,9967104.0,0.0,0.0,0.0,4427696.0,0.0,5539968.0,0.0,0.0,0.0,0.0,5757696.0,1850688.0,1413072.0,5757696.0,12096.0,0.0,0.0,0.0
107,0.0,0.0,11092032.0,0.0,0.0,0.0,0.0,11067840.0,0.0,0.0,0.0,4572288.0,0.0,6495552.0,0.0,0.0,0.0,0.0,4112640.0,0.0,0.0,4124736.0,0.0,0.0,0.0,0.0
108,0.0,0.0,13293504.0,0.0,0.0,0.0,0.0,13317696.0,0.0,0.0,0.0,4427136.0,0.0,8878464.0,0.0,0.0,0.0,0.0,4124736.0,0.0,0.0,4112640.0,0.0,0.0,0.0,0.0
109,0.0,0.0,13305600.0,0.0,560.0,0.0,560.0,13293504.0,0.0,0.0,0.0,4439232.0,0.0,8866368.0,0.0,0.0,0.0,0.0,4112640.0,0.0,0.0,4112640.0,0.0,0.0,0.0,0.0
110,0.0,0.0,13305600.0,0.0,0.0,0.0,0.0,13305600.0,0.0,0.0,0.0,4427136.0,0.0,8854272.0,0.0,0.0,0.0,0.0,4112640.0,0.0,0.0,4112640.0,0.0,0.0,0.0,0.0
111,0.0,0.0,13305600.0,0.0,0.0,0.0,0.0,13305600.0,0.0,0.0,0.0,4427136.0,0.0,8866368.0,0.0,0.0,0.0,0.0,4124736.0,0.0,0.0,4124736.0,0.0,0.0,0.0,0.0
112,1000.0,1000.0,13306600.0,1000.0,1000.0,1000.0,1000.0,13306600.0,1000.0,1000.0,1000.0,4452328.0,1000.0,8891560.0,1000.0,1000.0,1000.0,1000.0,6181056.0,0.0,0.0,4416416.0,0.0,0.0,12096.0,0.0
113,560.0,0.0,13341888.0,0.0,0.0,0.0,0.0,13342448.0,0.0,0.0,0.0,4439232.0,0.0,8878464.0,560.0,0.0,0.0,0.0,2192832.0,0.0,0.0,0.0,0.0,0.0,0.0,12096.0
114,14160.0,0.0,16559424.0,0.0,0.0,0.0,14160.0,16559424.0,0.0,0.0,0.0,7668864.0,14160.0,8878464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
