index,1_port1,1_port2,2_port1,2_port2,3_port1,3_port2,3_port3,4_port1,4_port2,4_port3,5_port4,5_port1,5_port2,5_port3,6_port1,6_port4,6_port2,6_port3,7_port1,7_port2,7_port3,8_port1,8_port2,8_port3,9_port4,9_port1,9_port2,9_port3,10_port1,10_port4,10_port2,10_port3,Host_6,Host_8,Host_5,Host_4,Host_2,Host_3,Host_1,Host_7
0,320.0,605.3333333333334,137693.33333333334,605.3333333333334,320.0,605.3333333333334,605.3333333333334,320.0,605.3333333333334,137693.33333333334,605.3333333333334,605.3333333333334,605.3333333333334,320.0,320.0,137805.33333333334,320.0,445.3333333333333,605.3333333333334,605.3333333333334,605.3333333333334,137533.33333333334,445.3333333333333,445.3333333333333,320.0,605.3333333333334,605.3333333333334,322880.0,320.0,480.0,141725.33333333334,605.3333333333334,314496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,320.0,320.0,544640.0,320.0,320.0,320.0,320.0,320.0,320.0,540608.0,320.0,320.0,320.0,320.0,320.0,540608.0,320.0,320.0,320.0,320.0,320.0,544640.0,320.0,320.0,320.0,320.0,320.0,326912.0,160.0,160.0,540608.0,160.0,314496.0,528192.0,0.0,0.0,0.0,0.0,0.0,0.0
2,320.0,320.0,544640.0,320.0,320.0,320.0,320.0,160.0,160.0,544640.0,320.0,320.0,320.0,320.0,320.0,544640.0,320.0,320.0,320.0,320.0,320.0,544640.0,320.0,320.0,320.0,320.0,320.0,326912.0,320.0,320.0,544480.0,320.0,314496.0,528192.0,0.0,0.0,0.0,0.0,0.0,0.0
3,320.0,506.6666666666667,540794.6666666666,160.0,320.0,320.0,320.0,320.0,506.6666666666667,544640.0,320.0,506.6666666666667,320.0,506.6666666666667,506.6666666666667,544640.0,320.0,506.6666666666667,320.0,320.0,506.6666666666667,540608.0,320.0,506.6666666666667,512384.0,160.0,160.0,327098.6666666667,320.0,320.0,544640.0,506.6666666666667,366912.0,608832.0,0.0,0.0,0.0,0.0,0.0,0.0
4,506.6666666666667,320.0,548672.0,320.0,346.6666666666667,506.6666666666667,346.6666666666667,320.0,320.0,548698.6666666666,506.6666666666667,160.0,320.0,605.3333333333334,320.0,544826.6666666666,320.0,432.0,320.0,506.6666666666667,320.0,548672.0,506.6666666666667,320.0,766512.0,506.6666666666667,320.0,327024.0,506.6666666666667,506.6666666666667,544640.0,480.0,318640.0,528192.0,737968.0,0.0,0.0,0.0,0.0,0.0
5,605.3333333333334,605.3333333333334,859421.3333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,792.0,605.3333333333334,859421.3333333334,605.3333333333334,605.3333333333334,605.3333333333334,320.0,605.3333333333334,544925.3333333334,792.0,315101.3333333333,632.0,445.3333333333333,445.3333333333333,859608.0,605.3333333333334,605.3333333333334,762840.0,605.3333333333334,792.0,327197.3333333333,605.3333333333334,765.3333333333334,859608.0,605.3333333333334,330624.0,552384.0,770112.0,0.0,0.0,0.0,0.0,0.0
6,320.0,320.0,988160.0,506.6666666666667,320.0,320.0,320.0,320.0,320.0,984128.0,160.0,320.0,346.6666666666667,160.0,320.0,548672.0,320.0,435776.0,320.0,320.0,320.0,988160.0,320.0,320.0,766240.0,320.0,320.0,326912.0,320.0,320.0,988160.0,320.0,314496.0,947520.0,737856.0,0.0,0.0,0.0,0.0,0.0
7,320.0,320.0,975904.0,320.0,320.0,160.0,320.0,320.0,320.0,980096.0,320.0,320.0,320.0,320.0,320.0,544640.0,320.0,435776.0,320.0,320.0,320.0,980096.0,320.0,320.0,762368.0,320.0,320.0,326752.0,320.0,320.0,980096.0,320.0,318528.0,947520.0,737856.0,0.0,0.0,0.0,0.0,0.0
8,160.0,160.0,984128.0,8777984.0,320.0,320.0,320.0,8798144.0,320.0,1480064.0,480.0,320.0,500288.0,320.0,160.0,544800.0,8814272.0,931712.0,320.0,320.0,320.0,980096.0,8761856.0,320.0,762368.0,320.0,320.0,9072320.0,320.0,320.0,980096.0,320.0,358848.0,1072512.0,838656.0,0.0,0.0,0.0,0.0,0.0
9,320.0,320.0,980208.0,16136384.0,320.0,320.0,320.0,16140416.0,320.0,1964016.0,480.0,320.0,6471680.0,320.0,320.0,548624.0,10664800.0,1423456.0,320.0,320.0,320.0,980048.0,16128320.0,320.0,766400.0,320.0,320.0,16442816.0,320.0,480.0,984240.0,320.0,318528.0,967792.0,749952.0,10479168.0,967680.0,0.0,0.0,0.0
