,1_port4,1_port1,1_port2,1_port3,2_port1,2_port2,3_port1,3_port2,3_port3,4_port1,4_port2,5_port4,5_port1,5_port2,5_port5,5_port3,6_port1,6_port2,Host_1,Host_2,Host_4,Host_3
0,22584.0,21864.0,21864.0,22584.0,22344.0,21864.0,21864.0,21864.0,21864.0,21864.0,21864.0,22584.0,21864.0,21864.0,22584.0,21864.0,22344.0,21864.0,4112640.0,0.0,0.0,0.0
1,480.0,480.0,960.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,480.0,480.0,480.0,4112640.0,0.0,0.0,0.0
2,1480.0,1480.0,1480.0,1480.0,1480.0,1960.0,480.0,1480.0,480.0,1480.0,960.0,1480.0,1480.0,480.0,1480.0,960.0,480.0,960.0,4136832.0,60480.0,0.0,0.0
3,480.0,960.0,480.0,960.0,480.0,480.0,1480.0,480.0,1480.0,480.0,1480.0,480.0,480.0,1480.0,480.0,1480.0,1480.0,1480.0,4124736.0,5140800.0,0.0,0.0
4,960.0,480.0,480.0,480.0,480.0,480.0,480.0,960.0,960.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,4112640.0,5152896.0,0.0,0.0
5,480.0,480.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,960.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,480.0,4112640.0,5140800.0,0.0,0.0
6,1040.0,480.0,480.0,480.0,1040.0,480.0,480.0,480.0,480.0,480.0,480.0,960.0,1040.0,960.0,480.0,480.0,960.0,480.0,4124736.0,5152896.0,0.0,0.0
7,480.0,480.0,1520.0,480.0,960.0,480.0,1040.0,1040.0,1040.0,1040.0,1040.0,1040.0,960.0,1040.0,480.0,1040.0,1040.0,1040.0,1512000.0,7741440.0,0.0,0.0
8,480.0,1040.0,480.0,1040.0,480.0,1040.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,480.0,1040.0,960.0,480.0,480.0,3084480.0,5152896.0,0.0,0.0
9,1480.0,480.0,1480.0,960.0,480.0,1960.0,480.0,1480.0,480.0,1480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,960.0,5987520.0,9942912.0,0.0,0.0
10,960.0,1960.0,4221984.0,1480.0,1480.0,480.0,1480.0,4209888.0,1960.0,480.0,1480.0,4186696.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,3096576.0,5140800.0,0.0,0.0
11,480.0,480.0,4355040.0,480.0,480.0,480.0,960.0,4343424.0,480.0,480.0,480.0,4342944.0,480.0,480.0,480.0,480.0,480.0,480.0,3096576.0,5140800.0,0.0,0.0
12,480.0,480.0,5020320.0,480.0,480.0,480.0,480.0,4996128.0,480.0,960.0,480.0,4355040.0,480.0,960.0,605760.0,480.0,480.0,480.0,3084480.0,5152896.0,0.0,0.0
13,480.0,480.0,9810336.0,480.0,960.0,480.0,480.0,9822432.0,480.0,480.0,480.0,4367616.0,480.0,480.0,5455776.0,480.0,960.0,480.0,3290112.0,2092608.0,0.0,0.0
14,480.0,480.0,9822912.0,480.0,480.0,480.0,480.0,9822432.0,480.0,480.0,480.0,4367136.0,960.0,480.0,5467872.0,960.0,480.0,480.0,1497744.0,4148928.0,12096.0,0.0
15,480.0,480.0,9822432.0,480.0,480.0,960.0,480.0,9822432.0,480.0,480.0,960.0,4367136.0,480.0,480.0,5455776.0,480.0,480.0,960.0,0.0,4124736.0,0.0,0.0
16,480.0,960.0,9822432.0,960.0,480.0,480.0,480.0,9810336.0,480.0,480.0,480.0,4355040.0,480.0,480.0,5455776.0,480.0,480.0,480.0,0.0,4112640.0,0.0,0.0
17,960.0,480.0,13789920.0,480.0,480.0,480.0,960.0,13778304.0,960.0,480.0,480.0,5262240.0,480.0,480.0,8503968.0,480.0,480.0,480.0,0.0,6168960.0,0.0,0.0
18,480.0,480.0,15265632.0,480.0,480.0,480.0,480.0,15277728.0,480.0,960.0,480.0,5092896.0,480.0,960.0,10185792.0,480.0,480.0,480.0,0.0,4112640.0,0.0,0.0
19,480.0,5431584.0,14141184.0,480.0,960.0,5407392.0,480.0,14152800.0,480.0,480.0,5383760.0,6532800.0,960.0,480.0,12991584.0,480.0,1520.0,480.0,0.0,4124736.0,0.0,0.0
20,1040.0,5479968.0,7681440.0,480.0,480.0,5480448.0,480.0,7681440.0,480.0,480.0,5480448.0,4379232.0,1040.0,480.0,8770080.0,1520.0,480.0,1040.0,0.0,4065632.0,0.0,0.0
21,480.0,5516736.0,7705632.0,960.0,1040.0,5504160.0,1040.0,7705632.0,1040.0,480.0,5504160.0,4403424.0,480.0,1040.0,8806368.0,480.0,480.0,960.0,0.0,12096.0,0.0,12096.0
22,960.0,5479968.0,7681440.0,480.0,480.0,5492064.0,480.0,7682480.0,960.0,480.0,5479968.0,4391328.0,480.0,480.0,8770080.0,480.0,480.0,480.0,0.0,0.0,0.0,0.0
23,1480.0,5504160.0,10693344.0,480.0,480.0,5505160.0,960.0,10669152.0,480.0,1960.0,5504160.0,7342752.0,480.0,480.0,8806368.0,480.0,480.0,480.0,0.0,0.0,0.0,0.0
24,480.0,5517816.0,9616200.0,14136.0,1480.0,5516816.0,13576.0,9639832.0,1480.0,1040.0,5517256.0,8820504.0,13576.0,1960.0,6350760.0,1480.0,1960.0,1480.0,0.0,0.0,0.0,0.0
25,480.0,5516256.0,8831040.0,480.0,960.0,5516256.0,480.0,8818464.0,480.0,480.0,5528352.0,8830560.0,960.0,480.0,5528352.0,480.0,480.0,480.0,0.0,0.0,0.0,0.0
26,480.0,5504160.0,8794272.0,480.0,480.0,5492544.0,480.0,8794272.0,480.0,480.0,5492544.0,8794272.0,480.0,480.0,5492064.0,960.0,480.0,480.0,0.0,0.0,0.0,0.0
27,480.0,5734464.0,9193440.0,960.0,480.0,5746080.0,480.0,9193440.0,480.0,480.0,5746080.0,9193440.0,480.0,480.0,5746080.0,480.0,480.0,960.0,0.0,0.0,0.0,0.0
28,960.0,5516256.0,8806368.0,480.0,480.0,5516256.0,480.0,8818944.0,960.0,480.0,5516256.0,8818464.0,480.0,480.0,5504160.0,480.0,480.0,480.0,0.0,0.0,0.0,0.0
29,480.0,5362464.0,8878944.0,480.0,480.0,5386656.0,960.0,8866848.0,480.0,960.0,5410848.0,8854752.0,480.0,480.0,5447616.0,480.0,480.0,480.0,0.0,0.0,0.0,0.0
30,24672.0,480.0,7743296.0,480.0,12576.0,480.0,12576.0,7779584.0,480.0,12576.0,480.0,7804256.0,12576.0,13056.0,480.0,480.0,960.0,480.0,0.0,0.0,0.0,3919104.0
31,480.0,480.0,2762304.0,12576.0,960.0,480.0,12576.0,2773920.0,480.0,480.0,480.0,2798112.0,13056.0,480.0,480.0,480.0,480.0,480.0,0.0,0.0,0.0,4112640.0
32,480.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,480.0,480.0,960.0,480.0,960.0,0.0,0.0,0.0,4112640.0
33,960.0,960.0,480.0,960.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,0.0,0.0,0.0,4112640.0
34,480.0,480.0,480.0,480.0,480.0,480.0,960.0,960.0,960.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,0.0,0.0,0.0,4112640.0
35,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,480.0,960.0,960.0,480.0,480.0,480.0,0.0,0.0,0.0,4124736.0
36,480.0,480.0,480.0,480.0,960.0,480.0,480.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,480.0,480.0,960.0,480.0,0.0,0.0,0.0,6168960.0
37,480.0,480.0,960.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,960.0,480.0,480.0,0.0,0.0,0.0,4124736.0
38,480.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,480.0,480.0,480.0,480.0,960.0,0.0,0.0,0.0,9096192.0
39,960.0,960.0,480.0,960.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,0.0,0.0,0.0,7197120.0
40,480.0,480.0,480.0,4246176.0,480.0,480.0,4270848.0,960.0,960.0,480.0,480.0,480.0,4282464.0,480.0,480.0,480.0,480.0,480.0,0.0,0.0,0.0,7209216.0
41,480.0,480.0,480.0,4403424.0,480.0,480.0,4391328.0,480.0,480.0,960.0,480.0,480.0,4403424.0,960.0,960.0,480.0,480.0,480.0,0.0,0.0,0.0,7209216.0
42,1161696.0,480.0,480.0,4403424.0,960.0,480.0,5600928.0,480.0,480.0,480.0,480.0,960.0,5637216.0,480.0,480.0,480.0,960.0,480.0,0.0,0.0,0.0,7197120.0
43,7729824.0,480.0,960.0,4415520.0,480.0,480.0,12169056.0,480.0,480.0,480.0,480.0,480.0,12157440.0,480.0,480.0,960.0,480.0,480.0,0.0,12096.0,0.0,5258480.0
44,7729824.0,480.0,480.0,4415520.0,480.0,960.0,12132768.0,480.0,480.0,480.0,960.0,480.0,12156960.0,480.0,480.0,480.0,480.0,960.0,12096.0,0.0,0.0,0.0
45,7730304.0,960.0,480.0,4416000.0,480.0,480.0,12144864.0,480.0,480.0,480.0,480.0,480.0,12120672.0,480.0,480.0,480.0,1040.0,480.0,0.0,0.0,0.0,0.0
46,7935456.0,480.0,480.0,4536480.0,480.0,480.0,12459840.0,960.0,960.0,480.0,480.0,480.0,12471456.0,480.0,480.0,480.0,480.0,480.0,0.0,0.0,0.0,0.0
47,7862880.0,480.0,480.0,6822624.0,480.0,480.0,14709216.0,480.0,480.0,960.0,1040.0,480.0,14733408.0,960.0,960.0,1040.0,480.0,1040.0,0.0,0.0,0.0,0.0
48,8262608.0,480.0,960.0,9520032.0,7621440.0,480.0,10209504.0,480.0,480.0,7657248.0,480.0,960.0,10174256.0,7705632.0,480.0,480.0,960.0,480.0,0.0,0.0,0.0,0.0
49,7766112.0,480.0,480.0,8903136.0,7778208.0,960.0,8891040.0,480.0,480.0,7790304.0,960.0,480.0,8878944.0,7766112.0,480.0,960.0,480.0,480.0,0.0,0.0,0.0,0.0
50,7827072.0,960.0,480.0,8927808.0,7827152.0,480.0,8939984.0,480.0,480.0,7826592.0,480.0,480.0,8951520.0,7827152.0,480.0,480.0,480.0,960.0,0.0,0.0,0.0,0.0
51,7790304.0,480.0,480.0,8903136.0,7778208.0,480.0,8903616.0,960.0,960.0,7766112.0,480.0,480.0,8891040.0,7790304.0,480.0,480.0,480.0,480.0,0.0,0.0,0.0,0.0
52,7766112.0,480.0,12576.0,8623808.0,7778208.0,480.0,8599616.0,12576.0,1040.0,7766592.0,480.0,12576.0,8587520.0,7766592.0,960.0,480.0,480.0,480.0,0.0,0.0,0.0,0.0
53,2695608.0,12576.0,1480.0,4440712.0,2659800.0,13576.0,4439712.0,1480.0,480.0,2635128.0,12576.0,14056.0,4439712.0,2585744.0,480.0,480.0,960.0,480.0,0.0,0.0,0.0,0.0
54,480.0,1480.0,13056.0,3570176.0,480.0,480.0,3546984.0,13136.0,1480.0,480.0,1480.0,480.0,3523272.0,1480.0,13576.0,1960.0,1480.0,1480.0,0.0,12096.0,0.0,0.0
55,480.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,480.0,480.0,480.0,480.0,960.0,0.0,2370816.0,0.0,0.0
56,960.0,1520.0,1040.0,960.0,480.0,1040.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,0.0,4632768.0,0.0,0.0
57,480.0,480.0,480.0,480.0,480.0,480.0,960.0,960.0,960.0,960.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,480.0,8346240.0,3604608.0,0.0,0.0
58,480.0,480.0,480.0,1040.0,480.0,480.0,480.0,480.0,480.0,1040.0,480.0,1520.0,480.0,960.0,1040.0,480.0,960.0,480.0,7197120.0,4378752.0,0.0,0.0
59,480.0,480.0,2529024.0,480.0,960.0,480.0,480.0,2504352.0,480.0,480.0,480.0,2492256.0,960.0,480.0,480.0,480.0,480.0,480.0,7209216.0,6181056.0,0.0,0.0
60,480.0,480.0,3302688.0,480.0,480.0,960.0,480.0,3314784.0,480.0,480.0,960.0,3314784.0,480.0,480.0,480.0,960.0,480.0,480.0,7197120.0,6181056.0,0.0,0.0
61,480.0,960.0,7245984.0,960.0,480.0,480.0,480.0,7209696.0,480.0,480.0,480.0,7185504.0,480.0,480.0,480.0,480.0,480.0,960.0,6826720.0,3825872.0,0.0,12096.0
62,960.0,480.0,7717728.0,480.0,480.0,480.0,480.0,7730304.0,960.0,480.0,480.0,7729824.0,480.0,480.0,480.0,480.0,480.0,480.0,4112640.0,3096576.0,0.0,0.0
63,480.0,480.0,7741920.0,480.0,480.0,480.0,960.0,7741920.0,480.0,960.0,480.0,7741920.0,480.0,480.0,960.0,480.0,480.0,480.0,6181056.0,4632768.0,48384.0,0.0
64,480.0,480.0,8262048.0,480.0,480.0,480.0,480.0,8237856.0,480.0,480.0,480.0,8214144.0,480.0,960.0,480.0,480.0,960.0,480.0,4112640.0,2251232.0,48384.0,0.0
65,480.0,480.0,12060672.0,480.0,960.0,480.0,480.0,12036000.0,480.0,480.0,480.0,11092512.0,960.0,480.0,931872.0,480.0,480.0,480.0,4124736.0,0.0,24192.0,0.0
66,480.0,480.0,15543840.0,480.0,480.0,960.0,480.0,15568032.0,480.0,480.0,960.0,11104608.0,480.0,480.0,4451808.0,960.0,480.0,480.0,232240.0,0.0,0.0,12096.0
67,960.0,7621440.0,8866848.0,960.0,480.0,7584672.0,480.0,8891040.0,480.0,480.0,7548384.0,11697312.0,480.0,480.0,4717920.0,480.0,480.0,960.0,0.0,0.0,0.0,0.0
68,480.0,7790304.0,9447456.0,480.0,480.0,7778208.0,960.0,9435840.0,960.0,480.0,7778208.0,12761760.0,480.0,480.0,4451808.0,480.0,480.0,480.0,0.0,0.0,0.0,0.0
69,480.0,7802400.0,11140896.0,480.0,480.0,7814496.0,480.0,11128800.0,480.0,960.0,7814496.0,14479392.0,480.0,960.0,4464384.0,480.0,480.0,480.0,1524096.0,0.0,0.0,0.0
70,480.0,7862880.0,11108144.0,480.0,960.0,7874976.0,480.0,11132336.0,480.0,480.0,7862880.0,14507600.0,12576.0,480.0,4500192.0,480.0,960.0,480.0,4112640.0,0.0,0.0,0.0
71,12576.0,6415936.0,8044800.0,12576.0,12576.0,6415936.0,12576.0,8044320.0,480.0,12576.0,6440128.0,9899584.0,960.0,12576.0,4584864.0,960.0,480.0,480.0,4124736.0,0.0,0.0,0.0
72,480.0,4427616.0,7754016.0,480.0,480.0,4440192.0,480.0,7766112.0,480.0,480.0,4440192.0,7754016.0,480.0,480.0,4439712.0,480.0,480.0,960.0,4112640.0,0.0,0.0,0.0
73,960.0,4440192.0,3715328.0,960.0,480.0,4427616.0,480.0,3715328.0,480.0,480.0,4427616.0,7766112.0,480.0,480.0,425216.0,480.0,480.0,480.0,4112640.0,0.0,0.0,0.0
74,12576.0,4427616.0,2118656.0,480.0,480.0,4427616.0,13056.0,2143328.0,960.0,480.0,4427616.0,6521600.0,12576.0,480.0,60960.0,480.0,480.0,480.0,6181056.0,0.0,0.0,0.0
75,480.0,3764752.0,12576.0,12576.0,12576.0,3788944.0,480.0,12576.0,480.0,13056.0,3813136.0,3825712.0,480.0,13056.0,13056.0,480.0,480.0,480.0,4112640.0,0.0,0.0,0.0
76,480.0,480.0,960.0,480.0,960.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,960.0,480.0,4112640.0,0.0,0.0,0.0
77,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,960.0,480.0,960.0,480.0,480.0,960.0,480.0,480.0,4112640.0,0.0,0.0,0.0
78,480.0,480.0,480.0,960.0,480.0,960.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,960.0,4112640.0,0.0,0.0,0.0
79,960.0,960.0,1972128.0,480.0,480.0,480.0,480.0,1947936.0,960.0,480.0,480.0,1935840.0,480.0,480.0,480.0,480.0,480.0,480.0,4112640.0,0.0,0.0,0.0
80,480.0,480.0,4415520.0,480.0,480.0,480.0,960.0,4416000.0,480.0,960.0,480.0,4415520.0,480.0,480.0,480.0,480.0,480.0,480.0,6181056.0,0.0,0.0,0.0
81,480.0,480.0,4584864.0,480.0,480.0,480.0,480.0,4596960.0,480.0,480.0,480.0,4585344.0,480.0,960.0,960.0,480.0,960.0,480.0,4124736.0,0.0,0.0,0.0
82,480.0,480.0,8202048.0,480.0,960.0,480.0,480.0,8177376.0,480.0,480.0,480.0,4427616.0,960.0,480.0,3726048.0,480.0,480.0,480.0,4112640.0,0.0,0.0,0.0
83,480.0,480.0,10124832.0,480.0,480.0,960.0,480.0,10124832.0,480.0,480.0,960.0,4500192.0,480.0,480.0,5625120.0,960.0,480.0,960.0,4124736.0,1475712.0,0.0,0.0
84,960.0,960.0,10257888.0,960.0,480.0,480.0,480.0,10245792.0,480.0,480.0,480.0,4548576.0,480.0,480.0,5697696.0,480.0,480.0,480.0,5890752.0,7366464.0,0.0,0.0
85,480.0,480.0,9955488.0,480.0,480.0,480.0,960.0,9968064.0,960.0,480.0,480.0,4439712.0,480.0,480.0,5528352.0,480.0,480.0,480.0,4124736.0,5152896.0,0.0,0.0
86,480.0,480.0,10269984.0,480.0,480.0,480.0,480.0,10245792.0,480.0,960.0,480.0,4439712.0,480.0,960.0,5782848.0,480.0,480.0,480.0,4124736.0,5140800.0,0.0,0.0
87,480.0,480.0,13342368.0,480.0,960.0,480.0,480.0,13342368.0,480.0,480.0,480.0,4452288.0,480.0,480.0,8903136.0,480.0,960.0,480.0,4112640.0,5152896.0,0.0,0.0
88,480.0,480.0,13318656.0,480.0,480.0,480.0,480.0,13330272.0,480.0,480.0,480.0,4439712.0,960.0,480.0,8866848.0,960.0,480.0,480.0,4112640.0,5140800.0,0.0,0.0
89,480.0,480.0,13366560.0,480.0,480.0,960.0,480.0,13354464.0,480.0,480.0,960.0,4451808.0,480.0,480.0,8927328.0,480.0,480.0,960.0,4124736.0,5152896.0,12096.0,0.0
90,960.0,960.0,13318176.0,960.0,480.0,480.0,480.0,13318176.0,480.0,480.0,480.0,4439712.0,480.0,480.0,8878944.0,480.0,480.0,480.0,6156864.0,1963008.0,0.0,0.0
91,480.0,480.0,13681056.0,480.0,480.0,480.0,960.0,13681536.0,960.0,960.0,480.0,4560672.0,480.0,480.0,9096672.0,480.0,480.0,480.0,2821824.0,0.0,0.0,12096.0
92,480.0,480.0,13318176.0,480.0,480.0,480.0,480.0,13306080.0,480.0,480.0,480.0,4440192.0,480.0,960.0,8891520.0,480.0,480.0,480.0,0.0,0.0,0.0,0.0
93,480.0,480.0,16100736.0,480.0,960.0,480.0,480.0,16088160.0,480.0,480.0,480.0,7149216.0,480.0,480.0,8915232.0,480.0,960.0,480.0,0.0,0.0,0.0,0.0
94,480.0,5479968.0,11017776.0,12576.0,480.0,5456256.0,12576.0,11066160.0,480.0,480.0,5432064.0,9532128.0,13056.0,480.0,6989808.0,960.0,480.0,480.0,0.0,0.0,0.0,0.0
95,480.0,5577216.0,8915232.0,960.0,480.0,5564640.0,480.0,8915232.0,480.0,480.0,5564640.0,8903136.0,480.0,480.0,5564640.0,480.0,1040.0,960.0,0.0,0.0,0.0,0.0
96,960.0,5794464.0,9278112.0,480.0,480.0,5806560.0,960.0,9266496.0,960.0,480.0,5794464.0,9278112.0,480.0,480.0,5794464.0,480.0,480.0,480.0,0.0,0.0,0.0,0.0
97,480.0,5564640.0,8903136.0,480.0,480.0,5552544.0,480.0,8903136.0,480.0,960.0,5576736.0,8903616.0,480.0,960.0,5565120.0,480.0,480.0,1040.0,0.0,0.0,0.0,0.0
98,480.0,5564640.0,8903616.0,480.0,960.0,5576736.0,480.0,8903136.0,480.0,480.0,5564640.0,8903136.0,480.0,480.0,5564640.0,480.0,960.0,480.0,0.0,0.0,0.0,0.0
99,12576.0,5060064.0,8915232.0,480.0,12576.0,5084256.0,480.0,8927328.0,480.0,12576.0,5108928.0,8915232.0,960.0,12576.0,5144736.0,960.0,480.0,480.0,0.0,0.0,0.0,266112.0
100,12576.0,480.0,7404608.0,960.0,480.0,960.0,12576.0,7416704.0,480.0,480.0,480.0,7452992.0,12576.0,480.0,480.0,480.0,480.0,960.0,0.0,0.0,0.0,4124736.0
101,960.0,960.0,2544096.0,12576.0,480.0,480.0,12576.0,2568768.0,960.0,480.0,1040.0,2580384.0,12576.0,480.0,480.0,1040.0,480.0,480.0,0.0,0.0,0.0,4112640.0
102,480.0,480.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,960.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,480.0,0.0,0.0,0.0,4112640.0
103,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,960.0,1040.0,960.0,480.0,480.0,960.0,480.0,0.0,0.0,0.0,6181056.0
104,480.0,480.0,960.0,480.0,960.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,480.0,480.0,480.0,0.0,0.0,0.0,4124736.0
105,480.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,0.0,0.0,0.0,4112640.0
106,960.0,960.0,480.0,960.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,960.0,0.0,0.0,0.0,4112640.0
107,1040.0,480.0,480.0,480.0,480.0,480.0,1520.0,960.0,480.0,960.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,0.0,0.0,0.0,4124736.0
108,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,960.0,480.0,960.0,960.0,480.0,480.0,480.0,0.0,0.0,0.0,10946880.0
109,480.0,480.0,960.0,714144.0,1520.0,480.0,726240.0,480.0,480.0,480.0,480.0,480.0,750432.0,1040.0,480.0,480.0,960.0,480.0,0.0,0.0,0.0,7209216.0
110,480.0,480.0,480.0,4439712.0,480.0,480.0,4439712.0,480.0,480.0,480.0,960.0,480.0,4440192.0,480.0,480.0,960.0,480.0,480.0,0.0,0.0,0.0,7197120.0
111,960.0,960.0,480.0,4936128.0,480.0,960.0,4947744.0,480.0,480.0,480.0,480.0,480.0,4935648.0,480.0,480.0,480.0,480.0,960.0,0.0,0.0,0.0,7209216.0
112,3763336.0,1480.0,1480.0,4440712.0,1480.0,1480.0,8239336.0,1960.0,1960.0,1480.0,480.0,1480.0,8287240.0,480.0,1480.0,480.0,1480.0,480.0,12096.0,12096.0,0.0,7209216.0
113,7802400.0,480.0,480.0,4463904.0,480.0,480.0,12253728.0,480.0,480.0,960.0,1480.0,480.0,12241632.0,1960.0,960.0,1480.0,480.0,1480.0,0.0,0.0,0.0,2476400.0
114,7766112.0,480.0,480.0,4439712.0,960.0,480.0,12205344.0,480.0,1040.0,480.0,480.0,960.0,12217440.0,480.0,480.0,480.0,960.0,480.0,0.0,0.0,0.0,0.0
115,7778208.0,480.0,960.0,4439712.0,480.0,480.0,12229536.0,480.0,480.0,480.0,480.0,480.0,12217920.0,480.0,480.0,960.0,480.0,480.0,0.0,0.0,0.0,0.0
116,7887072.0,480.0,480.0,4500672.0,480.0,960.0,12386784.0,1040.0,480.0,480.0,960.0,480.0,12398880.0,480.0,480.0,480.0,480.0,960.0,0.0,0.0,0.0,0.0
117,7790784.0,960.0,480.0,8298336.0,480.0,480.0,16112352.0,480.0,960.0,480.0,480.0,480.0,16112352.0,480.0,480.0,480.0,480.0,480.0,0.0,0.0,0.0,0.0
118,8310432.0,480.0,480.0,9532128.0,7584672.0,1040.0,10258368.0,960.0,480.0,7621440.0,480.0,480.0,10221600.0,7657248.0,960.0,480.0,480.0,480.0,0.0,0.0,0.0,0.0
119,7850784.0,480.0,480.0,8963616.0,7851264.0,480.0,8951520.0,480.0,480.0,7850784.0,480.0,960.0,8975712.0,7851264.0,480.0,480.0,960.0,480.0,2382912.0,0.0,0.0,0.0
120,7826592.0,480.0,1520.0,8939424.0,7826592.0,480.0,8951520.0,480.0,480.0,7826592.0,480.0,1040.0,8939904.0,7826592.0,480.0,960.0,480.0,480.0,3096576.0,0.0,0.0,0.0
121,7911264.0,480.0,480.0,9048288.0,7923360.0,960.0,9048288.0,480.0,480.0,7911264.0,960.0,480.0,9048288.0,7911264.0,480.0,480.0,480.0,960.0,9834048.0,0.0,0.0,0.0
122,7618160.0,13056.0,12576.0,7184864.0,7569296.0,12576.0,7160192.0,12576.0,960.0,7545664.0,12576.0,24672.0,7148096.0,7508816.0,480.0,480.0,480.0,480.0,7197120.0,0.0,0.0,0.0
123,480.0,1040.0,480.0,4657440.0,480.0,480.0,4657920.0,960.0,480.0,960.0,480.0,480.0,4657440.0,480.0,1520.0,480.0,480.0,480.0,7209216.0,0.0,0.0,0.0
124,480.0,480.0,12576.0,1550144.0,480.0,480.0,1525952.0,12576.0,480.0,480.0,480.0,960.0,1501760.0,960.0,12576.0,480.0,960.0,480.0,7209216.0,798336.0,0.0,0.0
125,480.0,480.0,960.0,1040.0,960.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,480.0,480.0,480.0,7197120.0,3084480.0,0.0,0.0
126,480.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,480.0,480.0,960.0,480.0,480.0,480.0,480.0,960.0,480.0,960.0,10813824.0,4632768.0,0.0,0.0
127,960.0,960.0,480.0,960.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,8261568.0,3556224.0,0.0,0.0
128,480.0,480.0,145632.0,480.0,480.0,480.0,960.0,134016.0,960.0,480.0,480.0,121440.0,480.0,480.0,480.0,480.0,480.0,480.0,7197120.0,5890752.0,0.0,0.0
129,480.0,480.0,3326880.0,480.0,480.0,480.0,480.0,3326880.0,480.0,960.0,480.0,3326880.0,480.0,960.0,960.0,480.0,480.0,480.0,7209216.0,6181056.0,0.0,0.0
130,480.0,480.0,4161504.0,480.0,960.0,480.0,480.0,4149408.0,480.0,480.0,480.0,4125696.0,480.0,480.0,480.0,480.0,960.0,480.0,7209216.0,5434640.0,0.0,0.0
131,480.0,480.0,8613312.0,480.0,480.0,960.0,480.0,8600736.0,480.0,480.0,960.0,8600736.0,960.0,480.0,480.0,960.0,480.0,480.0,5363104.0,3096576.0,0.0,12096.0
132,480.0,960.0,7778208.0,960.0,480.0,480.0,480.0,7790304.0,480.0,480.0,480.0,7778208.0,480.0,480.0,480.0,480.0,480.0,960.0,4112640.0,3096576.0,0.0,0.0
133,960.0,480.0,7790304.0,480.0,480.0,480.0,480.0,7790784.0,960.0,480.0,480.0,7790304.0,480.0,480.0,480.0,480.0,480.0,480.0,6181056.0,4632768.0,60480.0,0.0
134,480.0,480.0,9749856.0,480.0,480.0,480.0,960.0,9725664.0,480.0,960.0,480.0,9725664.0,480.0,480.0,960.0,480.0,480.0,480.0,4112640.0,775520.0,48384.0,0.0
135,480.0,480.0,14056032.0,480.0,480.0,480.0,480.0,14019744.0,480.0,480.0,480.0,11141376.0,480.0,960.0,2879328.0,480.0,960.0,480.0,2336944.0,0.0,0.0,12096.0
136,480.0,480.0,15616896.0,480.0,960.0,480.0,480.0,15628512.0,480.0,480.0,480.0,11165088.0,960.0,480.0,4463904.0,480.0,480.0,480.0,0.0,0.0,0.0,0.0
