10952.0,10952.0
480.0,480.0
760.0,480.0
480.0,760.0
980.0,980.0
480.0,720.0
720.0,480.0
480.0,480.0
480.0,339168.0
480.0,3084960.0
760.0,4954072.0
480.0,9260208.0
980.0,11322836.0
720.0,13795968.0
480.0,15428928.0
480.0,10862928.0
480.0,13396800.0
720.0,13348416.0
480.0,13372608.0
480.0,13384704.0
480.0,13360752.0
480.0,13384704.0
720.0,13396800.0
480.0,13378656.0
6528.0,12999600.0
6528.0,10300224.0
1000.0,10276312.0
480.0,10294176.0
980.0,10306772.0
6528.0,7347920.0
480.0,7209696.0
6768.0,4699176.0
480.0,3084960.0
480.0,3091248.0
