11192.0,11192.0
480.0,760.0
760.0,480.0
980.0,980.0
720.0,720.0
480.0,480.0
480.0,480.0
480.0,992352.0
480.0,3078912.0
760.0,3091288.0
720.0,4077072.0
980.0,10343060.0
480.0,11310240.0
480.0,12290016.0
720.0,17757648.0
480.0,18573888.0
480.0,18531552.0
480.0,18483168.0
480.0,18507360.0
720.0,18580176.0
480.0,18507360.0
480.0,18507360.0
480.0,18458976.0
6528.0,17559552.0
720.0,15429168.0
480.0,15459448.0
760.0,15410784.0
7028.0,11186500.0
480.0,10306512.0
720.0,10282080.0
6528.0,6933736.0
480.0,6169440.0
6528.0,4118048.0
480.0,3097056.0
6768.0,2056440.0
480.0,480.0
278688.0,480.0
950016.0,480.0
950016.0,480.0
950256.0,720.0
943968.0,480.0
950016.0,480.0
950016.0,480.0
950016.0,720.0
950256.0,480.0
950016.0,480.0
1246368.0,480.0
1978176.0,480.0
1978416.0,720.0
1984224.0,480.0
1978176.0,480.0
2250336.0,480.0
3048912.0,720.0
2800704.0,480.0
2927712.0,480.0
2921664.0,480.0
3786528.0,480.0
6024528.0,720.0
7591000.0,760.0
8056916.0,980.0
8092704.0,480.0
8080608.0,480.0
8062704.0,720.0
8068512.0,480.0
8056416.0,480.0
8086656.0,480.0
8080608.0,260544.0
5281032.0,962352.0
4040784.0,950016.0
4040544.0,943968.0
4288512.0,950016.0
4965888.0,943968.0
5002176.0,956064.0
4972176.0,944208.0
3388568.0,962112.0
2927712.0,943968.0
2909568.0,943968.0
2927712.0,950016.0
2940048.0,956304.0
2921664.0,1210080.0
2915616.0,1978176.0
2945856.0,1984224.0
2909568.0,1966080.0
2927952.0,1978416.0
2927712.0,1978176.0
2933760.0,1984224.0
2927712.0,1978176.0
2915616.0,1972128.0
2934000.0,1984464.0
3435744.0,1972128.0
4990080.0,1984224.0
4959840.0,1972128.0
4990080.0,1978176.0
5014512.0,1990512.0
4641024.0,1972128.0
3980064.0,1990272.0
3943776.0,1972128.0
3967968.0,1125088.0
3950064.0,1028640.0
3943776.0,1028640.0
3980064.0,1034688.0
3090448.0,1034688.0
3012384.0,1028880.0
2269888.0,1040736.0
480.0,1028640.0
480.0,1028640.0
480.0,1028640.0
480.0,1028880.0
720.0,1034688.0
480.0,1028640.0
480.0,1028640.0
480.0,1028640.0
720.0,1028880.0
480.0,1028640.0
480.0,1028640.0
480.0,1028640.0
480.0,1034688.0
720.0,1028880.0
760.0,1028640.0
480.0,1028640.0
480.0,1028640.0
480.0,1028640.0
720.0,1028880.0
980.0,1035188.0
480.0,1028640.0
480.0,1028640.0
480.0,1028880.0
720.0,1028920.0
480.0,1028640.0
480.0,1028640.0
480.0,1034688.0
6528.0,741904.0
720.0,480.0
2873280.0,480.0
6229920.0,480.0
9810336.0,480.0
11328384.0,720.0
11304432.0,480.0
13451232.0,480.0
14449152.0,480.0
14340288.0,480.0
17370336.0,720.0
18513648.0,480.0
18471072.0,480.0
18579936.0,480.0
18537600.0,480.0
18440832.0,720.0
18622512.0,480.0
18507360.0,480.0
16813320.0,6528.0
13445184.0,480.0
13135616.0,6528.0
10282320.0,720.0
10330464.0,480.0
8076288.0,6528.0
4460104.0,6528.0
4113120.0,480.0
4131504.0,720.0
4113120.0,480.0
4101024.0,480.0
4137312.0,480.0
1200752.0,6768.0
720.0,480.0
369408.0,1403616.0
2056800.0,2062848.0
2056800.0,2208000.0
2062848.0,2897712.0
2050992.0,2897472.0
2056800.0,2897472.0
2062848.0,2903520.0
2062848.0,3091008.0
2056800.0,3925872.0
2063088.0,3943776.0
2050752.0,3901440.0
2062848.0,3949824.0
2056800.0,3931680.0
2062848.0,3925872.0
2050992.0,3919584.0
2062848.0,3943776.0
2062848.0,3925632.0
2056800.0,4107072.0
2080992.0,5014512.0
2050992.0,4929600.0
2062848.0,3530872.0
2050752.0,2879328.0
2056800.0,2915616.0
2044704.0,2867232.0
1683792.0,2903760.0
480.0,2897472.0
1990272.0,2903520.0
3091008.0,2736464.0
3091008.0,1875600.0
3085200.0,1869312.0
3091008.0,1869312.0
3084960.0,1875360.0
3084960.0,1869312.0
3091248.0,1881648.0
3084960.0,1869312.0
3218016.0,4022400.0
3617184.0,4754208.0
4125216.0,4804880.0
4107312.0,3919824.0
3143800.0,3937728.0
1028640.0,3931680.0
1028640.0,3925632.0
1034928.0,3937968.0
1028640.0,3925632.0
1028640.0,3937728.0
1028640.0,3925632.0
1028640.0,3925632.0
1028880.0,3931920.0
1028640.0,3931680.0
1034688.0,3931680.0
1028640.0,3931680.0
1034688.0,1955952.0
1028880.0,847200.0
1028640.0,841152.0
1028640.0,841152.0
1028640.0,847200.0
1034928.0,841392.0
1028640.0,841152.0
1028640.0,847200.0
1028640.0,841152.0
1028640.0,847440.0
1028880.0,841152.0
1034688.0,841152.0
1028640.0,847200.0
1028640.0,841152.0
1028880.0,847440.0
1034688.0,239680.0
1028640.0,480.0
1028640.0,480.0
1034688.0,720.0
1028880.0,480.0
1028640.0,480.0
1028640.0,480.0
1028640.0,480.0
1028880.0,720.0
1028640.0,480.0
367768.0,6528.0
480.0,480.0
480.0,1887456.0
1000.0,6199920.0
480.0,8237856.0
480.0,8667264.0
480.0,12338400.0
720.0,12634992.0
480.0,15459168.0
480.0,15416832.0
480.0,17291712.0
480.0,18513408.0
1220.0,18503780.0
