port1,port2,port3,port4,port5
480.0,741664.0,480.0,6768.0,480.0
480.0,480.0,480.0,480.0,480.0
720.0,720.0,480.0,2861184.0,480.0
480.0,480.0,480.0,6223872.0,480.0
480.0,480.0,720.0,6145248.0,3653712.0
480.0,480.0,480.0,6175728.0,5147328.0
480.0,480.0,480.0,6169440.0,5141280.0
720.0,720.0,480.0,8310432.0,5135232.0
480.0,480.0,480.0,9290208.0,5159424.0
480.0,480.0,720.0,9223920.0,5123376.0
480.0,480.0,480.0,12187200.0,5171520.0
480.0,480.0,480.0,13372608.0,5141280.0
720.0,720.0,480.0,13336320.0,5129184.0
480.0,760.0,480.0,13427040.0,5165752.0
480.0,480.0,720.0,13384944.0,5147568.0
480.0,480.0,480.0,13312128.0,5123136.0
480.0,480.0,480.0,13451232.0,5171520.0
720.0,720.0,480.0,13366560.0,5147328.0
480.0,6528.0,480.0,13306080.0,3513768.0
480.0,480.0,720.0,13445424.0,720.0
480.0,6528.0,480.0,13141664.0,480.0
480.0,480.0,480.0,10294176.0,480.0
720.0,480.0,480.0,10324416.0,480.0
480.0,6768.0,480.0,8082336.0,480.0
480.0,6528.0,720.0,4466152.0,720.0
480.0,480.0,480.0,4113360.0,480.0
480.0,480.0,480.0,4137312.0,480.0
720.0,480.0,480.0,4107072.0,480.0
480.0,720.0,480.0,4107072.0,480.0
480.0,480.0,720.0,4131264.0,720.0
480.0,6528.0,480.0,1213088.0,480.0
480.0,480.0,480.0,480.0,480.0
720.0,1409904.0,363360.0,480.0,480.0
480.0,2062848.0,2056800.0,480.0,480.0
480.0,2208000.0,2057040.0,720.0,720.0
480.0,2897472.0,2062848.0,480.0,480.0
480.0,2903520.0,2050752.0,480.0,480.0
720.0,2897712.0,2056800.0,480.0,480.0
480.0,2897472.0,2062848.0,480.0,480.0
480.0,3097056.0,2063088.0,480.0,720.0
480.0,3925632.0,2062848.0,720.0,480.0
480.0,3937728.0,2056800.0,480.0,480.0
720.0,3907728.0,2050752.0,480.0,480.0
480.0,3949824.0,2062848.0,480.0,480.0
480.0,3925632.0,2057040.0,720.0,720.0
480.0,3925632.0,2062848.0,480.0,480.0
480.0,3919584.0,2050752.0,480.0,480.0
720.0,3950064.0,2062848.0,480.0,480.0
480.0,3931680.0,2062848.0,480.0,480.0
480.0,4094976.0,2057040.0,720.0,720.0
480.0,5014272.0,2080992.0,480.0,480.0
480.0,4935648.0,2050752.0,480.0,480.0
720.0,3530872.0,2056800.0,480.0,6528.0
480.0,2885616.0,2050752.0,480.0,480.0
480.0,2897472.0,2057040.0,480.0,480.0
480.0,2879328.0,2044704.0,720.0,720.0
480.0,2903520.0,1689600.0,480.0,480.0
720.0,2903760.0,480.0,480.0,480.0
480.0,2897472.0,480.0,1978176.0,480.0
480.0,2724368.0,720.0,3097056.0,720.0
480.0,1875360.0,480.0,3091248.0,480.0
480.0,1869312.0,480.0,3084960.0,480.0
720.0,1875600.0,480.0,3084960.0,480.0
480.0,1869312.0,720.0,3084960.0,480.0
480.0,1875360.0,480.0,3091248.0,720.0
480.0,1875360.0,480.0,3091008.0,480.0
720.0,1869312.0,480.0,3084960.0,480.0
480.0,4028688.0,480.0,3218016.0,480.0
480.0,4760256.0,720.0,2957952.0,653664.0
480.0,4804880.0,6528.0,3097296.0,1028880.0
480.0,3919584.0,480.0,3078912.0,1028640.0
720.0,3937968.0,480.0,2121688.0,1028640.0
480.0,3925632.0,480.0,480.0,1028640.0
480.0,3931680.0,720.0,720.0,1028880.0
480.0,3931680.0,480.0,480.0,1028640.0
480.0,3931680.0,480.0,480.0,1028640.0
720.0,3931920.0,480.0,480.0,1034688.0
480.0,3925632.0,720.0,480.0,1028640.0
480.0,3931680.0,760.0,720.0,1028880.0
480.0,3931680.0,480.0,480.0,1028640.0
720.0,3925872.0,480.0,480.0,1028640.0
480.0,3937728.0,480.0,480.0,1028640.0
480.0,3925632.0,720.0,720.0,1028880.0
480.0,1955712.0,6528.0,480.0,1034688.0
480.0,841152.0,480.0,480.0,1028640.0
720.0,841392.0,480.0,480.0,1028640.0
480.0,847200.0,720.0,760.0,1028640.0
480.0,841152.0,480.0,720.0,1028880.0
480.0,841152.0,480.0,480.0,1028640.0
720.0,847200.0,480.0,480.0,1028640.0
480.0,841392.0,480.0,480.0,1034688.0
480.0,847200.0,720.0,480.0,1028880.0
480.0,841152.0,480.0,720.0,1028640.0
480.0,841152.0,480.0,480.0,1028640.0
1000.0,847440.0,480.0,480.0,1028640.0
480.0,841152.0,720.0,480.0,1028640.0
480.0,847200.0,480.0,720.0,1034928.0
480.0,841152.0,480.0,480.0,1028640.0
720.0,239680.0,480.0,480.0,1034688.0
480.0,720.0,480.0,480.0,1028640.0
480.0,480.0,720.0,480.0,1028880.0
480.0,480.0,480.0,720.0,1028640.0
480.0,480.0,480.0,480.0,1028640.0
720.0,720.0,480.0,480.0,1028640.0
480.0,480.0,480.0,480.0,1034688.0
480.0,480.0,720.0,720.0,1028880.0
480.0,480.0,480.0,480.0,1028640.0
720.0,480.0,480.0,480.0,1028640.0
480.0,6768.0,480.0,480.0,367768.0
480.0,480.0,720.0,480.0,720.0
480.0,1893504.0,480.0,720.0,480.0
480.0,6217824.0,480.0,480.0,480.0
720.0,8232048.0,480.0,480.0,480.0
480.0,8685408.0,480.0,480.0,480.0
480.0,12344448.0,720.0,720.0,720.0
480.0,12646848.0,480.0,480.0,480.0
480.0,15447072.0,480.0,480.0,480.0
720.0,15417072.0,480.0,480.0,480.0
480.0,17291712.0,720.0,480.0,720.0
480.0,18531552.0,480.0,720.0,480.0
980.0,18473300.0,980.0,980.0,980.0
720.0,13360752.0,480.0,6528.0,480.0
480.0,13360512.0,480.0,480.0,480.0
480.0,13396800.0,720.0,720.0,720.0
480.0,13360512.0,480.0,480.0,480.0
480.0,13396800.0,480.0,480.0,480.0
720.0,13354704.0,480.0,480.0,480.0
480.0,12948128.0,720.0,480.0,6528.0
480.0,9235776.0,480.0,480.0,720.0
480.0,9266016.0,480.0,720.0,480.0
480.0,9272064.0,480.0,480.0,480.0
720.0,9260208.0,480.0,480.0,480.0
480.0,9253920.0,720.0,480.0,480.0
480.0,9266016.0,480.0,720.0,720.0
480.0,9259968.0,480.0,480.0,480.0
720.0,9259968.0,480.0,480.0,480.0
480.0,9260208.0,480.0,480.0,480.0
480.0,6305264.0,6768.0,480.0,720.0
480.0,6181536.0,480.0,720.0,480.0
480.0,5009872.0,480.0,6528.0,6528.0
720.0,720.0,480.0,480.0,480.0
480.0,480.0,720.0,230304.0,480.0
480.0,480.0,480.0,3085200.0,720.0
480.0,480.0,480.0,3084960.0,480.0
720.0,480.0,480.0,3091008.0,480.0
480.0,720.0,480.0,3084960.0,480.0
480.0,480.0,720.0,3091008.0,720.0
480.0,480.0,480.0,3085200.0,480.0
480.0,480.0,480.0,3084960.0,480.0
720.0,720.0,480.0,3091008.0,480.0
480.0,218208.0,480.0,3084960.0,480.0
480.0,3084960.0,720.0,3091248.0,720.0
480.0,3084960.0,480.0,3084960.0,480.0
480.0,3091008.0,480.0,3084960.0,480.0
720.0,3085200.0,480.0,3084960.0,480.0
480.0,3084960.0,720.0,3091008.0,480.0
480.0,3091008.0,480.0,3091248.0,720.0
480.0,3084960.0,480.0,3084960.0,480.0
720.0,4839120.0,480.0,3091008.0,480.0
480.0,6157344.0,480.0,784000.0,48864.0
480.0,6181816.0,720.0,720.0,841672.0
480.0,5088056.0,480.0,6528.0,841152.0
480.0,6278304.0,480.0,480.0,847200.0
720.0,8226000.0,480.0,480.0,841152.0
480.0,8243904.0,720.0,480.0,847200.0
480.0,5464112.0,480.0,720.0,847440.0
480.0,5141280.0,480.0,480.0,841152.0
720.0,5153616.0,480.0,480.0,847200.0
480.0,5141280.0,480.0,480.0,841152.0
480.0,5153376.0,720.0,514800.0,847440.0
480.0,5135232.0,480.0,943968.0,841152.0
480.0,5153376.0,480.0,950016.0,841152.0
720.0,5141520.0,480.0,950016.0,847200.0
480.0,5147328.0,720.0,950016.0,841152.0
480.0,5147328.0,480.0,950256.0,841392.0
480.0,5141280.0,480.0,950016.0,847200.0
720.0,5037904.0,480.0,950016.0,847200.0
480.0,3085200.0,480.0,943968.0,847200.0
480.0,3091008.0,720.0,950016.0,841392.0
480.0,844480.0,480.0,1397808.0,847200.0
480.0,480.0,480.0,1796736.0,847200.0
720.0,720.0,448032.0,1784640.0,841152.0
480.0,480.0,841152.0,1790688.0,841152.0
480.0,480.0,841392.0,1796976.0,847440.0
480.0,480.0,847200.0,1790688.0,841152.0
720.0,480.0,841152.0,1790688.0,847200.0
480.0,720.0,841152.0,1790688.0,841152.0
480.0,480.0,847440.0,1790688.0,847440.0
480.0,480.0,841152.0,1790928.0,841152.0
480.0,496416.0,847200.0,1796736.0,841152.0
720.0,950016.0,841152.0,1790688.0,847200.0
480.0,950256.0,847200.0,1796736.0,841152.0
480.0,950016.0,841392.0,1784880.0,841392.0
480.0,950016.0,841152.0,1796736.0,847200.0
480.0,943968.0,847200.0,1790688.0,841152.0
720.0,950256.0,841152.0,1790688.0,841152.0
480.0,1385472.0,841392.0,1790688.0,847200.0
480.0,1796736.0,847200.0,1790928.0,841392.0
480.0,1790688.0,841152.0,1790688.0,847200.0
720.0,1790688.0,841152.0,1638928.0,841152.0
480.0,1796976.0,847200.0,841152.0,841152.0
480.0,1790688.0,841392.0,847200.0,847440.0
480.0,1790688.0,847200.0,841392.0,841152.0
480.0,1796736.0,853248.0,847200.0,847200.0
720.0,1796976.0,1881408.0,841152.0,847200.0
480.0,1796736.0,2710224.0,847200.0,841152.0
480.0,2728128.0,2703936.0,835344.0,841392.0
480.0,2740224.0,2709984.0,847200.0,841152.0
720.0,2746272.0,2722080.0,841152.0,841152.0
480.0,2728368.0,2716032.0,847200.0,847200.0
480.0,2740224.0,2716272.0,841152.0,841392.0
480.0,1962320.0,2716032.0,841392.0,853248.0
480.0,1790688.0,2709984.0,847200.0,841152.0
720.0,1796976.0,2722080.0,841152.0,841152.0
480.0,1784640.0,2709984.0,841152.0,847200.0
480.0,1790688.0,2716272.0,847440.0,841392.0
480.0,1796736.0,2716032.0,841152.0,841152.0
480.0,1790688.0,2716032.0,847200.0,847200.0
720.0,1790928.0,2716032.0,841152.0,841152.0
480.0,1790688.0,2716272.0,841152.0,847200.0
480.0,1790688.0,2709984.0,847440.0,841392.0
480.0,1796736.0,2722080.0,841152.0,841152.0
720.0,1790928.0,2709984.0,847200.0,847200.0
480.0,1796736.0,2709984.0,841152.0,336448.0
480.0,1796736.0,2728368.0,841392.0,720.0
480.0,1784640.0,2709984.0,847200.0,480.0
480.0,1790688.0,2722080.0,841152.0,480.0
720.0,1796976.0,2709984.0,841152.0,480.0
480.0,1790688.0,2710224.0,847200.0,480.0
480.0,1796736.0,2722080.0,841392.0,720.0
480.0,1493776.0,2709984.0,841152.0,6528.0
720.0,950256.0,2722080.0,847200.0,480.0
480.0,950016.0,2716032.0,841152.0,480.0
480.0,950016.0,2710224.0,847440.0,720.0
480.0,943968.0,2716032.0,841152.0,480.0
480.0,950016.0,2716032.0,841152.0,480.0
720.0,356992.0,2709984.0,853248.0,480.0
480.0,480.0,2722320.0,841152.0,480.0
480.0,6528.0,2716032.0,38736.0,720.0
480.0,480.0,2709984.0,480.0,480.0
720.0,6528.0,1919424.0,480.0,480.0
480.0,720.0,1869312.0,480.0,480.0
480.0,480.0,1875600.0,480.0,720.0
480.0,480.0,1869312.0,720.0,480.0
480.0,6528.0,1072184.0,480.0,480.0
720.0,720.0,1028640.0,480.0,480.0
480.0,480.0,1028640.0,480.0,480.0
480.0,480.0,1034928.0,720.0,720.0
480.0,480.0,1028640.0,480.0,480.0
720.0,480.0,1028640.0,480.0,480.0
480.0,720.0,1028640.0,480.0,480.0
480.0,480.0,1028880.0,480.0,720.0
480.0,480.0,1028640.0,720.0,480.0
480.0,480.0,1028640.0,480.0,480.0
720.0,480.0,1028640.0,480.0,480.0
480.0,720.0,1013824.0,480.0,480.0
480.0,480.0,49104.0,480.0,720.0
480.0,1488288.0,20688.0,720.0,480.0
480.0,3084960.0,480.0,480.0,480.0
720.0,3085200.0,480.0,480.0,480.0
480.0,7028256.0,480.0,480.0,480.0
480.0,8606784.0,720.0,720.0,720.0
480.0,13239552.0,480.0,480.0,480.0
720.0,13360512.0,480.0,480.0,480.0
480.0,13390992.0,480.0,480.0,480.0
480.0,18241248.0,720.0,480.0,720.0
480.0,18549696.0,480.0,720.0,480.0
480.0,18519456.0,480.0,480.0,480.0
720.0,18507600.0,480.0,480.0,480.0
480.0,18537600.0,480.0,480.0,480.0
480.0,18519456.0,720.0,720.0,720.0
480.0,18525504.0,480.0,480.0,480.0
720.0,18513408.0,480.0,480.0,480.0
480.0,18537840.0,480.0,480.0,480.0
480.0,18507360.0,720.0,480.0,720.0
480.0,18525504.0,480.0,720.0,480.0
480.0,18507360.0,480.0,480.0,480.0
720.0,17741752.0,6528.0,480.0,480.0
480.0,6454824.0,6528.0,6528.0,480.0
480.0,6181536.0,720.0,720.0,720.0
480.0,3730976.0,480.0,480.0,6528.0
480.0,3078912.0,480.0,480.0,480.0
720.0,3091248.0,480.0,480.0,480.0
480.0,3084960.0,1000.0,480.0,480.0
480.0,608048.0,6528.0,720.0,720.0
480.0,480.0,480.0,480.0,480.0
720.0,720.0,480.0,480.0,2335008.0
480.0,480.0,774624.0,480.0,3084960.0
480.0,480.0,1034928.0,720.0,3091248.0
480.0,480.0,1022592.0,480.0,3078912.0
480.0,480.0,1034688.0,480.0,3091008.0
720.0,720.0,1028640.0,760.0,3084960.0
480.0,480.0,1028880.0,480.0,3091008.0
480.0,480.0,1028640.0,720.0,3091248.0
480.0,480.0,1028640.0,480.0,3084960.0
720.0,480.0,1028640.0,480.0,3084960.0
480.0,720.0,1028640.0,480.0,3290592.0
480.0,480.0,1034928.0,720.0,3937968.0
480.0,480.0,1028640.0,480.0,3925632.0
480.0,480.0,1028640.0,480.0,3931680.0
720.0,720.0,1028640.0,480.0,3931680.0
480.0,480.0,1028640.0,480.0,3931680.0
480.0,6528.0,1028880.0,720.0,1587024.0
480.0,480.0,1028640.0,480.0,841152.0
720.0,480.0,1034688.0,480.0,841152.0
480.0,720.0,1028640.0,480.0,847200.0
480.0,496416.0,1028880.0,480.0,841392.0
480.0,2056800.0,1028640.0,720.0,841152.0
480.0,2056800.0,1028640.0,480.0,847200.0
720.0,2063088.0,1028640.0,480.0,841152.0
480.0,2056800.0,1028640.0,480.0,841152.0
480.0,4330848.0,1034928.0,720.0,847440.0
480.0,5141280.0,1028640.0,480.0,841152.0
720.0,5147328.0,1028640.0,480.0,847200.0
480.0,5141520.0,1028640.0,480.0,841152.0
480.0,5159424.0,248128.0,480.0,847440.0
480.0,4641584.0,6528.0,720.0,1585056.0
480.0,3091008.0,480.0,480.0,1875360.0
720.0,3084960.0,480.0,480.0,1875360.0
480.0,3085200.0,480.0,480.0,1869312.0
480.0,1844560.0,720.0,720.0,1875600.0
480.0,480.0,480.0,738336.0,1875360.0
480.0,480.0,480.0,1028640.0,1869312.0
720.0,720.0,480.0,1028640.0,1869312.0
480.0,480.0,720.0,1034688.0,1875360.0
480.0,480.0,480.0,1028880.0,1875600.0
480.0,480.0,480.0,1028640.0,1875360.0
720.0,1470144.0,480.0,1028640.0,1869312.0
480.0,2063088.0,480.0,1028640.0,1869312.0
480.0,2056800.0,720.0,1028640.0,1875600.0
480.0,2062848.0,480.0,1034928.0,1869312.0
480.0,2056800.0,480.0,1028640.0,2093088.0
1000.0,2057040.0,480.0,1028640.0,2897472.0
480.0,2056800.0,480.0,1028640.0,2897472.0
480.0,2062848.0,720.0,1028880.0,2903760.0
480.0,2056800.0,480.0,1034688.0,2903520.0
720.0,2056800.0,480.0,1028640.0,2903520.0
480.0,583616.0,6528.0,1028640.0,2903520.0
480.0,665760.0,720.0,1028640.0,2897712.0
480.0,950016.0,480.0,1028880.0,2903520.0
480.0,950016.0,480.0,1028640.0,2897472.0
720.0,950256.0,480.0,1028640.0,2903520.0
480.0,950016.0,480.0,1228224.0,2903520.0
480.0,950016.0,720.0,2063088.0,2897712.0
480.0,943968.0,480.0,2056800.0,2903520.0
480.0,950016.0,480.0,2056800.0,2897472.0
720.0,950256.0,480.0,2062848.0,2903520.0
480.0,950016.0,720.0,2056800.0,2903520.0
480.0,950016.0,480.0,2063088.0,3478320.0
480.0,943968.0,480.0,2050752.0,5981952.0
720.0,950256.0,480.0,2062848.0,5994048.0
480.0,956064.0,480.0,2056800.0,5760464.0
480.0,1603200.0,720.0,2063088.0,4972176.0
480.0,1893504.0,480.0,2056800.0,4953792.0
480.0,1899552.0,480.0,2056800.0,4965888.0
720.0,1893744.0,480.0,2056800.0,4953792.0
480.0,2074944.0,720.0,2062848.0,4202200.0
480.0,2849088.0,480.0,2057040.0,3931920.0
480.0,2843040.0,480.0,2056800.0,3925632.0
720.0,2849088.0,480.0,2062848.0,3943776.0
480.0,2843280.0,480.0,2056800.0,3251584.0
480.0,2855136.0,720.0,1305208.0,3091248.0
480.0,2855136.0,480.0,825536.0,3084960.0
480.0,2849088.0,480.0,480.0,3091008.0
720.0,2843280.0,480.0,480.0,2500032.0
480.0,2843040.0,480.0,480.0,480.0
480.0,2849088.0,720.0,480.0,720.0
480.0,2849088.0,480.0,720.0,480.0
480.0,2527984.0,6528.0,480.0,480.0
720.0,1899792.0,480.0,480.0,480.0
480.0,1893504.0,720.0,480.0,480.0
480.0,1899552.0,480.0,720.0,720.0
480.0,1899552.0,480.0,480.0,480.0
720.0,1893504.0,480.0,480.0,480.0
480.0,1899792.0,480.0,480.0,480.0
480.0,1893504.0,720.0,480.0,720.0
980.0,1900052.0,980.0,1220.0,980.0
480.0,1972128.0,480.0,480.0,480.0
720.0,1820928.0,480.0,480.0,480.0
480.0,1899792.0,480.0,480.0,480.0
480.0,1893504.0,720.0,480.0,720.0
480.0,1899552.0,480.0,720.0,480.0
480.0,1602640.0,480.0,6528.0,480.0
720.0,950256.0,480.0,480.0,480.0
480.0,943968.0,480.0,480.0,480.0
480.0,950016.0,720.0,720.0,720.0
480.0,950016.0,480.0,480.0,480.0
480.0,187408.0,480.0,480.0,6528.0
720.0,720.0,480.0,480.0,480.0
480.0,480.0,720.0,480.0,480.0
480.0,480.0,480.0,720.0,720.0
480.0,480.0,480.0,1542720.0,480.0
720.0,720.0,480.0,5147328.0,913728.0
480.0,480.0,480.0,5141280.0,3084960.0
480.0,480.0,720.0,5153376.0,3091248.0
480.0,480.0,480.0,6036624.0,3084960.0
480.0,480.0,480.0,8237856.0,3091008.0
720.0,720.0,480.0,8237856.0,6320640.0
480.0,480.0,480.0,8231808.0,7209696.0
480.0,480.0,720.0,10651248.0,7197840.0
480.0,480.0,480.0,11316288.0,7203648.0
720.0,480.0,480.0,11316288.0,7209696.0
480.0,720.0,480.0,11322336.0,7197600.0
480.0,480.0,720.0,11316288.0,7203648.0
480.0,480.0,480.0,11316528.0,7203888.0
480.0,480.0,480.0,11322336.0,7197600.0
720.0,720.0,480.0,11316288.0,7209696.0
480.0,6528.0,480.0,9752624.0,7209696.0
480.0,480.0,720.0,6169680.0,7191792.0
480.0,480.0,480.0,6175488.0,7209696.0
480.0,480.0,480.0,6163392.0,7191552.0
720.0,12816.0,480.0,5270016.0,5249024.0
480.0,480.0,720.0,3084960.0,4113120.0
480.0,6528.0,480.0,3085200.0,867832.0
480.0,480.0,480.0,3084960.0,480.0
720.0,480.0,480.0,3091008.0,480.0
480.0,720.0,480.0,3084960.0,480.0
480.0,480.0,720.0,3091008.0,720.0
480.0,480.0,480.0,3085200.0,480.0
480.0,480.0,480.0,3084960.0,480.0
720.0,720.0,480.0,3091008.0,480.0
480.0,480.0,480.0,3084960.0,480.0
480.0,480.0,720.0,3091248.0,720.0
480.0,6528.0,480.0,653064.0,480.0
720.0,480.0,480.0,480.0,480.0
480.0,720.0,480.0,480.0,720192.0
480.0,480.0,720.0,480.0,950256.0
480.0,480.0,480.0,720.0,950016.0
480.0,248448.0,480.0,480.0,950016.0
720.0,1198224.0,480.0,480.0,950016.0
480.0,1899552.0,480.0,480.0,950016.0
480.0,1899552.0,720.0,720.0,950256.0
480.0,1887456.0,480.0,480.0,943968.0
480.0,1899552.0,480.0,480.0,950016.0
720.0,1899792.0,480.0,480.0,950016.0
480.0,4221984.0,720.0,480.0,950016.0
480.0,4990080.0,480.0,720.0,950256.0
480.0,4977984.0,480.0,480.0,943968.0
720.0,4990320.0,480.0,480.0,950296.0
480.0,4977984.0,480.0,480.0,950016.0
480.0,5207808.0,720.0,720.0,2607408.0
480.0,5395296.0,480.0,480.0,2879328.0
480.0,5830752.0,480.0,480.0,3006336.0
720.0,5824944.0,480.0,480.0,3006336.0
480.0,5824704.0,480.0,480.0,3006336.0
480.0,5824704.0,720.0,720.0,3006576.0
480.0,5836800.0,480.0,480.0,3012384.0
480.0,5824984.0,480.0,480.0,3006336.0
720.0,5248744.0,480.0,6528.0,3000288.0
480.0,5818656.0,480.0,480.0,3006336.0
480.0,5824704.0,720.0,720.0,3006576.0
480.0,5836800.0,480.0,480.0,3012384.0
480.0,5818656.0,480.0,480.0,3000288.0
720.0,5837040.0,480.0,480.0,3012384.0
480.0,5818656.0,720.0,480.0,3000528.0
480.0,5824704.0,480.0,720.0,3012384.0
480.0,5836800.0,480.0,480.0,3012384.0
720.0,5818896.0,480.0,480.0,2994240.0
480.0,8080608.0,480.0,480.0,3012384.0
480.0,8903136.0,720.0,720.0,3006576.0
480.0,7899296.0,6528.0,6528.0,3012384.0
480.0,7112928.0,480.0,480.0,3000288.0
