11432.0,11192.0,11792.0,11552.0,11632.0
480.0,480.0,480.0,480.0,480.0
760.0,1000.0,760.0,1000.0,1000.0
980.0,980.0,980.0,980.0,980.0
480.0,480.0,480.0,480.0,480.0
720.0,480.0,480.0,480.0,480.0
480.0,480.0,480.0,480.0,480.0
480.0,480.0,986544.0,480.0,720.0
480.0,720.0,3072864.0,720.0,480.0
760.0,760.0,3097056.0,760.0,760.0
720.0,480.0,3091008.0,480.0,968160.0
980.0,980.0,3091508.0,4162004.0,3091508.0
480.0,720.0,3085480.0,5141280.0,3085200.0
480.0,480.0,4046592.0,5147568.0,3084960.0
480.0,480.0,6193632.0,8455584.0,3097056.0
720.0,480.0,6193632.0,9296256.0,3097056.0
480.0,480.0,6175728.0,9259968.0,3084960.0
480.0,720.0,6163392.0,9248112.0,3085200.0
480.0,480.0,6169440.0,9253920.0,3084960.0
480.0,480.0,6187584.0,9278112.0,3097056.0
720.0,480.0,6169440.0,9253920.0,3084960.0
480.0,480.0,6169680.0,9253920.0,3085200.0
480.0,720.0,6157344.0,9229968.0,3072864.0
6528.0,480.0,5173248.0,9308352.0,3103104.0
1000.0,480.0,3084960.0,9253920.0,3084960.0
480.0,480.0,3091008.0,9272064.0,3091288.0
480.0,1000.0,3085200.0,9248152.0,3085200.0
7028.0,980.0,3085460.0,5023828.0,3085460.0
480.0,480.0,3097056.0,4125216.0,3097056.0
720.0,480.0,3085240.0,4113120.0,3084960.0
6528.0,480.0,3091008.0,746632.0,3091008.0
480.0,720.0,3091248.0,480.0,3085200.0
6528.0,480.0,1051712.0,720.0,3078912.0
480.0,480.0,480.0,480.0,3084960.0
6768.0,480.0,480.0,480.0,2074344.0
480.0,480.0,480.0,480.0,480.0
284736.0,480.0,720.0,480.0,720.0
950016.0,720.0,480.0,720.0,480.0
943968.0,480.0,480.0,480.0,480.0
950256.0,480.0,480.0,480.0,480.0
950016.0,480.0,480.0,480.0,480.0
950016.0,720.0,720.0,480.0,720.0
950016.0,480.0,480.0,720.0,480.0
943968.0,480.0,480.0,480.0,480.0
950256.0,480.0,480.0,480.0,480.0
950016.0,480.0,720.0,480.0,480.0
1252416.0,720.0,480.0,720.0,720.0
1984224.0,480.0,480.0,480.0,480.0
1966320.0,480.0,480.0,480.0,480.0
1984224.0,480.0,480.0,480.0,480.0
1978176.0,720.0,720.0,480.0,720.0
2256384.0,480.0,480.0,720.0,480.0
3048952.0,480.0,480.0,480.0,480.0
2794896.0,480.0,480.0,480.0,480.0
2933760.0,480.0,480.0,480.0,480.0
2927712.0,720.0,720.0,720.0,720.0
3786528.0,480.0,480.0,480.0,480.0
6030336.0,480.0,480.0,480.0,760.0
7609104.0,480.0,480.0,760.0,480.0
8032724.0,1260.0,1220.0,980.0,980.0
8092704.0,720.0,480.0,720.0,720.0
8080608.0,480.0,480.0,480.0,480.0
8068512.0,480.0,480.0,480.0,480.0
8074800.0,480.0,760.0,480.0,480.0
8050368.0,480.0,720.0,480.0,480.0
8086656.0,720.0,480.0,720.0,720.0
8080608.0,480.0,480.0,260544.0,480.0
5281032.0,480.0,6528.0,943968.0,6528.0
4034736.0,480.0,480.0,950016.0,480.0
4040544.0,480.0,480.0,950016.0,480.0
4300608.0,720.0,720.0,950016.0,720.0
4959840.0,480.0,480.0,944208.0,480.0
4996128.0,480.0,480.0,950016.0,480.0
4984272.0,480.0,480.0,950016.0,480.0
3376472.0,480.0,480.0,950016.0,6528.0
2915616.0,480.0,720.0,950016.0,720.0
2927712.0,720.0,480.0,944208.0,480.0
2915616.0,480.0,480.0,950016.0,480.0
2946096.0,480.0,480.0,950016.0,480.0
2927712.0,480.0,480.0,950016.0,266592.0
2909568.0,720.0,720.0,943968.0,1022832.0
2933760.0,480.0,480.0,956304.0,1034688.0
2909568.0,480.0,480.0,943968.0,1022592.0
2934000.0,480.0,480.0,950016.0,1034688.0
2927712.0,480.0,480.0,943968.0,1028640.0
2927712.0,720.0,720.0,956064.0,1028880.0
2933760.0,480.0,480.0,944208.0,1034688.0
2909568.0,480.0,480.0,950016.0,1022592.0
2946096.0,480.0,480.0,950016.0,1034688.0
3441792.0,480.0,480.0,950016.0,1028640.0
4984032.0,720.0,720.0,950016.0,1028880.0
4971936.0,480.0,480.0,944208.0,1028640.0
4984032.0,480.0,480.0,950016.0,1028640.0
5002416.0,480.0,480.0,956064.0,1034688.0
4641024.0,480.0,480.0,943968.0,1028640.0
3980064.0,720.0,720.0,950016.0,1034928.0
3955872.0,480.0,480.0,950256.0,1034688.0
3961920.0,480.0,480.0,96688.0,1028640.0
3944016.0,480.0,480.0,480.0,1028640.0
3937728.0,480.0,480.0,480.0,1022592.0
3980064.0,720.0,720.0,480.0,1034928.0
3102544.0,480.0,480.0,720.0,1034688.0
3012384.0,480.0,480.0,480.0,1034688.0
2257792.0,480.0,480.0,6528.0,1028640.0
480.0,480.0,480.0,480.0,1034688.0
480.0,720.0,720.0,720.0,1028880.0
480.0,480.0,480.0,480.0,1028640.0
480.0,480.0,480.0,480.0,1028640.0
1000.0,480.0,480.0,480.0,1028640.0
480.0,480.0,720.0,480.0,1028640.0
480.0,720.0,480.0,720.0,1028880.0
480.0,480.0,480.0,480.0,1028640.0
480.0,480.0,480.0,480.0,1028640.0
720.0,480.0,480.0,480.0,1034688.0
480.0,480.0,720.0,480.0,1028880.0
480.0,720.0,480.0,720.0,1028640.0
480.0,480.0,480.0,480.0,1028640.0
720.0,480.0,480.0,480.0,1034688.0
480.0,480.0,480.0,760.0,1028920.0
480.0,720.0,720.0,480.0,1022832.0
480.0,480.0,480.0,720.0,1034688.0
480.0,480.0,480.0,480.0,1028640.0
720.0,480.0,480.0,480.0,1028640.0
980.0,980.0,980.0,980.0,1029140.0
480.0,720.0,720.0,720.0,1034928.0
480.0,480.0,480.0,480.0,1028640.0
480.0,480.0,480.0,480.0,1028640.0
480.0,760.0,480.0,480.0,1028640.0
720.0,480.0,480.0,480.0,1028640.0
480.0,480.0,720.0,480.0,1028880.0
480.0,720.0,480.0,720.0,1028640.0
6528.0,480.0,480.0,480.0,747712.0
720.0,480.0,480.0,480.0,480.0
2885376.0,480.0,480.0,480.0,480.0
6229920.0,720.0,720.0,480.0,720.0
9822432.0,480.0,760.0,720.0,480.0
11328384.0,480.0,480.0,480.0,480.0
11310480.0,480.0,480.0,480.0,480.0
13451232.0,480.0,480.0,480.0,480.0
14449152.0,720.0,720.0,480.0,720.0
14340288.0,480.0,480.0,720.0,480.0
17382432.0,480.0,480.0,480.0,480.0
18513648.0,480.0,480.0,480.0,480.0
18471072.0,480.0,720.0,480.0,480.0
18598080.0,720.0,480.0,720.0,720.0
18531552.0,480.0,480.0,480.0,480.0
18422688.0,480.0,480.0,480.0,480.0
18634608.0,480.0,480.0,480.0,480.0
18513408.0,480.0,720.0,480.0,480.0
