index,portLOCAL,port1,port2,port3
0,0.0,0.0,0.0,862848.0
1,0.0,0.0,0.0,1403136.0
2,0.0,0.0,532410.6666666666,1556352.0
3,0.0,0.0,991872.0,1544442.6666666667
4,0.0,776.0,980365.3333333334,1524685.3333333333
5,0.0,0.0,1003968.0,1983744.0
6,0.0,0.0,991872.0,2205504.0
7,0.0,0.0,1003968.0,2229696.0
8,0.0,0.0,1003968.0,2233952.0
9,0.0,0.0,999936.0,2709616.0
10,0.0,0.0,1008000.0,3128832.0
11,0.0,0.0,1003968.0,3124800.0
12,0.0,0.0,983808.0,3056256.0
13,0.0,0.0,1004154.6666666666,2845872.0
14,0.0,589.3333333333334,1000525.3333333334,1933629.3333333333
15,0.0,186.66666666666663,996016.0,1552320.0
16,0.0,0.0,1004080.0,1560496.0
17,0.0,0.0,1012032.0,1572480.0
18,0.0,0.0,1455552.0,1568560.0
19,0.0,0.0,1431360.0,1536416.0
20,0.0,0.0,1419264.0,1532160.0
21,0.0,0.0,1455552.0,1568448.0
22,0.0,0.0,1459584.0,1568560.0
23,0.0,0.0,1471680.0,1907136.0
24,0.0,0.0,847637.3333333334,2524032.0
25,0.0,0.0,443520.0,2560320.0
26,0.0,0.0,451584.0,2584512.0
27,0.0,0.0,451584.0,2576448.0
28,0.0,0.0,447552.0,2588544.0
29,0.0,0.0,451584.0,2596608.0
30,0.0,0.0,451696.0,2592688.0
31,0.0,0.0,971712.0,2596720.0
32,0.0,0.0,1108800.0,2540160.0
33,0.0,0.0,1100922.6666666667,2536240.0
34,0.0,589.3333333333334,1129661.3333333333,2803128.0
35,0.0,0.0,1120896.0,2919168.0
36,0.0,186.66666666666663,1132992.0,2947504.0
37,0.0,0.0,1121008.0,2778853.333333333
38,0.0,0.0,1100736.0,2201472.0
39,0.0,0.0,1129072.0,4068400.0
40,0.0,0.0,1439424.0,8232250.666666667
41,0.0,0.0,8950544.0,7802256.0
42,0.0,0.0,1121008.0,8390592.0
43,0.0,0.0,1112832.0,2807077.333333333
44,0.0,0.0,1121120.0,2580704.0
45,0.0,0.0,1128960.0,2053205.3333333333
46,0.0,0.0,1104768.0,1544256.0
47,0.0,0.0,1137024.0,1592752.0
48,0.0,0.0,965285.3333333334,1580544.0
49,0.0,0.0,661248.0,1540224.0
50,0.0,0.0,673456.0,1576624.0
51,0.0,0.0,681408.0,1580544.0
52,0.0,0.0,669312.0,1564528.0
53,0.0,0.0,665280.0,984378.6666666666
54,0.0,0.0,665392.0,552608.0
55,0.0,0.0,677600.0,564592.0
56,0.0,0.0,685440.0,572544.0
57,0.0,0.0,665392.0,596848.0
58,0.0,0.0,677488.0,1955520.0
59,0.0,0.0,677488.0,2133152.0
60,0.0,0.0,1060416.0,2157120.0
61,0.0,0.0,1358784.0,2145024.0
62,0.0,0.0,1520176.0,2145136.0
63,0.0,0.0,1584688.0,2149168.0
64,0.0,0.0,1556464.0,2108848.0
65,0.0,0.0,1588720.0,1526341.3333333333
66,0.0,0.0,1584576.0,1347146.6666666667
67,0.0,0.0,1552320.0,995904.0
68,0.0,0.0,1580768.0,4842544.0
69,0.0,0.0,1608880.0,8185530.666666667
70,0.0,0.0,1580544.0,1016064.0
71,0.0,0.0,1584576.0,1016176.0
72,0.0,0.0,1552432.0,1000048.0
73,0.0,0.0,1548288.0,996016.0
74,0.0,589.3333333333334,1585277.3333333333,1020797.3333333334
75,0.0,0.0,1552618.6666666667,996016.0
76,0.0,0.0,1580656.0,1020208.0
77,0.0,0.0,1580544.0,1060416.0
78,0.0,0.0,1580544.0,1685376.0
79,0.0,0.0,1580656.0,2515968.0
80,0.0,186.66666666666663,1584576.0,3298474.6666666665
81,0.0,0.0,1887088.0,3693424.0
82,0.0,0.0,2604784.0,3737776.0
83,0.0,0.0,2548224.0,3657024.0
84,0.0,0.0,2592576.0,4088560.0
85,0.0,0.0,2608928.0,4025077.3333333335
86,0.0,0.0,2481925.333333333,3669120.0
87,0.0,0.0,2378880.0,3971744.0
88,0.0,0.0,2371152.0,4201568.0
89,0.0,0.0,2330496.0,4213552.0
90,0.0,0.0,3245872.0,4314240.0
91,0.0,0.0,3447472.0,3601034.6666666665
92,0.0,0.0,3326512.0,3217760.0
93,0.0,0.0,3398976.0,3294144.0
94,0.0,0.0,3338496.0,3221568.0
95,0.0,0.0,3507840.0,3273984.0
96,0.0,0.0,3632944.0,3282160.0
97,0.0,0.0,3564512.0,3237808.0
98,0.0,0.0,3652992.0,3310384.0
99,0.0,0.0,3657136.0,3318448.0
100,0.0,0.0,3592736.0,3253440.0
101,0.0,0.0,3018874.6666666665,2758000.0
102,0.0,0.0,2935520.0,2463056.0
103,0.0,0.0,2890944.0,2746016.0
104,0.0,0.0,2947392.0,2935408.0
105,0.0,0.0,2886912.0,2886912.0
106,0.0,0.0,2935296.0,2947504.0
107,0.0,0.0,2951536.0,2943472.0
108,0.0,0.0,2959600.0,2963632.0
109,0.0,0.0,2959712.0,2955456.0
110,0.0,0.0,2951424.0,2955456.0
111,0.0,0.0,2678165.333333333,2963744.0
112,0.0,0.0,1622709.3333333333,3007872.0
113,0.0,0.0,1258096.0,2971696.0
114,0.0,0.0,1254064.0,2955904.0
115,0.0,0.0,1258096.0,2971696.0
116,0.0,0.0,1225728.0,2899008.0
117,0.0,0.0,1229872.0,2899008.0
118,0.0,0.0,1254064.0,2959712.0
119,0.0,0.0,1245888.0,2528522.6666666665
120,0.0,0.0,3770032.0,2258032.0
121,0.0,0.0,7918848.0,2278080.0
122,0.0,0.0,7092944.0,2298352.0
123,0.0,0.0,6878704.0,2278192.0
124,0.0,0.0,5095354.666666667,2221632.0
125,0.0,0.0,229936.0,2278304.0
126,0.0,0.0,225792.0,2266208.0
127,0.0,0.0,225792.0,2354800.0
128,0.0,0.0,221984.0,2866976.0
129,0.0,0.0,229824.0,3399088.0
130,0.0,0.0,225904.0,3386992.0
131,0.0,0.0,180832.0,3584448.0
132,0.0,0.0,0.0,3713472.0
133,0.0,0.0,112.0,2856613.333333333
134,0.0,0.0,0.0,2729664.0
135,0.0,0.0,0.0,7906752.0
136,0.0,0.0,4144.0,5773216.0
137,0.0,0.0,0.0,2737952.0
138,0.0,0.0,4144.0,2456032.0
139,0.0,0.0,224.0,1996288.0
140,0.0,0.0,224.0,2052960.0
141,0.0,0.0,0.0,3810240.0
142,0.0,0.0,117152.0,8721216.0
143,0.0,0.0,334656.0,8925173.333333334
144,0.0,0.0,342944.0,8939056.0
145,0.0,0.0,338688.0,2609509.333333333
146,0.0,0.0,338688.0,5459328.0
147,0.0,0.0,342720.0,4514053.333333333
148,0.0,0.0,342832.0,2274048.0
149,0.0,0.0,782208.0,2274160.0
150,0.0,0.0,1270304.0,2310560.0
151,0.0,0.0,1238048.0,2254560.0
152,0.0,0.0,1257984.0,2272373.333333333
153,0.0,589.3333333333334,1258685.3333333333,1705536.0
154,0.0,0.0,1286320.0,1750701.3333333333
155,0.0,0.0,1250032.0,1705536.0
156,0.0,0.0,1254064.0,1709568.0
157,0.0,0.0,1249920.0,1697472.0
158,0.0,0.0,1159429.3333333333,1705536.0
159,0.0,0.0,911232.0,8499456.0
160,0.0,0.0,907200.0,5887402.666666667
161,0.0,0.0,903168.0,1685488.0
162,0.0,186.66666666666663,891482.6666666666,1673616.0
163,0.0,0.0,911344.0,1713936.0
164,0.0,0.0,911344.0,1676442.6666666667
165,0.0,0.0,911344.0,1483888.0
166,0.0,0.0,907312.0,1471792.0
167,0.0,0.0,907312.0,1479930.6666666667
168,0.0,0.0,911344.0,1471680.0
169,0.0,0.0,907424.0,1475712.0
170,0.0,0.0,1036336.0,1447712.0
171,0.0,0.0,1266048.0,1499904.0
172,0.0,0.0,1254064.0,1484224.0
173,0.0,0.0,940373.3333333334,1488032.0
174,0.0,0.0,338688.0,6197408.0
175,0.0,0.0,334992.0,7701914.666666667
176,0.0,0.0,342832.0,10846192.0
177,0.0,0.0,346864.0,3496314.6666666665
178,0.0,0.0,576800.0,1798496.0
179,0.0,0.0,1024352.0,1814736.0
