index,portLOCAL,port1,port2
0,0.0,0.0,0.0
1,0.0,0.0,536256.0
2,0.0,0.0,1197690.6666666667
3,0.0,186.66666666666663,1657152.0
4,0.0,589.3333333333334,1633549.3333333333
5,0.0,0.0,2096640.0
6,0.0,0.0,2314368.0
7,0.0,0.0,2342592.0
8,0.0,0.0,2342592.0
9,0.0,0.0,2826432.0
10,0.0,0.0,3237696.0
11,0.0,0.0,3241728.0
12,0.0,0.0,3165306.6666666665
13,0.0,0.0,2954736.0
14,0.0,776.0,2536717.333333333
15,0.0,0.0,2552368.0
16,0.0,0.0,2564352.0
17,0.0,0.0,2580480.0
18,0.0,0.0,3024112.0
19,0.0,0.0,2967776.0
20,0.0,0.0,2955456.0
21,0.0,0.0,3024000.0
22,0.0,0.0,3032176.0
23,0.0,0.0,3378816.0
24,0.0,0.0,3367637.333333333
25,0.0,0.0,3003840.0
26,0.0,0.0,3032064.0
27,0.0,0.0,3028032.0
28,0.0,0.0,3048192.0
29,0.0,0.0,3036096.0
30,0.0,0.0,3048602.6666666665
31,0.0,0.0,3048304.0
32,0.0,0.0,2979648.0
33,0.0,0.0,2983792.0
34,0.0,589.3333333333334,3049005.333333333
35,0.0,0.0,3019968.0
36,0.0,186.66666666666663,3068464.0
37,0.0,0.0,2887717.333333333
38,0.0,0.0,2314368.0
39,0.0,0.0,2367008.0
40,0.0,0.0,1647994.6666666667
41,0.0,0.0,1439760.0
42,0.0,0.0,1463728.0
43,0.0,0.0,1435392.0
44,0.0,0.0,1463616.0
45,0.0,0.0,920213.3333333334
46,0.0,0.0,439488.0
47,0.0,0.0,455728.0
48,0.0,0.0,287909.3333333333
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,4032.0
53,0.0,0.0,112.0
54,0.0,0.0,4144.0
55,0.0,0.0,112.0
56,0.0,0.0,0.0
57,0.0,0.0,48384.0
58,0.0,0.0,790384.0
59,0.0,0.0,786352.0
60,0.0,0.0,794304.0
61,0.0,0.0,790272.0
62,0.0,0.0,790272.0
63,0.0,0.0,798336.0
64,0.0,0.0,778176.0
65,0.0,0.0,790384.0
66,0.0,0.0,794304.0
67,0.0,0.0,774144.0
68,0.0,0.0,4625002.666666667
69,0.0,0.0,7943498.666666667
70,0.0,0.0,790272.0
71,0.0,0.0,794416.0
72,0.0,0.0,782432.0
73,0.0,0.0,774256.0
74,0.0,589.3333333333334,790861.3333333334
75,0.0,0.0,774144.0
76,0.0,0.0,794304.0
77,0.0,0.0,790272.0
78,0.0,0.0,786240.0
79,0.0,0.0,1620976.0
80,0.0,186.66666666666663,1806448.0
81,0.0,0.0,1790208.0
82,0.0,0.0,1814400.0
83,0.0,0.0,1774080.0
84,0.0,0.0,2165296.0
85,0.0,0.0,2105621.333333333
86,0.0,0.0,1782144.0
87,0.0,0.0,2040416.0
88,0.0,0.0,2282224.0
89,0.0,0.0,2330608.0
90,0.0,0.0,3253936.0
91,0.0,0.0,3439408.0
92,0.0,0.0,3322480.0
93,0.0,0.0,3398976.0
94,0.0,0.0,3342528.0
95,0.0,0.0,3507840.0
96,0.0,0.0,3636864.0
97,0.0,0.0,3560368.0
98,0.0,0.0,3649072.0
99,0.0,0.0,3661280.0
100,0.0,0.0,3588096.0
101,0.0,0.0,3112816.0
102,0.0,0.0,2793680.0
103,0.0,0.0,3072608.0
104,0.0,0.0,3286192.0
105,0.0,0.0,3217536.0
106,0.0,0.0,3278128.0
107,0.0,0.0,3290112.0
108,0.0,0.0,3298176.0
109,0.0,0.0,3298400.0
110,0.0,0.0,3302208.0
111,0.0,0.0,3013045.333333333
112,0.0,0.0,2318400.0
113,0.0,0.0,2278080.0
114,0.0,0.0,2278416.0
115,0.0,0.0,2286368.0
116,0.0,0.0,2229696.0
117,0.0,0.0,2237872.0
118,0.0,0.0,2282224.0
119,0.0,0.0,1843082.6666666667
120,0.0,0.0,1576736.0
121,0.0,0.0,1596672.0
122,0.0,0.0,1609104.0
123,0.0,0.0,1588608.0
124,0.0,0.0,1560384.0
125,0.0,0.0,1592752.0
126,0.0,0.0,1580768.0
127,0.0,0.0,1677424.0
128,0.0,0.0,2060576.0
129,0.0,0.0,2487856.0
130,0.0,0.0,2483712.0
131,0.0,0.0,2636320.0
132,0.0,0.0,2580480.0
133,0.0,0.0,1727765.3333333333
134,0.0,0.0,1588608.0
135,0.0,0.0,1596672.0
136,0.0,0.0,1584576.0
137,0.0,0.0,1592864.0
138,0.0,0.0,1596672.0
139,0.0,0.0,1552768.0
140,0.0,0.0,1593088.0
141,0.0,0.0,3358656.0
142,0.0,0.0,8390816.0
143,0.0,0.0,8808245.333333334
144,0.0,0.0,8830416.0
145,0.0,0.0,2480485.333333333
146,0.0,0.0,2141178.6666666665
147,0.0,0.0,2124864.0
148,0.0,0.0,2165296.0
149,0.0,0.0,2153200.0
150,0.0,0.0,2193632.0
151,0.0,0.0,2141440.0
152,0.0,0.0,2155445.333333333
153,0.0,589.3333333333334,1601405.3333333333
154,0.0,0.0,1637328.0
155,0.0,0.0,1588720.0
156,0.0,0.0,1596784.0
157,0.0,0.0,1584576.0
158,0.0,0.0,1514245.3333333333
159,0.0,0.0,8059968.0
160,0.0,0.0,5411626.666666667
161,0.0,0.0,1237936.0
162,0.0,186.66666666666663,1230096.0
163,0.0,0.0,1254176.0
164,0.0,0.0,1246000.0
165,0.0,0.0,1254176.0
166,0.0,0.0,1241856.0
167,0.0,0.0,1254064.0
168,0.0,0.0,1250032.0
169,0.0,0.0,1254176.0
170,0.0,0.0,1225840.0
171,0.0,0.0,1262016.0
172,0.0,0.0,1254288.0
173,0.0,0.0,1262352.0
174,0.0,0.0,5979680.0
175,0.0,0.0,7468170.666666667
176,0.0,0.0,1253952.0
177,0.0,0.0,1250144.0
178,0.0,0.0,1479744.0
179,0.0,0.0,1927632.0
180,0.0,0.0,2133152.0
181,0.0,0.0,2229808.0
182,0.0,0.0,2262064.0
183,0.0,0.0,2262288.0
184,0.0,0.0,2278192.0
185,0.0,0.0,2403072.0
186,0.0,0.0,5531904.0
187,0.0,0.0,10673386.666666666
188,0.0,0.0,6862464.0
189,0.0,0.0,13475168.0
190,0.0,0.0,13898528.0
191,0.0,0.0,3607546.6666666665
192,0.0,0.0,2613296.0
193,0.0,0.0,2612960.0
194,0.0,0.0,2444074.6666666665
195,0.0,0.0,1948373.3333333333
196,0.0,0.0,1608768.0
197,0.0,0.0,1560384.0
198,0.0,0.0,1592864.0
199,0.0,0.0,1564528.0
200,0.0,0.0,1608768.0
201,0.0,0.0,1621088.0
202,0.0,0.0,2592688.0
203,0.0,0.0,2488080.0
204,0.0,0.0,2499952.0
205,0.0,0.0,2487744.0
206,0.0,0.0,2495920.0
207,0.0,0.0,2503872.0
208,0.0,0.0,2455600.0
209,0.0,0.0,2294752.0
210,0.0,0.0,2117136.0
211,0.0,0.0,2145248.0
212,0.0,0.0,2161152.0
213,0.0,0.0,2165184.0
214,0.0,0.0,2161264.0
215,0.0,0.0,2145248.0
216,0.0,0.0,2117024.0
217,0.0,0.0,2165744.0
218,0.0,0.0,2169328.0
219,0.0,0.0,13241200.0
220,0.0,0.0,13052501.333333334
221,0.0,0.0,2153088.0
222,0.0,0.0,2169328.0
223,0.0,0.0,2145136.0
224,0.0,0.0,2125088.0
225,0.0,0.0,1860821.3333333333
226,0.0,0.0,1681344.0
227,0.0,0.0,2830800.0
228,0.0,0.0,5415200.0
229,0.0,0.0,9729440.0
230,0.0,0.0,9588208.0
231,0.0,0.0,9088933.333333334
232,0.0,0.0,2907520.0
233,0.0,0.0,3072496.0
234,0.0,0.0,3177328.0
235,0.0,0.0,2253392.0
236,0.0,0.0,2161488.0
237,0.0,0.0,2153200.0
238,0.0,0.0,2189376.0
239,0.0,0.0,2334640.0
240,0.0,0.0,2496032.0
241,0.0,0.0,2455936.0
242,0.0,0.0,2826432.0
243,0.0,0.0,6459376.0
244,0.0,0.0,8353808.0
245,0.0,0.0,3306464.0
246,0.0,0.0,3242064.0
247,0.0,0.0,2657632.0
