index,portLOCAL,port1,port2,port3
0,0.0,0.0,0.0,0.0
1,0.0,536256.0,0.0,0.0
2,0.0,1205754.6666666667,0.0,0.0
3,0.0,1653709.3333333333,0.0,0.0
4,0.0,1632960.0,776.0,776.0
5,0.0,2096640.0,0.0,0.0
6,0.0,2310336.0,0.0,0.0
7,0.0,2342592.0,0.0,0.0
8,0.0,2346624.0,0.0,0.0
9,0.0,2826432.0,0.0,0.0
10,0.0,3237696.0,0.0,0.0
11,0.0,3241728.0,0.0,0.0
12,0.0,3165306.6666666665,0.0,0.0
13,0.0,2950704.0,0.0,0.0
14,0.0,2536717.333333333,589.3333333333334,589.3333333333334
15,0.0,2556400.0,186.66666666666663,0.0
16,0.0,2568384.0,0.0,186.66666666666663
17,0.0,2584512.0,0.0,0.0
18,0.0,3020080.0,0.0,0.0
19,0.0,2967776.0,0.0,0.0
20,0.0,2959488.0,0.0,0.0
21,0.0,3019968.0,0.0,0.0
22,0.0,3024112.0,0.0,0.0
23,0.0,3382848.0,0.0,0.0
24,0.0,3367637.333333333,0.0,0.0
25,0.0,3011904.0,0.0,0.0
26,0.0,3032064.0,0.0,0.0
27,0.0,3019968.0,0.0,0.0
28,0.0,3048192.0,0.0,0.0
29,0.0,3044160.0,0.0,0.0
30,0.0,3036320.0,0.0,0.0
31,0.0,3048490.6666666665,0.0,0.0
32,0.0,2991744.0,0.0,0.0
33,0.0,2971696.0,0.0,0.0
34,0.0,3049005.333333333,589.3333333333334,589.3333333333334
35,0.0,3036096.0,0.0,0.0
36,0.0,3056368.0,0.0,0.0
37,0.0,2891749.333333333,186.66666666666663,0.0
38,0.0,2310336.0,0.0,0.0
39,0.0,2367008.0,0.0,186.66666666666663
40,0.0,1647994.6666666667,0.0,0.0
41,0.0,1439760.0,0.0,0.0
42,0.0,1463728.0,0.0,0.0
43,0.0,1431360.0,0.0,0.0
44,0.0,1463616.0,0.0,0.0
45,0.0,920213.3333333334,0.0,0.0
46,0.0,439488.0,0.0,0.0
47,0.0,455728.0,0.0,0.0
48,0.0,287909.3333333333,0.0,0.0
49,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0
52,0.0,4032.0,0.0,0.0
53,0.0,112.0,0.0,0.0
54,0.0,4144.0,0.0,0.0
55,0.0,112.0,0.0,0.0
56,0.0,0.0,0.0,0.0
57,0.0,48384.0,0.0,0.0
58,0.0,790384.0,0.0,0.0
59,0.0,790384.0,0.0,0.0
60,0.0,790272.0,0.0,0.0
61,0.0,790272.0,0.0,0.0
62,0.0,790272.0,0.0,0.0
63,0.0,798336.0,0.0,0.0
64,0.0,778176.0,0.0,0.0
65,0.0,790384.0,0.0,0.0
66,0.0,794304.0,0.0,0.0
67,0.0,774144.0,0.0,0.0
68,0.0,4640944.0,0.0,0.0
69,0.0,7927557.333333333,0.0,0.0
70,0.0,790272.0,0.0,0.0
71,0.0,794416.0,0.0,0.0
72,0.0,782432.0,0.0,0.0
73,0.0,774256.0,0.0,0.0
74,0.0,794893.3333333334,589.3333333333334,589.3333333333334
75,0.0,774144.0,0.0,0.0
76,0.0,790272.0,0.0,0.0
77,0.0,790272.0,0.0,0.0
78,0.0,790272.0,0.0,0.0
79,0.0,1616944.0,0.0,0.0
80,0.0,1814512.0,0.0,0.0
81,0.0,1786176.0,0.0,0.0
82,0.0,1814400.0,0.0,0.0
83,0.0,1774080.0,0.0,0.0
84,0.0,2165296.0,0.0,0.0
85,0.0,2101589.333333333,186.66666666666663,0.0
86,0.0,1786176.0,0.0,0.0
87,0.0,2040416.0,0.0,0.0
88,0.0,2286256.0,0.0,0.0
89,0.0,2326576.0,0.0,0.0
90,0.0,3249904.0,0.0,0.0
91,0.0,3439408.0,0.0,186.66666666666663
92,0.0,3330544.0,0.0,0.0
93,0.0,3403008.0,0.0,0.0
94,0.0,3330432.0,0.0,0.0
95,0.0,3511872.0,0.0,0.0
96,0.0,3632832.0,0.0,0.0
97,0.0,3568432.0,0.0,0.0
98,0.0,3657136.0,0.0,0.0
99,0.0,3653216.0,0.0,0.0
100,0.0,3584064.0,0.0,0.0
101,0.0,3108784.0,0.0,0.0
102,0.0,2793680.0,0.0,0.0
103,0.0,3080672.0,0.0,0.0
104,0.0,3282160.0,0.0,0.0
105,0.0,3217536.0,0.0,0.0
106,0.0,3274096.0,0.0,0.0
107,0.0,3298176.0,0.0,0.0
108,0.0,3298176.0,0.0,0.0
109,0.0,3298400.0,0.0,0.0
110,0.0,3298176.0,0.0,0.0
111,0.0,3017077.333333333,0.0,0.0
112,0.0,2314368.0,0.0,0.0
113,0.0,2282112.0,0.0,0.0
114,0.0,2278416.0,0.0,0.0
115,0.0,2278304.0,0.0,0.0
116,0.0,2233728.0,0.0,0.0
117,0.0,2233840.0,0.0,0.0
118,0.0,2286256.0,0.0,0.0
119,0.0,1843082.6666666667,0.0,0.0
120,0.0,1580768.0,0.0,0.0
121,0.0,1592640.0,0.0,0.0
122,0.0,1605072.0,0.0,0.0
123,0.0,1592640.0,0.0,0.0
124,0.0,1560384.0,0.0,0.0
125,0.0,1588720.0,0.0,0.0
126,0.0,1588832.0,0.0,0.0
127,0.0,1669360.0,0.0,0.0
128,0.0,2060576.0,0.0,0.0
129,0.0,2487856.0,0.0,0.0
130,0.0,2495808.0,0.0,0.0
131,0.0,2628256.0,0.0,0.0
132,0.0,2580480.0,0.0,0.0
133,0.0,1723733.3333333333,0.0,0.0
134,0.0,1592640.0,0.0,0.0
135,0.0,1592640.0,0.0,0.0
136,0.0,1592640.0,0.0,0.0
137,0.0,1592864.0,0.0,0.0
138,0.0,1592640.0,0.0,0.0
139,0.0,1560832.0,0.0,0.0
140,0.0,1585024.0,0.0,0.0
141,0.0,3362874.6666666665,0.0,0.0
142,0.0,8394848.0,0.0,0.0
143,0.0,8808245.333333334,0.0,0.0
144,0.0,8834448.0,0.0,0.0
145,0.0,2468389.333333333,0.0,0.0
146,0.0,2140992.0,0.0,0.0
147,0.0,2120832.0,0.0,0.0
148,0.0,2165296.0,0.0,0.0
149,0.0,2161264.0,0.0,0.0
150,0.0,2193632.0,0.0,0.0
151,0.0,2137408.0,0.0,0.0
152,0.0,2155445.333333333,0.0,0.0
153,0.0,1601405.3333333333,589.3333333333334,589.3333333333334
154,0.0,1633296.0,0.0,0.0
155,0.0,1592752.0,0.0,0.0
156,0.0,1592752.0,0.0,0.0
157,0.0,1596672.0,0.0,0.0
158,0.0,1502149.3333333333,0.0,0.0
159,0.0,8076096.0,0.0,0.0
160,0.0,5399530.666666667,0.0,0.0
161,0.0,1237936.0,0.0,0.0
162,0.0,1226064.0,0.0,0.0
163,0.0,1254176.0,0.0,0.0
164,0.0,1246000.0,0.0,0.0
165,0.0,1254176.0,0.0,0.0
166,0.0,1245888.0,0.0,0.0
167,0.0,1250032.0,0.0,0.0
168,0.0,1250032.0,0.0,0.0
169,0.0,1254176.0,0.0,0.0
170,0.0,1225840.0,0.0,0.0
171,0.0,1262016.0,0.0,0.0
172,0.0,1254288.0,0.0,0.0
173,0.0,1266384.0,0.0,0.0
174,0.0,5987744.0,0.0,0.0
175,0.0,7456074.666666667,0.0,0.0
176,0.0,1257984.0,0.0,0.0
177,0.0,1246112.0,0.0,0.0
178,0.0,1479744.0,0.0,0.0
179,0.0,1927632.0,0.0,0.0
180,0.0,2133152.0,0.0,0.0
181,0.0,2229808.0,0.0,0.0
182,0.0,2266096.0,186.66666666666663,0.0
183,0.0,2270352.0,0.0,0.0
184,0.0,2270128.0,0.0,0.0
185,0.0,2399040.0,0.0,0.0
186,0.0,5556096.0,0.0,0.0
187,0.0,10649194.666666666,0.0,186.66666666666663
188,0.0,6882624.0,0.0,0.0
189,0.0,13475168.0,0.0,0.0
190,0.0,13902560.0,0.0,0.0
191,0.0,3583354.6666666665,0.0,0.0
192,0.0,2629424.0,0.0,0.0
193,0.0,2600864.0,0.0,0.0
194,0.0,2440042.6666666665,0.0,0.0
195,0.0,1952405.3333333333,0.0,0.0
196,0.0,1612800.0,0.0,0.0
