index,portLOCAL,port1,port2,port3
0,0.0,320.0,320.0,6294272.0
1,0.0,1096.0,4968.0,6425597.333333333
2,0.0,320.0,320.0,320.0
3,0.0,320.0,432.0,432.0
4,0.0,320.0,320.0,320.0
5,0.0,160.0,363200.0,160.0
6,0.0,320.0,653504.0,320.0
7,0.0,320.0,653504.0,320.0
8,0.0,320.0,657536.0,320.0
9,0.0,320.0,653504.0,320.0
10,0.0,506.6666666666667,653504.0,536576.0
11,0.0,320.0,661754.6666666666,7567664.0
12,0.0,909.3333333333334,657965.3333333334,1096.0
13,0.0,320.0,653504.0,320.0
14,0.0,320.0,7798208.0,320.0
15,0.0,160.0,9201344.0,160.0
16,0.0,320.0,9197312.0,320.0
17,0.0,320.0,3720762.6666666665,320.0
18,0.0,320.0,657536.0,320.0
19,0.0,320.0,653504.0,320.0
20,0.0,320.0,734144.0,320.0
21,0.0,320.0,1548720.0,320.0
22,0.0,320.0,1532544.0,320.0
23,0.0,320.0,1899392.0,320.0
24,0.0,320.0,1971968.0,320.0
25,0.0,320.0,1980032.0,320.0
26,0.0,160.0,2016320.0,160.0
27,0.0,320.0,1976000.0,320.0
28,0.0,320.0,1976112.0,320.0
29,0.0,320.0,1976112.0,320.0
30,0.0,506.6666666666667,1984064.0,320.0
31,0.0,320.0,1976000.0,320.0
32,0.0,909.3333333333334,1980920.0,909.3333333333334
33,0.0,320.0,1431978.6666666667,320.0
34,0.0,320.0,1117520.0,506.6666666666667
35,0.0,320.0,1097248.0,320.0
36,0.0,320.0,1113152.0,320.0
37,0.0,160.0,1101168.0,160.0
38,0.0,320.0,1101280.0,320.0
39,0.0,320.0,1101056.0,320.0
40,0.0,320.0,1097136.0,320.0
41,0.0,320.0,1097024.0,320.0
42,0.0,320.0,1355184.0,320.0
43,0.0,320.0,2314688.0,320.0
44,0.0,320.0,2306576.0,282672.0
45,0.0,320.0,2843104.0,661568.0
46,0.0,320.0,2968208.0,657536.0
47,0.0,320.0,2980080.0,661408.0
48,0.0,160.0,3274304.0,661568.0
49,0.0,320.0,4318704.0,669632.0
50,0.0,320.0,4411328.0,661568.0
51,0.0,320.0,4411328.0,661568.0
52,0.0,320.0,4365189.333333333,661568.0
53,0.0,320.0,3867008.0,665600.0
54,0.0,320.0,3863200.0,661568.0
55,0.0,320.0,3862928.0,661680.0
56,0.0,320.0,3208005.333333333,669632.0
57,0.0,320.0,3085136.0,661680.0
58,0.0,320.0,3101040.0,665552.0
59,0.0,160.0,3100928.0,661568.0
60,0.0,320.0,3105072.0,665936.0
61,0.0,320.0,3113024.0,669632.0
62,0.0,320.0,3209904.0,689792.0
63,0.0,320.0,3109104.0,661568.0
64,0.0,320.0,3100928.0,669632.0
65,0.0,320.0,3097008.0,665600.0
66,0.0,320.0,3105072.0,665824.0
67,0.0,320.0,3121360.0,665600.0
68,0.0,506.6666666666667,3326832.0,665600.0
69,0.0,320.0,3327168.0,665824.0
70,0.0,320.0,3322688.0,669472.0
71,0.0,160.0,3334896.0,669632.0
72,0.0,320.0,4222741.333333333,669744.0
