index,portLOCAL,port1,port2
0,0.0,506.6666666666667,506.6666666666667
1,0.0,909.3333333333334,909.3333333333334
2,0.0,320.0,320.0
3,0.0,160.0,160.0
4,0.0,320.0,320.0
5,0.0,320.0,320.0
6,0.0,320.0,320.0
7,0.0,320.0,320.0
8,0.0,320.0,506.6666666666667
9,0.0,506.6666666666667,320.0
10,0.0,320.0,320.0
11,0.0,909.3333333333334,320.0
12,0.0,320.0,909.3333333333334
13,0.0,320.0,160.0
14,0.0,160.0,7157120.0
15,0.0,320.0,8540096.0
16,0.0,320.0,8548160.0
17,0.0,320.0,3047418.6666666665
18,0.0,320.0,320.0
19,0.0,320.0,320.0
20,0.0,320.0,80960.0
21,0.0,320.0,883328.0
22,0.0,320.0,875264.0
23,0.0,320.0,1246208.0
24,0.0,160.0,1310560.0
25,0.0,320.0,1322816.0
26,0.0,320.0,1342976.0
27,0.0,320.0,1318970.6666666667
28,0.0,320.0,1318896.0
29,0.0,506.6666666666667,1318896.0
30,0.0,320.0,1318784.0
31,0.0,320.0,1318784.0
32,0.0,909.3333333333334,1319485.3333333333
33,0.0,320.0,774922.6666666666
34,0.0,320.0,447872.0
35,0.0,160.0,443904.0
36,0.0,320.0,443840.0
37,0.0,320.0,439920.0
38,0.0,320.0,440032.0
39,0.0,320.0,439808.0
40,0.0,320.0,439920.0
41,0.0,320.0,439808.0
42,0.0,320.0,456048.0
43,0.0,320.0,992192.0
44,0.0,320.0,1270400.0
45,0.0,320.0,1653664.0
46,0.0,160.0,1649360.0
47,0.0,320.0,1657472.0
48,0.0,320.0,1947776.0
49,0.0,320.0,2230128.0
50,0.0,320.0,2314688.0
51,0.0,320.0,2314688.0
52,0.0,320.0,2276613.333333333
53,0.0,320.0,1766336.0
54,0.0,320.0,1766560.0
55,0.0,320.0,1766336.0
56,0.0,320.0,1774400.0
57,0.0,160.0,1762368.0
58,0.0,320.0,1770368.0
59,0.0,320.0,1774400.0
60,0.0,320.0,1774848.0
61,0.0,320.0,1778432.0
62,0.0,320.0,1834992.0
63,0.0,320.0,1778544.0
64,0.0,320.0,1770554.6666666667
65,0.0,506.6666666666667,1770480.0
66,0.0,320.0,1782576.0
67,0.0,320.0,1967936.0
68,0.0,320.0,2669616.0
69,0.0,160.0,2657472.0
70,0.0,320.0,2661440.0
71,0.0,320.0,2669616.0
72,0.0,909.3333333333334,2593925.333333333
73,0.0,320.0,2230829.333333333
74,0.0,320.0,2250288.0
75,0.0,320.0,2221952.0
76,0.0,320.0,2218256.0
77,0.0,320.0,1069221.3333333333
78,0.0,320.0,669632.0
79,0.0,320.0,661792.0
80,0.0,160.0,10241440.0
81,0.0,320.0,4807989.333333333
82,0.0,320.0,669856.0
83,0.0,320.0,661680.0
84,0.0,320.0,806944.0
85,0.0,320.0,1012352.0
86,0.0,320.0,996224.0
87,0.0,320.0,1000256.0
88,0.0,320.0,1004512.0
89,0.0,320.0,996224.0
90,0.0,320.0,1000480.0
91,0.0,160.0,1016336.0
92,0.0,320.0,1185840.0
93,0.0,320.0,1330880.0
94,0.0,320.0,1335136.0
95,0.0,320.0,2044544.0
96,0.0,320.0,2335296.0
97,0.0,320.0,2536784.0
98,0.0,320.0,2810624.0
99,0.0,320.0,2794720.0
100,0.0,320.0,2822832.0
101,0.0,320.0,2782400.0
102,0.0,320.0,2794336.0
103,0.0,160.0,2790464.0
104,0.0,320.0,2984224.0
105,0.0,320.0,3621168.0
106,0.0,320.0,2766842.6666666665
107,0.0,320.0,2564784.0
108,0.0,320.0,2564896.0
109,0.0,320.0,2561088.0
110,0.0,320.0,2556944.0
111,0.0,320.0,2697728.0
112,0.0,320.0,3012224.0
113,0.0,320.0,2968789.333333333
114,0.0,160.0,2665424.0
115,0.0,320.0,2672816.0
116,0.0,320.0,2217920.0
117,0.0,320.0,2238192.0
118,0.0,320.0,2222288.0
119,0.0,320.0,2226320.0
120,0.0,320.0,2230128.0
121,0.0,320.0,2218032.0
122,0.0,320.0,2222288.0
123,0.0,320.0,2230016.0
124,0.0,320.0,2221952.0
125,0.0,160.0,2246096.0
126,0.0,320.0,2520544.0
127,0.0,320.0,2552688.0
128,0.0,320.0,2576768.0
129,0.0,320.0,2552576.0
130,0.0,320.0,2564896.0
131,0.0,320.0,2406442.6666666665
132,0.0,320.0,2142229.333333333
133,0.0,320.0,1272373.3333333333
134,0.0,320.0,1113488.0
135,0.0,320.0,8084816.0
136,0.0,320.0,7888501.333333333
137,0.0,160.0,1117184.0
138,0.0,320.0,1109232.0
139,0.0,320.0,1113152.0
140,0.0,506.6666666666667,1113338.6666666667
141,0.0,320.0,1327184.0
142,0.0,320.0,1212613.3333333333
143,0.0,320.0,1000256.0
144,0.0,320.0,1157504.0
145,0.0,320.0,1355184.0
146,0.0,320.0,1339056.0
147,0.0,320.0,1338784.0
148,0.0,160.0,1338944.0
149,0.0,320.0,2084976.0
150,0.0,320.0,2065845.3333333333
151,0.0,320.0,2012400.0
152,0.0,320.0,2004224.0
153,0.0,909.3333333333334,2057453.3333333333
154,0.0,320.0,2137392.0
155,0.0,320.0,2133472.0
156,0.0,320.0,2270336.0
157,0.0,320.0,2895632.0
158,0.0,320.0,2895296.0
159,0.0,160.0,6040320.0
160,0.0,320.0,10766218.666666666
161,0.0,320.0,2907504.0
162,0.0,320.0,2911536.0
163,0.0,320.0,3137440.0
164,0.0,320.0,3718272.0
165,0.0,320.0,3774496.0
166,0.0,320.0,3742128.0
167,0.0,320.0,3730032.0
168,0.0,320.0,3677728.0
169,0.0,320.0,3366544.0
170,0.0,320.0,3617024.0
171,0.0,320.0,3677728.0
172,0.0,320.0,3689712.0
173,0.0,160.0,3398154.6666666665
174,0.0,320.0,2271365.333333333
175,0.0,320.0,1920000.0
176,0.0,320.0,1350282.6666666667
177,0.0,320.0,899568.0
178,0.0,320.0,899568.0
179,0.0,320.0,891504.0
180,0.0,320.0,1746512.0
181,0.0,320.0,1802736.0
182,0.0,320.0,2008368.0
183,0.0,320.0,2024496.0
184,0.0,160.0,2133312.0
185,0.0,320.0,2117232.0
186,0.0,320.0,2125184.0
187,0.0,320.0,2113200.0
188,0.0,320.0,2121376.0
189,0.0,320.0,2169648.0
190,0.0,320.0,2137504.0
191,0.0,320.0,2129216.0
192,0.0,320.0,1488698.6666666667
193,0.0,320.0,1226384.0
194,0.0,320.0,1242176.0
195,0.0,160.0,1222080.0
196,0.0,320.0,1226272.0
197,0.0,320.0,1234336.0
198,0.0,320.0,1226048.0
199,0.0,320.0,1234112.0
200,0.0,320.0,1222240.0
201,0.0,320.0,1226160.0
202,0.0,320.0,9564224.0
203,0.0,320.0,9975712.0
204,0.0,320.0,10108544.0
205,0.0,320.0,10338480.0
206,0.0,320.0,10447344.0
207,0.0,320.0,10427184.0
208,0.0,160.0,4364629.333333333
209,0.0,320.0,1665872.0
210,0.0,320.0,3060720.0
211,0.0,320.0,10423152.0
212,0.0,320.0,10427296.0
213,0.0,320.0,10252938.666666666
214,0.0,320.0,1689728.0
215,0.0,320.0,1677744.0
216,0.0,320.0,1673600.0
217,0.0,320.0,2040624.0
218,0.0,320.0,2343136.0
219,0.0,160.0,2358992.0
220,0.0,320.0,2363408.0
221,0.0,320.0,2334960.0
222,0.0,320.0,2347056.0
223,0.0,320.0,2351424.0
224,0.0,320.0,2371248.0
225,0.0,320.0,2657408.0
226,0.0,320.0,2818688.0
227,0.0,320.0,3298608.0
228,0.0,320.0,3935664.0
229,0.0,320.0,4354992.0
230,0.0,320.0,4411504.0
231,0.0,160.0,4637120.0
232,0.0,320.0,5049168.0
233,0.0,320.0,5189504.0
234,0.0,320.0,5371168.0
235,0.0,320.0,5316245.333333333
236,0.0,320.0,4927424.0
237,0.0,320.0,4919584.0
238,0.0,320.0,4911296.0
239,0.0,320.0,4939520.0
240,0.0,320.0,4975920.0
241,0.0,320.0,5814688.0
242,0.0,320.0,5911680.0
243,0.0,320.0,6580656.0
244,0.0,320.0,6512176.0
245,0.0,160.0,6496096.0
246,0.0,320.0,6503936.0
