index,1_port1,1_port2,2_port1,2_port2,3_port1,3_port2,3_port3,4_port1,4_port2,4_port3,5_port4,5_port1,5_port2,5_port3,6_port1,6_port4,6_port2,6_port3,7_port1,7_port2,7_port3,8_port1,8_port2,8_port3,9_port4,9_port1,9_port2,9_port3,10_port4,10_port1,10_port2,10_port3,Host_1,Host_2,Host_3,Host_4,Host_5,Host_6,Host_7,Host_8
606,320,3071722.667,8205552,320,3079786.667,320,160,320,7407216,2483872,339120,2172586.667,1697792,7632896,903488,790704,320,1919664,320,2737066.667,2258304,8201520,320,320,1043626.667,1129392,7858688,1693760,1580976,790704,339120,790704,2760826.667,2084656,367024,858928,1350720,8431024,737856,250096
607,320,2988144,8338496,320,2984112,320,320,160,7536128,2532416,347072,2064704,1726016,7774016,915696,806720,320,1955840,160,2645424,2290608,8342528,320,320,919616,1145520,8003840,1726016,1601024,802688,347072,806832,2217600,1794240,318528,737856,1161216,7225344,633024,209664
608,320,3096896,2412000,506.6666667,3096896,320,320,320,1629520,2508336,343040,2056640,1709888,1863536,1044794.667,798656,320,1935792,506.6666667,2754288,2290496,2399904,320,320,919616,1145408,2049120,1843168,1600864,798768,339008,798656,2588544,2092608,475888,858816,1354976,3217968,737968,245952
609,320,3179605.333,1613344,320,3179605.333,320,320,320,806832,2524464,343152,2030373.333,1721984,1036544,1145520,802800,320,1951808,320,2836885.333,2298560,1613344,320,320,919840,1145408,1262560,1917365.333,1609088,802528,346912,806560,2546037.333,2084656,616896,862960,1354752,1225952,737856,245952
610,320,2939872,1581088,320,2935840,320,320,320,790928,2484144,339344,1806880,1697904,1016384,1129280,790592,432,1923696,320,3246192,2258352,1581088,320,320,903328,1129120,1246160,2338992,1580864,1439744,339120,790704,2003904,1794576,524272,737856,1157296,1056384,633024,774144
611,320,3032496,1629360,320,3032496,320,320,320,814896,2568704,351056,1867088,1746176,1048864,1169600,814784,320,1980032,320,3621504,2335184,1637424,320,320,935744,1169936,1282608,2681888,1629472,1750544,351104,814896,2338784,2092720,612864,862848,1355200,1229760,737968,1234016
612,320,2860037.333,2077024,160,2859877.333,320,320,320,790928,2984112,5310464,1802848,1693872,1016560,1057509.333,790704,432,2415488,320,3424405.333,2250288,2072992,320,320,903488,1129280,1742256,2525269.333,1580976,1693760,339120,786560,6108816,1790208,480613.3333,737968,1165360,1491840,633024,1052464
613,320,2710048,2254432,320,2706016,320,320,320,899456,3040672,857349.3333,1806656,1693760,1125248,903552,790432,160,2480410.667,320,3270384,2254320,2250400,320,320,903600,1129280,1915632,2367104,1580976,1693760,335088,790592,3389125.333,1798272,318752,737856,1213632,1580656,633024,1056496
614,320,2746224,2520432,320,2754288,160,320,320,1145408,3097008,343152,1834880,1717952,1379376,919728,802688,320,2520272,320,3322752,2290608,2528496,320,320,915584,1137456,2173680,2403616,1601024,1714032,347072,806832,2334640,2092720,367024,858816,1721888,1846656,737968,1229760
615,320,3133296,2405349.333,320,3141360,320,320,320,1046565.333,3052544,256293.3333,1810800,1693760,1355072,1322816,790592,320,2492096,320,3689712,2266304,2397125.333,320,160,903600,1129280,2145456,2794496,1580864,1693760,252149.3333,794624,1999872,1794352,314496,1020096,1475712,1584688,633024,1056384
616,320,3621626.667,2185776,320,3605498.667,320,320,320,806832,3100928,4464,1779002.667,1721824,1379264,1834880,806720,320,2528384,320,4198314.667,2302704,2189808,160,320,859706.6667,1153584,2189808,3326832,1617376,1726128,320,802800,2342592,2052858.667,370944,1842624,1717744,1842736,737968,1225952
617,160,3387264,2145568,320,3395488,320,320,320,790816,3048736,544,1580976,1693872,1355072,1806768,790704,432,2484144,320,4576752,2258352,2145568,320,320,677696,1129280,2145456,3895344,1580864,2318720,432,790704,1999872,1580768,314608,1580656,1479856,1584576,633024,1576512
618,320,3480272,2206000,320,3476240,320,320,320,815008,3129104,544,1629472,1746176,1395616,1855152,810864,320,2548768,320,4253546.667,2327008,2206160,320,320,693936,1169824,2210192,3567994.667,1621296,1938842.667,320,814896,2342816,1846880,367136,1846768,1726144,1842736,301418.6667,1971760
619,320,3283050.667,2250400,320,3279018.667,320,160,320,794960,3149424,320,1472682.667,1685808,1355408,1806656,790704,432,2584832,160,3318160,2157962.667,2250400,320,320,790704,1129392,2246256,2644704,1488810.667,1068192,4464,790592,1999872,1580544,322560,1576512,1483776,1653232,0,1200928
620,320,2750144,2407424,320,2758208,320,320,160,798496,3326720,320,919616,1717952,1371200,1830848,802688,320,2750144,320,3100928,1605056,2403392,320,320,1492160,1145408,2403392,2415488,915424,802688,320,806720,1605530.667,1842624,366912,1846768,2564464,2092608,0,983920
621,320,2772773.333,2363296,320,2772773.333,320,320,320,790704,3262320,320,899568,1693760,1355184,1877557.333,790704,320,2701760,320,3115493.333,1573024,2371360,320,320,1935904,1129392,2371248,1970405.333,899568,790544,272,786512,1366960,1584576,673344,1312757.333,2221856,1786400,112,842800
622,320,2280757.333,2391408,320,2276725.333,320,320,320,798656,3294576,320,575109.3333,1701824,1367168,1697904,794624,320,2725952,320,2947824,1260549.333,2383344,320,320,2262224,1129120,2379312,1472000,579141.3333,790592,4352,794624,1292485.333,1838592,1229760,858816,2580480,2088576,0,987840
623,320,2298896,2057781.333,320,2294864,320,320,320,448901.3333,3323024,384,577008,1718064,1021221.333,1726240,802800,432,2919824,320,2984336,1262560,2057781.333,320,320,2298560,1149552,2057509.333,1496368,569056,802800,432,802688,1052352,1580768,1052688,879088,1928437.333,1798384,0,842912
624,320,2089328,1947776,160,2093360,320,320,320,351104,3330752,432,371536,1721984,923600,1717952,802688,320,2979968,320,2782832,1439744,1955840,320,320,2294528,1334912,1951808,1290992,758336,806720,320,798656,1052896,1850800,1229760,1104768,2092608,2205504,0,987840
625,320,1927728,1927728,320,1923536,320,320,320,339120,3274304,320,226224,1693760,903600,1697632,794624,320,2943680,320,2605216,2157552,1919664,320,320,2258240,2032560,1923696,1129504,1476144,790704,320,798656,737968,1576512,1056384,951552,1790432,2640960,0,842800
626,320,2109168,10536048,320,2113200,320,320,320,8907008,3342960,320,391424,1726016,9467456,1726128,802528,160,2988144,320,2637360,2338880,10548144,320,320,2302704,2068736,10560240,1149440,1488128,802688,320,959936,862848,1975680,1233904,1108800,2096640,11076016,0,979776
