port1,port2
11732,10992
480,980
480,720
480,480
480,480
480,480
1000,480
480,480
980,1000
480,980
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
760,720
480,480
6677972,980
7209936,760
7191552,480
7221792,720
7191552,480
7197600,480
7203888,480
7209696,480
7197600,720
5711520,480
3091008,480
3085200,480
3084960,480
3091008,720
3084960,480
374856,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
760,480
480,480
720,480
980,980
480,720
480,480
480,760
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,480
480,720
480,480
480,480
1000,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
980,980
720,480
480,720
480,480
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,760
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
7566528,480
8249952,480
8207616,480
8274384,480
8207616,720
8237856,480
8243904,480
8219712,480
8232048,480
3225792,6768
3072864,480
3091008,480
3084960,480
3091248,480
3084960,480
3091008,720
3084960,480
3091008,480
770824,6528
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
760,480
480,480
720,480
480,3804912
480,4318752
480,3913536
480,4113120
480,4088928
720,4137312
480,4125456
480,4107072
480,4113120
480,4119168
720,4101024
480,4119168
480,4119408
480,4113120
980,4113620
720,4113120
480,4119168
6528,336128
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,760
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
5776320,720
6169440,480
6187584,480
6157344,480
6181776,480
6169440,720
6181536,480
6169440,480
6169680,480
6175488,480
6175488,720
6175488,480
6187584,480
3867640,6528
3091008,720
3084960,480
3218016,480
2951904,480
3091248,480
3084960,720
3091008,480
3091008,480
3085200,480
3091008,480
3084960,720
317744,6528
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
760,480
480,480
720,480
480,720
480,480
480,480
720,480
5727936,480
6163392,720
6181536,480
6181536,480
6175728,480
6169440,720
6181536,480
6157344,480
6181536,480
6175728,480
6175488,720
6169440,480
6175488,480
6175728,480
4952672,6528
3078912,720
3097056,480
3084960,480
3091248,480
3084960,720
1847888,6528
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
980,1220
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,1000
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
4512288,480
5153616,480
1199712,6768
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
7366944,480
8237856,480
8213904,480
8243904,720
8207616,480
8237856,480
8219712,480
8238096,480
8213664,480
8237856,720
8219712,480
8243904,480
8225760,480
8238096,480
5047280,6768
3091008,480
3078912,480
3248256,480
2927952,480
2709384,6528
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
4663488,480
5141280,720
5147328,480
5147328,480
5147568,480
5141280,720
5153376,480
5135232,480
5153376,480
5147568,480
5141280,720
5141280,480
1723560,6528
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
760,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,5637216
720,6181536
480,6169680
480,6187584
480,6157344
720,6187584
480,6169440
480,6175728
480,6163392
480,6181816
720,6169440
480,6181776
480,6169440
480,6187584
6768,4898240
480,3242208
480,2927952
480,3091008
480,3084960
720,3091008
6528,831304
480,720
480,480
480,480
720,480
980,980
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,7439520
480,8226000
480,8237856
480,8243904
720,8213664
480,8250192
480,8219712
480,8237856
720,8225760
480,8243904
6528,4088048
480,3091008
480,3084960
720,3084960
480,3084960
480,3091248
480,3084960
480,3084960
720,3084960
480,3091248
480,3084960
480,3091008
720,3084960
480,3084960
480,3085200
480,3097056
6528,2041424
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,6568608
480,7167360
480,7185504
720,7221792
480,7185744
480,7215744
480,7191552
720,7221792
480,7185504
6528,4372304
480,3084960
480,3091008
720,3084960
480,3091248
6528,426088
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
2776752,480
3084960,720
5842848,480
6163392,480
6466032,480
5885184,480
6181536,720
6169440,480
6181536,480
6175728,480
6163392,720
5100672,6528
3091008,480
3085200,480
3091008,480
3084960,720
2545568,6528
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,4603008
480,5147328
480,5141520
480,5437632
480,4850976
720,5153376
480,5141280
480,5147568
480,5135232
480,5159424
720,5135232
480,5153616
6528,2095856
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
7324608,720
8225760,480
8243904,480
8219712,480
8262288,480
8207616,720
8243904,480
8225760,480
8244144,480
8225760,480
8237856,720
4720168,6528
3091008,480
38736,6528
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
4554624,480
5147328,720
5147328,480
5147328,480
5135472,480
5153376,720
5147328,480
5141280,480
843640,6528
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
1000,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,6362976
480,7191792
480,7209696
480,7197600
480,7209696
720,7209696
480,7203888
480,7197600
480,7209696
720,7197600
6528,6165120
480,3085200
480,3084960
6528,1215008
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,760
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,7191792
480,8243904
480,8213664
720,8249952
480,8219712
480,8250192
480,8213664
480,8243904
720,8219712
480,8244144
480,8231808
480,8237856
6768,5062056
480,3084960
480,3091248
480,3062496
6528,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
1220,980
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,8939424
480,10282080
480,10300224
720,10282080
480,10294416
480,10288128
480,10294176
720,10324416
480,10263936
480,10258128
480,10282080
6528,7471488
720,6169440
480,6175728
480,6187584
6528,5022568
480,3084960
720,3084960
480,3085200
480,3091008
480,3084960
720,3091008
6528,943368
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,7874976
480,9284160
720,9253920
480,9266016
480,9260208
480,9266016
480,9241824
720,9290208
480,9242064
480,9272064
480,9247872
720,9272064
480,9247872
6528,6816216
480,5135232
6528,2198672
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
3472272,480
6701664,720
7209696,480
7197600,480
7215984,480
7191552,720
7215744,480
7197600,480
7209696,480
7191792,480
7215744,720
7185504,480
7209696,480
6773880,6528
4125216,480
4107072,720
3626000,6528
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
5975904,480
7209696,480
7209936,480
7191552,480
7542336,720
6864960,480
7209696,480
7203888,480
7203648,720
7197600,480
7187232,480
3066816,6528
3091248,480
3084960,720
3084960,480
3091008,480
3085200,480
3084960,480
3084960,720
3091008,480
3084960,480
3091248,480
3084960,720
468944,6528
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,480
480,480
720,480
480,720
480,480
480,480
720,480
480,480
480,720
480,480
480,480
720,480
480,720
480,480
480,6889152
720,8256000
480,8207616
480,8244144
480,8225760
480,8231808
720,8237856
480,8225760
480,8238096
480,8225760
480,8237856
720,8231808
6528,6604016
480,5141280
6528,4212656
480,480
720,480
