port1,port2
11732,11232
480,980
480,480
480,480
480,480
480,480
480,760
720,720
980,480
760,980
480,480
480,720
720,480
480,480
480,480
2661600,480
4204080,720
6169440,480
6175488,480
7318560,480
9241824,480
10766160,1000
13427040,480
15132576,480
11842964,480
11322336,1220
11298664,480
11352576,480
11298144,480
11304192,480
11328384,720
11322576,480
11310240,480
11310240,6528
11328384,480
11316288,480
8427832,6768
6181536,480
4003136,6528
3072864,6528
3097056,480
3091248,720
3091008,480
892304,6528
480,480
480,690192
720,1028640
480,1028640
480,1028640
480,1034688
684144,1028880
1191936,1028920
2371296,1077024
2945856,980256
3091008,1034688
3115200,1034928
3055460,1022592
3097056,1029140
3701856,1028640
4022400,1028640
4046872,1028880
4040784,1034688
4040544,1028640
4022400,1028640
4040544,1028640
4034736,1579248
4040544,1875360
4034496,1869312
4034496,1869312
4336896,1881408
6085008,1869552
6090816,1875360
5929808,1875360
5062656,1869312
5068704,1881408
5050800,1869552
6381120,1869312
7245984,1875360
7983840,2129376
7959648,3931680
7965696,3937728
7959888,3931920
7959648,3925632
7989888,3931680
8479776,3817456
8493080,3091008
6768432,3097296
6737952,3078912
6768192,3097056
6744000,3084960
6737952,3084960
6768432,3091248
5426744,2812240
4699776,443712
4693728,1028640
4699776,1034688
4681632,1028880
4693968,1028640
4693728,1028640
4514016,1034688
3665568,1028640
3397816,1034928
1403424,1046784
841152,1022592
841152,1034688
841152,1028640
847200,1028640
841392,1028880
841152,1028640
847200,1028640
847200,1034688
841152,1022872
841392,1034928
841152,1028640
847200,1028640
841152,1028640
847200,1028880
841392,1028640
841152,1034688
847200,1028640
841652,1028640
841392,1029380
847200,1028640
358520,1089120
480,974208
480,1034688
480,1022592
720,1034928
480,1028640
480,1028640
480,1028640
720,1028880
760,1028640
6528,899992
480,480
278688,480
3084960,720
3085200,480
4893312,480
6175488,480
6417408,480
9640992,480
13306320,720
16330080,480
10917120,480
10318368,480
10263936,480
10336752,720
10269984,480
10294176,480
10294176,480
10282080,480
10276032,720
10324656,480
10239744,480
9966464,6528
6175488,480
6181536,480
6157584,720
6181536,480
6175488,480
6187584,480
2996408,12576
720,720
480,369408
480,950016
480,943968
480,950016
720,950256
480,950016
480,950016
480,1736256
720,3000528
480,5733984
480,6072672
768576,6102912
2056800,6090816
2062848,6103152
2057040,6090816
2159616,6381120
1966080,5830752
2093088,6871696
2020512,5891232
2069136,5306024
2056800,2903520
2062848,2110672
2056800,841152
2056800,1663680
2057040,1790928
2062848,1796736
2056800,1790688
2056800,1784640
2062848,1796736
3817008,1790928
4113120,1790688
3337336,1802784
2062848,1784640
2056800,1796736
2057040,1790928
2056800,1790688
2068896,1525264
2056800,943968
2062848,950016
2050992,950256
2062848,950016
2056800,950016
2056800,943968
2056800,950016
2063088,950256
2056800,950016
2062848,950016
2050752,943968
2062848,950016
289384,956304
480,950016
480,950016
480,943968
480,950016
720,950256
480,950016
480,943968
6528,812120
480,720
720,480
480,480
480,480
480,2843040
480,5939856
720,6157344
480,6181536
480,8993856
480,13033920
480,13354464
720,18205200
480,14691072
480,15126528
480,13681056
480,14400768
480,14322144
720,14461768
480,14449152
480,14376576
480,14346336
480,14455200
6528,13535024
720,11346528
6528,8469408
6528,5582184
7028,1254664
480,980
720,720
480,480
480,480
480,847200
480,943968
720,950256
480,950016
480,950016
480,950016
480,950016
393840,944208
1034688,950016
1028640,950016
1028640,950016
1028640,943968
1028880,950256
1415712,950016
2068896,950016
2044704,950016
2068896,950016
2057040,944208
2056800,950016
2952184,950016
3084960,950016
3084960,943968
3097296,950256
3084960,950016
3091008,950016
4863072,950016
5141280,950256
5147568,943968
5153376,2722080
5147328,3006336
5165472,2521936
5129184,2050752
5171760,2069136
5111040,2389440
5153376,3000288
5135232,3006336
5219904,3048672
5129184,2994480
5189904,3042624
4658648,2957952
4119168,3012384
2299928,2982144
2056800,3006576
4645584,3000288
5153376,3012384
4743320,3006336
4119168,3012384
4113360,3006576
2565520,3006336
1028640,3012384
1034688,3012384
128696,3006336
720,3012624
480,2994240
6528,1243648
6528,335408
720,720
212160,480
3091008,480
3109152,480
5994048,480
8461872,720
12362592,480
12332352,480
14285856,480
18519456,720
12725712,480
12338400,480
12374688,480
12314208,480
12350736,720
12338400,480
12374688,480
12067968,6528
7348200,6528
3085200,720
3091008,480
3084960,480
3091008,480
3079152,720
3091008,480
3084960,480
3218016,480
1747232,6528
720,720
480,480
480,480
480,480
480,480
720,720
480,480
480,480
480,480
829296,720
950016,480
943968,480
950016,480
950016,480
950256,720
950016,480
943968,2667648
950016,3084960
950016,3091248
950256,3084960
2722080,3091008
3000288,3084960
3006336,3091008
3006576,3085200
3012384,3091008
3726048,3084960
5606976,2469272
6780288,720
6943824,480
6925440,480
6782576,6528
5969856,480
6000336,720
5981952,480
6000096,480
5981952,321024
5994048,950016
5982192,950256
5994048,950016
5988000,950016
5981952,943968
5982192,950256
6000096,950016
5970544,956064
5981952,950016
5988000,943968
4207408,956304
3925632,950016
4784448,950016
4953792,943968
3207648,956304
2897712,950016
2897472,950016
2903520,950016
2897472,950016
2903760,944208
2903520,950016
3230112,950016
3931680,950016
3925632,1246608
4101264,1978176
3762336,1814880
3931680,1899552
3931680,1893504
3931680,1899792
3925872,2836992
4875168,4076272
6998016,4022400
7034304,4052640
7010352,4022640
7633056,4040544
8207056,4040544
8044320,4040544
8044320,4034736
8062704,4034496
8038272,4034496
8727744,2058008
8542544,956064
7875216,950256
7844736,943968
7005272,956064
6834720,365648
6834720,480
6828912,720
3832192,6528
3738144,480
3750240,480
3744432,720
3408832,6528
2897472,480
2903520,480
2903520,480
2903760,720
2891424,480
2288352,6528
841152,480
841152,720
847440,480
841152,480
841152,480
847200,480
841392,720
847200,480
841152,480
841152,480
847200,720
841392,480
841152,480
847200,480
841152,480
847440,720
841152,480
877440,480
810912,480
841152,480
841392,720
847200,480
841152,480
847200,480
841152,720
847440,480
841152,480
841152,480
847200,480
841392,720
23032,6528
480,480
480,480
206112,480
3079152,720
3091008,480
3266400,480
6181536,480
6339024,720
9278112,480
9247872,480
12120672,480
16686912,480
12768048,720
12326304,480
12368640,480
12362592,480
12338640,720
12338400,480
12368640,480
12326304,480
12356544,480
12344688,720
12356544,480
6167368,12576
3091008,480
3084960,720
2854776,6528
480,480
480,480
480,480
720,1000
480,480
480,480
480,480
480,1131456
720,3817008
480,3931680
480,3925632
480,4101024
6528,3666496
720,841152
980,841652
480,841152
883488,847200
1028880,841392
1028640,841152
1028640,847200
1028640,841152
1034688,1724160
1022832,1869552
1034688,1869312
1028640,1869312
1028640,1875360
1028880,2196144
1028640,2830944
1028640,3617184
1034688,3774432
1028640,3756288
1028880,3774672
1028640,3768384
1028640,3774432
1028640,3768384
1034688,3774672
1313136,3756288
2208000,3774432
2897472,3768384
2909568,3780480
2897712,3768624
2909568,4101024
2897472,4790496
2897472,4802592
2903520,4796784
2903760,4802592
2891424,4784448
2909568,4808640
2897472,4796544
2915856,3882976
2897472,3768384
2897472,3774432
2903800,3756288
2903520,3774432
2891664,3768624
2909568,3774432
2897472,3756288
2909568,3774432
2897712,3338656
2903520,2830944
2903520,2812800
2909568,2488496
2891424,1790688
3036816,1863504
1877088,1724160
1869312,1790688
1881408,1568640
1869312,950256
1875600,950016
1875360,950016
1863264,943968
1881408,950016
1869552,950256
1869312,950016
1875360,943968
1869312,950016
1869312,950016
1529224,956304
841152,950016
847200,950016
841152,943968
841152,950256
847440,950016
847200,58240
841152,480
847200,480
841392,720
847200,480
841152,480
847200,480
841152,480
841392,720
841152,480
847200,480
841152,480
208080,6768
480,480
480,480
480,480
480,480
1869552,720
6266208,480
8274144,480
8201568,480
9302304,720
11340720,480
12380736,480
15047904,480
9253920,480
10705680,720
13348416,480
13384704,480
13378656,480
13390752,480
13366800,720
13390752,480
13360512,480
13384704,480
13366800,720
13396800,480
13360512,480
13390752,480
13296232,6528
8817584,6768
6157344,480
6187584,480
6235968,480
6108960,720
5056248,6528
3091008,480
3084960,480
3084960,480
3085200,720
958832,6528
480,480
480,623424
480,950256
720,950016
480,1095168
480,1899552
480,1893504
720,1899792
480,1893504
480,1899552
550848,1893504
841152,2443872
841392,2740464
847200,2746272
841152,2734176
847200,2746272
841392,3157776
841152,5836800
853248,5450416
841152,4893312
841152,4863072
1258704,4881456
3925632,4875168
3937728,4887264
3919584,4869120
3943776,4893552
3925872,2449360
3931680,1790688
2494544,1802784
841152,1790688
950256,1784880
1687872,1796736
1681824,1790688
1693920,1796736
1681824,1784640
1694160,1599680
1687872,1464096
1681824,1796736
1808832,1790688
2716272,1796976
2709984,1784640
2722080,1802784
2709984,1784640
2722080,1790688
2710224,1790928
2716032,1796736
2824896,1784640
3750240,1796736
3738144,1790928
