port1,port2,port3,port4,port5
480,480,480,480,480
480,480,720,480,369408
720,720,480,480,944208
480,480,480,720,950016
480,480,480,480,950016
480,480,480,480,950016
480,480,720,480,950256
720,720,480,720,943968
480,480,480,780672,950016
480,480,480,2056800,950016
480,480,480,2062848,3659520
480,480,720,2050752,4022640
774864,720,480,2063088,4046592
2056800,480,480,2056800,4028448
2062848,480,480,2062848,4040544
2056800,480,480,2056800,4034496
2153568,720,720,2159616,4228272
1972368,480,480,1972128,3865152
2093088,480,744384,2081232,4041232
2020512,480,829056,2020512,3036576
2062848,480,829056,2056800,2432984
2056800,480,841392,2056800,480
2069136,720,847200,1276048,720
2056800,480,841152,720,480
2056800,480,847200,480,816960
2056800,480,841152,480,943968
2062848,480,841392,480,956304
2057040,720,847200,480,943968
2056800,480,841152,720,950016
2056800,480,841152,480,950016
3822816,480,847200,480,950016
4119168,480,841152,480,943968
3331288,720,853488,480,950256
2057040,480,841152,720,950016
2056800,480,841152,480,950016
2062848,480,847200,480,950016
2056800,480,841152,480,943968
2069136,720,575968,480,950256
2056800,480,480,720,950016
2056800,480,480,480,950016
2056800,480,480,480,950016
2056800,480,480,480,943968
2063088,720,720,480,950256
2056800,480,480,720,950016
2056800,480,480,480,950016
2062848,480,480,480,950016
2056800,480,720,480,943968
2057040,720,480,480,950256
2056800,480,480,720,950016
2062848,480,480,480,950016
283096,480,480,480,950016
480,760,720,480,950016
720,720,480,480,950256
480,480,480,720,950016
480,480,480,480,950016
480,480,480,480,950016
480,480,720,480,950016
720,720,480,480,944208
6528,480,480,720,812120
480,480,480,480,480
480,480,480,480,480
480,480,720,480,480
720,720,480,720,720
480,480,480,480,2836992
480,480,480,480,5927520
480,480,480,480,6163392
480,480,720,480,6181536
720,720,480,480,8982000
480,480,480,3744432,9278392
480,480,480,4113120,9253920
480,480,4693728,4149408,9344640
480,480,5135232,4064736,9247872
720,720,5407632,4324800,9725904
480,480,4881216,3907728,8788224
480,480,5147328,4119168,9266016
480,480,5111040,4088928,9205536
480,480,5171520,4137312,9302304
480,480,5159424,4125216,9284160
480,720,5129424,4107072,9242064
720,480,5141280,4113360,9253920
480,480,5147328,4119168,9259968
6528,480,5129184,4094976,8424224
480,480,5147328,4125216,6181536
6528,480,5147568,4113120,3334896
6768,720,2521896,4113360,3084960
6528,980,980,4113620,1261212
980,480,480,4119168,480
480,480,480,4113120,480
480,6528,720,360080,720
720,720,480,720,480
480,480,847200,480,480
480,480,943968,480,480
760,480,950016,480,480
480,480,950016,480,480
720,720,950256,480,720
480,480,943968,720,480
480,480,950016,480,480
399648,480,950016,480,480
1028640,480,950256,480,480
1028880,720,950016,480,720
1028640,480,950016,720,480
1028640,480,943968,480,480
1028640,480,950016,480,480
1421760,480,950016,480,480
2063088,720,950256,480,720
2056800,480,943968,720,480
2056800,480,950016,480,480
2056800,480,950016,480,480
2056800,480,950256,480,720
2958192,720,950016,480,480
3097056,480,943968,720,480
3084960,480,950016,480,480
3084960,480,950016,480,480
3084960,480,950256,480,720
3085200,720,950016,720,480
4875168,480,943968,480,480
5147328,480,950016,480,480
5147328,480,950016,760,480
5147328,480,2716272,480,720
5141520,720,3006336,720,480
5177568,480,2521936,480,480
5123136,480,2056800,480,480
5171520,480,2062848,480,480
5117088,480,2383392,480,480
5147328,720,3006576,480,720
5141520,480,3006336,720,480
5207808,480,3042624,480,480
5141280,480,3006336,480,480
5189664,480,3030528,480,480
4652600,480,2958192,6528,720
4113360,720,3006336,720,480
2305976,480,2982144,6528,480
2056800,480,3000288,480,480
4645344,480,3006616,480,480
5147328,720,3012624,480,720
4749608,480,3006336,720,6528
4113120,480,3000288,480,480
4113120,480,3006336,480,480
2565520,480,3012624,6528,480
1028880,720,3006336,480,720
1028640,480,3012384,720,480
128696,480,2994240,480,6528
480,480,3012384,480,480
480,480,3000528,480,720
6768,720,1249696,720,480
6528,480,335408,480,480
480,480,480,480,480
218208,480,480,480,480
3097296,720,720,480,720
3103104,480,480,720,480
6012192,480,480,480,480
8467680,480,480,480,480
12362592,480,720,480,720
12338640,720,480,720,480
14304000,480,480,480,480
18513408,480,480,480,480
12701280,5806560,480,480,480
12338400,6169680,720,480,720
12374928,6187584,480,720,480
12320256,6157344,480,480,480
12356544,6181536,480,480,480
12338400,6169440,720,480,480
12368880,6187824,480,480,720
12055872,6169440,6528,720,480
7336104,6169440,6528,480,480
3084960,6169440,480,480,480
3091008,6175488,720,480,720
3085200,6175728,480,720,480
3097056,6187584,480,480,480
3078912,3855304,480,6528,480
3084960,3084960,480,480,480
3084960,3085200,720,480,720
3218256,3218016,480,720,480
1741184,2957952,6528,480,480
480,3091008,480,480,480
480,3084960,720,480,480
720,3085200,480,480,720
480,3091008,480,720,480
480,3091008,480,480,480
480,3084960,480,480,480
480,3084960,720,480,720
720,305888,480,6768,480
480,480,480,480,480
829056,480,480,480,480
950016,480,480,480,480
950256,720,720,480,720
950016,480,480,720,480
943968,480,480,480,480
950016,480,480,480,480
950016,480,720,480,720
950256,720,480,2661840,480
950016,480,480,3084960,480
943968,480,480,3084960,480
950016,480,480,3091008,480
2728368,720,720,3091008,720
3000288,480,480,3079152,480
3012384,480,480,3097056,480
3000288,480,480,3084960,480
3012384,480,720,3084960,480
3732336,720,480,3085200,720
5606976,480,480,2481368,480
6792384,480,480,480,480
6937536,480,480,480,480
6925440,720,720,480,720
6782816,480,6528,720,480
5969856,480,480,480,480
5994048,480,480,480,480
5988000,480,720,480,480
6000336,720,480,480,720
5969856,480,480,720,321024
6000096,480,480,480,950016
5981952,480,480,480,950016
6000096,480,720,480,950256
5982192,720,480,720,943968
5981952,480,480,480,950016
5988000,480,480,480,950016
6000096,480,480,480,950016
5970784,720,6768,480,950256
5981952,480,480,720,943968
5981952,480,480,480,950016
4207168,480,480,480,956064
3925632,480,720,480,944208
4784688,720,480,720,950016
4959840,480,480,480,950016
3189504,480,480,6528,950016
2897472,480,480,480,950016
2909568,720,720,480,950256
2891664,480,480,720,943968
2915616,480,480,480,950016
2897472,480,480,480,950016
2897472,480,720,480,950016
3236400,720,480,720,950256
3931680,480,480,480,943968
3931680,480,296832,480,950016
4094976,480,986304,480,992352
3762336,480,907920,480,907680
3931920,720,950016,720,950256
3925632,480,950016,480,943968
3931680,480,950016,480,950016
3931680,480,1881408,480,950016
4881216,720,4046832,480,36448
6998256,480,4022400,720,480
7028256,480,4040544,480,480
7010112,480,4034496,480,480
7633056,480,4040784,480,480
8201248,720,4034496,720,720
8068512,480,4040544,480,480
8044320,480,4034496,480,480
8044320,480,4040544,480,480
8044320,720,4034736,480,720
8721936,480,2064056,720,480
8548592,480,943968,480,6528
7868928,480,950016,480,480
7856832,480,950256,480,480
7005512,720,956064,480,720
6822624,480,365648,720,480
6840768,480,480,480,480
6828672,480,480,480,480
3820096,480,720,6528,720
3744432,720,480,720,480
3750240,480,480,480,480
3738144,480,480,480,480
3408832,480,480,6528,480
2897712,720,720,480,720
2909568,480,480,720,480
2897472,480,480,480,480
2909568,480,480,480,480
2891424,480,720,480,720
2276496,720,480,720,6528
841152,480,480,480,480
847200,480,480,480,480
841152,480,480,480,480
847200,720,720,480,720
841392,480,480,720,480
841152,480,480,480,480
841152,480,480,480,480
847200,480,720,480,480
841392,720,480,720,720
847200,480,480,480,480
841152,480,480,480,480
841152,480,480,480,480
847200,1000,720,480,720
841392,480,480,720,480
841152,480,480,480,480
847200,480,480,480,480
841152,480,720,480,480
883728,720,480,480,720
804864,480,480,720,480
841152,480,480,480,480
847200,480,480,480,480
841152,480,720,480,480
841392,720,480,480,720
847200,480,480,720,480
841152,480,480,480,480
847200,480,480,480,480
841152,720,720,480,720
847440,480,480,720,480
841152,480,480,480,760
841152,480,480,480,480
23032,480,6768,480,480
720,720,480,480,720
480,480,480,720,480
212160,480,480,480,480
3084960,480,480,480,480
3084960,480,720,480,720
3272688,720,480,720,480
6181536,480,480,480,480
6356928,480,480,480,480
9272064,480,480,480,480
9254160,720,720,480,720
12126720,480,480,720,480
16692960,480,480,480,480
12767808,5764224,480,480,480
12314208,6157344,720,480,720
12362832,6181776,480,720,480
12368640,6181536,480,480,480
12338400,6169440,480,480,480
12338400,6175488,480,480,480
12374688,6181776,720,480,720
12320496,6163392,480,720,480
12362592,6181536,480,480,480
12338400,6169440,480,480,480
12356544,6175488,720,480,480
6143416,6163632,6528,720,6768
3091008,6181536,480,480,480
3084960,6169440,480,480,480
2848488,4940576,6528,6528,480
480,3084960,720,480,720
720,3097296,480,720,480
480,3078912,480,480,480
480,3097056,480,480,480
480,3078912,480,480,480
720,1836032,720,6528,720
480,480,480,720,480
480,480,480,1119360,480
480,480,480,3810720,480
480,480,720,3943776,720
720,720,480,3919824,480
480,480,480,4094976,480
6528,480,480,3684400,480
480,480,480,835104,480
480,980,1220,841652,1220
1220,720,480,847440,480
883488,480,480,841152,480
1034688,480,480,847200,480
1028640,480,480,841152,480
1029160,720,720,841152,720
1028640,480,480,847440,480
1028640,480,480,1712064,480
1028640,480,480,1869312,480
1028640,480,720,1881408,720
1028880,720,480,1869552,480
1028640,480,480,1875360,480
1034688,480,327072,1869312,480
1028640,480,950016,1869312,480
1028880,720,944208,2673696,720
1028640,480,950016,2825136,480
1028640,480,950016,2818848,480
1028640,480,950016,2818848,480
1028640,480,944208,2818848,720
1034928,720,956064,2825136,480
1028640,480,943968,2812800,480
1028640,480,950016,2836992,480
1312896,480,950016,2812800,480
2214048,720,950256,2818848,720
2903760,480,950016,2825136,480
2903520,480,943968,2818848,480
2903520,480,950016,2824896,480
2897472,480,950256,2812800,333120
2897712,720,950016,2819088,1028880
2909568,480,950016,2830944,1028640
2897472,480,943968,2812800,1028640
2909568,480,950016,2824896,1034688
2897472,720,950256,2818848,1028880
2897712,480,950016,2819088,1028640
2897472,480,943968,2818848,1028640
2909568,480,950016,1911088,1028640
2897472,480,950256,1784640,1028640
2909808,720,950016,1796736,1034928
2897472,480,950016,1790928,1022592
2903520,480,950016,1790688,1034688
2897472,480,943968,1790688,1028640
2903520,480,950256,1790688,1028880
2897712,720,950016,1790928,1028640
2909568,480,950016,1796736,1028640
2897472,480,943968,1366768,1028640
2909568,480,950016,847200,1034688
2897712,720,950256,841432,1022832
2909568,480,950016,841392,698288
2897472,480,943968,847200,480
3024480,480,992352,877440,480
1877088,480,913728,804864,480
1875600,720,950256,847200,720
1881408,480,950016,619344,480
1875360,480,950016,480,480
1869312,480,943968,480,480
1869312,480,950256,480,720
1875600,720,950016,720,480
1869312,480,950016,480,480
1869312,480,943968,480,480
1881408,480,950016,480,480
1863504,720,950256,480,720
1881408,480,950016,720,480
1869312,480,950016,480,480
1516888,480,943968,480,6528
847200,480,950256,480,720
841392,720,950016,720,480
841152,480,950016,480,480
847200,480,950016,480,480
841152,480,943968,480,480
853248,720,64528,480,720
841392,480,480,720,480
841152,480,480,480,480
847200,480,480,480,480
841152,480,720,480,480
841392,720,480,720,720
847200,480,480,480,480
841152,480,480,480,480
847200,480,480,480,480
841152,720,720,480,720
841392,480,480,720,480
847200,480,480,480,480
201792,480,480,480,6528
480,480,720,480,480
720,720,480,480,720
480,480,480,720,480
480,480,480,480,480
1887456,480,480,480,480
6266208,480,720,480,720
8274384,720,480,720,480
8207616,480,480,480,480
9308352,480,480,480,480
11340480,480,480,480,480
12398880,720,720,480,720
15036048,480,480,720,480
9241824,4542528,480,480,480
10711488,5147328,760,480,480
13348416,1175520,720,480,6528
13390992,720,480,480,720
13366560,480,480,720,480
13396800,480,480,480,480
13366560,480,480,480,480
13396800,480,720,480,720
13360752,720,480,720,480
13384704,480,480,480,480
13366560,480,480,480,480
13396800,480,480,480,480
13360752,720,720,480,720
13384704,480,480,720,480
13290184,480,6528,480,480
8805248,480,480,6528,480
6169440,480,720,480,720
6181776,720,480,720,480
6229920,480,480,480,480
6121056,480,480,480,480
5037864,480,6528,480,480
3091008,720,720,480,720
3085200,480,480,720,480
3091008,480,480,480,480
3084960,480,480,480,480
946736,480,6768,480,480
720,720,480,480,720
480,480,480,720,623424
480,480,480,480,950016
480,480,480,480,950016
480,480,720,480,1089360
720,720,480,720,1899552
480,480,480,480,1899552
480,480,480,480,1893504
480,480,480,480,1893504
720,720,720,480,1899792
550848,480,480,720,1899552
841152,480,480,544800,1899552
847200,480,480,841152,1893504
841152,480,720,847200,1899792
841392,720,480,841392,1893504
847200,480,480,841152,1899552
841152,480,480,847200,2316864
847200,480,480,841152,4984032
847200,720,720,841152,4609984
847440,480,480,847440,4046592
841152,480,480,841152,4028448
1258464,480,480,847200,4040544
3931680,480,720,841152,4028448
3931920,720,480,847440,4040784
3925632,480,480,841152,4028448
3937728,480,480,841152,4046592
3931680,480,480,847200,1620784
3937728,480,720,841152,950256
2476640,720,480,841392,950016
841152,480,480,847200,950016
956064,480,480,841152,950016
1681824,480,480,847200,950016
1688112,720,720,841152,950256
1687872,480,480,841392,950016
1681824,480,480,847200,943968
1699968,480,480,643856,950016
1681824,480,520848,480,950256
1688112,720,847200,720,950016
1808832,480,841152,480,943968
2716032,480,841152,480,950016
2709984,480,847200,480,950016
2722320,720,841392,480,950256
2716032,480,847200,720,950016
2716032,480,841152,480,950016
2709984,480,841152,480,943968
2716032,480,847440,480,950256
2831184,720,841152,720,950016
3750240,480,847200,480,950016
3732096,480,841152,480,943968
3762336,480,841152,480,956064
3738144,720,847440,480,944208
3744432,480,841152,720,950016
3738144,480,841152,480,950016
3750240,480,847200,480,950016
3738144,480,841392,91200,943968
3750480,720,847200,950256,950256
3744192,480,841152,950016,950016
3744192,480,841152,950016,950016
3744192,480,847200,950016,950016
3744192,720,841392,950016,950256
3738384,480,841152,944208,943968
3762336,480,847200,950016,257824
3617872,480,841152,950016,6528
2722080,480,847200,950016,480
2716272,720,841392,943968,720
2824896,480,877440,992592,480
2601120,480,810912,907680,480
2716032,480,841152,950016,480
2709984,480,841392,943968,480
2728368,720,847200,950016,720
2709984,480,841152,950256,480
2716032,480,847200,950016,480
2722080,480,841152,249136,480
2543968,480,841392,6528,720
1875600,720,847200,720,480
1869312,480,841152,480,480
1881408,480,841152,480,480
1869312,480,847200,480,480
1753000,720,793008,480,720
889536,480,278688,720,480
841152,480,351264,480,480
847200,480,369408,480,480
841152,480,363600,480,720
847440,720,369408,720,480
841152,480,357312,480,480
841152,480,363360,480,480
847200,480,363360,480,480
841152,720,375696,480,720
841392,480,369408,720,480
395328,480,363360,480,480
30720,480,363360,480,480
480,480,363360,480,480
720,720,369648,480,720
480,480,369408,720,480
480,480,363360,480,480
480,480,369408,480,480
480,480,363600,480,720
720,720,363360,720,480
480,480,363360,480,480
568992,480,363360,480,480
4119168,480,369408,480,480
6078720,480,369648,480,720
7185744,720,369408,720,480
7620960,480,369408,480,480
10263936,480,375456,480,480
10306272,480,369408,480,480
13457280,480,369408,480,480
15840432,720,363600,480,720
11104608,7403232,375456,720,480
10306272,8243904,369408,480,480
10263936,8207616,369408,480,480
9727392,8249952,369408,480,6528
6157344,8207616,369648,480,720
6175728,8232048,369408,720,480
6169440,8225760,369408,480,480
6175488,8231808,369408,480,480
6169440,8219712,26400,480,480
6181536,8243904,720,480,720
6163632,8213904,480,480,480
6181536,8249952,480,720,480
6163392,8213664,480,480,480
6181536,8243904,480,480,480
5240296,5017040,6528,6528,480
3085200,3091248,720,480,720
3084960,3084960,480,720,480
3248256,3248256,480,480,480
1535552,2927712,480,480,6528
480,2691240,480,6528,480
480,480,720,480,720
720,720,480,91440,480
480,480,480,950016,480
568992,480,480,950016,480
950016,480,480,950016,480
950016,720,720,950016,720
944208,480,480,944208,480
950016,480,480,950016,480
950016,480,480,950016,480
2782560,480,480,950016,480
4034496,480,720,950016,720
4034736,720,480,950256,480
4028448,480,480,1197984,480
4040544,480,480,4040544,480
4034496,480,480,4034496,480
4040544,480,720,4034496,480
4040784,720,480,4040544,720
4661568,480,60960,4034736,60960
5062656,480,480,1718800,480
5068704,480,480,950016,480
5062656,480,720,950016,480
5068944,720,480,950256,720
5050560,480,480,943968,480
5086848,480,480,571280,480
5050560,480,480,480,480
2375312,720,12816,480,720
1028880,480,480,720,480
2782560,480,480,480,480
4113120,480,480,480,480
4119168,480,720,480,480
5268528,720,480,480,720
6187584,480,480,720,480
5438320,480,480,6528,1706016
3097056,480,480,480,3097056
3084960,480,720,480,3079152
3085200,720,480,720,3091008
3084960,480,480,480,3091008
3097056,480,480,480,3091008
3078912,480,480,480,3078912
3097296,720,720,480,3091248
3078912,480,480,720,3084960
3097056,480,480,480,2400976
3550656,480,480,480,480
4094976,480,720,480,720
3768624,720,480,480,480
3931680,480,480,720,480
3931680,480,480,480,480
3931680,480,480,480,480
3967968,480,720,480,720
4881456,720,480,720,480
4875168,480,480,480,480
4881216,480,480,480,480
4875168,480,720,480,480
4881456,720,480,480,720
4881216,480,480,720,480
4881216,480,480,480,480
3693088,480,480,6528,480
2824896,480,720,480,720
2819088,720,480,720,480
2824896,480,480,480,480
2812800,480,480,480,480
2830944,480,480,480,480
2819088,720,720,480,720
2818848,480,480,720,480
2818848,480,480,480,480
2215776,480,480,480,6528
1784640,480,720,480,720
1796976,720,480,720,480
1790688,480,480,480,480
1790688,480,480,480,480
1796736,480,480,480,480
1790688,720,720,480,720
1784880,480,480,720,480
1796736,480,480,480,480
1790688,480,480,480,480
1796736,480,720,480,480
1784880,720,480,720,720
1802784,480,480,480,480
1784640,480,480,480,480
1155088,480,480,6528,480
847200,720,720,480,720
841392,480,480,720,480
841152,480,480,480,480
847200,480,480,480,480
841152,480,480,480,480
841152,720,720,480,720
847440,480,480,720,480
841152,480,480,480,480
841152,480,480,480,480
847200,480,720,480,480
841392,720,480,720,720
847200,480,480,480,480
841152,480,480,480,480
841152,480,480,480,480
847200,720,720,480,720
841392,480,480,720,480
841152,480,480,480,480
847200,480,480,480,480
841152,480,720,480,480
847440,720,480,480,720
841152,480,480,720,480
20352,480,6528,480,480
480,480,480,480,480
480,480,720,480,720
720,720,480,720,480
480,480,480,480,480
1972128,480,480,480,480
6175488,480,480,480,480
6502320,720,720,480,720
13644768,480,480,720,480
17164704,480,480,480,480
13838304,4687680,480,480,480
13366560,5141280,720,480,720
13390992,5153616,480,720,480
13378656,5141280,480,480,480
13378656,5147328,480,480,480
13372608,5141280,480,480,480
13390752,5153896,720,480,720
13366800,5141280,480,720,480
13390752,5153376,480,480,480
13366560,5141280,480,480,480
13372608,5141280,720,480,480
13372848,5141520,480,480,720
13396800,1699368,480,720,6528
13342368,480,480,480,480
10577312,480,480,6528,480
8541984,480,720,480,6768
7209936,720,480,720,480
4895560,480,480,6528,480
1799504,480,480,6528,480
480,480,480,480,480
480,720,720,454080,720
720,480,480,841392,480
480,480,480,847200,480
480,480,480,841152,480
480,480,720,943968,720
480,720,480,1724160,480
720,480,480,1784880,480
480,480,480,1790688,480
480,480,480,1796736,480
480,480,480,1790688,480
480,720,720,1796736,720
720,480,480,1784880,480
480,480,480,1790688,480
480,480,480,1796736,480
502464,480,720,1790688,480
950256,720,480,1790928,720
950016,480,480,1796736,480
943968,480,480,1784640,480
950016,480,480,1796736,480
950016,720,720,1785328,720
956304,480,480,950256,480
943968,480,480,943968,480
2552736,480,480,950016,480
4034496,480,480,950016,480
4034736,720,720,950016,720
4040544,480,480,950256,480
4028448,480,480,943968,480
4034496,480,480,950016,480
4040544,480,720,950016,720
4034736,720,480,950256,480
4040544,480,480,950016,480
4028448,480,480,943968,480
4469952,480,480,950016,480
4881456,720,720,950016,720
4881216,480,480,950256,480
4881216,480,480,950016,480
4875168,480,480,950016,760
4875168,480,720,943968,720
4881456,720,480,950256,480
4291840,480,480,956064,480
1790688,480,480,950016,472224
1790688,480,480,943968,950016
1790688,720,720,950016,950256
1790928,480,480,950256,943968
1651024,480,480,950016,956064
841152,480,480,950016,950016
841152,480,720,943968,950016
847440,720,480,950256,950256
841152,480,480,950016,950016
847200,480,480,1415712,943968
841152,480,480,1899552,950016
847200,720,720,1893504,950256
841392,480,480,1893744,950016
841152,480,480,1899552,950016
847200,480,480,1899552,943968
841152,480,720,1893504,950016
841392,720,480,1893744,950256
853248,480,480,988032,950016
1857216,480,480,950016,950016
1875360,480,480,950016,943968
1869312,720,720,950016,950256
1869552,480,480,944208,950016
1875360,480,480,950016,950016
1869312,480,480,950016,943968
1869312,480,720,950016,950016
1881648,720,480,943968,950256
1584496,480,480,950256,956064
1851168,480,480,950016,950016
1972128,480,480,998400,998400
1772544,480,720,901632,901632
1869552,720,480,950256,944208
2770464,480,480,943968,950016
2818848,480,480,950016,950016
2824896,480,480,950016,950016
2818848,720,720,950016,950256
2825136,480,480,950256,201272
2818848,480,480,943968,480
2824896,480,480,950016,480
2824896,480,720,950016,480
2819088,720,480,840832,720
2818848,480,480,480,480
2824896,480,480,480,480
2818848,480,480,480,480
2867232,720,720,480,720
2776752,480,480,720,480
2818288,480,480,480,480
1802784,480,6528,480,480
1790688,480,480,480,480
1784880,720,720,480,720
1796736,480,480,720,480
1790688,480,480,480,480
1790688,480,480,480,480
1569200,480,720,6528,720
841392,720,480,720,480
847200,480,480,480,480
841152,480,480,480,480
841152,480,480,480,480
847440,720,720,480,720
841152,480,480,720,480
841152,480,480,480,480
847200,480,480,480,480
163216,480,6768,480,720
720,720,480,720,480
480,480,480,200064,480
480,480,480,3091008,480
480,480,2310816,3091008,480
480,720,4119408,3248256,2861424
720,480,4276416,6181776,5153376
480,480,7203648,6157344,5147328
480,480,7221792,6193632,5153376
480,480,7185744,6157344,5135232
720,720,7221792,6193632,5159664
480,480,7185504,6157584,5129184
480,480,7215744,6181536,5159424
480,480,7203648,6181536,5141280
480,480,7203888,6169440,5147568
6768,720,7191552,6169680,195744
480,480,7209696,6175488,480
480,480,7197600,6169440,480
480,480,7215984,6181536,480
720,720,7197600,6175488,720
480,480,7215744,6181776,480
480,6528,7185504,4910336,480
480,480,7572576,3248256,480
480,480,6834720,2927712,480
6768,720,4860032,3091008,720
480,480,3084960,3079152,480
480,480,3084960,3091008,480
480,6528,3084960,849448,480
480,480,3103344,480,480
720,720,3072864,720,720
6528,480,2908968,480,480
480,480,480,480,480
79604,980,980,980,980
2057080,720,720,480,720
2099376,480,480,720,480
3006336,480,480,480,480
3012384,480,480,480,480
2994240,480,720,480,480
3012624,720,480,480,720
3006336,480,480,720,480
3012384,480,480,480,480
3000288,480,480,480,480
3006336,480,720,480,720
3006576,720,480,720,480
3012384,480,480,480,24672
3006336,480,480,480,1028640
3012384,480,720,480,1034688
3000528,720,480,480,1028880
3006336,480,480,720,1028640
3006336,480,480,480,1028640
3012384,480,480,480,1028640
3006336,480,720,480,1028880
2316152,720,480,6768,1040736
2050752,480,480,480,1022592
2062848,480,480,480,1034688
2050752,480,480,480,1028640
2063088,720,720,480,2081232
2056800,480,480,720,3084960
2062848,480,480,480,3084960
2056800,480,480,480,3084960
2062848,480,24912,480,3103344
2050992,720,3072864,720,3072864
2062848,480,3091008,480,3097056
2056800,480,3084960,480,3078912
2062848,480,3091008,480,3091008
2050752,720,3085200,480,3085200
2147760,480,3218016,720,3218016
1972128,480,2951904,480,2951904
2062848,480,3097056,480,3097056
2056800,480,3085200,480,3502272
2069136,720,3091008,720,2879008
2050752,480,3078912,480,2377344
2012824,480,3115200,6528,2890864
480,480,3060768,480,1851168
480,480,3085200,480,1881648
720,720,3133344,720,1893504
6528,480,3020160,480,1851168
480,480,480,480,1869312
480,480,480,480,1869312
480,720,720,480,1869552
