,1_port1,1_port2,2_port1,2_port2,3_port1,3_port2,3_port3,4_port1,4_port2,4_port3,5_port4,5_port1,5_port2,5_port3,6_port1,6_port4,6_port2,6_port3,7_port1,7_port2,7_port3,8_port1,8_port2,8_port3,9_port1,9_port4,9_port2,9_port3,10_port1,10_port4,10_port2,10_port3,Host_4,Host_5,Host_3,Host_1,Host_8,Host_6,Host_7,Host_2
0,7109.333333333333,7109.333333333333,6949.333333333333,6949.333333333333,7109.333333333333,7189.333333333333,7109.333333333333,7109.333333333333,7109.333333333333,7109.333333333333,7349.333333333333,7109.333333333333,7109.333333333333,7349.333333333333,7109.333333333333,7402.666666666667,7109.333333333333,7589.333333333333,7109.333333333333,7109.333333333333,7109.333333333333,7109.333333333333,7109.333333333333,7109.333333333333,7109.333333333333,7589.333333333333,7109.333333333333,7402.666666666667,7109.333333333333,7589.333333333333,7109.333333333333,7349.333333333333,4148928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,506.6666666666667,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,160.0,160.0,160.0,320.0,320.0,320.0,320.0,320.0,6168960.0,4032.0,0.0,0.0,0.0,0.0,0.0,0.0
2,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,346.6666666666667,506.6666666666667,346.6666666666667,506.6666666666667,320.0,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,346.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,346.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,6172992.0,520128.0,0.0,0.0,0.0,0.0,0.0,0.0
3,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,445.3333333333333,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,445.3333333333333,445.3333333333333,605.3333333333334,605.3333333333334,7205184.0,612864.0,0.0,0.0,0.0,0.0,0.0,0.0
4,320.0,320.0,320.0,4419392.0,320.0,320.0,320.0,4431488.0,320.0,320.0,320.0,320.0,320.0,320.0,160.0,160.0,4439552.0,320.0,320.0,320.0,320.0,320.0,320.0,4407296.0,320.0,320.0,320.0,320.0,320.0,4399232.0,320.0,160.0,6197184.0,528192.0,124992.0,0.0,0.0,0.0,0.0,0.0
5,160.0,320.0,52736.0,6495872.0,320.0,320.0,320.0,6495872.0,320.0,52736.0,320.0,320.0,320.0,320.0,320.0,48704.0,6495712.0,160.0,320.0,320.0,320.0,52736.0,320.0,6499904.0,320.0,320.0,52736.0,320.0,320.0,6495872.0,320.0,320.0,6233472.0,532224.0,5189184.0,0.0,0.0,0.0,0.0,0.0
6,506.6666666666667,160.0,552704.0,6507968.0,320.0,320.0,320.0,6503936.0,320.0,552704.0,320.0,320.0,320.0,320.0,506.6666666666667,556736.0,6508154.666666667,320.0,320.0,320.0,320.0,556576.0,320.0,6503936.0,320.0,320.0,556736.0,320.0,320.0,6503936.0,160.0,320.0,7176960.0,612864.0,11962944.0,209664.0,0.0,0.0,0.0,0.0
7,320.0,506.6666666666667,552704.0,6443456.0,320.0,506.6666666666667,320.0,6443482.666666667,506.6666666666667,548858.6666666666,506.6666666666667,160.0,506.6666666666667,320.0,320.0,548858.6666666666,6439424.0,506.6666666666667,320.0,320.0,320.0,548672.0,160.0,6443456.0,506.6666666666667,506.6666666666667,548858.6666666666,506.6666666666667,320.0,6447488.0,506.6666666666667,506.6666666666667,6189120.0,528192.0,10289664.0,0.0,0.0,0.0,0.0,0.0
8,605.3333333333334,605.3333333333334,549144.0,6621336.0,792.0,605.3333333333334,792.0,6629213.333333333,445.3333333333333,552989.3333333334,605.3333333333334,792.0,605.3333333333334,792.0,605.3333333333334,552989.3333333334,6633245.333333333,605.3333333333334,792.0,632.0,632.0,553176.0,792.0,6625368.0,605.3333333333334,605.3333333333334,552989.3333333334,605.3333333333334,792.0,6621336.0,605.3333333333334,605.3333333333334,6185088.0,842688.0,737856.0,633024.0,0.0,0.0,0.0,0.0
9,320.0,320.0,556736.0,7274048.0,160.0,320.0,320.0,7265984.0,6391040.0,552544.0,320.0,320.0,320.0,6374912.0,320.0,552704.0,13672832.0,320.0,160.0,320.0,320.0,552704.0,320.0,7261952.0,320.0,320.0,552704.0,320.0,320.0,7265984.0,320.0,320.0,7237440.0,991872.0,866880.0,741888.0,1757952.0,0.0,0.0,0.0
