,1_port1,1_port2,2_port1,2_port2,3_port1,3_port2,3_port3,4_port1,4_port2,4_port3,5_port4,5_port1,5_port2,5_port3,6_port1,6_port4,6_port2,6_port3,7_port1,7_port2,7_port3,8_port1,8_port2,8_port3,9_port4,9_port1,9_port2,9_port3,10_port4,10_port1,10_port2,10_port3,Host_6,Host_4,Host_3,Host_5,Host_8,Host_7,Host_1,Host_2
0,7144.0,6984.0,7269.333333333333,6984.0,7269.333333333333,7144.0,6984.0,7144.0,7144.0,6984.0,7464.0,6984.0,6984.0,7464.0,7144.0,7464.0,7144.0,7464.0,6984.0,6984.0,6984.0,6984.0,7144.0,6984.0,7464.0,6984.0,6984.0,7322.666666666667,7277.333333333333,6984.0,6984.0,7464.0,100800.0,366912.0,0.0,0.0,0.0,0.0,0.0,0.0
1,605.3333333333334,605.3333333333334,320.0,605.3333333333334,320.0,605.3333333333334,605.3333333333334,445.3333333333333,445.3333333333333,605.3333333333334,320.0,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,445.3333333333333,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,320.0,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,633024.0,737856.0,0.0,0.0,0.0,0.0,0.0,0.0
2,346.6666666666667,320.0,506.6666666666667,506.6666666666667,506.6666666666667,346.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,160.0,320.0,346.6666666666667,320.0,506.6666666666667,506.6666666666667,320.0,506.6666666666667,320.0,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,320.0,320.0,506.6666666666667,320.0,633024.0,737856.0,0.0,0.0,0.0,0.0,0.0,0.0
3,605.3333333333334,792.0,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,792.0,792.0,605.3333333333334,792.0,445.3333333333333,605.3333333333334,792.0,605.3333333333334,792.0,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,632.0,632.0,605.3333333333334,792.0,737856.0,862848.0,693504.0,0.0,0.0,0.0,0.0,0.0
4,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,160.0,320.0,160.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,160.0,160.0,633024.0,737856.0,241920.0,0.0,0.0,0.0,0.0,0.0
5,320.0,320.0,169664.0,320.0,320.0,320.0,320.0,320.0,609152.0,320.0,320.0,320.0,320.0,609152.0,320.0,320.0,447872.0,320.0,320.0,320.0,320.0,169664.0,320.0,320.0,160.0,160.0,169504.0,320.0,320.0,320.0,320.0,320.0,633024.0,737856.0,737856.0,0.0,0.0,0.0,0.0,0.0
6,320.0,320.0,649312.0,320.0,160.0,320.0,160.0,320.0,1415552.0,320.0,506.6666666666667,320.0,320.0,1407488.0,320.0,320.0,758336.0,320.0,320.0,320.0,320.0,649472.0,320.0,320.0,320.0,320.0,649472.0,160.0,320.0,320.0,320.0,320.0,741888.0,4032.0,862848.0,1717632.0,0.0,0.0,0.0,0.0
7,320.0,320.0,653504.0,160.0,320.0,320.0,506.6666666666667,320.0,1407488.0,506.6666666666667,160.0,346.6666666666667,320.0,1415738.6666666667,320.0,320.0,762554.6666666666,320.0,506.6666666666667,506.6666666666667,320.0,653690.6666666666,320.0,320.0,506.6666666666667,506.6666666666667,653504.0,320.0,320.0,320.0,506.6666666666667,320.0,633024.0,0.0,737856.0,2060352.0,0.0,0.0,0.0,0.0
8,792.0,632.0,698328.0,792.0,792.0,792.0,605.3333333333334,792.0,1516824.0,445.3333333333333,605.3333333333334,605.3333333333334,632.0,1512445.3333333333,792.0,887832.0,815069.3333333334,792.0,605.3333333333334,605.3333333333334,792.0,698141.3333333334,506.6666666666667,792.0,605.3333333333334,320.0,698328.0,792.0,792.0,792.0,605.3333333333334,605.3333333333334,633024.0,737856.0,741888.0,1711813.3333333333,0.0,0.0,0.0,0.0
9,320.0,320.0,649472.0,320.0,320.0,320.0,320.0,320.0,1746176.0,320.0,320.0,320.0,320.0,1746176.0,320.0,2117120.0,1097024.0,320.0,320.0,160.0,160.0,653504.0,605.3333333333334,160.0,320.0,605.3333333333334,653504.0,320.0,320.0,320.0,320.0,506.6666666666667,637056.0,741888.0,741888.0,0.0,0.0,0.0,0.0,0.0
