,port1,1_port2,port1,2_port2,port1,3_port2,3_port3,port1,4_port2,4_port3,port4,5_port1,5_port2,5_port3,port1,6_port4,6_port2,6_port3,port1,7_port2,7_port3,port1,8_port2,8_port3,port1,9_port4,9_port2,9_port3,port1,10_port4,10_port2,10_port3,Host_7,Host_4,Host_1,Host_5,Host_2,Host_8,Host_6,Host_3
0,6984.0,6984.0,6984.0,6984.0,7144.0,6984.0,7144.0,6984.0,6984.0,7144.0,7464.0,7144.0,6984.0,7464.0,6984.0,7224.0,6984.0,7037.333333333333,7144.0,6984.0,6984.0,6984.0,6984.0,6984.0,6984.0,7464.0,6984.0,7464.0,6984.0,7464.0,6984.0,7464.0,467712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,445.3333333333333,605.3333333333334,445.3333333333333,605.3333333333334,605.3333333333334,445.3333333333333,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,445.3333333333333,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,947520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,320.0,506.6666666666667,506.6666666666667,506.6666666666667,320.0,506.6666666666667,320.0,320.0,320.0,320.0,506.6666666666667,160.0,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,320.0,320.0,506.6666666666667,506.6666666666667,506.6666666666667,320.0,506.6666666666667,320.0,320.0,320.0,506.6666666666667,506.6666666666667,346.6666666666667,506.6666666666667,506.6666666666667,320.0,947520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,792.0,605.3333333333334,605.3333333333334,605.3333333333334,792.0,605.3333333333334,792.0,792.0,792.0,792.0,605.3333333333334,792.0,320.0,605.3333333333334,605.3333333333334,605.3333333333334,792.0,792.0,605.3333333333334,605.3333333333334,605.3333333333334,632.0,605.3333333333334,506.6666666666667,506.6666666666667,792.0,605.3333333333334,605.3333333333334,605.3333333333334,445.3333333333333,320.0,632.0,1116864.0,5507712.0,0.0,0.0,0.0,0.0,0.0,0.0
4,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,160.0,320.0,445.3333333333333,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,160.0,445.3333333333333,605.3333333333334,320.0,320.0,320.0,320.0,320.0,605.3333333333334,320.0,947520.0,8233344.0,0.0,0.0,0.0,0.0,0.0,0.0
5,320.0,320.0,520448.0,320.0,320.0,320.0,320.0,320.0,516416.0,320.0,320.0,320.0,320.0,516256.0,320.0,320.0,320.0,320.0,320.0,160.0,320.0,520448.0,320.0,320.0,320.0,160.0,320.0,320.0,320.0,320.0,520448.0,320.0,955584.0,8181733.333333333,0.0,4032.0,0.0,0.0,0.0,0.0
6,160.0,320.0,972032.0,320.0,320.0,160.0,320.0,160.0,976064.0,320.0,320.0,320.0,320.0,976064.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,976064.0,320.0,320.0,320.0,320.0,320.0,160.0,320.0,320.0,976064.0,320.0,737856.0,4032.0,0.0,733824.0,0.0,0.0,0.0,0.0
7,320.0,346.6666666666667,980096.0,320.0,320.0,506.6666666666667,320.0,320.0,976064.0,320.0,506.6666666666667,320.0,506.6666666666667,976250.6666666666,346.6666666666667,160.0,320.0,320.0,506.6666666666667,506.6666666666667,506.6666666666667,976064.0,320.0,320.0,320.0,320.0,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,976250.6666666666,320.0,951552.0,0.0,0.0,633024.0,0.0,0.0,0.0,0.0
8,506.6666666666667,605.3333333333334,1089432.0,792.0,792.0,320.0,792.0,792.0,7266456.0,792.0,605.3333333333334,605.3333333333334,320.0,7250141.333333333,605.3333333333334,792.0,6189752.0,632.0,605.3333333333334,320.0,160.0,1089146.6666666667,792.0,506.6666666666667,506.6666666666667,792.0,605.3333333333334,605.3333333333334,320.0,605.3333333333334,1088800.0,792.0,733824.0,0.0,0.0,633024.0,0.0,0.0,0.0,0.0
9,605.3333333333334,320.0,976064.0,320.0,320.0,605.3333333333334,320.0,320.0,9467296.0,320.0,320.0,506.6666666666667,605.3333333333334,9463424.0,320.0,320.0,8487680.0,320.0,320.0,605.3333333333334,605.3333333333334,980381.3333333334,320.0,605.3333333333334,445.3333333333333,320.0,160.0,320.0,605.3333333333334,320.0,980381.3333333334,320.0,951552.0,0.0,0.0,633024.0,0.0,0.0,0.0,0.0
