,port1,1_port2,port1,2_port2,port1,3_port2,3_port3,port1,4_port2,4_port3,port4,5_port1,5_port2,5_port3,port1,6_port4,6_port2,6_port3,port1,7_port2,7_port3,port1,8_port2,8_port3,port4,9_port1,9_port2,9_port3,port4,10_port1,10_port2,10_port3,Host_3,Host_5,Host_8,Host_1,Host_7,Host_2,Host_4,Host_6
0,6984.0,6984.0,6984.0,6984.0,7144.0,6984.0,6984.0,6984.0,6984.0,6984.0,7277.333333333333,7144.0,7144.0,7464.0,6984.0,7464.0,6984.0,7224.0,7144.0,7144.0,6984.0,6984.0,6984.0,6984.0,7037.333333333333,6984.0,6984.0,7464.0,7224.0,6984.0,6984.0,7224.0,1362816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,445.3333333333333,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,445.3333333333333,445.3333333333333,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,2072448.0,2757888.0,0.0,0.0,0.0,0.0,0.0,0.0
2,320.0,320.0,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,506.6666666666667,320.0,320.0,320.0,506.6666666666667,346.6666666666667,160.0,320.0,506.6666666666667,506.6666666666667,506.6666666666667,320.0,320.0,320.0,506.6666666666667,506.6666666666667,320.0,506.6666666666667,506.6666666666667,506.6666666666667,320.0,506.6666666666667,346.6666666666667,160.0,320.0,506.6666666666667,2050501.3333333333,8289792.0,0.0,0.0,0.0,0.0,0.0,0.0
3,792.0,792.0,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,792.0,792.0,792.0,605.3333333333334,605.3333333333334,792.0,792.0,605.3333333333334,605.3333333333334,605.3333333333334,792.0,792.0,792.0,605.3333333333334,445.3333333333333,506.6666666666667,605.3333333333334,605.3333333333334,320.0,506.6666666666667,605.3333333333334,605.3333333333334,506.6666666666667,632.0,445.3333333333333,4032.0,8225280.0,0.0,0.0,0.0,0.0,0.0,0.0
4,320.0,320.0,320.0,1395392.0,320.0,320.0,320.0,1399424.0,320.0,320.0,160.0,320.0,320.0,160.0,320.0,160.0,1403456.0,320.0,320.0,320.0,320.0,320.0,605.3333333333334,1391360.0,320.0,605.3333333333334,605.3333333333334,320.0,1387328.0,605.3333333333334,320.0,320.0,0.0,10942848.0,0.0,2802240.0,0.0,0.0,0.0,0.0
5,320.0,320.0,320.0,2173568.0,320.0,160.0,160.0,2173408.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,2173568.0,160.0,320.0,320.0,320.0,320.0,320.0,5451584.0,320.0,320.0,3290432.0,320.0,2173568.0,320.0,320.0,3270272.0,0.0,8225280.0,0.0,8225280.0,0.0,0.0,0.0,0.0
6,320.0,320.0,4538.666666666667,1921797.3333333333,506.6666666666667,320.0,320.0,1917765.3333333333,160.0,4192.0,320.0,320.0,320.0,320.0,320.0,320.0,1913733.3333333333,4352.0,320.0,320.0,320.0,4352.0,320.0,10602693.333333334,160.0,320.0,8681216.0,320.0,1929861.3333333333,320.0,4352.0,8673152.0,0.0,2661552.0,0.0,9676800.0,4032.0,2588544.0,0.0,0.0
7,320.0,320.0,320.0,506.6666666666667,320.0,506.6666666666667,320.0,320.0,320.0,320.0,506.6666666666667,506.6666666666667,320.0,320.0,506.6666666666667,506.6666666666667,506.6666666666667,320.0,320.0,320.0,506.6666666666667,320.0,320.0,8713658.666666666,506.6666666666667,346.6666666666667,8709280.0,346.6666666666667,506.6666666666667,320.0,320.0,8709440.0,0.0,0.0,0.0,6547968.0,0.0,11467008.0,0.0,0.0
8,632.0,632.0,605.3333333333334,3750205.3333333335,605.3333333333334,605.3333333333334,792.0,3766680.0,792.0,792.0,605.3333333333334,605.3333333333334,3782808.0,792.0,605.3333333333334,605.3333333333334,605.3333333333334,792.0,792.0,792.0,605.3333333333334,792.0,3738456.0,10548317.333333334,3726173.3333333335,605.3333333333334,10552536.0,605.3333333333334,605.3333333333334,792.0,792.0,10552536.0,0.0,0.0,0.0,8209152.0,0.0,14361984.0,6846336.0,0.0
9,320.0,320.0,320.0,8499776.0,320.0,320.0,320.0,8499776.0,320.0,320.0,320.0,320.0,8495744.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,160.0,320.0,8495584.0,8499616.0,8495744.0,320.0,8499776.0,320.0,320.0,320.0,320.0,8499776.0,0.0,0.0,0.0,3992112.0,0.0,5588352.0,9660672.0,4032.0
10,320.0,320.0,160.0,11177024.0,320.0,320.0,320.0,11201216.0,320.0,320.0,320.0,320.0,11221376.0,320.0,160.0,320.0,160.0,320.0,320.0,320.0,320.0,320.0,10749632.0,1415984.0,8370752.0,320.0,1399856.0,2367104.0,320.0,320.0,4352.0,1428080.0,0.0,4032.0,0.0,0.0,0.0,8249472.0,8257536.0,0.0
11,320.0,320.0,320.0,20950592.0,160.0,320.0,320.0,20946560.0,320.0,320.0,320.0,320.0,20946400.0,320.0,320.0,320.0,320.0,320.0,160.0,160.0,320.0,320.0,18853952.0,320.0,6854720.0,320.0,320.0,11999552.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0,0.0,0.0,9596160.0,9600192.0,0.0
12,320.0,8471552.0,320.0,27571136.0,8483648.0,320.0,320.0,27571136.0,320.0,320.0,320.0,8495584.0,19293600.0,320.0,320.0,320.0,8282048.0,320.0,320.0,8455424.0,320.0,320.0,19503104.0,8241728.0,10991552.0,320.0,320.0,16926656.0,320.0,320.0,320.0,8225600.0,0.0,0.0,0.0,0.0,0.0,8668800.0,6705648.0,0.0
13,4352.0,2633648.0,320.0,28252544.0,2621552.0,4352.0,320.0,28256576.0,320.0,320.0,320.0,2609456.0,19502944.0,4352.0,320.0,320.0,8782016.0,320.0,4352.0,2649776.0,320.0,320.0,19208768.0,8777984.0,7028528.0,4352.0,320.0,14846144.0,160.0,160.0,320.0,8777984.0,0.0,0.0,0.0,0.0,12096.0,8225280.0,7178.666666666667,0.0
14,320.0,8572352.0,4352.0,16984949.333333332,8584448.0,320.0,320.0,16960757.333333332,4352.0,320.0,4352.0,8600576.0,7969397.333333333,320.0,320.0,320.0,8943296.0,320.0,320.0,8560256.0,320.0,4352.0,10666805.333333334,8943296.0,10548032.0,320.0,4352.0,8687093.333333334,320.0,320.0,320.0,8947328.0,0.0,0.0,0.0,1374912.0,0.0,15886080.0,0.0,0.0
15,320.0,8705408.0,506.6666666666667,21333632.0,8709440.0,320.0,320.0,21349760.0,320.0,320.0,320.0,8705408.0,12656768.0,320.0,320.0,320.0,8717504.0,320.0,320.0,8701376.0,320.0,160.0,320.0,17281472.0,8713472.0,506.6666666666667,320.0,320.0,10007744.0,320.0,160.0,7253728.0,0.0,0.0,0.0,2060352.0,0.0,14366016.0,0.0,0.0
16,320.0,8777984.0,320.0,21781802.666666668,8774138.666666666,506.6666666666667,320.0,21769520.0,320.0,320.0,160.0,8773952.0,15354176.0,160.0,320.0,346.6666666666667,6403568.0,320.0,320.0,8782016.0,320.0,320.0,320.0,19205008.0,8774138.666666666,320.0,320.0,320.0,12499706.666666666,320.0,320.0,6705968.0,0.0,0.0,4032.0,612864.0,0.0,10294448.0,0.0,0.0
17,320.0,8745728.0,12416.0,15312970.666666666,8749760.0,160.0,160.0,15313157.333333334,320.0,12416.0,506.6666666666667,8749946.666666666,15305792.0,320.0,506.6666666666667,12416.0,3653.3333333333335,160.0,320.0,8749760.0,506.6666666666667,12416.0,320.0,18280709.33333333,8749760.0,320.0,320.0,506.6666666666667,18269312.0,320.0,12416.0,15562.666666666666,3648960.0,0.0,0.0,939456.0,0.0,0.0,0.0,0.0
18,605.3333333333334,8871005.333333334,605.3333333333334,15519773.333333334,8871005.333333334,605.3333333333334,605.3333333333334,15515581.333333334,445.3333333333333,605.3333333333334,1552925.3333333333,8871005.333333334,15523805.333333334,792.0,605.3333333333334,605.3333333333334,605.3333333333334,605.3333333333334,792.0,8866973.333333334,605.3333333333334,792.0,605.3333333333334,15511709.333333334,8866973.333333334,605.3333333333334,605.3333333333334,605.3333333333334,15519773.333333334,605.3333333333334,792.0,792.0,7156800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
