10452.0,11192.0,11392.0,10812.0,10812.0
500.0,0.0,0.0,500.0,500.0
0.0,0.0,0.0,0.0,0.0
0.0,280.0,280.0,280.0,0.0
280.0,500.0,500.0,0.0,280.0
500.0,0.0,0.0,500.0,500.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1953504.0,0.0
0.0,0.0,280.0,3544128.0,0.0
0.0,280.0,749952.0,6181336.0,0.0
280.0,500.0,5135252.0,6168960.0,0.0
500.0,0.0,5152896.0,6780308.0,780.0
0.0,0.0,5140800.0,10275552.0,0.0
0.0,0.0,5146848.0,10287648.0,0.0
0.0,0.0,7118496.0,10293696.0,0.0
0.0,0.0,8237376.0,10299744.0,0.0
0.0,0.0,8225280.0,10281600.0,0.0
0.0,0.0,8237376.0,10305792.0,0.0
0.0,0.0,8219232.0,10287648.0,0.0
0.0,0.0,8243424.0,10293696.0,0.0
0.0,0.0,8231328.0,10299744.0,0.0
0.0,0.0,8231328.0,10281600.0,0.0
6048.0,0.0,6443368.0,10305792.0,0.0
6048.0,0.0,3084480.0,8299584.0,0.0
0.0,0.0,3084760.0,7209496.0,0.0
0.0,0.0,3090528.0,7197120.0,0.0
280.0,780.0,3084980.0,7197120.0,0.0
6548.0,0.0,3090528.0,5684500.0,500.0
0.0,0.0,3084480.0,4112640.0,0.0
6048.0,0.0,3084480.0,3489096.0,0.0
0.0,0.0,3090528.0,0.0,280.0
