,1_port4,1_port1,1_port2,1_port3,2_port1,2_port2,3_port1,3_port2,4_port1,4_port2,5_port4,5_port1,5_port2,5_port3
1583,841152.0,480.0,1470144.0,4040544.0,480.0,480.0,4875168.0,1470144.0,720.0,720.0,480.0,4881216.0,480.0,1482480.0
1584,847200.0,480.0,2395488.0,4040544.0,480.0,480.0,4887264.0,2389440.0,480.0,480.0,480.0,4887504.0,720.0,2377344.0
1585,841152.0,480.0,3677664.0,1299960.0,480.0,720.0,2134344.0,3671616.0,480.0,480.0,1155888.0,2122248.0,480.0,2516448.0
1586,841392.0,720.0,5601168.0,950016.0,720.0,480.0,1796736.0,5594880.0,480.0,480.0,3091008.0,1790688.0,480.0,2504352.0
1587,853248.0,480.0,5344232.0,943968.0,480.0,480.0,1796976.0,5356568.0,480.0,720.0,3084960.0,1796736.0,480.0,2259752.0
1588,841152.0,480.0,4953792.0,950016.0,480.0,480.0,1784640.0,4953792.0,720.0,480.0,3091008.0,1796736.0,720.0,1875600.0
1589,847200.0,480.0,6514176.0,950016.0,480.0,720.0,1796736.0,6496032.0,480.0,480.0,3091248.0,1790928.0,480.0,3399456.0
1590,853248.0,720.0,9012928.0,288344.0,480.0,480.0,1140872.0,9024784.0,480.0,480.0,2958640.0,1140872.0,480.0,6066624.0
1591,829296.0,480.0,5909376.0,480.0,720.0,480.0,835344.0,5897280.0,480.0,480.0,480.0,829056.0,480.0,5903328.0
1592,847200.0,480.0,5988000.0,480.0,480.0,480.0,841152.0,5994288.0,720.0,720.0,480.0,841152.0,480.0,5988000.0
1593,841152.0,480.0,5981952.0,480.0,480.0,480.0,841152.0,5988000.0,480.0,480.0,480.0,847440.0,720.0,5994288.0
1594,841152.0,480.0,5988000.0,720.0,480.0,720.0,847200.0,5988000.0,480.0,480.0,720.0,841152.0,480.0,5981952.0
1595,853488.0,720.0,6030576.0,480.0,480.0,480.0,847200.0,6030336.0,480.0,480.0,480.0,847200.0,480.0,6030336.0
1596,847200.0,480.0,3494584.0,480.0,720.0,480.0,853488.0,3500872.0,480.0,480.0,480.0,853248.0,480.0,3518776.0
1597,847200.0,480.0,841152.0,480.0,480.0,480.0,841152.0,841152.0,720.0,720.0,480.0,841152.0,480.0,841392.0
1598,841152.0,480.0,841152.0,480.0,480.0,480.0,841152.0,847200.0,480.0,480.0,720.0,847440.0,720.0,847200.0
1599,841152.0,480.0,847440.0,720.0,480.0,720.0,847200.0,841152.0,480.0,480.0,480.0,841152.0,480.0,841152.0
1600,847440.0,720.0,841152.0,480.0,720.0,480.0,841152.0,847200.0,480.0,480.0,480.0,841152.0,480.0,841152.0
1601,841152.0,480.0,841152.0,480.0,480.0,480.0,841392.0,841392.0,480.0,720.0,480.0,847200.0,480.0,847200.0
1602,847200.0,480.0,847200.0,480.0,480.0,480.0,847200.0,841152.0,720.0,480.0,480.0,841152.0,720.0,841392.0
1603,841152.0,480.0,841152.0,480.0,480.0,720.0,841152.0,847200.0,480.0,480.0,720.0,847440.0,480.0,847200.0
1604,841152.0,720.0,847440.0,720.0,480.0,480.0,847200.0,841152.0,480.0,480.0,480.0,841152.0,480.0,841152.0
1605,847440.0,480.0,841152.0,480.0,720.0,480.0,841392.0,847440.0,480.0,480.0,480.0,841152.0,480.0,841152.0
1606,841152.0,480.0,841152.0,480.0,480.0,480.0,841152.0,841152.0,720.0,720.0,480.0,847200.0,480.0,847200.0
1607,841152.0,480.0,539960.0,6528.0,480.0,480.0,853248.0,539960.0,480.0,480.0,720.0,847440.0,720.0,540200.0
1608,847200.0,480.0,720.0,720.0,480.0,720.0,841152.0,480.0,480.0,480.0,480.0,847200.0,480.0,480.0
1609,841392.0,720.0,480.0,480.0,720.0,480.0,847200.0,480.0,480.0,480.0,480.0,841152.0,480.0,480.0
1610,847200.0,480.0,480.0,480.0,480.0,480.0,841392.0,720.0,480.0,720.0,480.0,841152.0,480.0,480.0
1611,841152.0,480.0,480.0,480.0,480.0,480.0,841152.0,480.0,720.0,480.0,480.0,847200.0,720.0,720.0
1612,841152.0,480.0,480.0,480.0,480.0,720.0,847200.0,480.0,480.0,480.0,720.0,841392.0,480.0,480.0
1613,659152.0,720.0,6768.0,720.0,480.0,480.0,653104.0,6528.0,480.0,480.0,480.0,653104.0,480.0,6528.0
1614,720.0,480.0,480.0,480.0,720.0,480.0,720.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0
1615,480.0,480.0,480.0,480.0,480.0,480.0,480.0,720.0,720.0,720.0,480.0,480.0,480.0,480.0
1616,480.0,480.0,3048672.0,480.0,480.0,480.0,480.0,3042624.0,480.0,480.0,480.0,720.0,720.0,3030768.0
1617,480.0,480.0,3091008.0,720.0,480.0,720.0,480.0,3091008.0,480.0,480.0,720.0,480.0,480.0,3091008.0
1618,720.0,720.0,3085200.0,480.0,480.0,480.0,480.0,3078912.0,480.0,480.0,480.0,480.0,480.0,3084960.0
1619,480.0,480.0,5074752.0,480.0,720.0,480.0,720.0,5068944.0,480.0,480.0,1972128.0,480.0,480.0,3091008.0
1620,480.0,480.0,7209696.0,480.0,480.0,480.0,480.0,7209696.0,720.0,720.0,4119168.0,480.0,720.0,3091248.0
1621,480.0,480.0,8679360.0,480.0,480.0,720.0,480.0,8679360.0,480.0,480.0,4113360.0,720.0,480.0,4548576.0
1622,480.0,720.0,12266064.0,720.0,480.0,480.0,480.0,12253728.0,480.0,480.0,6060576.0,480.0,480.0,6181536.0
1623,720.0,480.0,14406816.0,480.0,720.0,480.0,480.0,14400768.0,480.0,480.0,8237856.0,480.0,480.0,6175488.0
1624,14640.0,480.0,17388480.0,480.0,480.0,480.0,14880.0,17376624.0,480.0,480.0,8231808.0,14640.0,480.0,9132960.0
1625,6528.0,3606856.0,11933184.0,480.0,6528.0,3600808.0,480.0,11957376.0,6768.0,3588952.0,8225760.0,480.0,6768.0,7326616.0
1626,12576.0,2632048.0,8409096.0,6528.0,6528.0,2638336.0,12576.0,8421192.0,6528.0,2650192.0,6339712.0,12816.0,6528.0,4756104.0
1627,480.0,720.0,2064296.0,6768.0,480.0,480.0,6528.0,2076152.0,480.0,480.0,2088248.0,6528.0,480.0,480.0
1628,720.0,480.0,480.0,480.0,720.0,480.0,720.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0
1629,480.0,480.0,480.0,480.0,480.0,480.0,480.0,720.0,720.0,720.0,480.0,480.0,480.0,480.0
1630,480.0,480.0,480.0,1421760.0,480.0,480.0,1433856.0,480.0,480.0,480.0,480.0,1440144.0,720.0,720.0
1631,480.0,480.0,480.0,3091248.0,480.0,720.0,3084960.0,480.0,480.0,480.0,720.0,3084960.0,480.0,480.0
1632,720.0,720.0,720.0,3084960.0,720.0,480.0,3091008.0,480.0,480.0,480.0,480.0,3091008.0,480.0,480.0
1633,435936.0,480.0,6528.0,638888.0,480.0,480.0,1062488.0,6768.0,480.0,480.0,480.0,1062248.0,480.0,6528.0
1634,950016.0,480.0,480.0,480.0,480.0,480.0,950016.0,480.0,720.0,720.0,480.0,943968.0,480.0,720.0
1635,943968.0,480.0,480.0,480.0,480.0,480.0,950016.0,480.0,480.0,480.0,720.0,950256.0,720.0,480.0
1636,950016.0,480.0,720.0,720.0,480.0,720.0,950016.0,480.0,480.0,480.0,480.0,950016.0,480.0,480.0
1637,950256.0,720.0,290784.0,480.0,720.0,480.0,944208.0,290784.0,480.0,480.0,480.0,950016.0,480.0,290784.0
1638,950016.0,480.0,635520.0,480.0,480.0,480.0,950016.0,629712.0,480.0,720.0,480.0,950016.0,480.0,629472.0
1639,950016.0,480.0,629472.0,480.0,480.0,480.0,950016.0,635520.0,720.0,480.0,480.0,943968.0,720.0,635760.0
1640,950016.0,480.0,635520.0,480.0,480.0,720.0,950016.0,629472.0,480.0,480.0,720.0,950256.0,480.0,629472.0
1641,943968.0,720.0,1059120.0,720.0,480.0,480.0,950016.0,1064928.0,480.0,480.0,480.0,950016.0,480.0,1058880.0
1642,950256.0,480.0,1585056.0,480.0,720.0,480.0,950256.0,1585296.0,480.0,480.0,480.0,950016.0,480.0,1579008.0
1643,950016.0,480.0,1579008.0,480.0,480.0,480.0,943968.0,1572960.0,720.0,720.0,480.0,950016.0,480.0,1585296.0
1644,950016.0,480.0,1585056.0,480.0,480.0,480.0,950016.0,1585056.0,480.0,480.0,480.0,950256.0,720.0,1579008.0
1645,943968.0,480.0,1572960.0,720.0,480.0,720.0,950016.0,1579008.0,480.0,480.0,720.0,943968.0,480.0,1579008.0
1646,950256.0,720.0,2534832.0,480.0,480.0,480.0,950016.0,2528544.0,480.0,480.0,480.0,950016.0,480.0,2522496.0
1647,950016.0,480.0,2607168.0,480.0,720.0,480.0,950256.0,2607408.0,480.0,480.0,480.0,950016.0,480.0,2613216.0
1648,1210080.0,480.0,2613216.0,480.0,480.0,480.0,1204032.0,2613216.0,720.0,720.0,480.0,1216128.0,480.0,2607408.0
1649,1585056.0,480.0,2613216.0,480.0,480.0,480.0,1585056.0,2607168.0,480.0,480.0,720.0,1579248.0,720.0,2613216.0
1650,1579008.0,480.0,2601360.0,720.0,480.0,720.0,1585056.0,2613216.0,480.0,480.0,480.0,1579008.0,480.0,2619264.0
1651,1579248.0,720.0,2613216.0,480.0,720.0,480.0,1579008.0,2607168.0,480.0,480.0,480.0,1579008.0,480.0,2601120.0
1652,1585056.0,480.0,2613216.0,2800704.0,480.0,480.0,4391568.0,2613456.0,480.0,720.0,480.0,4397376.0,480.0,2613216.0
1653,1579008.0,480.0,2613216.0,3084960.0,480.0,480.0,4663488.0,2619264.0,720.0,480.0,480.0,4675584.0,720.0,2607408.0
1654,3435744.0,480.0,1661000.0,3091008.0,480.0,720.0,6532320.0,1654952.0,480.0,480.0,720.0,6532560.0,480.0,1673096.0
1655,3635328.0,720.0,3236400.0,3091248.0,480.0,480.0,6719808.0,3224064.0,480.0,480.0,480.0,6731904.0,480.0,3211968.0
1656,3647664.0,480.0,5685600.0,3084960.0,720.0,480.0,6732144.0,5697696.0,480.0,480.0,480.0,6713760.0,480.0,5697696.0
1657,3629280.0,480.0,5703744.0,3084960.0,480.0,480.0,6725856.0,5697936.0,720.0,720.0,480.0,6725856.0,480.0,5685600.0
1658,3641376.0,480.0,5697696.0,2349392.0,480.0,480.0,5978192.0,5703744.0,480.0,480.0,6528.0,5972384.0,720.0,5703984.0
1659,3689760.0,480.0,5788416.0,720.0,480.0,720.0,3689760.0,5776320.0,480.0,480.0,720.0,3689760.0,480.0,5776320.0
1660,3593232.0,720.0,5607216.0,480.0,480.0,480.0,3580896.0,5613024.0,480.0,480.0,480.0,3586944.0,480.0,5619072.0
1661,3635328.0,480.0,5697696.0,480.0,720.0,480.0,3647664.0,5697936.0,480.0,480.0,480.0,3641376.0,480.0,5703744.0
1662,3635328.0,480.0,5703744.0,480.0,480.0,480.0,3635328.0,5697696.0,720.0,720.0,480.0,3635328.0,480.0,5691888.0
1663,3641376.0,480.0,3318280.0,12576.0,480.0,480.0,3653472.0,3336424.0,480.0,480.0,720.0,3653712.0,720.0,3348520.0
1664,3641376.0,480.0,635760.0,720.0,480.0,720.0,3635328.0,629472.0,480.0,480.0,480.0,3641376.0,480.0,629472.0
1665,3635568.0,720.0,629472.0,480.0,720.0,480.0,3641376.0,635520.0,480.0,480.0,480.0,3641376.0,480.0,635520.0
1666,3641376.0,480.0,635520.0,480.0,480.0,480.0,3635568.0,635760.0,480.0,720.0,480.0,3635328.0,480.0,629472.0
1667,3635328.0,480.0,629472.0,480.0,480.0,480.0,3641376.0,629472.0,720.0,480.0,480.0,3635328.0,720.0,635760.0
1668,1077672.0,480.0,647616.0,480.0,480.0,720.0,1065576.0,647616.0,480.0,480.0,6768.0,1065816.0,480.0,635520.0
1669,635520.0,720.0,629712.0,720.0,480.0,480.0,635520.0,629472.0,480.0,480.0,480.0,629472.0,480.0,635520.0
1670,629712.0,480.0,635520.0,480.0,720.0,480.0,629712.0,635520.0,480.0,480.0,480.0,635520.0,480.0,629472.0
1671,635520.0,480.0,629472.0,480.0,480.0,480.0,635520.0,629712.0,720.0,720.0,480.0,629472.0,480.0,635520.0
1672,629472.0,480.0,635520.0,480.0,480.0,480.0,629472.0,635520.0,480.0,480.0,480.0,635760.0,720.0,629712.0
1673,635520.0,480.0,629472.0,720.0,480.0,720.0,635520.0,629472.0,480.0,480.0,720.0,629472.0,480.0,635520.0
1674,629712.0,720.0,635760.0,480.0,480.0,480.0,629472.0,635520.0,480.0,480.0,480.0,635520.0,480.0,629472.0
1675,635520.0,480.0,629472.0,480.0,720.0,480.0,635760.0,629712.0,480.0,480.0,480.0,629472.0,480.0,635520.0
1676,629472.0,480.0,635520.0,480.0,480.0,480.0,635520.0,635520.0,720.0,720.0,480.0,635520.0,480.0,635760.0
1677,635520.0,480.0,635520.0,480.0,480.0,480.0,629472.0,629472.0,480.0,480.0,720.0,629712.0,720.0,629472.0
1678,629472.0,480.0,629712.0,720.0,480.0,720.0,635520.0,635520.0,480.0,480.0,480.0,635520.0,480.0,635520.0
1679,635760.0,720.0,635520.0,480.0,720.0,480.0,629472.0,629472.0,480.0,480.0,480.0,629472.0,480.0,629472.0
1680,629472.0,480.0,629472.0,480.0,480.0,480.0,635760.0,635760.0,480.0,720.0,480.0,635520.0,480.0,635520.0
1681,635520.0,480.0,635520.0,480.0,480.0,480.0,629472.0,629472.0,720.0,480.0,480.0,629472.0,720.0,629712.0
1682,629472.0,480.0,629472.0,480.0,480.0,480.0,635520.0,635520.0,480.0,480.0,720.0,635760.0,480.0,635520.0
1683,635520.0,720.0,635760.0,720.0,480.0,720.0,629472.0,635520.0,480.0,480.0,480.0,635520.0,480.0,629472.0
1684,629712.0,480.0,629472.0,480.0,720.0,480.0,635760.0,629472.0,480.0,480.0,480.0,629472.0,480.0,635520.0
1685,635520.0,480.0,635520.0,480.0,480.0,480.0,629472.0,635760.0,720.0,720.0,480.0,635520.0,480.0,629472.0
1686,635520.0,480.0,629472.0,480.0,480.0,480.0,635520.0,629472.0,480.0,480.0,480.0,629472.0,720.0,635760.0
1687,629472.0,480.0,635520.0,720.0,480.0,720.0,629472.0,635520.0,480.0,480.0,720.0,635760.0,480.0,629472.0
1688,635760.0,720.0,629712.0,480.0,480.0,480.0,635520.0,629472.0,480.0,480.0,480.0,629472.0,480.0,635520.0
1689,629472.0,480.0,388760.0,6528.0,720.0,480.0,635760.0,389000.0,480.0,480.0,480.0,641568.0,480.0,388760.0
1690,635520.0,480.0,480.0,480.0,480.0,480.0,635520.0,480.0,720.0,720.0,480.0,629472.0,480.0,720.0
1691,629472.0,480.0,480.0,480.0,480.0,480.0,635520.0,480.0,480.0,480.0,720.0,635760.0,720.0,480.0
1692,635520.0,480.0,720.0,720.0,480.0,720.0,629472.0,480.0,480.0,480.0,480.0,629472.0,480.0,480.0
1693,641808.0,720.0,480.0,480.0,720.0,480.0,641808.0,480.0,480.0,480.0,480.0,641568.0,480.0,480.0
1694,84592.0,480.0,6528.0,480.0,480.0,480.0,84592.0,6768.0,480.0,720.0,480.0,84592.0,480.0,6528.0
1695,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,720.0,480.0,480.0,480.0,720.0,720.0
1696,480.0,480.0,139584.0,480.0,480.0,720.0,480.0,133536.0,480.0,480.0,720.0,720.0,480.0,127488.0
1697,480.0,720.0,2057040.0,720.0,480.0,480.0,480.0,2056800.0,480.0,480.0,480.0,480.0,480.0,2056800.0
1698,720.0,480.0,2056800.0,480.0,720.0,480.0,720.0,2062848.0,480.0,480.0,480.0,480.0,480.0,2062848.0
1699,480.0,480.0,2062848.0,480.0,480.0,480.0,480.0,2057040.0,720.0,720.0,480.0,480.0,480.0,2056800.0
1700,480.0,480.0,2377344.0,480.0,480.0,480.0,480.0,2359200.0,480.0,480.0,480.0,720.0,720.0,2347344.0
1701,480.0,480.0,7209696.0,720.0,480.0,720.0,480.0,7215744.0,480.0,480.0,720.0,480.0,480.0,7209696.0
1702,720.0,720.0,7197840.0,480.0,480.0,480.0,480.0,7197600.0,480.0,480.0,480.0,480.0,480.0,7203648.0
1703,480.0,480.0,7735872.0,480.0,720.0,480.0,720.0,7711920.0,480.0,480.0,490368.0,480.0,480.0,7203648.0
1704,480.0,480.0,16475232.0,480.0,480.0,480.0,480.0,16481280.0,720.0,720.0,9259968.0,480.0,480.0,7209936.0
1705,480.0,8237856.0,8231808.0,480.0,480.0,8213664.0,480.0,8249952.0,480.0,8189472.0,9242064.0,720.0,720.0,7203648.0
1706,480.0,9259968.0,7203888.0,720.0,480.0,9260208.0,480.0,7203648.0,480.0,9259968.0,9266016.0,480.0,480.0,7209696.0
1707,720.0,9260208.0,7209696.0,480.0,720.0,9266016.0,480.0,7209696.0,480.0,9266016.0,9259968.0,480.0,480.0,7197600.0
1708,480.0,3567160.0,7185504.0,6528.0,6528.0,3585304.0,720.0,7191792.0,6528.0,3609736.0,3633688.0,480.0,6528.0,7197600.0
1709,480.0,480.0,7209696.0,480.0,480.0,480.0,480.0,7203648.0,720.0,480.0,480.0,480.0,720.0,7203888.0
1710,6528.0,480.0,4664656.0,6528.0,480.0,720.0,12576.0,4682800.0,480.0,480.0,720.0,12816.0,480.0,4700944.0
1711,480.0,720.0,720.0,720.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0
1712,720.0,480.0,480.0,480.0,720.0,480.0,720.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0
1713,480.0,480.0,194016.0,480.0,480.0,480.0,480.0,188208.0,720.0,720.0,175872.0,480.0,480.0,480.0
1714,480.0,480.0,4119168.0,480.0,480.0,480.0,480.0,4119168.0,480.0,480.0,4119168.0,720.0,720.0,720.0
1715,6528.0,480.0,3922952.0,720.0,480.0,720.0,6528.0,3929000.0,480.0,480.0,3941336.0,6528.0,480.0,480.0
1716,720.0,720.0,720.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0
1717,480.0,480.0,1119360.0,480.0,720.0,480.0,720.0,1113552.0,480.0,480.0,1107264.0,480.0,480.0,480.0
1718,480.0,480.0,2062848.0,480.0,480.0,480.0,480.0,2062848.0,720.0,720.0,2062848.0,480.0,480.0,720.0
1719,480.0,480.0,2056800.0,480.0,480.0,480.0,480.0,2056800.0,480.0,480.0,2057040.0,720.0,720.0,480.0
1720,73056.0,480.0,2057040.0,720.0,480.0,720.0,79104.0,2056800.0,480.0,480.0,2056800.0,79104.0,480.0,480.0
1721,2057040.0,720.0,2056800.0,480.0,720.0,480.0,2056800.0,2056800.0,480.0,480.0,2062848.0,2062848.0,480.0,480.0
1722,2062848.0,480.0,2062848.0,480.0,480.0,480.0,2057040.0,2063088.0,480.0,720.0,2056800.0,2056800.0,480.0,480.0
1723,2510400.0,480.0,936840.0,480.0,480.0,480.0,2516448.0,942888.0,720.0,480.0,948936.0,2522496.0,720.0,720.0
1724,2897472.0,480.0,480.0,480.0,480.0,720.0,2903520.0,480.0,480.0,480.0,720.0,2897712.0,480.0,480.0
1725,2903520.0,720.0,720.0,720.0,480.0,480.0,2897472.0,480.0,480.0,480.0,480.0,2897472.0,480.0,480.0
1726,2903760.0,480.0,480.0,480.0,720.0,480.0,2897712.0,480.0,480.0,480.0,480.0,2903520.0,480.0,480.0
1727,3284544.0,480.0,480.0,480.0,480.0,480.0,3296640.0,720.0,720.0,720.0,480.0,3296640.0,480.0,480.0
1728,3641376.0,480.0,480.0,333120.0,480.0,480.0,3967968.0,480.0,480.0,480.0,480.0,3968208.0,720.0,720.0
1729,3635328.0,480.0,480.0,629712.0,480.0,720.0,4264320.0,480.0,480.0,480.0,720.0,4276416.0,480.0,480.0
1730,3647664.0,720.0,720.0,647616.0,480.0,480.0,4294560.0,480.0,480.0,480.0,480.0,4282464.0,480.0,480.0
1731,3635328.0,480.0,480.0,1258464.0,720.0,480.0,4905648.0,720.0,480.0,480.0,480.0,4911456.0,480.0,480.0
1732,3635328.0,480.0,480.0,1270560.0,480.0,480.0,4899360.0,480.0,720.0,720.0,480.0,4887264.0,480.0,480.0
1733,3647424.0,480.0,480.0,1264512.0,480.0,480.0,4905408.0,480.0,480.0,480.0,720.0,4905648.0,720.0,720.0
1734,3556144.0,480.0,6768.0,1264752.0,480.0,720.0,4814128.0,6528.0,480.0,480.0,6528.0,4820176.0,480.0,480.0
1735,1579248.0,720.0,480.0,1264512.0,720.0,480.0,2855136.0,480.0,480.0,480.0,480.0,2843040.0,480.0,480.0
1736,1585056.0,480.0,480.0,1264512.0,480.0,480.0,2837232.0,720.0,480.0,480.0,480.0,2843040.0,480.0,480.0
1737,1597152.0,480.0,480.0,1282656.0,480.0,480.0,2885376.0,480.0,720.0,720.0,480.0,2891664.0,720.0,720.0
1738,821928.0,480.0,6528.0,1246368.0,480.0,720.0,2061768.0,6528.0,480.0,480.0,720.0,2055720.0,480.0,6528.0
1739,732288.0,720.0,720.0,1264752.0,480.0,480.0,2008416.0,480.0,480.0,480.0,480.0,2002368.0,480.0,480.0
1740,744624.0,480.0,480.0,1264512.0,720.0,480.0,1996560.0,480.0,480.0,480.0,480.0,2008416.0,480.0,480.0
1741,732288.0,480.0,480.0,1270560.0,480.0,480.0,2008416.0,720.0,720.0,720.0,480.0,1996320.0,480.0,480.0
1742,738336.0,480.0,480.0,1258464.0,480.0,480.0,2002368.0,480.0,480.0,480.0,480.0,2008656.0,720.0,720.0
1743,738336.0,480.0,480.0,1270800.0,480.0,720.0,2002368.0,480.0,480.0,480.0,720.0,1996320.0,480.0,480.0
1744,738576.0,720.0,720.0,1258464.0,480.0,480.0,2002368.0,480.0,480.0,480.0,480.0,2008416.0,480.0,480.0
1745,738336.0,480.0,480.0,1270560.0,720.0,480.0,2002608.0,720.0,480.0,480.0,480.0,1996320.0,480.0,480.0
1746,738336.0,480.0,480.0,1258464.0,480.0,480.0,2002368.0,480.0,720.0,720.0,480.0,2008416.0,480.0,720.0
1747,738336.0,480.0,480.0,1269480.0,480.0,480.0,1995240.0,480.0,480.0,480.0,720.0,1995480.0,720.0,480.0
1748,738336.0,480.0,6768.0,641808.0,480.0,720.0,1385472.0,6528.0,480.0,480.0,480.0,1379424.0,480.0,6528.0
1749,738576.0,720.0,480.0,629472.0,720.0,480.0,1361280.0,480.0,480.0,480.0,480.0,1373376.0,480.0,480.0
1750,738336.0,480.0,480.0,635520.0,480.0,480.0,1373616.0,720.0,480.0,720.0,480.0,1367328.0,480.0,480.0
1751,738336.0,480.0,480.0,629472.0,480.0,480.0,1367328.0,480.0,720.0,480.0,480.0,1373376.0,720.0,720.0
1752,738336.0,480.0,480.0,635520.0,480.0,720.0,1373376.0,480.0,480.0,480.0,720.0,1367568.0,480.0,480.0
1753,738336.0,720.0,720.0,629712.0,480.0,480.0,1367328.0,480.0,480.0,480.0,480.0,1367328.0,480.0,480.0
1754,738576.0,480.0,480.0,635520.0,720.0,480.0,1373616.0,480.0,480.0,480.0,480.0,1367328.0,480.0,480.0
1755,738336.0,480.0,480.0,629472.0,480.0,480.0,1367328.0,720.0,720.0,720.0,480.0,1373376.0,480.0,480.0
1756,738336.0,480.0,480.0,635520.0,480.0,480.0,1373376.0,480.0,480.0,480.0,480.0,1367568.0,720.0,720.0
1757,738336.0,480.0,6528.0,13504.0,480.0,720.0,751120.0,6528.0,480.0,480.0,720.0,751120.0,480.0,6528.0
1758,738576.0,720.0,720.0,480.0,480.0,480.0,738336.0,480.0,480.0,480.0,480.0,738336.0,480.0,480.0
1759,738336.0,480.0,480.0,480.0,720.0,480.0,738576.0,720.0,480.0,480.0,480.0,738336.0,480.0,480.0
1760,738336.0,480.0,480.0,480.0,480.0,480.0,738336.0,480.0,720.0,720.0,480.0,738336.0,480.0,720.0
1761,738336.0,480.0,480.0,480.0,480.0,480.0,738336.0,480.0,480.0,480.0,720.0,738576.0,720.0,480.0
1762,732288.0,480.0,720.0,720.0,480.0,720.0,738336.0,480.0,480.0,480.0,480.0,738336.0,480.0,480.0
1763,744624.0,720.0,480.0,480.0,720.0,480.0,738336.0,480.0,480.0,480.0,480.0,738336.0,480.0,480.0
1764,732288.0,480.0,480.0,480.0,480.0,480.0,738576.0,720.0,480.0,720.0,480.0,738336.0,480.0,480.0
1765,738336.0,480.0,480.0,480.0,480.0,480.0,738336.0,480.0,720.0,480.0,480.0,738336.0,720.0,720.0
1766,738336.0,480.0,480.0,480.0,480.0,720.0,738336.0,480.0,480.0,480.0,720.0,738576.0,480.0,480.0
1767,738336.0,720.0,720.0,720.0,480.0,480.0,738336.0,480.0,480.0,480.0,480.0,738336.0,480.0,480.0
1768,738576.0,480.0,480.0,480.0,720.0,480.0,738576.0,480.0,480.0,480.0,480.0,738336.0,480.0,480.0
1769,738336.0,480.0,480.0,480.0,480.0,480.0,738336.0,720.0,720.0,720.0,480.0,738336.0,480.0,480.0
1770,738336.0,480.0,480.0,480.0,480.0,480.0,732288.0,480.0,480.0,480.0,480.0,738576.0,720.0,720.0
1771,738336.0,480.0,480.0,720.0,480.0,720.0,738336.0,480.0,480.0,480.0,720.0,738336.0,480.0,480.0
1772,80552.0,720.0,6768.0,480.0,480.0,480.0,80312.0,6528.0,480.0,480.0,480.0,74264.0,480.0,6528.0
1773,480.0,480.0,480.0,480.0,720.0,480.0,720.0,720.0,480.0,480.0,480.0,480.0,480.0,480.0
1774,480.0,480.0,333120.0,480.0,480.0,480.0,480.0,327072.0,720.0,720.0,480.0,480.0,480.0,321264.0
1775,480.0,480.0,2056800.0,480.0,480.0,480.0,480.0,2056800.0,480.0,480.0,720.0,720.0,720.0,2056800.0
1776,480.0,480.0,2087280.0,720.0,480.0,720.0,480.0,2087040.0,480.0,480.0,480.0,480.0,480.0,2087040.0
1777,720.0,720.0,2026560.0,480.0,720.0,480.0,480.0,2026560.0,480.0,480.0,480.0,480.0,480.0,2032608.0
1778,480.0,480.0,2861184.0,480.0,480.0,480.0,720.0,2849328.0,480.0,720.0,480.0,480.0,480.0,2824896.0
1779,480.0,480.0,7203648.0,480.0,480.0,480.0,480.0,7203648.0,720.0,480.0,480.0,480.0,720.0,7203888.0
1780,480.0,480.0,7197600.0,480.0,480.0,720.0,480.0,7203648.0,480.0,480.0,720.0,720.0,480.0,7209696.0
1781,480.0,720.0,8607024.0,720.0,480.0,480.0,480.0,8576544.0,480.0,480.0,1349184.0,480.0,480.0,7203648.0
1782,720.0,480.0,16469184.0,480.0,720.0,480.0,720.0,16469184.0,480.0,480.0,9266016.0,480.0,480.0,7209696.0
1783,480.0,8171328.0,8298336.0,480.0,480.0,8153184.0,480.0,8322768.0,720.0,8129232.0,9235776.0,480.0,480.0,7203648.0
1784,480.0,9259968.0,7203648.0,480.0,480.0,9259968.0,480.0,7203648.0,480.0,9259968.0,9266016.0,720.0,720.0,7203888.0
1785,480.0,9259968.0,7203648.0,720.0,480.0,9254160.0,480.0,7197600.0,480.0,9253920.0,9254160.0,480.0,480.0,7197600.0
1786,720.0,2708584.0,7197840.0,6528.0,6528.0,2732536.0,480.0,7203648.0,6528.0,2756728.0,2780920.0,480.0,6528.0,7203648.0
1787,480.0,480.0,7197600.0,480.0,720.0,480.0,720.0,7203888.0,480.0,480.0,480.0,480.0,480.0,7203648.0
1788,6528.0,480.0,3999376.0,6528.0,480.0,480.0,12576.0,4011472.0,720.0,720.0,480.0,12576.0,480.0,4029856.0
1789,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,720.0,720.0,720.0,480.0
1790,480.0,480.0,720.0,720.0,480.0,720.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0
1791,418032.0,720.0,480.0,480.0,720.0,480.0,423840.0,480.0,480.0,480.0,480.0,429888.0,480.0,480.0
1792,3084960.0,480.0,480.0,480.0,480.0,480.0,3091248.0,720.0,480.0,720.0,480.0,3091008.0,480.0,480.0
