,1_port1,1_port2,1_port3,1_port4,1_port5,2_port1,2_port2,3_port1,3_port2,4_port1,4_port2,5_port1,5_port2,5_port3,5_port4,5_port5
2009,480.0,3012384.0,1028640.0,480.0,1028640.0,480,480,2063088,3012384,720,720,2056800,480,943968,480,2056800
2010,480.0,3006336.0,1028640.0,480.0,1028640.0,480,720,2056800,3006336,480,480,2056800,720,950256,480,2057040
2011,480.0,3006336.0,1028880.0,480.0,2178000.0,480,480,3211968,3012384,480,480,3212208,480,950016,720,2062848
2012,720.0,3006576.0,1028640.0,720.0,4113120.0,480,480,5141280,3000288,480,480,5141280,480,950016,480,2056800
2013,480.0,3006336.0,1028640.0,480.0,4113120.0,720,480,5141520,3006576,480,480,5153376,480,950016,480,2056800
2014,480.0,3151488.0,1083072.0,480.0,4312704.0,480,720,5389248,3145440,720,720,5389248,480,992592,480,2159856
2015,480.0,2867232.0,980256.0,480.0,3925632.0,480,480,4911456,2873280,480,480,4905408,720,901632,480,1960032
2016,480.0,3018432.0,1028880.0,480.0,3517584.0,480,480,4533408,3018432,480,480,4527600,480,956064,720,2062848
2017,720.0,3357360.0,1028640.0,720.0,480.0,720,480,1034688,3357120,480,480,1028640,480,950016,345216,2062848
2018,480.0,3949824.0,1028640.0,480.0,480.0,480,480,1028880,3944016,720,480,1028640,480,950016,950016,2050752
2019,480.0,3962608.0,1040736.0,480.0,6528.0,480,720,1040736,3968656,480,720,1046784,480,926752,956064,2081232
2020,480.0,2976096.0,1016544.0,480.0,480.0,480,480,1022592,2976096,480,480,1016784,720,480,944208,2038656
2021,480.0,2215496.0,1040976.0,480.0,720.0,480,480,1034688,2221304,480,480,1040736,480,480,943968,1277816
2022,720.0,1766496.0,1028640.0,720.0,480.0,720,480,1028640,1760688,480,480,1022592,480,480,1766496,480
2023,480.0,1899552.0,1028640.0,480.0,480.0,480,720,1028880,1905600,720,720,1034688,480,480,1899552,480
2024,480.0,1899552.0,1028640.0,480.0,480.0,480,480,1028640,1893504,480,480,1028640,720,720,1893504,720
2025,480.0,1893504.0,1028880.0,480.0,480.0,480,480,1034688,1899552,480,480,1028880,480,480,1899792,480
2026,720.0,1899792.0,1028640.0,720.0,720.0,480,480,1022592,1893504,480,480,1028640,480,480,1893504,480
2027,480.0,1899552.0,1034688.0,480.0,480.0,720,480,1034928,1899792,480,480,1028640,480,480,1899552,480
2028,480.0,1899552.0,108784.0,480.0,480.0,480,720,108784,1899552,720,720,108784,480,720,1899552,480
2029,480.0,1899552.0,480.0,720192.0,480.0,480,480,726240,1899552,480,480,732528,720,480,1899552,720
2030,480.0,1893744.0,720.0,2056800.0,720.0,480,480,2056800,1893504,480,480,2056800,480,480,1893744,480
2031,720.0,1899552.0,480.0,2063088.0,480.0,720,480,2062848,1899552,480,480,2056800,480,480,1899552,480
2032,480.0,1893504.0,480.0,2056800.0,480.0,480,480,2057040,1899792,720,720,2056800,480,480,1899552,480
2033,480.0,1899552.0,480.0,2056800.0,480.0,480,720,2056800,1893504,480,480,2062848,480,720,1899552,720
2034,480.0,1888144.0,720.0,2062848.0,480.0,480,480,2062848,1894192,480,480,2063088,720,480,1894432,480
2035,720.0,950256.0,480.0,2057040.0,6768.0,480,480,2062848,950016,480,480,2062848,480,480,943968,480
2036,480.0,943968.0,480.0,2056800.0,480.0,720,480,2057040,944208,480,480,2050752,480,480,950016,480
2037,480.0,1826976.0,480.0,2062848.0,480.0,480,720,2056800,1820928,720,720,2062848,480,480,1820928,480
2038,480.0,3713952.0,480.0,2056800.0,480.0,480,480,2062848,3707904,480,480,2057040,720,1724400,1972128,720
2039,480.0,4040784.0,720.0,2056800.0,720.0,480,480,2056800,4040544,480,480,2062848,480,2062848,1984464,480
2040,1220.0,4028948.0,980.0,2057540.0,980.0,1220,980,2057300,4022900,980,980,2057300,980,2051252,1972628,980
2041,480.0,4040544.0,480.0,2062848.0,480.0,480,480,2063088,4046832,720,480,2062848,480,2062848,1978176,480
2042,480.0,4028448.0,480.0,2056800.0,480.0,480,720,2056800,4034496,480,720,2050752,480,2057040,1978176,720
2043,480.0,4040544.0,720.0,2056800.0,480.0,480,480,2056800,4040544,480,480,2063088,720,2062848,1978416,480
2044,720.0,4034736.0,480.0,2056800.0,720.0,480,480,2056800,4034496,480,480,2056800,480,2056800,1972128,480
2045,480.0,4046592.0,480.0,1332488.0,480.0,720,480,1326440,4046832,480,480,1320152,480,2062848,1984224,6528
2046,480.0,4717920.0,480.0,480.0,480.0,480,720,480,4705824,720,720,480,480,2728128,1978176,480
2047,480.0,6108960.0,480.0,480.0,480.0,480,480,480,6108960,480,480,480,720,4125456,1978176,720
2048,480.0,6072672.0,2546928.0,480.0,720.0,480,480,2552736,6084768,480,480,2565072,480,4113120,1972368,480
2049,720.0,6103152.0,3091008.0,720.0,480.0,480,480,3091008,6096864,480,480,3091008,480,4113120,1978176,480
2050,480.0,6090816.0,3084960.0,480.0,480.0,720,480,3085200,6085008,720,480,3084960,480,4119168,1978176,480
2051,480.0,6102912.0,3091008.0,480.0,480.0,480,720,3091008,6102912,480,720,3084960,480,4119408,1984224,480
2052,480.0,6096864.0,3084960.0,480.0,480.0,480,480,3084960,6090816,480,480,3091248,720,4113120,1978416,720
2053,480.0,6339024.0,3218256.0,480.0,720.0,480,480,3218016,6338784,480,480,3211968,480,4294560,2056800,480
2054,720.0,5836800.0,2957952.0,720.0,480.0,480,480,2957952,5848896,480,480,2957952,480,3943776,1893504,480
2055,480.0,6102912.0,3091008.0,480.0,480.0,720,480,3091248,6103152,720,480,3091008,480,4113120,1978176,480
2056,480.0,5397584.0,3084960.0,480.0,480.0,480,720,3091008,5391536,480,720,3091008,480,3432224,1978176,720
2057,480.0,3153776.0,3091008.0,480.0,6528.0,480,480,3091008,3165872,480,480,3097296,720,2062848,1109792,480
2058,480.0,3012624.0,2590472.0,480.0,720.0,480,480,2584184,3012384,480,480,2572088,480,2056800,950016,480
2059,720.0,3012384.0,480.0,720.0,480.0,720,480,480,3012624,480,480,480,480,2056800,950016,480
2060,480.0,3006336.0,480.0,480.0,480.0,480,720,720,3000288,720,720,480,480,2056800,950016,480
2061,480.0,3006336.0,480.0,480.0,480.0,480,480,480,3006336,480,480,480,720,2057040,950016,720
2062,480.0,3000288.0,720.0,480.0,720.0,480,480,480,3012384,480,480,720,480,2062848,950256,480
2063,720.0,3012624.0,480.0,720.0,480.0,480,480,480,3006336,480,480,480,480,2056800,943968,480
2064,480.0,1255744.0,480.0,480.0,6528.0,720,480,6768,1262032,720,480,6528,480,318304,950016,480
2065,480.0,950016.0,480.0,480.0,480.0,480,720,480,943968,480,720,480,480,720,950016,480
2066,480.0,943968.0,480.0,480.0,480.0,480,480,480,950016,480,480,720,720,480,950256,720
2067,480.0,950256.0,720.0,480.0,720.0,480,480,480,950016,480,480,480,480,480,950016,480
2068,720.0,950016.0,480.0,720.0,480.0,720,480,480,950256,480,480,480,480,480,943968,480
2069,480.0,950016.0,480.0,480.0,480.0,480,480,720,950016,720,720,480,480,480,950016,480
2070,480.0,950016.0,480.0,480.0,480.0,480,720,480,943968,480,480,480,720,720,950016,720
2071,480.0,950016.0,720.0,480.0,480.0,480,480,480,950016,480,480,720,480,480,950256,480
2072,720.0,944208.0,480.0,480.0,720.0,480,480,480,950016,480,480,480,480,480,950016,480
2073,480.0,950296.0,480.0,720.0,480.0,720,480,720,950256,480,480,480,480,480,943968,480
2074,480.0,195744.0,480.0,6528.0,480.0,480,720,6528,195744,720,720,6528,480,720,201792,480
2075,480.0,480.0,480.0,480.0,480.0,480,480,480,480,480,480,720,720,480,480,720
2076,480.0,480.0,720.0,480.0,720.0,480,480,480,480,480,480,480,480,480,720,480
2077,720.0,720.0,480.0,720.0,480.0,720,480,480,480,480,480,480,480,480,480,480
2078,480.0,2153568.0,480.0,480.0,480.0,480,480,720,2147760,720,720,480,480,480,2135424,480
2079,480.0,3084960.0,480.0,480.0,480.0,480,720,480,3084960,480,480,480,480,720,3091008,720
2080,480.0,6659328.0,720.0,480.0,480.0,480,480,480,6635136,480,480,720,720,480,3085200,3538560
2081,720.0,8238096.0,480.0,480.0,720.0,480,480,480,8243904,480,480,480,480,480,3091008,5153376
2082,480.0,10372800.0,480.0,720.0,480.0,720,480,720,10373040,480,480,480,480,480,5207808,5147328
2083,480.0,14769696.0,480.0,480.0,480.0,480,720,480,14739456,720,720,480,480,480,9005952,5721888
2084,8969664.0,9538176.0,480.0,480.0,480.0,480,8939424,480,9568416,480,8909184,720,720,720,10257888,8226000
2085,10282080.0,8225760.0,720.0,480.0,720.0,480,10282080,480,8225760,480,10282080,480,480,480,10288368,8225760
2086,10294416.0,8232048.0,480.0,720.0,480.0,480,10300224,480,8231808,480,10300224,480,480,480,10300224,8231808
2087,10288128.0,8231808.0,480.0,480.0,480.0,720,10282080,720,8232048,720,10294176,480,480,480,10282080,8225760
2088,10282080.0,8225760.0,480.0,480.0,480.0,480,10294416,480,8231808,480,10282320,480,480,720,10282080,8231808
2089,10294176.0,8231808.0,480.0,480.0,480.0,480,10288128,480,8231808,480,10294176,720,720,480,10294176,8238096
2090,10294176.0,8238096.0,720.0,480.0,720.0,480,10294176,480,8237856,480,10288128,480,480,480,10300464,8231808
2091,10324656.0,8262048.0,480.0,720.0,480.0,720,10324416,480,8262048,480,10330464,480,480,480,10324416,8268096
2092,10263936.0,8207616.0,480.0,480.0,480.0,480,10263936,720,8207856,720,10264176,480,480,480,10257888,8207616
2093,10257888.0,8207616.0,480.0,480.0,480.0,480,10258128,480,8201568,480,10257888,480,480,720,10257888,8201808
2094,10282080.0,8225760.0,480.0,480.0,480.0,480,10282080,480,8231808,480,10282080,720,720,480,10288368,8231808
2095,7459632.0,8232048.0,720.0,480.0,6768.0,6528,7471488,480,8225760,6528,7477536,480,6528,480,7483584,8219712
2096,6169440.0,4648112.0,480.0,720.0,6528.0,720,6169440,6528,4666496,480,6169440,6528,480,480,6175488,4684400
2097,6175488.0,3084960.0,480.0,480.0,480.0,480,6175728,720,3084960,720,6175728,480,480,480,6175488,3084960
2098,6193632.0,3097056.0,480.0,480.0,480.0,480,6187584,480,3097056,480,6187584,480,720,720,6181536,3091248
2099,5010472.0,3078912.0,720.0,480.0,6768.0,6528,5022568,480,3078912,6528,5034664,720,6528,480,5040952,3084960
2100,3085200.0,3085200.0,480.0,720.0,480.0,480,3084960,480,3084960,480,3084960,480,480,480,3084960,3084960
2101,3091008.0,3091008.0,480.0,480.0,480.0,720,3084960,720,3091248,720,3084960,480,480,480,3091008,3084960
2102,3084960.0,1475072.0,480.0,480.0,6528.0,480,3085200,6528,1481120,480,3085200,6528,480,720,3084960,1493216
2103,3084960.0,480.0,480.0,480.0,480.0,480,3091008,480,480,480,3091008,720,720,480,3085200,720
2104,3091008.0,720.0,720.0,480.0,720.0,480,3084960,480,480,480,3084960,480,480,480,3091008,480
2105,3085200.0,480.0,480.0,720.0,480.0,720,3091008,480,720,480,3091008,480,480,480,3091008,480
2106,937320.0,480.0,480.0,480.0,6528.0,6528,943368,720,480,6768,949656,480,6528,480,955464,480
2107,480.0,480.0,480.0,480.0,480.0,480,720,480,480,480,480,480,720,720,480,720
2108,480.0,480.0,1355472.0,480.0,480.0,480,480,1361280,480,480,480,1367568,480,480,720,480
2109,720.0,720.0,2062848.0,720.0,720.0,480,480,2056800,480,480,480,2056800,480,480,480,480
2110,480.0,480.0,2056800.0,480.0,480.0,720,480,2063088,720,480,480,2062848,480,480,480,480
2111,480.0,496416.0,2056800.0,480.0,480.0,480,720,2056800,484320,720,720,2056800,480,720,478272,480
2112,480.0,3091008.0,2062848.0,480.0,480.0,480,480,2062848,3091008,480,480,2063088,720,480,3091008,720
2113,480.0,3078912.0,2057040.0,480.0,480.0,480,480,2056800,3084960,480,480,2056800,480,480,3085200,480
2114,720.0,3091248.0,2062848.0,720.0,720.0,480,480,2056800,3091008,480,480,2056800,480,480,3091008,480
2115,480.0,3091008.0,2056800.0,480.0,480.0,720,480,2057040,3085200,720,480,2056800,480,480,3084960,480
2116,480.0,3713952.0,2056800.0,480.0,480.0,480,720,2062848,3720000,480,720,2062848,480,720,3707904,480
2117,480.0,4028448.0,2056800.0,480.0,480.0,480,480,2056800,4022400,480,480,2057040,720,480,4028688,720
2118,480.0,2512928.0,2057040.0,6528.0,720.0,480,480,2062848,2518736,480,480,2062848,480,480,2530832,480
2119,720.0,943968.0,2062848.0,720.0,480.0,720,480,2062848,950256,480,480,2056800,480,480,950016,480
2120,480.0,950016.0,2056800.0,480.0,480.0,480,480,2057040,950016,720,720,2062848,480,480,943968,480
2121,480.0,950016.0,2056800.0,480.0,480.0,480,720,2056800,950016,480,480,2056800,720,720,950016,720
2122,480.0,950016.0,2728368.0,480.0,480.0,480,480,2722080,943968,480,480,2728368,480,480,950256,480
2123,720.0,944208.0,3084960.0,720.0,720.0,480,480,3084960,950016,480,480,3084960,480,480,950016,480
2124,480.0,956064.0,1719320.0,480.0,480.0,720,480,1719560,956304,480,480,1713272,480,480,956064,480
2125,480.0,950016.0,1028640.0,480.0,480.0,480,720,1028640,950016,720,720,1028640,480,720,943968,480
2126,480.0,950016.0,1028640.0,480.0,480.0,480,480,1034688,950016,480,480,1028880,720,480,950016,720
2127,480.0,950256.0,1028880.0,480.0,720.0,480,480,1028640,943968,480,480,1028640,480,480,950256,480
2128,720.0,950016.0,1034688.0,720.0,480.0,720,480,1028640,950016,480,480,1034688,480,480,950016,480
2129,480.0,943968.0,1028640.0,480.0,480.0,480,480,1028880,950256,720,720,1022592,480,480,943968,480
2130,480.0,1070976.0,1028640.0,480.0,480.0,480,720,1028640,1070976,480,480,1034688,480,115632,950016,720
2131,480.0,1790688.0,1028880.0,599232.0,480.0,480,480,1633440,1784640,480,480,1633680,720,841152,950256,480
2132,720.0,1796976.0,1028640.0,950016.0,720.0,480,480,1984224,1790688,480,480,1978176,480,847200,950016,480
2133,480.0,1790688.0,1028640.0,950256.0,480.0,720,480,1972368,1796976,480,480,1978176,480,841152,950016,480
2134,480.0,1784640.0,1028640.0,950016.0,480.0,480,720,1978176,1790688,720,720,1978176,480,847200,950016,480
2135,480.0,1796736.0,1034688.0,950016.0,480.0,480,480,1978176,1790688,480,480,1972368,720,841392,943968,720
2136,480.0,1790688.0,1028880.0,950016.0,720.0,480,480,1978176,1796736,480,480,1984224,480,847200,950256,480
2137,720.0,1790928.0,1621344.0,944208.0,480.0,720,480,2576928,1784640,480,480,2576928,480,841152,950016,480
2138,480.0,1796736.0,1978176.0,950016.0,480.0,480,480,2921904,1796976,720,480,2927712,480,841152,950016,480
2139,480.0,1784640.0,1978176.0,950296.0,480.0,480,720,2921664,1790688,480,720,2921664,480,841392,944248,720
2140,480.0,1796736.0,1978416.0,950016.0,480.0,480,480,2933760,1790688,480,480,2927952,720,847200,956304,480
2141,720.0,1790928.0,1978176.0,2220096.0,720.0,480,480,4209888,1796736,480,480,4209888,480,841152,943968,480
2142,480.0,2050752.0,1984224.0,3012624.0,480.0,720,480,4990080,2038896,480,480,4996128,480,847200,1191936,480
2143,480.0,3974016.0,1978176.0,3006336.0,480.0,480,720,4984272,3967968,720,720,4984032,480,841152,3127296,480
2144,480.0,5522304.0,1978176.0,3012384.0,480.0,480,480,4996128,5522304,480,480,4990320,720,1476432,4040544,720
2145,480.0,5891232.0,1972368.0,3006336.0,720.0,480,480,4965888,5897280,480,480,4971936,480,1869312,4034736,480
2146,720.0,5909616.0,1978176.0,3006576.0,480.0,480,480,4990080,5915424,480,480,4990080,480,1869312,4028448,480
2147,480.0,5903328.0,1978176.0,3000288.0,480.0,720,480,4984272,5903568,720,480,4977984,480,1881408,4034496,480
2148,480.0,5927520.0,1984224.0,2753008.0,480.0,480,720,4724656,5915424,480,720,4724656,480,1869552,4040544,6768
2149,480.0,5885184.0,1966080.0,2056800.0,480.0,480,480,4022400,5897280,480,480,4028688,720,1869312,4034736,480
2150,480.0,5921712.0,1984464.0,2056800.0,720.0,480,480,4040544,5909376,480,480,4046592,480,1875360,4040544,480
2151,720.0,5009432.0,1984224.0,2057040.0,480.0,720,480,4040544,5009672,480,480,4034496,480,1869312,3134552,480
2152,480.0,4959840.0,1978176.0,2056800.0,480.0,480,480,4034736,4965888,720,720,4034496,480,1875360,3097056,480
2153,480.0,4965888.0,1972128.0,2062848.0,480.0,480,720,4046592,4959840,480,480,4034496,720,1869552,3084960,720
2154,480.0,4959840.0,1308296.0,2056800.0,480.0,480,480,3358328,4971936,480,480,3364616,480,1869312,3085200,6528
2155,720.0,4954032.0,950016.0,2057040.0,720.0,480,480,3000288,4947744,480,480,3006336,480,1875360,3084960,480
2156,480.0,4959840.0,950016.0,2062848.0,480.0,720,480,3006576,4960080,480,480,3006336,480,1875360,3091008,480
2157,480.0,4953792.0,943968.0,2056800.0,480.0,480,720,3006336,4965888,720,720,3000288,480,1869552,3084960,480
2158,480.0,4965888.0,950016.0,2056800.0,480.0,480,480,3012384,4953792,480,480,3012624,720,1875360,3091008,720
2159,480.0,4960080.0,950256.0,2056800.0,720.0,480,480,3000288,4953792,480,480,3006336,480,1869312,3085200,480
2160,720.0,4965888.0,950016.0,2063088.0,480.0,720,480,3012384,4971936,480,480,3012384,480,1875360,3091008,480
2161,480.0,4959840.0,950016.0,2056800.0,480.0,480,480,3006576,4954032,720,720,3006336,480,1869312,3084960,480
2162,480.0,4692088.0,950016.0,2056800.0,6528.0,480,720,3012384,4710232,480,480,3006336,480,1875600,2835352,720
2163,480.0,2897472.0,944208.0,2056800.0,480.0,480,480,3006336,2897472,480,480,3006576,720,1869312,1028880,480
2164,720.0,3030208.0,998400.0,2159616.0,720.0,480,480,3157536,3023920,480,480,3157536,480,1953424,1083072,480
2165,480.0,1960032.0,901632.0,1966320.0,480.0,720,480,2861184,1960032,480,480,2867232,480,980256,974208,480
2166,480.0,2062848.0,950016.0,2062848.0,480.0,480,480,3006576,2057040,720,480,3006336,480,1028640,1034688,480
2167,480.0,2056800.0,943968.0,759808.0,480.0,480,720,1709344,2062848,480,720,1697248,480,1028880,1028640,6768
2168,480.0,2062848.0,956064.0,480.0,480.0,480,480,950016,2068896,480,480,950256,720,1028640,1028640,480
2169,480.0,2056800.0,944208.0,480.0,720.0,480,480,943968,2050752,480,480,950016,480,1028640,1028880,480
2170,720.0,2057040.0,950016.0,720.0,480.0,720,480,950016,2062848,480,480,950016,480,1034688,1028640,480
2171,480.0,2062848.0,950016.0,480.0,480.0,480,480,950256,2057040,720,720,950016,480,1028640,1028640,480
2172,480.0,2056800.0,950016.0,480.0,480.0,480,720,950016,2056800,480,480,943968,480,1028880,1034688,720
2173,480.0,2056800.0,943968.0,480.0,480.0,480,480,950016,2056800,480,480,950256,720,1028640,1022832,480
2174,720.0,2063088.0,950256.0,480.0,720.0,480,480,950016,2062848,480,480,950016,480,1028640,1034688,480
2175,480.0,2056800.0,950016.0,720.0,480.0,720,480,944208,2057040,480,480,950016,480,1028640,1028640,480
2176,480.0,2056800.0,950016.0,480.0,480.0,480,720,950016,2062848,720,720,950016,480,1028640,1028640,480
2177,480.0,2056800.0,943968.0,480.0,480.0,480,480,950016,2056800,480,480,943968,720,1028880,1028640,720
2178,480.0,2068896.0,956304.0,480.0,720.0,480,480,956064,2068896,480,480,956304,480,1040736,1034928,480
2179,720.0,2057040.0,943968.0,720.0,480.0,720,480,943968,2044704,480,480,943968,480,1022592,1028640,480
2180,480.0,2062848.0,724600.0,480.0,480.0,480,480,718792,2069136,720,480,718552,480,1034688,1028640,480
2181,480.0,2050752.0,480.0,480.0,480.0,480,720,480,2050752,480,720,480,480,1028880,1028640,720
2182,480.0,2062848.0,480.0,480.0,480.0,480,480,480,2062848,480,480,720,720,1028640,1028880,480
2183,720.0,1922344.0,720.0,6528.0,720.0,480,480,6528,1928152,480,480,6528,480,1028640,899992,480
2184,480.0,1028640.0,480.0,720.0,480.0,720,480,480,1028880,480,480,480,480,1028640,480,480
2185,480.0,1028640.0,480.0,480.0,480.0,480,720,720,1028640,720,720,480,480,1028640,480,480
2186,480.0,1034688.0,480.0,480.0,480.0,480,480,480,1028640,480,480,480,720,1034928,480,720
2187,480.0,1028640.0,720.0,480.0,720.0,480,480,480,1028640,480,480,720,480,1028640,720,480
2188,720.0,1028880.0,480.0,720.0,480.0,480,480,480,1034688,480,480,480,480,1028640,480,480
2189,480.0,1028640.0,480.0,480.0,480.0,720,480,720,1022832,720,480,480,480,1028640,480,480
2190,480.0,1028640.0,480.0,480.0,480.0,480,720,480,1034688,480,720,480,480,1028880,480,480
2191,480.0,1028640.0,480.0,480.0,480.0,480,480,480,1028640,480,480,720,720,1028640,720,720
2192,480.0,383472.0,720.0,480.0,6768.0,480,480,6528,383232,480,480,6528,480,389280,480,480
2193,720.0,272640.0,480.0,720.0,480.0,720,480,480,266832,480,480,480,480,254496,480,480
2194,480.0,3091008.0,480.0,480.0,480.0,480,480,720,3091008,720,720,480,480,3097056,480,480
2195,480.0,5752128.0,480.0,480.0,480.0,480,720,480,5733984,480,480,480,720,5480208,236352,720
2196,480.0,10288128.0,720.0,480.0,480.0,480,480,480,10288128,480,480,720,480,7203648,3085200,480
2197,720.0,12066480.0,480.0,720.0,720.0,480,480,480,12054144,480,480,480,480,7197600,3084960,1766496
2198,480.0,13408896.0,480.0,480.0,480.0,720,480,720,13415184,720,480,480,480,7227840,3097056,3091008
2199,480.0,16299840.0,480.0,480.0,480.0,480,720,480,16287744,480,720,480,480,10106928,3084960,3084960
2200,7899168.0,10638912.0,480.0,480.0,480.0,480,7874976,480,10657056,480,7850784,720,720,12332352,3084960,3085200
2201,9278112.0,9284400.0,720.0,480.0,720.0,480,9284160,480,9284160,480,9278112,480,480,12368640,3097296,3097056
2202,9254160.0,9253920.0,480.0,720.0,480.0,720,9253920,480,9248112,480,9259968,480,480,12344448,3084960,3084960
2203,9266016.0,9266016.0,480.0,480.0,480.0,480,9266016,720,9272064,720,9266256,480,480,12356544,3084960,3091008
2204,9266016.0,9259968.0,480.0,480.0,480.0,480,9260208,760,9259968,480,9259968,480,720,12344688,3091008,3085200
2205,9266016.0,9266016.0,720.0,480.0,480.0,480,9266016,480,9266016,480,9266016,720,480,12362592,3091248,3091008
2206,9242064.0,9248112.0,480.0,720.0,720.0,480,9241824,480,9247872,480,9247872,480,480,12326304,3078912,3078912
2207,9284160.0,9284160.0,480.0,480.0,480.0,720,9290208,720,9284400,480,9284160,480,480,12374688,3097056,3097056
2208,9247872.0,9241824.0,480.0,480.0,480.0,480,9242064,480,9247872,720,9242064,480,480,12332592,3078912,3084960
2209,9272064.0,9272064.0,480.0,480.0,480.0,480,9272064,480,9266016,480,9278112,720,720,12362592,3091008,3091248
2210,9247872.0,9248112.0,720.0,480.0,720.0,480,9247872,480,9253920,480,9241824,480,480,12320256,3085200,3078912
2211,9272304.0,9272064.0,480.0,720.0,480.0,720,9272064,480,9272064,480,9272064,480,480,12362592,3091008,3091008
2212,9241824.0,9241824.0,480.0,480.0,480.0,480,9247872,720,9242064,720,9248112,480,480,12326304,3078912,3084960
2213,6809928.0,7465440.0,6528.0,480.0,6528.0,6528,6816216,6528,7465440,6528,6828072,6528,6528,9930936,3091008,1302768
2214,5135232.0,4868000.0,6528.0,480.0,480.0,480,5135232,6528,4880096,480,5135232,6768,720,8213664,1801904,480
2215,2186816.0,734776.0,6768.0,480.0,6768.0,6528,2198672,6528,740584,6528,2210768,6528,6528,2975064,480,480
2216,480.0,480.0,480.0,720.0,480.0,720,480,480,720,480,480,480,480,480,480,480
2217,480.0,568992.0,480.0,480.0,480.0,480,480,720,568992,720,720,480,480,562944,480,480
2218,480.0,913728.0,480.0,480.0,480.0,480,720,480,907680,480,480,480,480,913968,480,480
2219,480.0,943968.0,480.0,480.0,480.0,480,480,480,950016,480,480,720,720,950016,720,720
2220,480.0,950256.0,720.0,480.0,720.0,480,480,480,950016,480,480,480,480,943968,480,480
2221,720.0,950016.0,480.0,720.0,480.0,720,480,480,950256,480,480,480,480,950016,480,480
2222,480.0,950016.0,480.0,480.0,480.0,480,480,720,943968,720,720,480,480,950016,480,480
2223,480.0,950016.0,480.0,480.0,480.0,480,720,480,950016,480,480,480,720,950256,480,720
2224,480.0,943968.0,720.0,480.0,480.0,480,480,480,950016,480,480,720,480,943968,720,480
2225,720.0,950256.0,480.0,720.0,720.0,480,480,480,950016,480,480,480,480,950016,480,480
2226,480.0,950016.0,480.0,480.0,480.0,720,480,720,950256,720,480,480,480,950016,480,480
2227,480.0,950016.0,480.0,480.0,1687872.0,480,720,1693920,950016,480,720,1699968,480,950256,480,480
2228,480.0,950016.0,1113312.0,480.0,3078912.0,480,480,4203840,943968,480,480,4210128,720,950016,480,720
2229,480.0,950256.0,2063088.0,480.0,3091248.0,480,480,5147328,950016,480,480,5147328,480,950016,720,480
2230,720.0,943968.0,2056800.0,720.0,3091008.0,720,480,5147328,950256,480,480,5147328,480,950016,480,480
2231,480.0,950016.0,2056800.0,480.0,3084960.0,480,480,5147568,950016,720,720,5147328,480,943968,480,480
2232,480.0,950016.0,2062848.0,36768.0,3084960.0,480,720,5177568,950016,480,480,5183616,720,950256,480,720
2233,480.0,950016.0,2057040.0,950016.0,3091008.0,480,480,6096864,943968,480,480,6103152,480,950016,720,480
2234,720.0,763456.0,2062848.0,950016.0,371936.0,480,480,3377552,769264,480,480,3359408,480,769264,480,480
2235,480.0,480.0,2062848.0,944208.0,480.0,720,480,3012624,720,480,480,3006336,480,480,480,480
2236,480.0,480.0,2056800.0,950016.0,480.0,480,720,3006336,480,720,720,3006336,480,720,480,480
2237,480.0,480.0,2056800.0,1046784.0,480.0,480,480,3103104,480,480,480,3121488,720,480,480,720
2238,480.0,480.0,2057040.0,4034496.0,720.0,480,480,6090816,480,480,480,6090816,480,480,720,480
2239,720.0,720.0,2062848.0,4040784.0,480.0,720,480,6102912,480,480,480,6102912,480,480,480,480
2240,480.0,480.0,2056800.0,4028448.0,480.0,480,480,6091056,720,720,720,6084768,480,480,480,480
2241,480.0,480.0,2062848.0,4040544.0,480.0,480,720,6102912,480,480,480,6108960,480,720,480,720
2242,480.0,6528.0,931312.0,4022400.0,480.0,480,480,4941136,6528,480,480,4935328,720,480,720,6528
2243,720.0,508752.0,720.0,1894192.0,720.0,480,480,1888144,508512,480,480,1882096,480,480,502464,6528
2244,480.0,950016.0,480.0,944208.0,480.0,720,480,950016,950256,480,480,943968,480,480,943968,480
2245,480.0,950016.0,480.0,992352.0,480.0,480,720,998640,950016,720,720,1004448,480,480,950016,480
2246,480.0,950016.0,480.0,3006336.0,480.0,480,480,3000288,943968,480,480,3006336,720,720,950016,720
2247,480.0,950016.0,720.0,3012384.0,480.0,480,480,3012384,950016,480,480,3006576,480,480,950256,480
2248,720.0,944208.0,48864.0,3006576.0,720.0,480,480,3060768,950016,480,480,3066816,480,480,950016,480
2249,480.0,950016.0,3091008.0,3012384.0,480.0,720,480,6097104,950256,720,480,6102912,480,480,950016,480
2250,480.0,950016.0,3078912.0,2994240.0,480.0,480,720,6090816,950016,480,720,6084768,480,720,943968,480
2251,480.0,950016.0,3097056.0,3012384.0,480.0,480,480,6102912,950016,480,480,6103152,720,480,950016,720
2252,480.0,950016.0,3079152.0,3006336.0,720.0,480,480,6078720,943968,480,480,6090816,480,480,950256,480
2253,720.0,950256.0,3097056.0,3012624.0,480.0,720,480,6108960,950016,480,480,6096864,480,480,950016,480
2254,480.0,943968.0,3078912.0,3000288.0,480.0,480,480,6085008,950256,720,480,6084768,480,480,943968,480
2255,480.0,2008416.0,3091008.0,3012384.0,480.0,480,720,6096864,2002368,480,720,6102912,480,720,950016,1046784
2256,480.0,3006336.0,3084960.0,3000288.0,480.0,480,480,6090816,3000288,480,480,6091056,720,480,950256,2057040
