,1_port1,1_port2,1_port3,1_port4,1_port5,2_port1,2_port2,3_port1,3_port2,4_port1,4_port2,5_port1,5_port2,5_port3,5_port4,5_port5
4282,0.0,1028160.0,0.0,0.0,0.0,0,0,0,1028160,0,0,0,0,1028160,0,0
4283,0.0,1028160.0,0.0,0.0,0.0,0,0,0,1034208,0,0,0,0,1028160,0,0
4284,0.0,2032128.0,0.0,0.0,0.0,0,0,0,2032128,0,0,0,0,1028160,997920,0
4285,0.0,3102624.0,0.0,0.0,0.0,0,0,0,3090528,0,0,0,0,1034208,2062368,0
4286,0.0,3078432.0,0.0,0.0,0.0,0,0,0,3084480,0,0,0,0,1028160,2056320,0
4287,0.0,3090528.0,0.0,0.0,0.0,0,0,0,3084480,0,0,0,0,1028160,2056320,0
4288,0.0,3084480.0,0.0,0.0,0.0,0,0,0,3096576,0,0,0,0,1028160,2062368,0
4289,0.0,3090528.0,0.0,0.0,0.0,0,0,0,3084480,0,0,0,0,1028160,2056320,0
4290,0.0,3084480.0,0.0,0.0,0.0,0,0,0,3084480,0,0,0,0,1034208,2062368,0
4291,0.0,3096576.0,0.0,0.0,0.0,0,0,0,3090528,0,0,0,0,1028160,2056320,0
4292,0.0,2069104.0,6048.0,0.0,0.0,0,0,6048,2075152,0,0,6048,0,1028160,1053040,0
4293,0.0,1028160.0,0.0,0.0,0.0,0,0,0,1034208,0,0,0,0,1028160,0,0
4294,0.0,1439424.0,0.0,0.0,0.0,0,0,0,1439424,0,0,0,0,1028160,405216,0
4295,0.0,1846928.0,0.0,6048.0,0.0,0,0,6048,1840880,0,0,6048,0,1006256,846720,0
4296,0.0,1874880.0,0.0,0.0,0.0,0,0,0,1868832,0,0,0,0,1028160,840672,0
4297,0.0,1868832.0,0.0,0.0,0.0,0,0,0,1880928,0,0,0,0,1028160,846720,0
4298,0.0,1868832.0,0.0,0.0,0.0,0,0,0,1868832,0,0,0,0,1028160,840672,0
4299,0.0,1874880.0,0.0,0.0,0.0,0,0,0,1874880,0,0,0,0,1034208,840672,0
4300,0.0,1874880.0,0.0,0.0,0.0,0,0,0,1868832,0,0,0,0,1028160,846720,0
4301,0.0,1874880.0,0.0,0.0,0.0,0,0,0,1874880,0,0,0,0,1028160,840672,0
4302,0.0,1868832.0,0.0,0.0,0.0,0,0,0,1874880,0,0,0,0,1028160,846720,0
4303,0.0,1874880.0,0.0,0.0,0.0,0,0,0,1868832,0,0,0,0,1028160,840672,0
4304,0.0,4034016.0,0.0,0.0,0.0,0,0,0,4027968,0,0,0,0,1076544,2951424,0
4305,0.0,3780000.0,0.0,0.0,0.0,0,0,0,3773952,0,0,0,0,985824,2788128,0
4306,0.0,3925152.0,0.0,0.0,0.0,0,0,0,3931200,0,0,0,0,1028160,2896992,0
4307,0.0,3937248.0,0.0,0.0,2534112.0,0,0,2540160,3937248,0,0,2546208,0,1034208,2909088,0
4308,0.0,3925152.0,0.0,0.0,3084480.0,0,0,3084480,3931200,0,0,3090528,0,1028160,2903040,0
4309,0.0,3937248.0,0.0,0.0,3090528.0,0,0,3090528,3931200,0,0,3084480,0,1028160,2903040,0
4310,0.0,3931200.0,0.0,0.0,3084480.0,0,0,3084480,3925152,0,0,3090528,0,1028160,2896992,0
4311,0.0,4929120.0,0.0,0.0,3090528.0,0,0,3096576,4935168,0,0,3090528,0,1028160,3894912,0
4312,0.0,7027776.0,0.0,0.0,3090528.0,0,0,3084480,7021728,0,0,3090528,0,1034208,5987520,0
4313,0.0,7009632.0,0.0,0.0,3084480.0,0,0,3090528,7015680,0,0,3084480,0,1028160,5981472,0
4314,0.0,5010032.0,6048.0,0.0,3090528.0,0,0,3096576,5003984,0,0,3096576,0,1028160,3993968,0
4315,0.0,4953312.0,0.0,0.0,3084480.0,0,0,3078432,4959360,0,0,3084480,0,1028160,3919104,0
4316,0.0,4959360.0,0.0,0.0,3084480.0,0,0,3090528,4965408,0,0,3084480,0,1028160,3943296,0
4317,0.0,4971456.0,0.0,834624.0,3090528.0,0,0,3925152,4965408,0,0,3931200,0,1034208,3931200,0
4318,0.0,5273856.0,0.0,1028160.0,3084480.0,0,0,4112640,5273856,0,0,4112640,0,1342656,3925152,0
4319,0.0,5999616.0,0.0,1034208.0,3090528.0,0,0,4118688,5987520,0,0,4124736,0,2062368,3931200,0
4320,0.0,5981472.0,0.0,1028160.0,3761856.0,0,0,4796064,5987520,0,0,4796064,0,2056320,3925152,0
4321,0.0,7656768.0,0.0,1028160.0,3943296.0,0,0,4971456,7656768,0,0,4965408,0,2062368,5594400,0
4322,0.0,8037792.0,0.0,1028160.0,3925152.0,0,0,4959360,8043840,0,0,4953312,0,2056320,5981472,0
4323,0.0,8068032.0,0.0,1034208.0,3937248.0,0,0,4959360,8043840,0,0,4965408,0,2062368,5993568,0
4324,0.0,8042200.0,0.0,1028160.0,2392288.0,0,0,3414400,8055936,0,0,3414400,0,2056320,5993568,0
4325,0.0,4959360.0,6048.0,1028160.0,840672.0,0,0,1880928,4969816,0,0,1874880,0,2056320,2925592,0
4326,0.0,4965408.0,0.0,1028160.0,846720.0,0,0,1874880,4965408,0,0,1874880,0,2056320,2896992,0
4327,0.0,4440440.0,0.0,1028160.0,846720.0,0,0,1880928,4446488,0,0,1874880,0,1549496,2903040,0
4328,0.0,3937248.0,0.0,1034208.0,846720.0,0,0,1868832,3931200,0,0,1874880,0,1034208,2903040,0
4329,0.0,3925152.0,0.0,1028160.0,840672.0,0,0,1868832,3931200,0,0,1868832,0,1028160,2896992,0
4330,0.0,3931200.0,0.0,1028160.0,840672.0,0,0,1874880,3925152,0,0,1874880,0,1028160,2909088,0
4331,0.0,3937248.0,0.0,1028160.0,1669248.0,0,0,2697408,3943296,0,0,2697408,0,1028160,2896992,0
4332,0.0,3925152.0,0.0,1028160.0,1868832.0,0,0,2903040,3925152,0,0,2896992,0,1028160,2909088,0
4333,0.0,3557432.0,0.0,1034208.0,1880928.0,0,0,2903040,3557432,0,0,2915136,0,1034208,2523224,0
4334,0.0,3405024.0,0.0,1028160.0,1868832.0,0,0,2909088,3392928,0,0,2903040,0,1028160,2364768,0
4335,0.0,4112640.0,0.0,1028160.0,1874880.0,0,0,2896992,4112640,0,0,2903040,0,1028160,3084480,0
4336,0.0,4112640.0,0.0,1028160.0,1874880.0,0,0,2909088,4130784,0,0,2903040,0,1028160,3090528,0
4337,0.0,2438552.0,0.0,1028160.0,1880928.0,0,0,2903040,2438552,0,0,2903040,0,1028160,1416440,0
4338,0.0,2068416.0,0.0,1034208.0,1868832.0,0,0,2909088,2056320,0,0,2909088,0,1034208,1034208,0
4339,0.0,2056320.0,0.0,1028160.0,1868832.0,0,0,2896992,2056320,0,0,2896992,0,1028160,1028160,0
4340,0.0,2056320.0,0.0,1028160.0,1880928.0,0,0,2903040,2068416,0,0,2903040,0,1028160,1028160,0
4341,0.0,2056320.0,0.0,1028160.0,1868832.0,0,0,2903040,2056320,0,0,2896992,0,1028160,1028160,0
4342,0.0,2056320.0,0.0,1028160.0,1874880.0,0,0,2896992,2056320,0,0,2909088,0,1028160,1028160,0
4343,0.0,2068416.0,0.0,1034208.0,1868832.0,0,0,2909088,2056320,0,0,2903040,0,1034208,1034208,0
4344,0.0,2056320.0,0.0,1028160.0,1874880.0,0,0,2896992,2056320,0,0,2903040,0,1028160,1028160,0
4345,0.0,2092608.0,0.0,1046304.0,1911168.0,0,0,2957472,2104704,0,0,2957472,0,1046304,1046304,0
4346,0.0,2020032.0,0.0,1010016.0,1838592.0,0,0,2848608,2020032,0,0,2842560,0,1010016,1010016,0
4347,0.0,2068416.0,0.0,1034208.0,1868832.0,0,0,2909088,2056320,0,0,2909088,0,1034208,1034208,0
4348,0.0,2050272.0,0.0,1028160.0,1868832.0,0,0,2896992,2056320,0,0,2896992,0,1028160,1028160,0
4349,0.0,2062368.0,0.0,1028160.0,1874880.0,0,0,2896992,2056320,0,0,2903040,0,1028160,1028160,0
4350,0.0,1742512.0,6048.0,1028160.0,1874880.0,0,0,2915136,1754608,0,0,2903040,0,1028160,720400,0
4351,0.0,1028160.0,0.0,1028160.0,1874880.0,0,0,2896992,1028160,0,0,2896992,0,1028160,0,0
4352,0.0,1034208.0,0.0,1034208.0,1868832.0,0,0,2903040,1028160,0,0,2915136,0,1034208,0,0
4353,0.0,1028160.0,0.0,1028160.0,1874880.0,0,0,2903040,1028160,0,0,2896992,0,1028160,0,0
4354,0.0,1028160.0,0.0,1028160.0,1868832.0,0,0,2896992,1028160,0,0,2903040,0,1028160,0,0
4355,0.0,1028160.0,0.0,1028160.0,1874880.0,0,0,2909088,1034208,0,0,2896992,0,1028160,0,0
4356,0.0,1028160.0,0.0,1028160.0,1874880.0,0,0,2896992,1028160,0,0,2903040,0,1028160,0,0
4357,0.0,1034208.0,0.0,167704.0,1868832.0,0,0,2036536,1034208,0,0,2036536,0,1028160,0,6048
4358,0.0,1028160.0,0.0,0.0,1874880.0,0,0,1868832,1028160,0,0,1868832,0,1034208,0,0
4359,0.0,1034208.0,0.0,0.0,1868832.0,0,0,1880928,1028160,0,0,1874880,0,1028160,0,0
4360,0.0,1028160.0,0.0,0.0,1868832.0,0,0,1868832,1028160,0,0,1868832,0,1028160,0,0
4361,0.0,1028160.0,0.0,0.0,1874880.0,0,0,1868832,1034208,0,0,1874880,0,1028160,0,0
4362,0.0,1028160.0,0.0,0.0,1874880.0,0,0,1874880,1028160,0,0,1874880,0,1028160,0,0
4363,0.0,1028160.0,0.0,0.0,1874880.0,0,0,1868832,1028160,0,0,1868832,0,1028160,0,0
4364,0.0,1034208.0,0.0,0.0,1868832.0,0,0,1880928,1028160,0,0,1874880,0,1034208,0,0
4365,0.0,1028160.0,0.0,0.0,1874880.0,0,0,1868832,1028160,0,0,1868832,0,1028160,0,0
4366,0.0,673056.0,0.0,0.0,1874880.0,0,0,1874880,679104,0,0,1880928,0,679104,0,0
4367,0.0,0.0,0.0,0.0,1874880.0,0,0,1874880,0,0,0,1868832,0,0,0,0
4368,0.0,0.0,0.0,0.0,1874880.0,0,0,1868832,0,0,0,1868832,0,0,0,0
4369,0.0,0.0,0.0,0.0,1868832.0,0,0,1874880,0,0,0,1880928,0,0,0,0
4370,0.0,0.0,0.0,0.0,1868832.0,0,0,1868832,0,0,0,1868832,0,0,0,0
4371,0.0,6048.0,0.0,0.0,1032568.0,0,0,1026520,6048,0,0,1026520,0,0,6048,0
4372,0.0,0.0,0.0,0.0,846720.0,0,0,846720,0,0,0,840672,0,0,0,0
4373,0.0,0.0,0.0,0.0,840672.0,0,0,840672,0,0,0,840672,0,0,0,0
4374,0.0,0.0,0.0,0.0,840672.0,0,0,846720,0,0,0,846720,0,0,0,0
4375,0.0,0.0,0.0,0.0,846720.0,0,0,840672,0,0,0,840672,0,0,0,0
4376,0.0,0.0,0.0,0.0,840672.0,0,0,846720,0,0,0,846720,0,0,0,0
4377,0.0,0.0,0.0,0.0,846720.0,0,0,840672,0,0,0,840672,0,0,0,0
4378,0.0,6048.0,0.0,0.0,630720.0,0,0,630720,6048,0,0,630720,0,0,0,6048
4379,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
4380,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
4381,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
4382,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
4383,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
4384,0.0,0.0,1034208.0,0.0,0.0,0,0,1040256,0,0,0,1052352,0,0,0,0
4385,0.0,0.0,3090528.0,0.0,0.0,0,0,3090528,0,0,0,3084480,0,0,0,0
4386,0.0,0.0,3090528.0,5298048.0,0.0,0,0,8406720,0,0,0,8430912,0,0,0,0
4387,0.0,0.0,3084480.0,8207136.0,997920.0,0,0,12295584,0,0,0,12313728,0,0,0,0
4388,0.0,0.0,3096576.0,8243424.0,3096576.0,0,0,14442624,0,0,0,14424480,0,0,0,0
4389,0.0,0.0,3084480.0,8225280.0,3084480.0,0,0,14388192,0,0,0,14406336,0,0,0,0
4390,0.0,0.0,3084480.0,8219232.0,6459264.0,0,0,17775072,0,0,0,17787168,0,0,0,0
4391,0.0,0.0,3096576.0,8225280.0,7215264.0,7009632,0,11539584,0,7027776,0,11503296,7051968,0,0,0
4392,0.0,0.0,3084480.0,8225280.0,7197120.0,8225280,0,10281600,0,8231328,0,10281600,8225280,0,0,0
4393,0.0,0.0,3084480.0,8237376.0,7209216.0,8231328,0,10287648,0,8225280,0,10293696,8231328,0,0,0
4394,0.0,0.0,3229632.0,8612352.0,7535808.0,8612352,0,10765440,0,8612352,0,10759392,8606304,0,0,0
4395,0.0,0.0,2945376.0,7856352.0,6870528.0,7856352,0,9828000,0,7868448,0,9828000,7868448,0,0,0
4396,0.0,0.0,3096576.0,8249472.0,7221312.0,8255520,0,10305792,0,8243424,0,10305792,8243424,0,0,0
4397,0.0,0.0,3084480.0,8219232.0,7197120.0,8213184,0,10281600,0,8219232,0,10281600,8225280,0,0,0
4398,0.0,0.0,3090528.0,8243424.0,7215264.0,8249472,0,10305792,0,8249472,0,10299744,8243424,0,0,0
4399,0.0,0.0,3084480.0,8231328.0,7197120.0,8225280,0,10287648,0,8219232,0,10299744,8231328,0,0,0
4400,0.0,0.0,3084480.0,8225280.0,7203168.0,8225280,0,10287648,0,8231328,0,10281600,8225280,0,0,0
4401,0.0,0.0,3096576.0,8243424.0,7215264.0,8249472,0,10305792,0,8243424,0,10305792,8237376,0,0,0
4402,6048.0,6048.0,3078432.0,3940016.0,3781728.0,3921872,6048,6860160,6048,3909776,6048,6848064,3903728,6048,6048,0
4403,0.0,0.0,3096576.0,3090528.0,3090528.0,3090528,0,6181056,0,3096576,0,6181056,3090528,0,0,0
4404,0.0,0.0,3084480.0,3084480.0,3090528.0,3090528,0,6168960,0,3084480,0,6168960,3084480,0,0,0
4405,0.0,0.0,3090528.0,3090528.0,3090528.0,3090528,0,6181056,0,3090528,0,6181056,3090528,0,0,0
4406,0.0,6048.0,3084480.0,3084480.0,1014944.0,3084480,0,4093376,6048,3084480,0,4093376,3084480,0,0,6048
4407,0.0,0.0,3090528.0,3074632.0,0.0,3062536,0,3096576,0,3056488,0,3090528,3050440,0,0,0
4408,6048.0,6048.0,1995240.0,0.0,0.0,0,6048,1983144,6048,0,6048,1977096,0,6048,6048,0
4409,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
4410,0.0,326592.0,0.0,0.0,0.0,0,0,0,326592,0,0,0,0,0,0,326592
4411,428.0,1034636.0,428.0,428.0,428.0,428,428,428,1028588,428,428,428,428,428,428,1028588
4412,0.0,1028160.0,0.0,0.0,0.0,0,0,0,1028160,0,0,0,0,0,0,1028160
4413,0.0,1028160.0,0.0,0.0,0.0,0,0,0,1034208,0,0,0,0,0,0,1028160
4414,0.0,1028160.0,0.0,0.0,0.0,0,0,0,1028160,0,0,0,0,0,0,1028160
4415,0.0,1028160.0,0.0,0.0,0.0,0,0,0,1028160,0,0,0,0,0,0,1034208
4416,0.0,1034208.0,0.0,0.0,0.0,0,0,0,1028160,0,0,0,0,0,0,1028160
4417,0.0,1028160.0,0.0,0.0,0.0,0,0,0,1028160,0,0,0,0,0,0,1028160
4418,0.0,1294272.0,0.0,0.0,0.0,0,0,0,1300320,0,0,0,0,260064,0,1028160
4419,0.0,1868832.0,0.0,0.0,0.0,0,0,0,1868832,0,0,0,0,846720,0,1028160
4420,0.0,1874880.0,0.0,0.0,0.0,0,0,0,1868832,0,0,0,0,840672,0,1028160
4421,0.0,1868832.0,0.0,0.0,0.0,0,0,0,1874880,0,0,0,0,840672,0,1034208
4422,0.0,1880928.0,0.0,0.0,0.0,0,0,0,1868832,0,0,0,0,846720,0,1028160
4423,0.0,1868832.0,0.0,0.0,0.0,0,0,0,1874880,0,0,0,0,840672,0,1028160
4424,0.0,1874880.0,0.0,0.0,0.0,0,0,0,1874880,0,0,0,0,846720,0,1028160
4425,0.0,2552256.0,0.0,0.0,0.0,0,0,0,2558304,0,0,0,0,840672,0,1705536
4426,0.0,2377552.0,0.0,6048.0,0.0,0,0,6048,2377552,0,0,6048,0,846720,0,1548976
4427,0.0,1693440.0,0.0,0.0,0.0,0,0,0,1681344,0,0,0,0,840672,0,840672
4428,0.0,2443392.0,0.0,0.0,0.0,0,0,0,2455488,0,0,0,0,1602720,0,846720
4429,0.0,2636928.0,0.0,0.0,0.0,0,0,0,2630880,0,0,0,0,1790208,0,840672
4430,0.0,2636928.0,0.0,0.0,0.0,0,0,0,2642976,0,0,0,0,1790208,0,840672
4431,0.0,2630880.0,0.0,0.0,0.0,0,0,0,2624832,0,0,0,0,1796256,0,846720
4432,0.0,2642976.0,0.0,0.0,0.0,0,0,0,2649024,0,0,0,0,1790208,0,840672
4433,0.0,2630880.0,0.0,0.0,0.0,0,0,0,2624832,0,0,0,0,1796256,0,846720
4434,0.0,3314304.0,0.0,0.0,0.0,0,0,0,3308256,0,0,0,0,1790208,671328,840672
4435,0.0,3483648.0,0.0,0.0,0.0,0,0,0,3483648,0,0,0,0,1796256,840672,846720
4436,0.0,3471552.0,0.0,0.0,0.0,0,0,0,3471552,0,0,0,0,1784160,840672,840672
4437,0.0,3477600.0,0.0,0.0,0.0,0,0,0,3483648,0,0,0,0,1790208,846720,846720
4438,0.0,2831152.0,0.0,0.0,6048.0,0,0,6048,2831152,0,0,6048,0,1143760,846720,846720
4439,0.0,3429216.0,0.0,0.0,0.0,0,0,0,3423168,0,0,0,0,979776,876960,1572480
4440,0.0,3332448.0,0.0,0.0,0.0,0,0,0,3332448,0,0,0,0,907200,804384,1614816
4441,0.0,3483648.0,0.0,0.0,0.0,0,0,0,3483648,0,0,0,0,949536,846720,1687392
4442,0.0,3471552.0,0.0,0.0,0.0,0,0,0,3477600,0,0,0,0,949536,840672,1687392
4443,0.0,3477600.0,0.0,0.0,0.0,0,0,0,3477600,0,0,0,0,949536,840672,1687392
4444,0.0,3483648.0,0.0,0.0,0.0,0,0,0,3483648,0,0,0,0,949536,846720,1687392
4445,0.0,3477600.0,0.0,0.0,0.0,0,0,0,3477600,0,0,0,0,943488,840672,1687392
4446,0.0,3483648.0,0.0,0.0,0.0,0,0,0,3483648,0,0,0,0,949536,846720,1687392
4447,0.0,3477600.0,0.0,0.0,0.0,0,0,0,3477600,0,0,0,0,949536,840672,1687392
4448,0.0,4227552.0,0.0,0.0,0.0,0,0,0,4209408,0,0,0,0,949536,1590624,1681344
4449,0.0,4427136.0,0.0,0.0,0.0,0,0,0,4433184,0,0,0,0,949536,1790208,1687392
4450,0.0,4415040.0,0.0,0.0,0.0,0,0,0,4427136,0,0,0,0,943488,1790208,1687392
4451,0.0,5104512.0,0.0,0.0,0.0,0,0,0,5092416,0,0,0,0,955584,1796256,2346624
4452,0.0,5261760.0,0.0,0.0,0.0,0,0,0,5267808,0,0,0,0,943488,1784160,2528064
4453,0.0,5273856.0,0.0,0.0,0.0,0,0,0,5279904,0,0,0,0,949536,1796256,2528064
4454,0.0,5273856.0,0.0,0.0,0.0,0,0,0,5273856,0,0,0,0,949536,1790208,2534112
4455,0.0,5267808.0,0.0,0.0,0.0,0,0,0,5255712,0,0,0,0,949536,1796256,2522016
4456,0.0,5273856.0,0.0,0.0,0.0,0,0,0,5273856,0,0,0,0,949536,1790208,2540160
4457,0.0,5255712.0,0.0,0.0,0.0,0,0,0,5267808,0,0,0,0,943488,1790208,2522016
4458,0.0,4862032.0,0.0,0.0,6048.0,0,0,6048,4855984,0,0,6048,0,537712,1796256,2534112
4459,0.0,4318272.0,0.0,0.0,284256.0,0,0,284256,4318272,0,0,290304,0,0,1784160,2528064
4460,0.0,4318272.0,0.0,0.0,1028160.0,0,0,1028160,4324320,0,0,1028160,0,0,1796256,2528064
4461,0.0,4330368.0,0.0,0.0,1028160.0,0,0,1034208,4324320,0,0,1028160,0,0,1790208,2534112
4462,0.0,4318272.0,0.0,0.0,1028160.0,0,0,1028160,4318272,0,0,1028160,0,0,1796256,2522016
4463,0.0,4324320.0,0.0,0.0,1034208.0,0,0,1028160,4318272,0,0,1028160,0,0,1790208,2534112
4464,0.0,4312224.0,0.0,0.0,1028160.0,0,0,1028160,4324320,0,0,1028160,0,0,1790208,2528064
4465,0.0,4330368.0,0.0,0.0,1028160.0,0,0,1028160,4324320,0,0,1034208,0,0,1796256,2534112
4466,0.0,4324320.0,0.0,0.0,1028160.0,0,0,1034208,4324320,0,0,1028160,0,0,1790208,2528064
4467,0.0,4318272.0,0.0,0.0,1028160.0,0,0,1028160,4324320,0,0,1028160,0,0,1790208,2528064
4468,0.0,3779440.0,6048.0,0.0,1028160.0,0,0,1034208,3773392,0,0,1034208,0,0,1257424,2528064
4469,0.0,3483648.0,0.0,0.0,1034208.0,0,0,1028160,3477600,0,0,1028160,0,0,949536,2528064
4470,0.0,3254512.0,0.0,6048.0,1028160.0,0,0,1034208,3266608,0,0,1040256,0,0,949536,2317072
4471,0.0,2630880.0,0.0,0.0,1028160.0,0,0,1028160,2630880,0,0,1028160,0,0,949536,1687392
4472,0.0,2636928.0,0.0,0.0,1028160.0,0,0,1034208,2642976,0,0,1028160,0,0,943488,1681344
4473,0.0,2636928.0,0.0,0.0,1028160.0,0,0,1028160,2630880,0,0,1028160,0,0,949536,1693440
4474,0.0,2636928.0,0.0,0.0,1034208.0,0,0,1028160,2630880,0,0,1028160,0,0,949536,1681344
4475,0.0,2636928.0,0.0,0.0,1028160.0,0,0,1028160,2642976,0,0,1034208,0,0,949536,1693440
4476,0.0,2630880.0,0.0,0.0,1028160.0,0,0,1028160,2624832,0,0,1028160,0,0,949536,1681344
4477,0.0,2636928.0,0.0,0.0,1028160.0,0,0,1034208,2642976,0,0,1028160,0,0,949536,1687392
4478,0.0,2231152.0,6048.0,0.0,1028160.0,0,0,1034208,2231152,0,0,1034208,0,0,549808,1687392
4479,0.0,1687392.0,0.0,0.0,1034208.0,0,0,1028160,1693440,0,0,1034208,0,0,0,1687392
4480,0.0,1687392.0,0.0,0.0,1028160.0,0,0,1028160,1681344,0,0,1028160,0,0,0,1687392
4481,0.0,1687392.0,0.0,0.0,1028160.0,0,0,1028160,1687392,0,0,1028160,0,0,0,1681344
4482,0.0,1681344.0,0.0,0.0,1028160.0,0,0,1034208,1687392,0,0,1028160,0,0,0,1687392
4483,0.0,1687392.0,0.0,0.0,1028160.0,0,0,1028160,1681344,0,0,1028160,0,0,0,1687392
4484,0.0,1687392.0,0.0,0.0,1028160.0,0,0,1028160,1693440,0,0,1028160,0,0,0,1681344
4485,0.0,1759968.0,0.0,0.0,1076544.0,0,0,1076544,1753920,0,0,1076544,0,0,0,1766016
4486,0.0,1614816.0,0.0,0.0,985824.0,0,0,979776,1614816,0,0,985824,0,0,0,1608768
4487,0.0,1685752.0,0.0,0.0,1028160.0,0,0,1034208,1685752,0,0,1028160,0,0,0,1691800
4488,0.0,529504.0,0.0,12096.0,1028160.0,0,0,1040256,535552,0,0,1040256,0,0,0,535552
4489,0.0,0.0,0.0,0.0,1034208.0,0,0,1028160,0,0,0,1028160,0,0,0,0
4490,0.0,0.0,0.0,0.0,1028160.0,0,0,1028160,0,0,0,1028160,0,0,0,0
4491,0.0,0.0,0.0,0.0,1028160.0,0,0,1028160,0,0,0,1034208,0,0,0,0
4492,0.0,0.0,0.0,0.0,1028160.0,0,0,1034208,0,0,0,1028160,0,0,0,0
4493,0.0,0.0,0.0,0.0,1028160.0,0,0,1028160,0,0,0,1028160,0,0,0,0
4494,0.0,0.0,0.0,0.0,1034208.0,0,0,1028160,0,0,0,1028160,0,0,0,0
4495,0.0,0.0,0.0,0.0,1028160.0,0,0,1028160,0,0,0,1034208,0,0,0,0
4496,0.0,0.0,0.0,0.0,1028160.0,0,0,1034208,0,0,0,1028160,0,0,0,0
4497,0.0,0.0,0.0,0.0,1028160.0,0,0,1028160,0,0,0,1028160,0,0,0,0
4498,0.0,0.0,0.0,0.0,1028160.0,0,0,1028160,0,0,0,1028160,0,0,0,0
4499,0.0,6048.0,0.0,0.0,724120.0,0,0,718072,6048,0,0,718072,0,6048,0,0
4500,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
4501,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
4502,0.0,3967488.0,0.0,0.0,0.0,0,0,0,3955392,0,0,0,0,0,0,3937248
4503,0.0,5146848.0,0.0,0.0,0.0,0,0,0,5146848,0,0,0,0,0,0,5152896
4504,0.0,7529760.0,0.0,0.0,0.0,0,0,0,7523712,0,0,0,0,0,0,7517664
4505,0.0,11394432.0,0.0,0.0,0.0,0,0,0,11382336,0,0,0,0,3132864,0,8231328
4506,0.0,14745024.0,0.0,0.0,0.0,0,0,0,14738976,0,0,0,0,6477408,0,8255520
4507,5588352.0,9834048.0,0.0,0.0,0.0,0,5576256,0,9852192,0,5558112,0,0,7178976,0,8225280
4508,7215264.0,9053856.0,0.0,0.0,0.0,0,7209216,0,9047808,0,7203168,0,0,7215264,0,9047808
4509,7209216.0,11327904.0,0.0,0.0,0.0,0,7203168,0,11327904,0,7209216,0,0,7209216,0,11321856
4510,7178976.0,11309760.0,0.0,0.0,0.0,0,7185024,0,11297664,0,7191072,0,0,7178976,0,11297664
4511,7215264.0,11333952.0,0.0,0.0,0.0,0,7215264,0,11346048,0,7209216,0,0,7221312,0,11346048
4512,7203168.0,11309760.0,0.0,0.0,0.0,0,7197120,0,11309760,0,7203168,0,0,7197120,0,11303712
4513,7209216.0,11333952.0,0.0,0.0,0.0,0,7215264,0,11333952,0,7209216,0,0,7215264,0,11346048
4514,7209216.0,11327904.0,0.0,0.0,0.0,0,7203168,0,11327904,0,7203168,0,0,7203168,0,11327904
4515,7197120.0,6255880.0,0.0,0.0,6048.0,0,7203168,6048,6261928,0,7197120,6048,0,7197120,0,6274024
4516,7197120.0,6175008.0,0.0,0.0,0.0,0,7197120,0,6175008,0,7203168,0,0,7203168,0,6175008
4517,4041792.0,6168960.0,0.0,12096.0,0.0,12096,4047840,0,6175008,12096,4059936,0,12096,4065984,0,6168960
4518,3090528.0,6181056.0,0.0,0.0,0.0,0,3090528,0,6181056,0,3090528,0,0,3090528,0,6181056
4519,3084480.0,6175008.0,0.0,0.0,0.0,0,3090528,0,6168960,0,3084480,0,0,3084480,0,6175008
4520,3084480.0,6168960.0,0.0,0.0,0.0,0,3084480,0,6168960,0,3090528,0,0,3084480,0,6168960
4521,3090528.0,6181056.0,0.0,0.0,0.0,0,3090528,0,6187104,0,3090528,0,0,3090528,0,6181056
4522,3090528.0,5817056.0,0.0,6048.0,0.0,0,3084480,6048,5823104,0,3084480,6048,0,3090528,0,5835200
4523,3084480.0,3090528.0,0.0,0.0,0.0,0,3090528,0,3090528,0,3090528,0,0,3084480,0,3084480
4524,3090528.0,3084480.0,0.0,0.0,0.0,0,3084480,0,3084480,0,3084480,0,0,3090528,0,3090528
4525,3084480.0,3090528.0,0.0,0.0,0.0,0,3090528,0,3084480,0,3084480,0,0,3084480,0,3084480
4526,3090528.0,3090528.0,0.0,0.0,0.0,0,3090528,0,3096576,0,3096576,0,0,3090528,0,3090528
4527,3084480.0,3084480.0,0.0,0.0,0.0,0,3084480,0,3084480,0,3084480,0,0,3084480,0,3084480
4528,3096576.0,3096576.0,0.0,0.0,0.0,0,3096576,0,3090528,0,3090528,0,0,3096576,0,3096576
4529,3084480.0,3078432.0,0.0,0.0,0.0,0,3078432,0,3084480,0,3084480,0,0,3084480,0,3084480
4530,3090528.0,3096576.0,0.0,0.0,0.0,0,3096576,0,3090528,0,3090528,0,0,3090528,0,3090528
