,1_port4,1_port1,1_port2,1_port3,2_port1,2_port2,3_port1,3_port2,4_port1,4_port2,5_port4,5_port1,5_port2,5_port3
114,480.0,720.0,4324800.0,841152.0,480.0,480.0,841152.0,4324800.0,720.0,720.0,3484128.0,847440.0,480.0,841152.0
115,480.0,480.0,4312704.0,841152.0,480.0,720.0,847440.0,4318992.0,480.0,480.0,3478080.0,841152.0,760.0,847200.0
116,480.0,480.0,4324800.0,847440.0,720.0,480.0,841432.0,4324800.0,480.0,480.0,3478080.0,847200.0,480.0,841152.0
117,720.0,480.0,4814928.0,841152.0,480.0,480.0,847200.0,4814688.0,480.0,480.0,3974016.0,841152.0,480.0,847440.0
118,480.0,480.0,4959840.0,847200.0,480.0,480.0,841152.0,4947744.0,480.0,720.0,4095216.0,841392.0,720.0,841152.0
119,2383392.0,720.0,4953792.0,841152.0,480.0,760.0,3242448.0,4960080.0,720.0,480.0,4125216.0,3248256.0,480.0,841152.0
120,3084960.0,480.0,4181936.0,847200.0,480.0,720.0,3925632.0,4175888.0,480.0,480.0,4101024.0,3931680.0,480.0,81392.0
121,2768024.0,480.0,4113360.0,847440.0,720.0,480.0,3602408.0,4125216.0,480.0,480.0,4113120.0,3590312.0,480.0,480.0
122,480.0,480.0,4113120.0,841432.0,480.0,480.0,847200.0,4107072.0,480.0,480.0,4113360.0,847200.0,720.0,720.0
123,480.0,720.0,4107072.0,847200.0,480.0,480.0,841152.0,4119168.0,720.0,720.0,4113120.0,841392.0,480.0,480.0
124,908.0,908.0,4113548.0,841580.0,908.0,1148.0,841820.0,4089596.0,908.0,908.0,4107500.0,841580.0,908.0,908.0
125,12576.0,480.0,3092216.0,841392.0,720.0,480.0,853248.0,3104312.0,480.0,760.0,3104312.0,859296.0,480.0,480.0
126,720.0,480.0,2323152.0,847200.0,480.0,480.0,847200.0,2328960.0,760.0,480.0,2316864.0,841152.0,480.0,720.0
127,480.0,480.0,2316864.0,841152.0,480.0,480.0,847200.0,2316864.0,480.0,720.0,2323152.0,847440.0,720.0,480.0
128,480.0,720.0,2316864.0,841152.0,480.0,480.0,841392.0,2316864.0,720.0,480.0,2316864.0,841152.0,480.0,480.0
129,480.0,480.0,2316864.0,847200.0,480.0,720.0,841152.0,2317104.0,480.0,480.0,2316864.0,841152.0,480.0,480.0
130,720.0,480.0,2323152.0,841392.0,720.0,480.0,847200.0,2322912.0,480.0,480.0,2316864.0,847200.0,480.0,480.0
131,480.0,480.0,2353152.0,859296.0,480.0,480.0,853248.0,2353152.0,480.0,480.0,2365488.0,859296.0,720.0,720.0
132,6528.0,480.0,2185016.0,829056.0,480.0,480.0,835104.0,2185016.0,720.0,720.0,2185016.0,835344.0,480.0,480.0
133,480.0,720.0,1379424.0,206800.0,480.0,720.0,207040.0,1373616.0,480.0,480.0,1367328.0,200752.0,480.0,6528.0
134,480.0,480.0,1367328.0,720.0,720.0,480.0,480.0,1373376.0,480.0,480.0,1373376.0,480.0,480.0,480.0
135,720.0,480.0,1367568.0,480.0,480.0,480.0,480.0,1367328.0,480.0,480.0,1367328.0,480.0,480.0,720.0
136,480.0,480.0,1367328.0,480.0,480.0,480.0,480.0,1373376.0,480.0,480.0,1373616.0,720.0,720.0,480.0
137,760.0,720.0,1379424.0,480.0,760.0,480.0,720.0,1373376.0,720.0,720.0,1367608.0,480.0,480.0,480.0
138,480.0,480.0,1361280.0,480.0,480.0,720.0,480.0,1367568.0,480.0,480.0,1373376.0,480.0,480.0,480.0
139,480.0,480.0,1373616.0,720.0,720.0,480.0,480.0,1373376.0,480.0,480.0,1367328.0,480.0,480.0,480.0
140,720.0,480.0,1367328.0,480.0,480.0,480.0,480.0,1367328.0,480.0,480.0,1373376.0,480.0,720.0,720.0
141,480.0,480.0,1373376.0,480.0,480.0,480.0,480.0,1373376.0,720.0,720.0,1367568.0,720.0,480.0,480.0
142,480.0,720.0,1367328.0,480.0,480.0,480.0,720.0,1367568.0,480.0,480.0,1373376.0,480.0,480.0,480.0
143,480.0,480.0,1373376.0,480.0,720.0,720.0,480.0,1373376.0,480.0,480.0,1367328.0,480.0,480.0,480.0
144,720.0,480.0,1367568.0,720.0,480.0,480.0,480.0,1367328.0,480.0,480.0,1367328.0,480.0,480.0,720.0
145,480.0,480.0,1373376.0,480.0,480.0,480.0,480.0,1361280.0,480.0,480.0,1367568.0,1000.0,720.0,760.0
146,480.0,720.0,1367328.0,480.0,480.0,480.0,480.0,1373376.0,720.0,720.0,1373376.0,480.0,480.0,480.0
147,480.0,480.0,822448.0,6528.0,480.0,720.0,6768.0,828736.0,480.0,480.0,822448.0,6528.0,480.0,480.0
148,480.0,480.0,635760.0,720.0,720.0,480.0,480.0,629472.0,480.0,480.0,635520.0,480.0,480.0,480.0
149,720.0,480.0,629472.0,480.0,480.0,480.0,480.0,635520.0,480.0,480.0,635520.0,480.0,720.0,720.0
150,480.0,480.0,635520.0,480.0,480.0,480.0,480.0,629472.0,720.0,720.0,629712.0,720.0,480.0,480.0
151,480.0,720.0,629472.0,480.0,480.0,480.0,720.0,635760.0,480.0,480.0,635520.0,480.0,480.0,480.0
152,480.0,480.0,635520.0,480.0,720.0,720.0,480.0,629472.0,480.0,480.0,629472.0,480.0,480.0,480.0
153,720.0,480.0,629712.0,720.0,480.0,480.0,480.0,635520.0,480.0,480.0,635520.0,480.0,480.0,720.0
154,480.0,480.0,635520.0,480.0,480.0,480.0,480.0,635520.0,480.0,480.0,629712.0,720.0,720.0,480.0
155,480.0,720.0,629472.0,480.0,480.0,480.0,480.0,629472.0,720.0,720.0,635520.0,480.0,480.0,480.0
156,480.0,480.0,635520.0,480.0,480.0,720.0,720.0,635760.0,480.0,480.0,629472.0,480.0,480.0,480.0
157,480.0,480.0,629712.0,720.0,720.0,480.0,480.0,623424.0,480.0,480.0,629472.0,480.0,480.0,480.0
158,720.0,480.0,635520.0,480.0,480.0,480.0,480.0,641568.0,480.0,480.0,635520.0,480.0,720.0,720.0
159,480.0,480.0,629472.0,480.0,480.0,480.0,480.0,629472.0,480.0,720.0,635760.0,720.0,480.0,480.0
160,480.0,720.0,635520.0,480.0,480.0,480.0,720.0,635520.0,720.0,480.0,629472.0,480.0,480.0,480.0
161,480.0,480.0,635520.0,480.0,720.0,720.0,480.0,629712.0,480.0,480.0,635520.0,480.0,480.0,480.0
162,720.0,480.0,490048.0,6768.0,480.0,480.0,6528.0,495856.0,480.0,480.0,495856.0,6528.0,480.0,480.0
163,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,720.0,480.0,720.0,720.0
164,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,720.0,720.0,480.0,720.0,480.0,480.0
165,480.0,720.0,480.0,1324992.0,480.0,720.0,1331280.0,720.0,480.0,480.0,480.0,1343136.0,480.0,480.0
166,480.0,480.0,480.0,3079152.0,720.0,480.0,3084960.0,480.0,480.0,480.0,480.0,3078912.0,480.0,480.0
167,720.0,480.0,720.0,3091008.0,480.0,480.0,3084960.0,480.0,480.0,480.0,480.0,3091008.0,720.0,720.0
168,480.0,480.0,480.0,3097056.0,480.0,480.0,3097056.0,480.0,480.0,720.0,720.0,3091248.0,480.0,480.0
169,480.0,720.0,480.0,6907296.0,480.0,480.0,6913584.0,480.0,720.0,480.0,480.0,6925440.0,480.0,480.0
170,480.0,480.0,480.0,7197600.0,720.0,720.0,7209696.0,720.0,480.0,480.0,480.0,7209696.0,480.0,480.0
171,2855376.0,480.0,720.0,7209936.0,480.0,480.0,10064352.0,480.0,480.0,480.0,480.0,10076448.0,480.0,480.0
172,6871008.0,480.0,480.0,7203648.0,480.0,480.0,14086272.0,480.0,480.0,480.0,720.0,14098368.0,720.0,720.0
173,8497920.0,480.0,480.0,7209696.0,480.0,480.0,15719232.0,480.0,720.0,720.0,480.0,15713424.0,480.0,480.0
174,9999592.0,720.0,6528.0,7221792.0,3853056.0,720.0,13374616.0,6768.0,3865152.0,480.0,480.0,13368328.0,3871200.0,6528.0
175,7197600.0,480.0,480.0,7191792.0,4113360.0,480.0,10294176.0,480.0,4113120.0,480.0,480.0,10282080.0,4113120.0,480.0
176,1592720.0,6528.0,12816.0,4821944.0,321712.0,6528.0,6056424.0,12576.0,309616.0,6528.0,6528.0,6044328.0,303808.0,12816.0
177,480.0,480.0,6528.0,291992.0,480.0,480.0,279896.0,6528.0,480.0,720.0,6768.0,274088.0,480.0,480.0
178,480.0,720.0,480.0,480.0,480.0,480.0,720.0,480.0,720.0,480.0,480.0,480.0,480.0,480.0
179,480.0,480.0,480.0,480.0,720.0,720.0,480.0,720.0,480.0,480.0,480.0,480.0,480.0,480.0
180,720.0,480.0,768816.0,720.0,480.0,480.0,480.0,768576.0,480.0,480.0,768576.0,480.0,480.0,480.0
181,480.0,480.0,847200.0,480.0,480.0,480.0,480.0,847200.0,480.0,480.0,841392.0,480.0,720.0,720.0
182,3750240.0,480.0,1197984.0,480.0,480.0,480.0,3762336.0,1197984.0,720.0,720.0,1197984.0,3774672.0,480.0,480.0
183,4094976.0,720.0,1681824.0,480.0,480.0,480.0,4095216.0,1676016.0,480.0,480.0,1675776.0,4094976.0,480.0,480.0
184,4119168.0,480.0,3544608.0,720.0,720.0,720.0,4119168.0,3544608.0,480.0,480.0,3538560.0,4113120.0,480.0,480.0
185,4113360.0,480.0,3744432.0,480.0,480.0,480.0,4113120.0,3738144.0,480.0,480.0,3744192.0,4119168.0,480.0,720.0
186,388240.0,480.0,3756288.0,480.0,480.0,480.0,376144.0,3756288.0,480.0,480.0,3744432.0,364288.0,720.0,6528.0
187,480.0,720.0,3732096.0,290784.0,480.0,480.0,296832.0,3744192.0,720.0,720.0,3744192.0,296832.0,480.0,480.0
188,480.0,480.0,1890824.0,744384.0,480.0,720.0,744624.0,1885016.0,480.0,480.0,1896872.0,744384.0,480.0,480.0
