,1_port_1,1_port_2,1_port_3,1_port_4,1_port_5,2_port_1,2_port_2,2_port_3,2_port_4,2_port_5,3_port_1,3_port_2,3_port_3,3_port_4,3_port_5,4_port_1,4_port_2,4_port_3,4_port_4,4_port_5,5_port_1,5_port_2,5_port_3,5_port_4,5_port_5
13,480.0,720.0,1778592.0,720.0,9278112.0,480.0,480.0,1778592.0,720.0,9278112.0,11056464.0,720.0,1778592.0,720.0,9278112.0,480.0,480.0,1778592.0,720.0,9278112.0,11068320.0,760.0,760.0,480.0,480.0
14,480.0,480.0,3091008.0,480.0,9253920.0,480.0,720.0,3091008.0,480.0,9253920.0,12356544.0,480.0,3091008.0,480.0,9253920.0,480.0,480.0,3091008.0,480.0,9253920.0,12350736.0,720.0,480.0,480.0,480.0
15,480.0,480.0,3084960.0,1766496.0,9272064.0,720.0,480.0,3084960.0,1766496.0,9272064.0,14134656.0,480.0,3084960.0,1766496.0,9272064.0,480.0,480.0,3084960.0,1766496.0,9272064.0,14140704.0,480.0,720.0,720.0,720.0
16,480.0,480.0,3091248.0,3091008.0,9266016.0,480.0,480.0,3091248.0,3091008.0,9266016.0,15434976.0,480.0,3091248.0,3091008.0,9266016.0,720.0,720.0,3091248.0,3091008.0,9266016.0,15428928.0,480.0,480.0,480.0,480.0
17,720.0,480.0,3084960.0,3091248.0,9266256.0,480.0,480.0,3084960.0,3091248.0,9266256.0,15447072.0,720.0,3084960.0,3091248.0,9266256.0,480.0,480.0,3084960.0,3091248.0,9266256.0,15447072.0,480.0,480.0,480.0,480.0
18,480.0,720.0,3084960.0,3078912.0,9241824.0,480.0,480.0,3084960.0,3078912.0,9241824.0,15398928.0,480.0,3084960.0,3078912.0,9241824.0,480.0,480.0,3084960.0,3078912.0,9241824.0,15398928.0,480.0,480.0,480.0,480.0
19,480.0,480.0,3084960.0,3084960.0,9253920.0,720.0,720.0,3084960.0,3084960.0,9253920.0,15422880.0,480.0,3084960.0,3084960.0,9253920.0,480.0,480.0,3084960.0,3084960.0,9253920.0,15434976.0,720.0,720.0,480.0,480.0
20,480.0,480.0,3091008.0,3097056.0,9278112.0,480.0,480.0,3091008.0,3097056.0,9278112.0,15441024.0,480.0,3091008.0,3097056.0,9278112.0,480.0,720.0,3091008.0,3097056.0,9278112.0,15465216.0,480.0,480.0,720.0,720.0
21,720.0,480.0,3091248.0,3091008.0,9278352.0,480.0,480.0,3091248.0,3091008.0,9278352.0,15483360.0,480.0,3091248.0,3091008.0,9278352.0,720.0,480.0,3091248.0,3091008.0,9278352.0,15459168.0,480.0,480.0,480.0,480.0
22,480.0,480.0,3091008.0,3085200.0,9259968.0,480.0,480.0,3091008.0,3085200.0,9259968.0,15435216.0,720.0,3091008.0,3085200.0,9259968.0,480.0,480.0,3091008.0,3085200.0,9259968.0,15422880.0,480.0,480.0,480.0,480.0
