,1_port_1,1_port_2,1_port_3,1_port_4,1_port_5,2_port_1,2_port_2,2_port_3,2_port_4,2_port_5,3_port_1,3_port_2,3_port_3,3_port_4,3_port_5,4_port_1,4_port_2,4_port_3,4_port_4,4_port_5,5_port_1,5_port_2,5_port_3,5_port_4,5_port_5
39,480.0,480.0,3091008.0,480.0,2062848.0,480.0,480.0,3091008.0,480.0,2062848.0,5153376.0,480.0,3091008.0,480.0,2062848.0,480.0,480.0,3091008.0,480.0,2062848.0,5153616.0,720.0,480.0,480.0,720.0
40,720.0,480.0,3091008.0,480.0,2053000.0,480.0,480.0,3091008.0,480.0,2053000.0,5137480.0,480.0,3091008.0,480.0,2053000.0,720.0,480.0,3091008.0,480.0,2053000.0,5131432.0,480.0,480.0,720.0,480.0
41,480.0,6528.0,3078912.0,480.0,6528.0,480.0,480.0,3078912.0,480.0,6528.0,3085200.0,6528.0,3078912.0,480.0,6528.0,480.0,720.0,3078912.0,480.0,6528.0,3084960.0,480.0,480.0,480.0,6528.0
42,480.0,6768.0,559904.0,480.0,720.0,480.0,480.0,559904.0,480.0,720.0,553616.0,6768.0,559904.0,480.0,720.0,480.0,480.0,559904.0,480.0,720.0,547568.0,480.0,480.0,480.0,6528.0
43,480.0,480.0,480.0,720.0,480.0,720.0,720.0,480.0,720.0,480.0,480.0,480.0,480.0,720.0,480.0,480.0,480.0,480.0,720.0,480.0,480.0,480.0,720.0,480.0,480.0
44,480.0,1609248.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,1609248.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,720.0,720.0,1603200.0,480.0,720.0
45,720.0,2062848.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,2062848.0,480.0,480.0,480.0,720.0,720.0,480.0,480.0,480.0,480.0,480.0,2062848.0,720.0,480.0
46,480.0,2056800.0,720.0,480.0,480.0,480.0,480.0,720.0,480.0,480.0,720.0,2050992.0,720.0,480.0,480.0,480.0,480.0,720.0,480.0,480.0,480.0,480.0,2050752.0,480.0,480.0
47,480.0,2063088.0,480.0,720.0,720.0,480.0,720.0,480.0,720.0,720.0,480.0,2062848.0,480.0,720.0,720.0,480.0,480.0,480.0,720.0,720.0,480.0,480.0,2062848.0,480.0,480.0
48,480.0,2062848.0,480.0,480.0,480.0,720.0,480.0,480.0,480.0,480.0,480.0,2062848.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,720.0,2063088.0,480.0,480.0
49,720.0,2056800.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,2056800.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,720.0,480.0,2056800.0,720.0,720.0
50,480.0,2722080.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,720.0,2722080.0,480.0,480.0,480.0,720.0,720.0,480.0,480.0,480.0,480.0,480.0,2056800.0,480.0,659712.0
51,480.0,2897712.0,720.0,480.0,720.0,480.0,480.0,720.0,480.0,720.0,480.0,2897712.0,720.0,480.0,720.0,480.0,480.0,720.0,480.0,720.0,480.0,480.0,2056800.0,480.0,847200.0
52,480.0,2903520.0,480.0,720.0,480.0,720.0,720.0,480.0,720.0,480.0,480.0,2897472.0,480.0,720.0,480.0,480.0,480.0,480.0,720.0,480.0,480.0,480.0,2056800.0,480.0,841432.0
53,480.0,2903520.0,480.0,480.0,480.0,760.0,480.0,480.0,480.0,480.0,480.0,2909848.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,720.0,720.0,2063088.0,480.0,847440.0
54,720.0,2903520.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,2897472.0,480.0,480.0,480.0,720.0,720.0,480.0,480.0,480.0,480.0,480.0,2056800.0,720.0,841152.0
55,480.0,3647424.0,720.0,480.0,480.0,480.0,480.0,720.0,480.0,480.0,720.0,3653712.0,720.0,480.0,480.0,480.0,480.0,720.0,480.0,480.0,480.0,480.0,2063128.0,480.0,1579008.0
56,480.0,3847248.0,480.0,720.0,720.0,480.0,480.0,480.0,720.0,720.0,480.0,3840960.0,480.0,720.0,720.0,480.0,480.0,480.0,720.0,720.0,480.0,480.0,2056800.0,480.0,1796736.0
57,480.0,3853056.0,480.0,480.0,480.0,720.0,720.0,480.0,480.0,480.0,760.0,3853056.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,720.0,2063088.0,480.0,1790688.0
58,480.0,3853336.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,3853056.0,480.0,480.0,480.0,760.0,480.0,480.0,480.0,480.0,720.0,480.0,2056800.0,720.0,1796976.0
59,1000.0,3847008.0,480.0,480.0,798816.0,480.0,480.0,480.0,480.0,798816.0,799056.0,3847008.0,480.0,480.0,798816.0,720.0,1000.0,480.0,480.0,798816.0,804864.0,480.0,2056800.0,480.0,1790688.0
60,908.0,3847436.0,1148.0,908.0,1029308.0,908.0,1188.0,1148.0,908.0,1029308.0,1029068.0,3853724.0,1148.0,908.0,1029308.0,908.0,908.0,1148.0,908.0,1029308.0,1029068.0,908.0,2057228.0,908.0,1785068.0
61,480.0,3847248.0,480.0,720.0,1028640.0,720.0,720.0,480.0,720.0,1028640.0,1034688.0,3853056.0,480.0,720.0,1028640.0,480.0,480.0,480.0,720.0,1028640.0,1028640.0,480.0,2062848.0,480.0,1796736.0
62,480.0,3859104.0,480.0,480.0,1028640.0,480.0,480.0,480.0,480.0,1028640.0,1028640.0,3840960.0,480.0,480.0,1028640.0,480.0,480.0,480.0,480.0,1028640.0,1028640.0,1000.0,2057040.0,480.0,1790928.0
63,720.0,4500192.0,760.0,480.0,1034688.0,480.0,480.0,760.0,480.0,1034688.0,1028640.0,4506240.0,760.0,480.0,1034688.0,720.0,480.0,760.0,480.0,1034688.0,1029160.0,480.0,2062848.0,720.0,2443872.0
64,480.0,3047032.0,480.0,480.0,1034688.0,480.0,480.0,480.0,480.0,1034688.0,1034928.0,3053320.0,480.0,480.0,1034688.0,480.0,720.0,480.0,480.0,1034688.0,1034688.0,480.0,422200.0,760.0,2637408.0
65,480.0,2637648.0,720.0,720.0,1029160.0,480.0,480.0,720.0,720.0,1029160.0,1028640.0,2637408.0,720.0,720.0,1029160.0,480.0,480.0,720.0,720.0,1029160.0,1034688.0,480.0,480.0,480.0,2625312.0
66,480.0,2631360.0,480.0,480.0,1028640.0,720.0,720.0,480.0,480.0,1028640.0,1028640.0,2637408.0,480.0,480.0,1028640.0,480.0,480.0,480.0,480.0,1028640.0,1028640.0,480.0,720.0,480.0,2643456.0
67,480.0,2643456.0,480.0,480.0,1028640.0,480.0,480.0,480.0,480.0,1028640.0,1034688.0,2625312.0,480.0,480.0,1028640.0,480.0,480.0,480.0,480.0,1028640.0,1028880.0,720.0,480.0,720.0,2631600.0
68,720.0,2631360.0,480.0,520888.0,1820928.0,480.0,480.0,480.0,520888.0,1820928.0,2347104.0,2649504.0,480.0,520888.0,1820928.0,720.0,720.0,480.0,520888.0,1820928.0,2353152.0,480.0,480.0,480.0,2643456.0
69,480.0,2643456.0,720.0,2056800.0,2057040.0,480.0,480.0,720.0,2056800.0,2057040.0,4113360.0,2625552.0,720.0,2056800.0,2057040.0,480.0,480.0,720.0,2056800.0,2057040.0,4107072.0,480.0,480.0,480.0,2631360.0
70,480.0,2631600.0,480.0,2057040.0,2062848.0,480.0,720.0,480.0,2057040.0,2062848.0,4113120.0,2643456.0,480.0,2057040.0,2062848.0,480.0,480.0,480.0,2057040.0,2062848.0,4125216.0,480.0,480.0,480.0,2637408.0
71,480.0,2873280.0,480.0,2056800.0,2056800.0,720.0,480.0,480.0,2056800.0,2056800.0,4113120.0,2879328.0,480.0,2056800.0,2056800.0,480.0,480.0,480.0,2056800.0,2056800.0,4113120.0,720.0,242640.0,480.0,2631600.0
72,720.0,3592992.0,480.0,2062848.0,2056800.0,480.0,480.0,480.0,2062848.0,2056800.0,4119168.0,3586944.0,480.0,2062848.0,2056800.0,480.0,480.0,480.0,2062848.0,2056800.0,4119408.0,480.0,950016.0,720.0,2631360.0
73,480.0,3580896.0,480.0,2056800.0,2056800.0,480.0,480.0,480.0,2056800.0,2056800.0,4125456.0,3581136.0,480.0,2056800.0,2056800.0,720.0,720.0,480.0,2056800.0,2056800.0,4119168.0,480.0,950016.0,480.0,2637408.0
74,480.0,3593232.0,720.0,2062848.0,2057040.0,480.0,480.0,720.0,2062848.0,2057040.0,4113120.0,3574848.0,720.0,2062848.0,2057040.0,480.0,480.0,720.0,2062848.0,2057040.0,4113120.0,480.0,950016.0,480.0,2637408.0
75,480.0,3574848.0,480.0,2057040.0,2062848.0,720.0,720.0,480.0,2057040.0,2062848.0,4119168.0,3592992.0,480.0,2057040.0,2062848.0,480.0,480.0,480.0,2057040.0,2062848.0,4113120.0,480.0,950256.0,480.0,2631360.0
76,480.0,3574848.0,480.0,2056800.0,2056800.0,480.0,480.0,480.0,2056800.0,2056800.0,4113120.0,3580896.0,480.0,2056800.0,2056800.0,480.0,480.0,480.0,2056800.0,2056800.0,4113360.0,720.0,943968.0,480.0,2631600.0
77,720.0,3592992.0,480.0,2056800.0,2056800.0,480.0,480.0,480.0,2056800.0,2056800.0,4113120.0,3574848.0,480.0,2056800.0,2056800.0,720.0,720.0,480.0,2056800.0,2056800.0,4119168.0,480.0,950016.0,720.0,2637408.0
78,480.0,3568800.0,720.0,2050752.0,2050752.0,480.0,480.0,720.0,2050752.0,2050752.0,4101264.0,3575088.0,720.0,2050752.0,2050752.0,480.0,480.0,720.0,2050752.0,2050752.0,4107072.0,480.0,943968.0,480.0,2631360.0
79,480.0,3587184.0,480.0,2063088.0,2069136.0,480.0,480.0,480.0,2063088.0,2069136.0,4125216.0,3592992.0,480.0,2063088.0,2069136.0,480.0,480.0,480.0,2063088.0,2069136.0,4125216.0,480.0,956064.0,480.0,2643456.0
80,480.0,3592992.0,480.0,2062848.0,2056800.0,720.0,720.0,480.0,2062848.0,2056800.0,4125216.0,3586944.0,480.0,2062848.0,2056800.0,480.0,480.0,480.0,2062848.0,2056800.0,4125216.0,480.0,950256.0,480.0,2631360.0
81,480.0,3574848.0,480.0,2056800.0,2056800.0,480.0,480.0,480.0,2056800.0,2056800.0,4113120.0,3586944.0,480.0,2056800.0,2056800.0,480.0,480.0,480.0,2056800.0,2056800.0,4113360.0,720.0,943968.0,720.0,2625552.0
82,720.0,3592992.0,480.0,2062848.0,2062848.0,480.0,480.0,480.0,2062848.0,2062848.0,4125216.0,3580896.0,480.0,2062848.0,2062848.0,720.0,720.0,480.0,2062848.0,2062848.0,4113120.0,480.0,950016.0,480.0,2643456.0
83,480.0,3580896.0,720.0,2056800.0,2063088.0,480.0,480.0,720.0,2056800.0,2063088.0,4113360.0,3587184.0,720.0,2056800.0,2063088.0,480.0,480.0,720.0,2056800.0,2063088.0,4125216.0,480.0,950016.0,480.0,2631360.0
84,480.0,3575088.0,480.0,2057040.0,2050752.0,480.0,720.0,480.0,2057040.0,2050752.0,4113120.0,3574848.0,480.0,2057040.0,2050752.0,480.0,480.0,480.0,2057040.0,2050752.0,4107072.0,480.0,950016.0,480.0,2637408.0
85,480.0,3592992.0,480.0,2062848.0,2062848.0,720.0,480.0,480.0,2062848.0,2062848.0,4113120.0,3586944.0,480.0,2062848.0,2062848.0,480.0,480.0,480.0,2062848.0,2062848.0,4125216.0,720.0,950256.0,480.0,2637648.0
86,720.0,3574848.0,480.0,2056800.0,2056800.0,480.0,480.0,480.0,2056800.0,2056800.0,4113120.0,3586944.0,480.0,2056800.0,2056800.0,480.0,480.0,480.0,2056800.0,2056800.0,4113360.0,480.0,943968.0,720.0,2625312.0
87,480.0,3280784.0,480.0,2056800.0,2062848.0,480.0,480.0,480.0,2056800.0,2062848.0,4131504.0,3274976.0,480.0,2056800.0,2062848.0,720.0,720.0,480.0,2056800.0,2062848.0,4125216.0,480.0,950016.0,480.0,2337296.0
88,480.0,2740464.0,720.0,2057040.0,2057040.0,480.0,480.0,720.0,2057040.0,2057040.0,4113120.0,2740224.0,720.0,2057040.0,2057040.0,480.0,480.0,720.0,2057040.0,2057040.0,4113120.0,480.0,950016.0,480.0,1790688.0
89,480.0,2674904.0,6528.0,2062848.0,2062848.0,720.0,720.0,6528.0,2062848.0,2062848.0,4131264.0,2668856.0,6528.0,2062848.0,2062848.0,480.0,480.0,6528.0,2062848.0,2062848.0,4131264.0,480.0,950256.0,480.0,1731416.0
90,480.0,1778592.0,480.0,2050752.0,2050752.0,480.0,480.0,480.0,2050752.0,2050752.0,4094976.0,1784640.0,480.0,2050752.0,2050752.0,480.0,480.0,480.0,2050752.0,2050752.0,4095216.0,720.0,943968.0,720.0,841392.0
91,720.0,1796736.0,480.0,2062848.0,2068896.0,480.0,480.0,480.0,2062848.0,2068896.0,4131264.0,1802784.0,480.0,2062848.0,2068896.0,720.0,720.0,480.0,2062848.0,2068896.0,4131264.0,480.0,950016.0,480.0,841152.0
92,480.0,1796736.0,720.0,1514208.0,2050752.0,480.0,480.0,720.0,1514208.0,2050752.0,3564720.0,1790928.0,720.0,1514208.0,2050752.0,480.0,480.0,720.0,1514208.0,2050752.0,3552384.0,480.0,956064.0,480.0,841152.0
93,480.0,1796976.0,480.0,720.0,2063088.0,480.0,480.0,480.0,720.0,2063088.0,2056800.0,1796736.0,480.0,720.0,2063088.0,480.0,480.0,480.0,720.0,2063088.0,2068896.0,480.0,950016.0,480.0,847200.0
94,480.0,1790688.0,480.0,480.0,2056800.0,720.0,720.0,480.0,480.0,2056800.0,2062848.0,1790688.0,480.0,480.0,2056800.0,480.0,480.0,480.0,480.0,2056800.0,2056800.0,720.0,950256.0,480.0,847200.0
95,720.0,1796736.0,480.0,480.0,2062848.0,480.0,480.0,480.0,480.0,2062848.0,2062848.0,1790688.0,480.0,480.0,2062848.0,480.0,480.0,480.0,480.0,2062848.0,2057040.0,480.0,950016.0,720.0,841392.0
96,480.0,1790688.0,480.0,480.0,1257904.0,480.0,480.0,480.0,480.0,1257904.0,1258144.0,1802784.0,480.0,480.0,1257904.0,720.0,720.0,480.0,480.0,1257904.0,1257904.0,480.0,950016.0,480.0,841152.0
97,480.0,1790688.0,720.0,480.0,1028880.0,480.0,480.0,720.0,480.0,1028880.0,1028640.0,1784880.0,720.0,480.0,1028880.0,480.0,480.0,720.0,480.0,1028880.0,1028640.0,480.0,950016.0,480.0,841152.0
98,480.0,1796976.0,480.0,720.0,1034688.0,720.0,720.0,480.0,720.0,1034688.0,1028640.0,1790688.0,480.0,720.0,1034688.0,480.0,480.0,480.0,720.0,1034688.0,1034688.0,480.0,950016.0,480.0,847200.0
99,480.0,1790688.0,480.0,480.0,1028640.0,480.0,480.0,480.0,480.0,1028640.0,1028640.0,1796736.0,480.0,480.0,1028640.0,480.0,480.0,480.0,480.0,1028640.0,1028640.0,720.0,950256.0,480.0,841392.0
100,720.0,1790688.0,480.0,480.0,1028640.0,480.0,480.0,480.0,480.0,1028640.0,1028640.0,1790688.0,480.0,480.0,1028640.0,720.0,480.0,480.0,480.0,1028640.0,1028880.0,480.0,950016.0,720.0,847200.0
101,480.0,1790688.0,720.0,480.0,1028640.0,480.0,480.0,720.0,480.0,1028640.0,1034928.0,1796976.0,720.0,480.0,1028640.0,480.0,720.0,720.0,480.0,1028640.0,1028640.0,480.0,943968.0,480.0,841152.0
102,480.0,949696.0,480.0,720.0,1034928.0,480.0,480.0,480.0,720.0,1034928.0,1034688.0,949456.0,480.0,720.0,1034928.0,480.0,480.0,480.0,720.0,1034928.0,1034688.0,480.0,114832.0,480.0,847200.0
103,480.0,847200.0,480.0,480.0,1028640.0,720.0,720.0,480.0,480.0,1028640.0,1028640.0,841152.0,480.0,480.0,1028640.0,480.0,480.0,480.0,480.0,1028640.0,1028640.0,480.0,720.0,480.0,841152.0
104,480.0,841152.0,480.0,480.0,1034688.0,480.0,480.0,480.0,480.0,1034688.0,1028640.0,847200.0,480.0,480.0,1034688.0,480.0,480.0,480.0,480.0,1034688.0,1034928.0,720.0,480.0,720.0,841392.0
105,720.0,841152.0,480.0,480.0,1028640.0,480.0,480.0,480.0,480.0,1028640.0,1028880.0,841152.0,480.0,480.0,1028640.0,720.0,720.0,480.0,480.0,1028640.0,1028640.0,480.0,480.0,480.0,847200.0
106,480.0,847200.0,720.0,480.0,1028880.0,480.0,480.0,720.0,480.0,1028880.0,1028640.0,841392.0,720.0,480.0,1028880.0,480.0,480.0,720.0,480.0,1028880.0,1028640.0,480.0,480.0,480.0,841152.0
107,480.0,841392.0,480.0,720.0,1028640.0,720.0,720.0,480.0,720.0,1028640.0,1028640.0,841432.0,480.0,720.0,1028640.0,480.0,480.0,480.0,720.0,1028640.0,1022592.0,480.0,480.0,480.0,841152.0
108,480.0,661440.0,480.0,480.0,1034688.0,480.0,480.0,480.0,480.0,1034688.0,1034688.0,667488.0,480.0,480.0,1034688.0,480.0,480.0,480.0,480.0,1034688.0,1040736.0,720.0,720.0,480.0,668008.0
109,720.0,480.0,480.0,480.0,1028640.0,480.0,480.0,480.0,480.0,1028640.0,1034688.0,480.0,480.0,480.0,1028640.0,480.0,480.0,480.0,480.0,1028640.0,1028880.0,480.0,480.0,720.0,480.0
110,480.0,480.0,480.0,480.0,1028640.0,480.0,480.0,480.0,480.0,1028640.0,1028880.0,720.0,480.0,480.0,1028640.0,720.0,720.0,480.0,480.0,1028640.0,1028640.0,480.0,480.0,480.0,480.0
111,480.0,6768.0,720.0,480.0,215728.0,760.0,480.0,720.0,480.0,215728.0,209440.0,6528.0,720.0,480.0,215728.0,480.0,480.0,720.0,480.0,215728.0,209440.0,480.0,480.0,480.0,6528.0
112,480.0,480.0,480.0,720.0,480.0,720.0,720.0,480.0,720.0,480.0,480.0,480.0,480.0,720.0,480.0,480.0,480.0,480.0,720.0,480.0,480.0,480.0,720.0,480.0,480.0
