00:00:00:00:00:07,00:00:00:00:00:04,00:00:00:00:00:01,00:00:00:00:00:05,00:00:00:00:00:02,00:00:00:00:00:08,00:00:00:00:00:06,00:00:00:00:00:03
467712.0,,,,,,,
947520.0,,,,,,,
947520.0,,,,,,,
1116864.0,5507712.0,,,,,,
947520.0,8233344.0,,,,,,
955584.0,8181733.333333333,0.0,4032.0,,,,
737856.0,4032.0,0.0,733824.0,,,,
951552.0,0.0,0.0,633024.0,,,,
733824.0,0.0,0.0,633024.0,,,,
951552.0,0.0,0.0,633024.0,,,,
947520.0,0.0,0.0,633024.0,,,,
862848.0,983808.0,0.0,737856.0,,,,
947520.0,0.0,0.0,633024.0,350784.0,,,
737856.0,842688.0,0.0,633024.0,528192.0,,,
633024.0,846720.0,0.0,487872.0,532224.0,,,
633024.0,842688.0,0.0,737856.0,524160.0,,,
862848.0,983808.0,0.0,858816.0,616896.0,,,
104832.0,0.0,0.0,741888.0,637056.0,862848.0,,
737856.0,842688.0,0.0,737856.0,528192.0,1028160.0,4032.0,
689472.0,208944.0,0.0,4032.0,576576.0,1124928.0,0.0,
633024.0,0.0,0.0,737856.0,633024.0,1814400.0,0.0,
633024.0,0.0,0.0,737856.0,633024.0,1870848.0,0.0,
737856.0,0.0,0.0,0.0,628992.0,1870848.0,0.0,
1338624.0,0.0,0.0,0.0,528192.0,2185344.0,0.0,
693504.0,9440.0,116928.0,810432.0,693504.0,1708848.0,0.0,
628992.0,0.0,7197120.0,0.0,528192.0,850752.0,4032.0,
737856.0,0.0,8402688.0,858816.0,737856.0,983808.0,0.0,
633024.0,0.0,7213248.0,737856.0,633024.0,842688.0,0.0,
665280.0,0.0,7523712.0,0.0,552384.0,883008.0,0.0,
628992.0,0.0,0.0,0.0,947520.0,842688.0,0.0,
701568.0,0.0,7991424.0,0.0,1052352.0,935424.0,0.0,0.0
628992.0,0.0,0.0,0.0,633024.0,846720.0,0.0,633024.0
633024.0,0.0,7209216.0,0.0,528192.0,842688.0,0.0,633024.0
737856.0,0.0,8406720.0,0.0,616896.0,983808.0,0.0,737856.0
633024.0,0.0,842688.0,0.0,633024.0,842688.0,0.0,633024.0
637056.0,0.0,6621296.0,0.0,532224.0,846720.0,0.0,633024.0
633024.0,0.0,842688.0,737856.0,951552.0,947520.0,0.0,633024.0
637056.0,0.0,850752.0,0.0,641088.0,959616.0,0.0,637056.0
733824.0,0.0,979776.0,0.0,1100736.0,975744.0,0.0,205632.0
633024.0,0.0,846720.0,0.0,633024.0,947520.0,0.0,633024.0
633024.0,0.0,842688.0,737856.0,628992.0,947520.0,0.0,633024.0
737856.0,0.0,0.0,8406720.0,1104768.0,983808.0,0.0,737856.0
633024.0,0.0,846720.0,741888.0,951552.0,846720.0,0.0,633024.0
633024.0,0.0,842688.0,737856.0,947520.0,947520.0,0.0,633024.0
951552.0,0.0,842688.0,7205184.0,633024.0,951552.0,0.0,633024.0
1124928.0,0.0,1003968.0,8559936.0,749952.0,858816.0,0.0,753984.0
0.0,4032.0,842688.0,2524464.0,1689408.0,842688.0,0.0,628992.0
947520.0,0.0,0.0,0.0,0.0,842688.0,0.0,633024.0
729792.0,0.0,975744.0,850752.0,1943424.0,971712.0,0.0,729792.0
951552.0,0.0,842688.0,737856.0,633024.0,842688.0,0.0,633024.0
947520.0,0.0,846720.0,737856.0,633024.0,842688.0,0.0,633024.0
955584.0,0.0,846720.0,955584.0,637056.0,850752.0,4032.0,637056.0
1141056.0,0.0,1012032.0,1141056.0,758016.0,1012032.0,0.0,758016.0
173834.66666666666,4032.0,870912.0,975744.0,1032192.0,870912.0,0.0,653184.0
0.0,0.0,842688.0,737856.0,1580544.0,842688.0,0.0,0.0
0.0,0.0,0.0,951552.0,0.0,842688.0,0.0,165770.66666666666
0.0,0.0,0.0,1108800.0,4032.0,983808.0,0.0,0.0
528192.0,0.0,842688.0,951552.0,1689408.0,0.0,0.0,0.0
0.0,0.0,649957.3333333334,1040256.0,1737792.0,927360.0,0.0,0.0
0.0,0.0,0.0,222218.66666666663,0.0,842688.0,0.0,4032.0
0.0,0.0,0.0,4032.0,4032.0,497461.3333333333,0.0,0.0
737856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572544.0,5136768.0,0.0,0.0,1028160.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628992.0,0.0,4032.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737856.0,0.0,4032.0,4032.0,0.0,0.0,0.0,0.0
1161216.0,6810048.0,0.0,0.0,0.0,0.0,0.0,6177024.0
628992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,842688.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,842688.0,0.0,0.0,0.0,0.0,0.0
0.0,6834240.0,0.0,0.0,1032192.0,0.0,0.0,0.0
0.0,0.0,846720.0,0.0,0.0,528192.0,0.0,0.0
0.0,0.0,983808.0,0.0,0.0,612864.0,0.0,0.0
641088.0,0.0,0.0,0.0,1040256.0,532224.0,0.0,0.0
633024.0,0.0,0.0,0.0,1028160.0,528192.0,0.0,0.0
726192.0,0.0,0.0,0.0,1201536.0,616896.0,0.0,0.0
0.0,520128.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1128960.0,576576.0,4032.0,0.0
0.0,528192.0,0.0,0.0,0.0,0.0,0.0,0.0
1241856.0,677376.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,524160.0,528192.0,0.0,0.0
0.0,608832.0,0.0,0.0,0.0,0.0,0.0,0.0
1181376.0,641088.0,0.0,0.0,0.0,858816.0,0.0,0.0
0.0,524160.0,524160.0,0.0,0.0,0.0,0.0,0.0
0.0,528192.0,0.0,0.0,0.0,0.0,0.0,0.0
1354752.0,630517.3333333334,0.0,0.0,0.0,983808.0,4032.0,0.0
0.0,0.0,532224.0,0.0,532224.0,528192.0,0.0,0.0
1354752.0,0.0,0.0,0.0,0.0,983808.0,0.0,1201536.0
0.0,528192.0,0.0,0.0,0.0,0.0,0.0,1028160.0
0.0,0.0,616896.0,0.0,612864.0,612864.0,0.0,1197504.0
0.0,528192.0,528192.0,0.0,0.0,439488.0,0.0,0.0
0.0,528192.0,528192.0,0.0,0.0,524160.0,0.0,0.0
737856.0,0.0,0.0,0.0,0.0,983808.0,423360.0,1201536.0
0.0,532224.0,0.0,0.0,0.0,532224.0,637056.0,1036224.0
0.0,528192.0,528192.0,1028160.0,0.0,524160.0,0.0,0.0
0.0,0.0,612864.0,0.0,616896.0,616896.0,737856.0,1201536.0
0.0,528192.0,528192.0,1028160.0,0.0,528192.0,0.0,0.0
737856.0,0.0,0.0,1201536.0,0.0,983808.0,737856.0,1201536.0
0.0,524160.0,0.0,0.0,0.0,524160.0,4032.0,666805.3333333334
