port1,port2
6984.0,6984.0
605.3333333333334,605.3333333333334
506.6666666666667,506.6666666666667
605.3333333333334,605.3333333333334
320.0,320.0
520448.0,320.0
972032.0,320.0
980096.0,320.0
1089432.0,792.0
976064.0,320.0
1294432.0,160.0
1625216.0,320.0
1641344.0,320.0
1637312.0,320.0
1629248.0,234176.0
1637312.0,871232.0
1633280.0,871232.0
1633280.0,871232.0
1633280.0,875450.6666666666
2210328.0,936029.3333333334
2399360.0,1528288.0
2431456.0,1548608.0
2536448.0,1524416.0
3056576.0,1532480.0
3060608.0,789872.0
3056576.0,657536.0
3064640.0,653504.0
3052544.0,657536.0
3064640.0,657536.0
3064640.0,657536.0
3088832.0,661568.0
3068672.0,657376.0
3064480.0,657536.0
2410362.6666666665,1605056.0
2084864.0,1649408.0
2080832.0,1645376.0
2080832.0,1645376.0
2092928.0,1645376.0
2080832.0,1798592.0
2109341.333333333,2552861.333333333
2080832.0,2524538.6666666665
2084864.0,2520320.0
2081018.6666666667,2524192.0
2088736.0,2766272.0
2084864.0,3181568.0
3076736.0,3185600.0
9612608.0,3193664.0
10495616.0,3205760.0
10616576.0,3193664.0
10939136.0,3290432.0
11507648.0,3246080.0
6210032.0,3959744.0
3959744.0,3959744.0
4766144.0,3955552.0
4947424.0,3967808.0
4955648.0,3955712.0
5012096.0,4012160.0
5064512.0,4048448.0
4129546.6666666665,4399232.0
3996032.0,4995968.0
3983936.0,4415818.666666667
3967808.0,4298432.0
3963776.0,4298432.0
4012160.0,4041189.3333333335
3173962.6666666665,3423488.0
2542005.333333333,2750602.6666666665
2411296.0,2657248.0
2758208.0,2641280.0
2754176.0,2645312.0
2758208.0,8113162.666666667
2822720.0,8286080.0
2758208.0,8132864.0
2380064.0,8128832.0
1322816.0,8124800.0
1208133.3333333333,9443696.0
665600.0,14297792.0
665600.0,14313920.0
665600.0,15224992.0
669472.0,9895653.333333334
1068800.0,8681216.0
1218269.3333333333,8689565.333333334
1213952.0,8685248.0
5016128.0,8125232.0
8282048.0,7373061.333333333
5312421.333333333,7282298.666666667
1113152.0,7596154.666666667
1109120.0,1222016.0
1105088.0,1213952.0
1113152.0,1217984.0
1105274.6666666667,1222016.0
1104928.0,1217824.0
1113152.0,1431680.0
1105088.0,1766336.0
1129280.0,1794560.0
1133312.0,1646901.3333333333
1105088.0,2096960.0
1145408.0,2254208.0
1129280.0,2242112.0
1137344.0,2238080.0
1625216.0,2246144.0
1673600.0,2209856.0
2153408.0,2234048.0
2371136.0,2230016.0
2334848.0,2201792.0
2383232.0,2245984.0
2407264.0,2254208.0
2467904.0,2250176.0
3009717.333333333,1731573.3333333333
3762176.0,1137344.0
3994245.3333333335,784053.3333333334
3742016.0,564800.0
3661376.0,1213952.0
3758144.0,1480064.0
3758144.0,1476032.0
3665408.0,1447808.0
3762176.0,1480064.0
3867008.0,1524416.0
4528256.0,1447808.0
4830656.0,1496192.0
15499328.0,1455872.0
5395136.0,890672.0
4802272.0,572704.0
5286272.0,556736.0
5106357.333333333,576896.0
5004032.0,580928.0
4870976.0,564800.0
4887104.0,2322752.0
4845690.666666667,7217600.0
4532288.0,11918912.0
5124992.0,14160704.0
5721728.0,9106906.666666666
5725760.0,6701504.0
4944357.333333333,6556352.0
4681472.0,6532160.0
4802432.0,6701504.0
4798400.0,6693440.0
4786304.0,6681344.0
11427008.0,6689248.0
11883989.333333334,6685376.0
4766144.0,541360.0
4799205.333333333,2383232.0
4121024.0,6701504.0
4121024.0,15833984.0
3883594.6666666665,7620800.0
3233984.0,6544256.0
3391232.0,7717568.0
3242048.0,7443392.0
2359472.0,7608704.0
2254208.0,6445301.333333333
2234048.0,895424.0
2274368.0,907520.0
2346944.0,891392.0
2630709.333333333,899456.0
2887232.0,895424.0
3237856.0,891232.0
3233984.0,891392.0
3258176.0,899456.0
